county_fips,year,county_name,heatwave_events_started,first_event_start_date,last_event_end_date,longest_event_duration_days,heatwave_days,heatwave_days_imputed
48001,2015,Anderson,13,2015-01-28,2015-12-27,7,44,0
48001,2016,Anderson,21,2016-01-30,2016-12-28,11,81,0
48001,2017,Anderson,26,2017-01-01,2017-12-20,8,80,0
48001,2018,Anderson,16,2018-02-15,2018-10-08,8,57,0
48001,2019,Anderson,11,2019-01-07,2019-11-06,9,36,0
48001,2020,Anderson,16,2020-01-09,2020-12-29,5,43,0
48001,2021,Anderson,15,2021-01-24,2022-01-01,10,48,0
48001,2022,Anderson,13,2022-04-21,2022-12-11,7,46,0
48001,2023,Anderson,20,2023-01-01,2023-12-09,14,80,0
48001,2024,Anderson,18,2024-02-08,2024-12-17,13,68,0
48001,2025,Anderson,22,2025-01-29,2025-12-28,9,78,0
48003,2015,Andrews,13,2015-01-19,2015-12-12,6,42,2
48003,2016,Andrews,15,2016-01-30,2016-11-08,5,38,0
48003,2017,Andrews,18,2017-01-01,2017-12-05,9,62,0
48003,2018,Andrews,10,2018-02-15,2018-10-08,8,38,0
48003,2019,Andrews,16,2019-01-06,2019-12-25,7,45,2
48003,2020,Andrews,16,2020-01-14,2020-12-11,4,38,0
48003,2021,Andrews,16,2021-01-23,2021-12-29,8,51,0
48003,2022,Andrews,15,2022-03-27,2023-01-02,8,51,8
48003,2023,Andrews,17,2023-01-10,2023-12-08,10,69,0
48003,2024,Andrews,18,2024-02-01,2024-12-30,5,55,15
48003,2025,Andrews,16,2025-02-06,2025-12-28,8,59,1
48005,2015,Angelina,16,2015-03-19,2015-12-27,5,46,0
48005,2016,Angelina,22,2016-01-30,2016-12-28,6,76,0
48005,2017,Angelina,22,2017-01-01,2017-11-17,8,69,0
48005,2018,Angelina,18,2018-01-20,2018-11-07,8,64,0
48005,2019,Angelina,11,2019-01-07,2019-11-06,6,36,0
48005,2020,Angelina,17,2020-01-09,2020-12-30,6,58,0
48005,2021,Angelina,24,2021-01-21,2022-01-01,9,82,0
48005,2022,Angelina,22,2022-02-21,2023-01-03,8,75,0
48005,2023,Angelina,21,2023-01-10,2023-12-09,20,111,0
48005,2024,Angelina,25,2024-01-23,2024-12-17,12,103,0
48005,2025,Angelina,22,2025-01-29,2025-12-28,9,92,0
48007,2015,Aransas,11,2015-04-07,2015-12-26,4,32,0
48007,2016,Aransas,16,2016-01-31,2016-12-28,10,70,0
48007,2017,Aransas,28,2017-01-01,2017-12-04,13,101,0
48007,2018,Aransas,15,2018-02-15,2018-12-26,6,46,1
48007,2019,Aransas,15,2019-01-07,2019-10-10,7,57,0
48007,2020,Aransas,23,2020-01-09,2020-12-11,10,81,0
48007,2021,Aransas,20,2021-01-24,2022-01-01,9,61,0
48007,2022,Aransas,21,2022-02-21,2022-12-13,9,79,0
48007,2023,Aransas,25,2023-01-01,2023-12-23,19,129,0
48007,2024,Aransas,26,2024-02-09,2024-12-26,17,116,0
48007,2025,Aransas,26,2025-01-04,2025-12-28,13,120,0
48009,2015,Archer,11,2015-01-27,2015-12-24,5,32,32
48009,2016,Archer,15,2016-01-29,2016-12-28,5,45,11
48009,2017,Archer,19,2017-01-02,2017-12-04,7,54,17
48009,2018,Archer,9,2018-01-20,2018-10-08,8,32,32
48009,2019,Archer,8,2019-01-06,2019-12-28,6,25,25
48009,2020,Archer,11,2020-01-09,2020-12-11,3,24,24
48009,2021,Archer,12,2021-03-11,2021-12-31,9,43,43
48009,2022,Archer,11,2022-03-28,2022-12-13,6,40,40
48009,2023,Archer,17,2023-01-01,2023-12-24,6,60,60
48009,2024,Archer,24,2024-01-30,2024-12-30,7,68,68
48009,2025,Archer,15,2025-02-02,2025-12-28,10,60,60
48011,2015,Armstrong,22,2015-01-19,2015-12-24,8,78,78
48011,2016,Armstrong,23,2016-01-29,2016-12-25,7,78,78
48011,2017,Armstrong,21,2017-01-10,2017-12-04,8,72,72
48011,2018,Armstrong,18,2018-01-10,2018-10-06,9,67,67
48011,2019,Armstrong,19,2019-01-06,2019-12-27,13,75,75
48011,2020,Armstrong,19,2020-01-09,2020-12-11,10,70,70
48011,2021,Armstrong,20,2021-01-30,2021-12-29,6,62,62
48011,2022,Armstrong,22,2022-03-04,2022-12-29,9,92,92
48011,2023,Armstrong,28,2023-01-01,2023-12-23,11,105,105
48011,2024,Armstrong,26,2024-01-29,2024-12-31,15,114,114
48011,2025,Armstrong,25,2025-02-02,2025-12-28,9,92,92
48013,2015,Atascosa,10,2015-07-18,2015-12-12,7,32,0
48013,2016,Atascosa,12,2016-02-18,2016-12-28,7,40,0
48013,2017,Atascosa,23,2017-01-01,2017-12-05,7,72,0
48013,2018,Atascosa,9,2018-02-16,2018-11-07,7,30,0
48013,2019,Atascosa,15,2019-01-07,2019-12-28,11,64,0
48013,2020,Atascosa,20,2020-01-10,2020-12-30,8,70,0
48013,2021,Atascosa,23,2021-01-22,2022-01-01,8,85,0
48013,2022,Atascosa,23,2022-03-05,2022-12-13,8,81,0
48013,2023,Atascosa,22,2023-01-01,2023-12-24,11,89,0
48013,2024,Atascosa,21,2024-02-09,2024-12-25,8,70,2
48013,2025,Atascosa,11,2025-02-04,2025-12-28,9,52,0
48015,2015,Austin,12,2015-02-21,2015-12-27,5,38,6
48015,2016,Austin,21,2016-01-31,2016-12-29,6,66,10
48015,2017,Austin,27,2017-01-02,2017-12-20,7,80,2
48015,2018,Austin,14,2018-01-21,2018-12-01,8,45,5
48015,2019,Austin,13,2019-01-07,2019-11-07,9,43,12
48015,2020,Austin,12,2020-01-15,2020-12-31,5,37,8
48015,2021,Austin,16,2021-01-24,2022-01-01,9,49,8
48015,2022,Austin,21,2022-02-16,2022-12-30,12,74,7
48015,2023,Austin,23,2023-01-01,2023-11-09,17,103,24
48015,2024,Austin,20,2024-02-09,2024-12-17,11,85,49
48015,2025,Austin,20,2025-02-03,2025-12-28,9,80,29
48017,2015,Bailey,15,2015-01-19,2015-12-21,4,37,0
48017,2016,Bailey,12,2016-01-24,2016-11-17,5,34,0
