county_fips,county_name,year,heatwave_events_started,heatwave_days,first_event_start_date,last_event_end_date,longest_event_duration_days,event_durations,event_ids
48453,Travis (Austin),2016,9,33,2016-02-19,2016-12-28,6,"2,2,3,3,4,4,4,5,6",TRAVIS_2016_001;TRAVIS_2016_002;TRAVIS_2016_003;TRAVIS_2016_004;TRAVIS_2016_005;TRAVIS_2016_006;TRAVIS_2016_007;TRAVIS_2016_008;TRAVIS_2016_009
48453,Travis (Austin),2017,15,46,2017-01-01,2017-12-04,8,"2,2,2,2,2,2,2,2,3,3,3,3,4,6,8",TRAVIS_2017_001;TRAVIS_2017_002;TRAVIS_2017_003;TRAVIS_2017_004;TRAVIS_2017_005;TRAVIS_2017_006;TRAVIS_2017_007;TRAVIS_2017_008;TRAVIS_2017_009;TRAVIS_2017_010;TRAVIS_2017_011;TRAVIS_2017_012;TRAVIS_2017_013;TRAVIS_2017_014;TRAVIS_2017_015
48453,Travis (Austin),2018,5,18,2018-02-19,2018-10-07,6,"2,2,4,4,6",TRAVIS_2018_001;TRAVIS_2018_002;TRAVIS_2018_003;TRAVIS_2018_004;TRAVIS_2018_005
48453,Travis (Austin),2019,13,41,2019-01-07,2019-11-21,8,"2,2,2,2,2,2,2,3,3,3,4,6,8",TRAVIS_2019_001;TRAVIS_2019_002;TRAVIS_2019_003;TRAVIS_2019_004;TRAVIS_2019_005;TRAVIS_2019_006;TRAVIS_2019_007;TRAVIS_2019_008;TRAVIS_2019_009;TRAVIS_2019_010;TRAVIS_2019_011;TRAVIS_2019_012;TRAVIS_2019_013
48453,Travis (Austin),2020,11,35,2020-01-09,2020-12-29,5,"2,2,2,3,3,3,3,4,4,4,5",TRAVIS_2020_001;TRAVIS_2020_002;TRAVIS_2020_003;TRAVIS_2020_004;TRAVIS_2020_005;TRAVIS_2020_006;TRAVIS_2020_007;TRAVIS_2020_008;TRAVIS_2020_009;TRAVIS_2020_010;TRAVIS_2020_011
48453,Travis (Austin),2021,10,35,2021-01-24,2021-12-31,8,"2,2,2,2,3,4,4,4,4,8",TRAVIS_2021_001;TRAVIS_2021_002;TRAVIS_2021_003;TRAVIS_2021_004;TRAVIS_2021_005;TRAVIS_2021_006;TRAVIS_2021_007;TRAVIS_2021_008;TRAVIS_2021_009;TRAVIS_2021_010
48453,Travis (Austin),2022,17,54,2022-02-21,2022-12-13,9,"2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,6,9",TRAVIS_2022_001;TRAVIS_2022_002;TRAVIS_2022_003;TRAVIS_2022_004;TRAVIS_2022_005;TRAVIS_2022_006;TRAVIS_2022_007;TRAVIS_2022_008;TRAVIS_2022_009;TRAVIS_2022_010;TRAVIS_2022_011;TRAVIS_2022_012;TRAVIS_2022_013;TRAVIS_2022_014;TRAVIS_2022_015;TRAVIS_2022_016;TRAVIS_2022_017
48453,Travis (Austin),2023,19,66,2023-01-01,2023-12-23,11,"2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,6,8,11",TRAVIS_2023_001;TRAVIS_2023_002;TRAVIS_2023_003;TRAVIS_2023_004;TRAVIS_2023_005;TRAVIS_2023_006;TRAVIS_2023_007;TRAVIS_2023_008;TRAVIS_2023_009;TRAVIS_2023_010;TRAVIS_2023_011;TRAVIS_2023_012;TRAVIS_2023_013;TRAVIS_2023_014;TRAVIS_2023_015;TRAVIS_2023_016;TRAVIS_2023_017;TRAVIS_2023_018;TRAVIS_2023_019
48453,Travis (Austin),2024,21,61,2024-02-21,2024-12-24,7,"2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,7,7",TRAVIS_2024_001;TRAVIS_2024_002;TRAVIS_2024_003;TRAVIS_2024_004;TRAVIS_2024_005;TRAVIS_2024_006;TRAVIS_2024_007;TRAVIS_2024_008;TRAVIS_2024_009;TRAVIS_2024_010;TRAVIS_2024_011;TRAVIS_2024_012;TRAVIS_2024_013;TRAVIS_2024_014;TRAVIS_2024_015;TRAVIS_2024_016;TRAVIS_2024_017;TRAVIS_2024_018;TRAVIS_2024_019;TRAVIS_2024_020;TRAVIS_2024_021
48453,Travis (Austin),2025,15,59,2025-02-03,2025-12-28,7,"2,2,2,2,2,3,3,4,4,4,4,6,7,7,7",TRAVIS_2025_001;TRAVIS_2025_002;TRAVIS_2025_003;TRAVIS_2025_004;TRAVIS_2025_005;TRAVIS_2025_006;TRAVIS_2025_007;TRAVIS_2025_008;TRAVIS_2025_009;TRAVIS_2025_010;TRAVIS_2025_011;TRAVIS_2025_012;TRAVIS_2025_013;TRAVIS_2025_014;TRAVIS_2025_015
