county_fips,county_name,calendar_month,analysis_year,threshold_value_f,n_reference_values,window_method,definition_id,percentile,reference_method
48141,El Paso,2,2017,53.8219683540125,1074,calendar_month_bucket,relMeanHI_p85_2d_walkforward,85,walk_forward_1979_to_Yminus1
48141,El Paso,3,2017,61.19608783338,1178,calendar_month_bucket,relMeanHI_p85_2d_walkforward,85,walk_forward_1979_to_Yminus1
48141,El Paso,4,2017,68.5345083049575,1140,calendar_month_bucket,relMeanHI_p85_2d_walkforward,85,walk_forward_1979_to_Yminus1
48141,El Paso,5,2017,77.203880419425,1178,calendar_month_bucket,relMeanHI_p85_2d_walkforward,85,walk_forward_1979_to_Yminus1
48141,El Paso,6,2017,83.77556593107967,1140,calendar_month_bucket,relMeanHI_p85_2d_walkforward,85,walk_forward_1979_to_Yminus1
48141,El Paso,7,2017,85.55476872251344,1178,calendar_month_bucket,relMeanHI_p85_2d_walkforward,85,walk_forward_1979_to_Yminus1
48141,El Paso,8,2017,84.34195517624063,1178,calendar_month_bucket,relMeanHI_p85_2d_walkforward,85,walk_forward_1979_to_Yminus1
48141,El Paso,9,2017,79.60072113295,1140,calendar_month_bucket,relMeanHI_p85_2d_walkforward,85,walk_forward_1979_to_Yminus1
48141,El Paso,10,2017,70.02260464735,1178,calendar_month_bucket,relMeanHI_p85_2d_walkforward,85,walk_forward_1979_to_Yminus1
48141,El Paso,11,2017,57.32051014245,1140,calendar_month_bucket,relMeanHI_p85_2d_walkforward,85,walk_forward_1979_to_Yminus1
48141,El Paso,12,2017,48.293127758275,1178,calendar_month_bucket,relMeanHI_p85_2d_walkforward,85,walk_forward_1979_to_Yminus1
48141,El Paso,1,2018,47.8754446309,1209,calendar_month_bucket,relMeanHI_p85_2d_walkforward,85,walk_forward_1979_to_Yminus1
48141,El Paso,2,2018,54.056213559725,1102,calendar_month_bucket,relMeanHI_p85_2d_walkforward,85,walk_forward_1979_to_Yminus1
48141,El Paso,3,2018,61.33615285959999,1209,calendar_month_bucket,relMeanHI_p85_2d_walkforward,85,walk_forward_1979_to_Yminus1
48141,El Paso,4,2018,68.60554273088,1170,calendar_month_bucket,relMeanHI_p85_2d_walkforward,85,walk_forward_1979_to_Yminus1
48141,El Paso,5,2018,77.20054118089001,1209,calendar_month_bucket,relMeanHI_p85_2d_walkforward,85,walk_forward_1979_to_Yminus1
48141,El Paso,6,2018,83.81536906967925,1170,calendar_month_bucket,relMeanHI_p85_2d_walkforward,85,walk_forward_1979_to_Yminus1
48141,El Paso,7,2018,85.54528836340624,1209,calendar_month_bucket,relMeanHI_p85_2d_walkforward,85,walk_forward_1979_to_Yminus1
48141,El Paso,8,2018,84.33603853513705,1209,calendar_month_bucket,relMeanHI_p85_2d_walkforward,85,walk_forward_1979_to_Yminus1
48141,El Paso,9,2018,79.5488067061,1170,calendar_month_bucket,relMeanHI_p85_2d_walkforward,85,walk_forward_1979_to_Yminus1
48141,El Paso,10,2018,70.1519144766,1209,calendar_month_bucket,relMeanHI_p85_2d_walkforward,85,walk_forward_1979_to_Yminus1
48141,El Paso,11,2018,57.681468811349994,1170,calendar_month_bucket,relMeanHI_p85_2d_walkforward,85,walk_forward_1979_to_Yminus1
48141,El Paso,12,2018,48.3208512144,1209,calendar_month_bucket,relMeanHI_p85_2d_walkforward,85,walk_forward_1979_to_Yminus1
48141,El Paso,1,2019,47.881378508912505,1240,calendar_month_bucket,relMeanHI_p85_2d_walkforward,85,walk_forward_1979_to_Yminus1
48141,El Paso,2,2019,54.173679465185,1130,calendar_month_bucket,relMeanHI_p85_2d_walkforward,85,walk_forward_1979_to_Yminus1
