county_fips,year,county_name,heatwave_events_started,first_event_start_date,last_event_end_date,longest_event_duration_days,heatwave_days,heatwave_days_imputed
48001,2015,Anderson,11,2015-01-27,2015-12-27,9,54,0
48001,2016,Anderson,10,2016-01-29,2016-12-28,7,42,0
48001,2017,Anderson,10,2017-01-01,2017-12-22,7,40,0
48001,2018,Anderson,6,2018-05-11,2018-12-01,14,53,0
48001,2019,Anderson,7,2019-01-06,2019-12-27,12,34,0
48001,2020,Anderson,8,2020-02-02,2020-11-21,5,30,0
48001,2021,Anderson,7,2021-04-11,2022-01-01,10,35,0
48001,2022,Anderson,11,2022-03-26,2023-01-03,19,91,0
48001,2023,Anderson,14,2023-01-10,2023-10-22,18,86,0
48001,2024,Anderson,10,2024-01-29,2024-12-17,9,49,0
48001,2025,Anderson,9,2025-02-02,2025-12-28,14,59,0
48003,2015,Andrews,10,2015-02-07,2015-12-26,6,43,1
48003,2016,Andrews,7,2016-01-30,2016-11-18,10,35,0
48003,2017,Andrews,9,2017-01-10,2017-11-07,7,38,0
48003,2018,Andrews,6,2018-03-22,2018-08-29,8,34,0
48003,2019,Andrews,7,2019-02-03,2019-12-25,8,28,3
48003,2020,Andrews,10,2020-01-25,2020-12-10,8,40,0
48003,2021,Andrews,7,2021-06-09,2021-12-27,6,29,0
48003,2022,Andrews,7,2022-03-26,2023-01-02,8,26,0
48003,2023,Andrews,12,2023-01-09,2023-11-08,10,61,0
48003,2024,Andrews,5,2024-04-13,2024-10-30,6,20,6
48003,2025,Andrews,9,2025-02-02,2025-12-28,7,39,1
48005,2015,Angelina,9,2015-01-27,2015-12-27,7,41,0
48005,2016,Angelina,11,2016-01-29,2016-12-28,9,49,0
48005,2017,Angelina,9,2017-01-10,2017-12-22,7,40,0
48005,2018,Angelina,10,2018-03-16,2018-07-27,12,56,0
48005,2019,Angelina,8,2019-01-06,2019-12-28,5,31,0
48005,2020,Angelina,13,2020-01-09,2020-12-30,5,48,0
48005,2021,Angelina,10,2021-02-26,2022-01-01,10,46,0
48005,2022,Angelina,15,2022-03-26,2023-01-03,14,98,0
48005,2023,Angelina,12,2023-01-15,2023-11-09,34,97,0
48005,2024,Angelina,8,2024-02-24,2024-12-17,8,34,0
48005,2025,Angelina,10,2025-02-01,2025-12-28,14,66,0
48007,2015,Aransas,11,2015-01-27,2015-12-27,5,42,0
48007,2016,Aransas,17,2016-01-19,2016-12-28,9,86,0
48007,2017,Aransas,24,2017-01-01,2017-12-22,16,118,0
48007,2018,Aransas,6,2018-02-17,2018-11-08,22,42,1
48007,2019,Aransas,11,2019-01-06,2019-12-16,16,55,0
48007,2020,Aransas,23,2020-01-14,2020-12-11,8,104,0
48007,2021,Aransas,9,2021-01-24,2022-01-01,10,39,0
48007,2022,Aransas,18,2022-03-04,2023-01-07,18,115,0
48007,2023,Aransas,12,2023-01-15,2023-12-22,44,168,0
48007,2024,Aransas,17,2024-02-25,2024-12-31,31,151,0
48007,2025,Aransas,19,2025-01-31,2025-12-28,16,139,0
48009,2015,Archer,4,2015-02-07,2015-12-26,6,19,19
48009,2016,Archer,5,2016-01-29,2016-11-18,8,22,7
48009,2017,Archer,7,2017-01-10,2017-12-04,8,28,10
48009,2018,Archer,4,2018-03-24,2018-07-23,8,20,20
48009,2019,Archer,3,2019-02-03,2019-12-26,5,12,12
48009,2020,Archer,5,2020-03-25,2020-12-11,4,17,17
48009,2021,Archer,6,2021-10-08,2021-12-31,9,31,31
48009,2022,Archer,12,2022-03-03,2022-10-23,14,69,69
48009,2023,Archer,14,2023-01-01,2023-11-08,10,69,69
48009,2024,Archer,11,2024-01-30,2024-12-17,11,50,50
48009,2025,Archer,8,2025-02-01,2025-12-28,9,38,38
48011,2015,Armstrong,9,2015-01-27,2015-12-12,6,41,41
48011,2016,Armstrong,12,2016-01-29,2016-12-28,11,51,51
48011,2017,Armstrong,9,2017-01-10,2017-12-04,8,42,42
48011,2018,Armstrong,8,2018-01-09,2018-08-29,9,42,42
48011,2019,Armstrong,10,2019-01-05,2019-12-26,7,41,41
48011,2020,Armstrong,11,2020-04-27,2020-12-11,11,52,52
48011,2021,Armstrong,11,2021-06-10,2021-12-27,6,44,44
48011,2022,Armstrong,12,2022-03-02,2022-10-23,14,74,74
48011,2023,Armstrong,18,2023-01-01,2023-11-08,15,86,86
48011,2024,Armstrong,15,2024-01-29,2024-12-31,15,78,78
48011,2025,Armstrong,12,2025-02-01,2025-12-28,9,54,54
48013,2015,Atascosa,5,2015-08-05,2015-12-24,10,29,0
48013,2016,Atascosa,9,2016-01-30,2016-12-28,7,37,0
48013,2017,Atascosa,13,2017-01-10,2017-11-18,9,56,0
48013,2018,Atascosa,6,2018-03-17,2018-08-23,18,40,0
48013,2019,Atascosa,9,2019-01-06,2019-10-04,13,55,0
48013,2020,Atascosa,12,2020-01-15,2020-12-30,7,51,0
48013,2021,Atascosa,8,2021-04-07,2022-01-01,10,33,0
48013,2022,Atascosa,12,2022-03-25,2023-01-07,19,98,0
48013,2023,Atascosa,12,2023-02-21,2023-09-30,21,107,0
48013,2024,Atascosa,12,2024-02-25,2024-12-31,9,58,0
48013,2025,Atascosa,13,2025-02-02,2025-12-28,9,69,0
48015,2015,Austin,6,2015-02-09,2015-12-28,6,24,0
48015,2016,Austin,4,2016-03-14,2016-12-29,6,18,5
48015,2017,Austin,9,2017-01-10,2017-12-22,6,38,3
48015,2018,Austin,6,2018-03-17,2018-11-08,8,29,0
48015,2019,Austin,4,2019-08-14,2019-10-07,9,22,13
48015,2020,Austin,4,2020-03-13,2020-06-08,5,14,5
48015,2021,Austin,3,2021-09-20,2022-01-02,10,15,4
48015,2022,Austin,10,2022-05-08,2022-12-11,15,80,17
48015,2023,Austin,15,2023-01-01,2023-10-22,28,109,37
48015,2024,Austin,10,2024-02-25,2024-12-29,8,40,25
48015,2025,Austin,11,2025-02-02,2025-12-28,10,65,26
48017,2015,Bailey,5,2015-02-07,2015-12-12,5,18,0
48017,2016,Bailey,7,2016-01-29,2016-11-17,8,31,0
48017,2017,Bailey,7,2017-01-09,2017-12-04,8,31,0
48017,2018,Bailey,4,2018-05-08,2018-07-22,8,22,0
48017,2019,Bailey,5,2019-01-05,2019-12-25,5,19,0
