run_id,county_fips,ehf_assessment_period_start,ehf_assessment_period_end,event_duration_days,event_id,onset_year,seq,event_definition_type
5273.0,48235,2025-08-10,2025-08-10,1,48_235_2025_001_EHF_TX_WALKFORWARD,2025,1,positive_ehf_assessment_period
5274.0,48237,2015-07-22,2015-07-27,6,48_237_2015_001_EHF_TX_WALKFORWARD,2015,1,positive_ehf_assessment_period
5275.0,48237,2015-08-07,2015-08-12,6,48_237_2015_002_EHF_TX_WALKFORWARD,2015,2,positive_ehf_assessment_period
5276.0,48237,2015-09-08,2015-09-09,2,48_237_2015_003_EHF_TX_WALKFORWARD,2015,3,positive_ehf_assessment_period
5277.0,48237,2016-08-04,2016-08-13,10,48_237_2016_001_EHF_TX_WALKFORWARD,2016,1,positive_ehf_assessment_period
5278.0,48237,2017-07-23,2017-07-23,1,48_237_2017_001_EHF_TX_WALKFORWARD,2017,1,positive_ehf_assessment_period
5279.0,48237,2017-07-29,2017-07-29,1,48_237_2017_002_EHF_TX_WALKFORWARD,2017,2,positive_ehf_assessment_period
5280.0,48237,2018-06-29,2018-07-04,6,48_237_2018_001_EHF_TX_WALKFORWARD,2018,1,positive_ehf_assessment_period
5281.0,48237,2018-07-17,2018-07-25,9,48_237_2018_002_EHF_TX_WALKFORWARD,2018,2,positive_ehf_assessment_period
5282.0,48237,2018-07-29,2018-07-29,1,48_237_2018_003_EHF_TX_WALKFORWARD,2018,3,positive_ehf_assessment_period
5283.0,48237,2018-08-08,2018-08-08,1,48_237_2018_004_EHF_TX_WALKFORWARD,2018,4,positive_ehf_assessment_period
5284.0,48237,2018-08-26,2018-08-29,4,48_237_2018_005_EHF_TX_WALKFORWARD,2018,5,positive_ehf_assessment_period
5285.0,48237,2019-08-09,2019-08-14,6,48_237_2019_001_EHF_TX_WALKFORWARD,2019,1,positive_ehf_assessment_period
5286.0,48237,2019-08-18,2019-08-23,6,48_237_2019_002_EHF_TX_WALKFORWARD,2019,2,positive_ehf_assessment_period
5287.0,48237,2020-07-14,2020-07-17,4,48_237_2020_001_EHF_TX_WALKFORWARD,2020,1,positive_ehf_assessment_period
5288.0,48237,2020-08-09,2020-08-17,9,48_237_2020_002_EHF_TX_WALKFORWARD,2020,2,positive_ehf_assessment_period
5289.0,48237,2020-08-31,2020-08-31,1,48_237_2020_003_EHF_TX_WALKFORWARD,2020,3,positive_ehf_assessment_period
5290.0,48237,2022-06-13,2022-06-16,4,48_237_2022_001_EHF_TX_WALKFORWARD,2022,1,positive_ehf_assessment_period
5291.0,48237,2022-06-25,2022-06-26,2,48_237_2022_002_EHF_TX_WALKFORWARD,2022,2,positive_ehf_assessment_period
5292.0,48237,2022-07-07,2022-07-10,4,48_237_2022_003_EHF_TX_WALKFORWARD,2022,3,positive_ehf_assessment_period
5293.0,48237,2022-07-19,2022-08-10,23,48_237_2022_004_EHF_TX_WALKFORWARD,2022,4,positive_ehf_assessment_period
5294.0,48237,2023-06-27,2023-07-01,5,48_237_2023_001_EHF_TX_WALKFORWARD,2023,1,positive_ehf_assessment_period
5295.0,48237,2023-07-13,2023-07-16,4,48_237_2023_002_EHF_TX_WALKFORWARD,2023,2,positive_ehf_assessment_period
5296.0,48237,2023-07-19,2023-07-22,4,48_237_2023_003_EHF_TX_WALKFORWARD,2023,3,positive_ehf_assessment_period
5297.0,48237,2023-07-26,2023-08-15,21,48_237_2023_004_EHF_TX_WALKFORWARD,2023,4,positive_ehf_assessment_period
5298.0,48237,2023-08-19,2023-08-28,10,48_237_2023_005_EHF_TX_WALKFORWARD,2023,5,positive_ehf_assessment_period
5299.0,48237,2023-09-06,2023-09-10,5,48_237_2023_006_EHF_TX_WALKFORWARD,2023,6,positive_ehf_assessment_period
5300.0,48237,2024-06-28,2024-07-05,8,48_237_2024_001_EHF_TX_WALKFORWARD,2024,1,positive_ehf_assessment_period
5301.0,48237,2024-07-17,2024-07-17,1,48_237_2024_002_EHF_TX_WALKFORWARD,2024,2,positive_ehf_assessment_period
5302.0,48237,2024-08-03,2024-08-03,1,48_237_2024_003_EHF_TX_WALKFORWARD,2024,3,positive_ehf_assessment_period
5303.0,48237,2024-08-09,2024-08-09,1,48_237_2024_004_EHF_TX_WALKFORWARD,2024,4,positive_ehf_assessment_period
5304.0,48237,2024-08-14,2024-08-26,13,48_237_2024_005_EHF_TX_WALKFORWARD,2024,5,positive_ehf_assessment_period
5305.0,48239,2015-07-24,2015-07-24,1,48_239_2015_001_EHF_TX_WALKFORWARD,2015,1,positive_ehf_assessment_period
5306.0,48239,2015-07-26,2015-08-02,8,48_239_2015_002_EHF_TX_WALKFORWARD,2015,2,positive_ehf_assessment_period
5307.0,48239,2015-08-05,2015-08-16,12,48_239_2015_003_EHF_TX_WALKFORWARD,2015,3,positive_ehf_assessment_period
5308.0,48239,2016-07-04,2016-07-17,14,48_239_2016_001_EHF_TX_WALKFORWARD,2016,1,positive_ehf_assessment_period
5309.0,48239,2016-07-22,2016-07-26,5,48_239_2016_002_EHF_TX_WALKFORWARD,2016,2,positive_ehf_assessment_period
5310.0,48239,2016-08-01,2016-08-14,14,48_239_2016_003_EHF_TX_WALKFORWARD,2016,3,positive_ehf_assessment_period
5311.0,48239,2017-07-21,2017-08-01,12,48_239_2017_001_EHF_TX_WALKFORWARD,2017,1,positive_ehf_assessment_period
5312.0,48239,2017-08-13,2017-08-21,9,48_239_2017_002_EHF_TX_WALKFORWARD,2017,2,positive_ehf_assessment_period
5313.0,48239,2018-06-12,2018-06-13,2,48_239_2018_001_EHF_TX_WALKFORWARD,2018,1,positive_ehf_assessment_period
5314.0,48239,2018-07-19,2018-07-26,8,48_239_2018_002_EHF_TX_WALKFORWARD,2018,2,positive_ehf_assessment_period
5315.0,48239,2018-07-30,2018-07-31,2,48_239_2018_003_EHF_TX_WALKFORWARD,2018,3,positive_ehf_assessment_period
5316.0,48239,2018-08-17,2018-08-29,13,48_239_2018_004_EHF_TX_WALKFORWARD,2018,4,positive_ehf_assessment_period
5317.0,48239,2019-06-23,2019-06-23,1,48_239_2019_001_EHF_TX_WALKFORWARD,2019,1,positive_ehf_assessment_period
5318.0,48239,2019-07-17,2019-07-19,3,48_239_2019_002_EHF_TX_WALKFORWARD,2019,2,positive_ehf_assessment_period
5319.0,48239,2019-07-31,2019-08-01,2,48_239_2019_003_EHF_TX_WALKFORWARD,2019,3,positive_ehf_assessment_period
5320.0,48239,2019-08-06,2019-08-24,19,48_239_2019_004_EHF_TX_WALKFORWARD,2019,4,positive_ehf_assessment_period
5321.0,48239,2019-08-26,2019-08-29,4,48_239_2019_005_EHF_TX_WALKFORWARD,2019,5,positive_ehf_assessment_period
5322.0,48239,2020-07-02,2020-07-03,2,48_239_2020_001_EHF_TX_WALKFORWARD,2020,1,positive_ehf_assessment_period
5323.0,48239,2020-07-06,2020-07-18,13,48_239_2020_002_EHF_TX_WALKFORWARD,2020,2,positive_ehf_assessment_period
5324.0,48239,2020-08-10,2020-08-18,9,48_239_2020_003_EHF_TX_WALKFORWARD,2020,3,positive_ehf_assessment_period
5325.0,48239,2020-08-28,2020-09-03,7,48_239_2020_004_EHF_TX_WALKFORWARD,2020,4,positive_ehf_assessment_period
5326.0,48239,2022-06-10,2022-06-17,8,48_239_2022_001_EHF_TX_WALKFORWARD,2022,1,positive_ehf_assessment_period
5327.0,48239,2022-06-21,2022-06-27,7,48_239_2022_002_EHF_TX_WALKFORWARD,2022,2,positive_ehf_assessment_period
5328.0,48239,2022-07-04,2022-07-15,12,48_239_2022_003_EHF_TX_WALKFORWARD,2022,3,positive_ehf_assessment_period
5329.0,48239,2022-07-18,2022-08-12,26,48_239_2022_004_EHF_TX_WALKFORWARD,2022,4,positive_ehf_assessment_period
5330.0,48239,2022-08-18,2022-08-18,1,48_239_2022_005_EHF_TX_WALKFORWARD,2022,5,positive_ehf_assessment_period
5331.0,48239,2023-06-16,2023-07-05,20,48_239_2023_001_EHF_TX_WALKFORWARD,2023,1,positive_ehf_assessment_period
5332.0,48239,2023-07-10,2023-08-31,53,48_239_2023_002_EHF_TX_WALKFORWARD,2023,2,positive_ehf_assessment_period
5333.0,48239,2023-09-03,2023-09-11,9,48_239_2023_003_EHF_TX_WALKFORWARD,2023,3,positive_ehf_assessment_period
5334.0,48239,2023-09-23,2023-09-25,3,48_239_2023_004_EHF_TX_WALKFORWARD,2023,4,positive_ehf_assessment_period
5335.0,48239,2024-06-27,2024-07-06,10,48_239_2024_001_EHF_TX_WALKFORWARD,2024,1,positive_ehf_assessment_period
5336.0,48239,2024-08-04,2024-08-05,2,48_239_2024_002_EHF_TX_WALKFORWARD,2024,2,positive_ehf_assessment_period
5337.0,48239,2024-08-07,2024-08-25,19,48_239_2024_003_EHF_TX_WALKFORWARD,2024,3,positive_ehf_assessment_period
5338.0,48239,2025-08-02,2025-08-03,2,48_239_2025_001_EHF_TX_WALKFORWARD,2025,1,positive_ehf_assessment_period
5339.0,48239,2025-08-09,2025-08-10,2,48_239_2025_002_EHF_TX_WALKFORWARD,2025,2,positive_ehf_assessment_period
5340.0,48239,2025-08-14,2025-08-19,6,48_239_2025_003_EHF_TX_WALKFORWARD,2025,3,positive_ehf_assessment_period
5341.0,48241,2015-07-14,2015-08-01,19,48_241_2015_001_EHF_TX_WALKFORWARD,2015,1,positive_ehf_assessment_period
5342.0,48241,2015-08-05,2015-08-16,12,48_241_2015_002_EHF_TX_WALKFORWARD,2015,2,positive_ehf_assessment_period
5343.0,48241,2015-08-19,2015-08-20,2,48_241_2015_003_EHF_TX_WALKFORWARD,2015,3,positive_ehf_assessment_period
5344.0,48241,2016-06-17,2016-06-18,2,48_241_2016_001_EHF_TX_WALKFORWARD,2016,1,positive_ehf_assessment_period
5345.0,48241,2016-06-27,2016-06-28,2,48_241_2016_002_EHF_TX_WALKFORWARD,2016,2,positive_ehf_assessment_period
5346.0,48241,2016-07-04,2016-07-27,24,48_241_2016_003_EHF_TX_WALKFORWARD,2016,3,positive_ehf_assessment_period
5347.0,48241,2016-08-01,2016-08-14,14,48_241_2016_004_EHF_TX_WALKFORWARD,2016,4,positive_ehf_assessment_period
5348.0,48241,2017-07-05,2017-07-05,1,48_241_2017_001_EHF_TX_WALKFORWARD,2017,1,positive_ehf_assessment_period
5349.0,48241,2017-07-08,2017-07-09,2,48_241_2017_002_EHF_TX_WALKFORWARD,2017,2,positive_ehf_assessment_period
5350.0,48241,2017-07-21,2017-07-24,4,48_241_2017_003_EHF_TX_WALKFORWARD,2017,3,positive_ehf_assessment_period
5351.0,48241,2017-07-28,2017-07-30,3,48_241_2017_004_EHF_TX_WALKFORWARD,2017,4,positive_ehf_assessment_period
5352.0,48241,2017-08-13,2017-08-21,9,48_241_2017_005_EHF_TX_WALKFORWARD,2017,5,positive_ehf_assessment_period
5353.0,48241,2018-06-13,2018-06-14,2,48_241_2018_001_EHF_TX_WALKFORWARD,2018,1,positive_ehf_assessment_period
5354.0,48241,2018-07-20,2018-07-26,7,48_241_2018_002_EHF_TX_WALKFORWARD,2018,2,positive_ehf_assessment_period
5355.0,48241,2018-07-29,2018-07-30,2,48_241_2018_003_EHF_TX_WALKFORWARD,2018,3,positive_ehf_assessment_period
5356.0,48241,2018-08-19,2018-08-23,5,48_241_2018_004_EHF_TX_WALKFORWARD,2018,4,positive_ehf_assessment_period
5357.0,48241,2019-06-24,2019-06-24,1,48_241_2019_001_EHF_TX_WALKFORWARD,2019,1,positive_ehf_assessment_period
5358.0,48241,2019-07-13,2019-07-14,2,48_241_2019_002_EHF_TX_WALKFORWARD,2019,2,positive_ehf_assessment_period
5359.0,48241,2019-07-19,2019-07-20,2,48_241_2019_003_EHF_TX_WALKFORWARD,2019,3,positive_ehf_assessment_period
5360.0,48241,2019-08-08,2019-08-19,12,48_241_2019_004_EHF_TX_WALKFORWARD,2019,4,positive_ehf_assessment_period
5361.0,48241,2019-08-21,2019-08-22,2,48_241_2019_005_EHF_TX_WALKFORWARD,2019,5,positive_ehf_assessment_period
5362.0,48241,2020-06-10,2020-06-10,1,48_241_2020_001_EHF_TX_WALKFORWARD,2020,1,positive_ehf_assessment_period
5363.0,48241,2020-07-03,2020-07-03,1,48_241_2020_002_EHF_TX_WALKFORWARD,2020,2,positive_ehf_assessment_period
5364.0,48241,2020-07-11,2020-07-17,7,48_241_2020_003_EHF_TX_WALKFORWARD,2020,3,positive_ehf_assessment_period
5365.0,48241,2020-07-30,2020-07-31,2,48_241_2020_004_EHF_TX_WALKFORWARD,2020,4,positive_ehf_assessment_period
5366.0,48241,2020-08-11,2020-08-17,7,48_241_2020_005_EHF_TX_WALKFORWARD,2020,5,positive_ehf_assessment_period
5367.0,48241,2020-08-30,2020-09-03,5,48_241_2020_006_EHF_TX_WALKFORWARD,2020,6,positive_ehf_assessment_period
5368.0,48241,2021-07-31,2021-08-03,4,48_241_2021_001_EHF_TX_WALKFORWARD,2021,1,positive_ehf_assessment_period
5369.0,48241,2021-09-06,2021-09-06,1,48_241_2021_002_EHF_TX_WALKFORWARD,2021,2,positive_ehf_assessment_period
5370.0,48241,2022-06-10,2022-07-01,22,48_241_2022_001_EHF_TX_WALKFORWARD,2022,1,positive_ehf_assessment_period
5371.0,48241,2022-07-06,2022-07-23,18,48_241_2022_002_EHF_TX_WALKFORWARD,2022,2,positive_ehf_assessment_period
5372.0,48241,2022-07-26,2022-08-08,14,48_241_2022_003_EHF_TX_WALKFORWARD,2022,3,positive_ehf_assessment_period
5373.0,48241,2022-08-10,2022-08-10,1,48_241_2022_004_EHF_TX_WALKFORWARD,2022,4,positive_ehf_assessment_period
5374.0,48241,2022-08-16,2022-08-19,4,48_241_2022_005_EHF_TX_WALKFORWARD,2022,5,positive_ehf_assessment_period
5375.0,48241,2023-06-15,2023-06-23,9,48_241_2023_001_EHF_TX_WALKFORWARD,2023,1,positive_ehf_assessment_period
5376.0,48241,2023-06-25,2023-07-05,11,48_241_2023_002_EHF_TX_WALKFORWARD,2023,2,positive_ehf_assessment_period
5377.0,48241,2023-07-10,2023-08-17,39,48_241_2023_003_EHF_TX_WALKFORWARD,2023,3,positive_ehf_assessment_period
5378.0,48241,2023-08-19,2023-08-30,12,48_241_2023_004_EHF_TX_WALKFORWARD,2023,4,positive_ehf_assessment_period
5379.0,48241,2023-09-05,2023-09-09,5,48_241_2023_005_EHF_TX_WALKFORWARD,2023,5,positive_ehf_assessment_period
5380.0,48241,2024-06-25,2024-06-27,3,48_241_2024_001_EHF_TX_WALKFORWARD,2024,1,positive_ehf_assessment_period
5381.0,48241,2024-06-29,2024-07-07,9,48_241_2024_002_EHF_TX_WALKFORWARD,2024,2,positive_ehf_assessment_period
5382.0,48241,2024-08-01,2024-08-04,4,48_241_2024_003_EHF_TX_WALKFORWARD,2024,3,positive_ehf_assessment_period
5383.0,48241,2024-08-08,2024-08-10,3,48_241_2024_004_EHF_TX_WALKFORWARD,2024,4,positive_ehf_assessment_period
5384.0,48241,2024-08-15,2024-08-21,7,48_241_2024_005_EHF_TX_WALKFORWARD,2024,5,positive_ehf_assessment_period
5385.0,48241,2025-07-23,2025-07-26,4,48_241_2025_001_EHF_TX_WALKFORWARD,2025,1,positive_ehf_assessment_period
5386.0,48243,2015-06-12,2015-06-13,2,48_243_2015_001_EHF_TX_WALKFORWARD,2015,1,positive_ehf_assessment_period
5387.0,48243,2015-07-15,2015-07-21,7,48_243_2015_002_EHF_TX_WALKFORWARD,2015,2,positive_ehf_assessment_period
5388.0,48243,2015-07-25,2015-07-29,5,48_243_2015_003_EHF_TX_WALKFORWARD,2015,3,positive_ehf_assessment_period
5389.0,48243,2015-08-06,2015-08-11,6,48_243_2015_004_EHF_TX_WALKFORWARD,2015,4,positive_ehf_assessment_period
5390.0,48243,2015-08-14,2015-08-16,3,48_243_2015_005_EHF_TX_WALKFORWARD,2015,5,positive_ehf_assessment_period
5391.0,48243,2015-09-17,2015-09-19,3,48_243_2015_006_EHF_TX_WALKFORWARD,2015,6,positive_ehf_assessment_period
5392.0,48243,2016-06-11,2016-06-11,1,48_243_2016_001_EHF_TX_WALKFORWARD,2016,1,positive_ehf_assessment_period
5393.0,48243,2016-06-14,2016-06-20,7,48_243_2016_002_EHF_TX_WALKFORWARD,2016,2,positive_ehf_assessment_period
5394.0,48243,2016-06-23,2016-06-25,3,48_243_2016_003_EHF_TX_WALKFORWARD,2016,3,positive_ehf_assessment_period
5395.0,48243,2016-07-04,2016-07-18,15,48_243_2016_004_EHF_TX_WALKFORWARD,2016,4,positive_ehf_assessment_period
5396.0,48243,2016-07-22,2016-07-27,6,48_243_2016_005_EHF_TX_WALKFORWARD,2016,5,positive_ehf_assessment_period
5397.0,48243,2016-08-06,2016-08-09,4,48_243_2016_006_EHF_TX_WALKFORWARD,2016,6,positive_ehf_assessment_period
5398.0,48243,2017-06-11,2017-06-20,10,48_243_2017_001_EHF_TX_WALKFORWARD,2017,1,positive_ehf_assessment_period
5399.0,48243,2017-06-22,2017-06-25,4,48_243_2017_002_EHF_TX_WALKFORWARD,2017,2,positive_ehf_assessment_period
5400.0,48243,2017-06-30,2017-07-03,4,48_243_2017_003_EHF_TX_WALKFORWARD,2017,3,positive_ehf_assessment_period
5401.0,48243,2018-05-10,2018-05-13,4,48_243_2018_001_EHF_TX_WALKFORWARD,2018,1,positive_ehf_assessment_period
5402.0,48243,2018-05-28,2018-06-04,8,48_243_2018_002_EHF_TX_WALKFORWARD,2018,2,positive_ehf_assessment_period
5403.0,48243,2018-06-07,2018-06-14,8,48_243_2018_003_EHF_TX_WALKFORWARD,2018,3,positive_ehf_assessment_period
5404.0,48243,2018-06-22,2018-07-04,13,48_243_2018_004_EHF_TX_WALKFORWARD,2018,4,positive_ehf_assessment_period
5405.0,48243,2018-07-20,2018-07-27,8,48_243_2018_005_EHF_TX_WALKFORWARD,2018,5,positive_ehf_assessment_period
5406.0,48243,2018-07-31,2018-07-31,1,48_243_2018_006_EHF_TX_WALKFORWARD,2018,6,positive_ehf_assessment_period
5407.0,48243,2018-08-04,2018-08-05,2,48_243_2018_007_EHF_TX_WALKFORWARD,2018,7,positive_ehf_assessment_period
5408.0,48243,2018-08-27,2018-08-27,1,48_243_2018_008_EHF_TX_WALKFORWARD,2018,8,positive_ehf_assessment_period
5409.0,48243,2018-08-29,2018-08-29,1,48_243_2018_009_EHF_TX_WALKFORWARD,2018,9,positive_ehf_assessment_period
5410.0,48243,2019-06-23,2019-06-23,1,48_243_2019_001_EHF_TX_WALKFORWARD,2019,1,positive_ehf_assessment_period
5411.0,48243,2019-07-04,2019-07-06,3,48_243_2019_002_EHF_TX_WALKFORWARD,2019,2,positive_ehf_assessment_period
5412.0,48243,2019-07-11,2019-07-12,2,48_243_2019_003_EHF_TX_WALKFORWARD,2019,3,positive_ehf_assessment_period
5413.0,48243,2019-07-18,2019-07-23,6,48_243_2019_004_EHF_TX_WALKFORWARD,2019,4,positive_ehf_assessment_period
5414.0,48243,2019-07-29,2019-07-29,1,48_243_2019_005_EHF_TX_WALKFORWARD,2019,5,positive_ehf_assessment_period
5415.0,48243,2019-08-02,2019-08-15,14,48_243_2019_006_EHF_TX_WALKFORWARD,2019,6,positive_ehf_assessment_period
5416.0,48243,2019-08-18,2019-08-22,5,48_243_2019_007_EHF_TX_WALKFORWARD,2019,7,positive_ehf_assessment_period
5417.0,48243,2019-08-26,2019-08-29,4,48_243_2019_008_EHF_TX_WALKFORWARD,2019,8,positive_ehf_assessment_period
5418.0,48243,2020-06-06,2020-06-09,4,48_243_2020_001_EHF_TX_WALKFORWARD,2020,1,positive_ehf_assessment_period
5419.0,48243,2020-06-20,2020-06-24,5,48_243_2020_002_EHF_TX_WALKFORWARD,2020,2,positive_ehf_assessment_period
5420.0,48243,2020-06-28,2020-07-07,10,48_243_2020_003_EHF_TX_WALKFORWARD,2020,3,positive_ehf_assessment_period
5421.0,48243,2020-07-09,2020-07-20,12,48_243_2020_004_EHF_TX_WALKFORWARD,2020,4,positive_ehf_assessment_period
5422.0,48243,2020-07-31,2020-08-02,3,48_243_2020_005_EHF_TX_WALKFORWARD,2020,5,positive_ehf_assessment_period
5423.0,48243,2020-08-05,2020-08-17,13,48_243_2020_006_EHF_TX_WALKFORWARD,2020,6,positive_ehf_assessment_period
5424.0,48243,2020-08-22,2020-08-24,3,48_243_2020_007_EHF_TX_WALKFORWARD,2020,7,positive_ehf_assessment_period
5425.0,48243,2020-08-29,2020-09-02,5,48_243_2020_008_EHF_TX_WALKFORWARD,2020,8,positive_ehf_assessment_period
5426.0,48243,2021-06-08,2021-06-15,8,48_243_2021_001_EHF_TX_WALKFORWARD,2021,1,positive_ehf_assessment_period
5427.0,48243,2021-06-20,2021-06-27,8,48_243_2021_002_EHF_TX_WALKFORWARD,2021,2,positive_ehf_assessment_period
5428.0,48243,2021-08-09,2021-08-10,2,48_243_2021_003_EHF_TX_WALKFORWARD,2021,3,positive_ehf_assessment_period
5429.0,48243,2022-05-12,2022-05-12,1,48_243_2022_001_EHF_TX_WALKFORWARD,2022,1,positive_ehf_assessment_period
5430.0,48243,2022-05-17,2022-05-20,4,48_243_2022_002_EHF_TX_WALKFORWARD,2022,2,positive_ehf_assessment_period
5431.0,48243,2022-05-29,2022-05-31,3,48_243_2022_003_EHF_TX_WALKFORWARD,2022,3,positive_ehf_assessment_period
5432.0,48243,2022-06-07,2022-06-16,10,48_243_2022_004_EHF_TX_WALKFORWARD,2022,4,positive_ehf_assessment_period
5433.0,48243,2022-06-18,2022-06-18,1,48_243_2022_005_EHF_TX_WALKFORWARD,2022,5,positive_ehf_assessment_period
5434.0,48243,2022-07-12,2022-07-13,2,48_243_2022_006_EHF_TX_WALKFORWARD,2022,6,positive_ehf_assessment_period
5435.0,48243,2022-07-19,2022-07-25,7,48_243_2022_007_EHF_TX_WALKFORWARD,2022,7,positive_ehf_assessment_period
5436.0,48243,2022-08-02,2022-08-07,6,48_243_2022_008_EHF_TX_WALKFORWARD,2022,8,positive_ehf_assessment_period
5437.0,48243,2023-06-17,2023-07-02,16,48_243_2023_001_EHF_TX_WALKFORWARD,2023,1,positive_ehf_assessment_period
5438.0,48243,2023-07-07,2023-07-30,24,48_243_2023_002_EHF_TX_WALKFORWARD,2023,2,positive_ehf_assessment_period
5439.0,48243,2023-08-03,2023-08-14,12,48_243_2023_003_EHF_TX_WALKFORWARD,2023,3,positive_ehf_assessment_period
5440.0,48243,2023-08-18,2023-08-21,4,48_243_2023_004_EHF_TX_WALKFORWARD,2023,4,positive_ehf_assessment_period
5441.0,48243,2023-09-06,2023-09-11,6,48_243_2023_005_EHF_TX_WALKFORWARD,2023,5,positive_ehf_assessment_period
5442.0,48243,2024-05-28,2024-05-28,1,48_243_2024_001_EHF_TX_WALKFORWARD,2024,1,positive_ehf_assessment_period
5443.0,48243,2024-06-05,2024-06-10,6,48_243_2024_002_EHF_TX_WALKFORWARD,2024,2,positive_ehf_assessment_period
5444.0,48243,2024-06-14,2024-06-20,7,48_243_2024_003_EHF_TX_WALKFORWARD,2024,3,positive_ehf_assessment_period
5445.0,48243,2024-06-25,2024-07-05,11,48_243_2024_004_EHF_TX_WALKFORWARD,2024,4,positive_ehf_assessment_period
5446.0,48243,2024-07-30,2024-08-04,6,48_243_2024_005_EHF_TX_WALKFORWARD,2024,5,positive_ehf_assessment_period
5447.0,48243,2024-08-09,2024-08-15,7,48_243_2024_006_EHF_TX_WALKFORWARD,2024,6,positive_ehf_assessment_period
5448.0,48243,2024-08-19,2024-08-19,1,48_243_2024_007_EHF_TX_WALKFORWARD,2024,7,positive_ehf_assessment_period
5449.0,48243,2024-08-21,2024-08-26,6,48_243_2024_008_EHF_TX_WALKFORWARD,2024,8,positive_ehf_assessment_period
5450.0,48243,2024-09-20,2024-09-22,3,48_243_2024_009_EHF_TX_WALKFORWARD,2024,9,positive_ehf_assessment_period
5451.0,48243,2025-05-24,2025-05-25,2,48_243_2025_001_EHF_TX_WALKFORWARD,2025,1,positive_ehf_assessment_period
5452.0,48243,2025-06-08,2025-06-10,3,48_243_2025_002_EHF_TX_WALKFORWARD,2025,2,positive_ehf_assessment_period
5453.0,48243,2025-06-15,2025-06-20,6,48_243_2025_003_EHF_TX_WALKFORWARD,2025,3,positive_ehf_assessment_period
5454.0,48243,2025-06-22,2025-06-22,1,48_243_2025_004_EHF_TX_WALKFORWARD,2025,4,positive_ehf_assessment_period
5455.0,48243,2025-08-05,2025-08-07,3,48_243_2025_005_EHF_TX_WALKFORWARD,2025,5,positive_ehf_assessment_period
5456.0,48243,2025-08-09,2025-08-12,4,48_243_2025_006_EHF_TX_WALKFORWARD,2025,6,positive_ehf_assessment_period
5457.0,48245,2015-07-06,2015-07-06,1,48_245_2015_001_EHF_TX_WALKFORWARD,2015,1,positive_ehf_assessment_period
5458.0,48245,2015-07-19,2015-08-01,14,48_245_2015_002_EHF_TX_WALKFORWARD,2015,2,positive_ehf_assessment_period
5459.0,48245,2015-08-05,2015-08-15,11,48_245_2015_003_EHF_TX_WALKFORWARD,2015,3,positive_ehf_assessment_period
5460.0,48245,2015-08-25,2015-08-25,1,48_245_2015_004_EHF_TX_WALKFORWARD,2015,4,positive_ehf_assessment_period
5461.0,48245,2016-06-16,2016-06-18,3,48_245_2016_001_EHF_TX_WALKFORWARD,2016,1,positive_ehf_assessment_period
5462.0,48245,2016-06-28,2016-06-28,1,48_245_2016_002_EHF_TX_WALKFORWARD,2016,2,positive_ehf_assessment_period
5463.0,48245,2016-07-03,2016-07-16,14,48_245_2016_003_EHF_TX_WALKFORWARD,2016,3,positive_ehf_assessment_period
5464.0,48245,2016-07-22,2016-07-25,4,48_245_2016_004_EHF_TX_WALKFORWARD,2016,4,positive_ehf_assessment_period
5465.0,48245,2016-08-01,2016-08-13,13,48_245_2016_005_EHF_TX_WALKFORWARD,2016,5,positive_ehf_assessment_period
5466.0,48245,2016-09-02,2016-09-03,2,48_245_2016_006_EHF_TX_WALKFORWARD,2016,6,positive_ehf_assessment_period
5467.0,48245,2017-07-04,2017-07-05,2,48_245_2017_001_EHF_TX_WALKFORWARD,2017,1,positive_ehf_assessment_period
5468.0,48245,2017-07-22,2017-07-22,1,48_245_2017_002_EHF_TX_WALKFORWARD,2017,2,positive_ehf_assessment_period
5469.0,48245,2017-07-26,2017-07-30,5,48_245_2017_003_EHF_TX_WALKFORWARD,2017,3,positive_ehf_assessment_period
5470.0,48245,2017-08-13,2017-08-21,9,48_245_2017_004_EHF_TX_WALKFORWARD,2017,4,positive_ehf_assessment_period
5471.0,48245,2018-06-13,2018-06-13,1,48_245_2018_001_EHF_TX_WALKFORWARD,2018,1,positive_ehf_assessment_period
5472.0,48245,2018-06-25,2018-07-01,7,48_245_2018_002_EHF_TX_WALKFORWARD,2018,2,positive_ehf_assessment_period
5473.0,48245,2018-07-17,2018-07-25,9,48_245_2018_003_EHF_TX_WALKFORWARD,2018,3,positive_ehf_assessment_period
5474.0,48245,2018-07-28,2018-07-30,3,48_245_2018_004_EHF_TX_WALKFORWARD,2018,4,positive_ehf_assessment_period
5475.0,48245,2018-08-17,2018-08-23,7,48_245_2018_005_EHF_TX_WALKFORWARD,2018,5,positive_ehf_assessment_period
5476.0,48245,2018-09-19,2018-09-19,1,48_245_2018_006_EHF_TX_WALKFORWARD,2018,6,positive_ehf_assessment_period
5477.0,48245,2019-06-21,2019-06-23,3,48_245_2019_001_EHF_TX_WALKFORWARD,2019,1,positive_ehf_assessment_period
5478.0,48245,2019-07-07,2019-07-13,7,48_245_2019_002_EHF_TX_WALKFORWARD,2019,2,positive_ehf_assessment_period
5479.0,48245,2019-07-18,2019-07-21,4,48_245_2019_003_EHF_TX_WALKFORWARD,2019,3,positive_ehf_assessment_period
5480.0,48245,2019-08-08,2019-08-20,13,48_245_2019_004_EHF_TX_WALKFORWARD,2019,4,positive_ehf_assessment_period
