run_id,county_fips,ehf_assessment_period_start,ehf_assessment_period_end,event_duration_days,event_id,onset_year,seq,event_definition_type
2709.0,48119,2024-06-25,2024-06-26,2,48_119_2024_001_EHF_TX_WALKFORWARD,2024,1,positive_ehf_assessment_period
2710.0,48119,2024-06-30,2024-07-05,6,48_119_2024_002_EHF_TX_WALKFORWARD,2024,2,positive_ehf_assessment_period
2711.0,48119,2024-07-17,2024-07-17,1,48_119_2024_003_EHF_TX_WALKFORWARD,2024,3,positive_ehf_assessment_period
2712.0,48119,2024-08-08,2024-08-10,3,48_119_2024_004_EHF_TX_WALKFORWARD,2024,4,positive_ehf_assessment_period
2713.0,48119,2024-08-15,2024-08-21,7,48_119_2024_005_EHF_TX_WALKFORWARD,2024,5,positive_ehf_assessment_period
2714.0,48119,2024-08-25,2024-08-25,1,48_119_2024_006_EHF_TX_WALKFORWARD,2024,6,positive_ehf_assessment_period
2715.0,48119,2025-07-30,2025-08-01,3,48_119_2025_001_EHF_TX_WALKFORWARD,2025,1,positive_ehf_assessment_period
2716.0,48119,2025-08-10,2025-08-10,1,48_119_2025_002_EHF_TX_WALKFORWARD,2025,2,positive_ehf_assessment_period
2717.0,48119,2025-08-17,2025-08-20,4,48_119_2025_003_EHF_TX_WALKFORWARD,2025,3,positive_ehf_assessment_period
2718.0,48121,2015-07-21,2015-07-25,5,48_121_2015_001_EHF_TX_WALKFORWARD,2015,1,positive_ehf_assessment_period
2719.0,48121,2015-07-29,2015-07-31,3,48_121_2015_002_EHF_TX_WALKFORWARD,2015,2,positive_ehf_assessment_period
2720.0,48121,2015-08-05,2015-08-13,9,48_121_2015_003_EHF_TX_WALKFORWARD,2015,3,positive_ehf_assessment_period
2721.0,48121,2015-09-08,2015-09-08,1,48_121_2015_004_EHF_TX_WALKFORWARD,2015,4,positive_ehf_assessment_period
2722.0,48121,2016-07-24,2016-07-25,2,48_121_2016_001_EHF_TX_WALKFORWARD,2016,1,positive_ehf_assessment_period
2723.0,48121,2016-08-02,2016-08-13,12,48_121_2016_002_EHF_TX_WALKFORWARD,2016,2,positive_ehf_assessment_period
2724.0,48121,2017-07-21,2017-07-23,3,48_121_2017_001_EHF_TX_WALKFORWARD,2017,1,positive_ehf_assessment_period
2725.0,48121,2017-07-28,2017-07-29,2,48_121_2017_002_EHF_TX_WALKFORWARD,2017,2,positive_ehf_assessment_period
2726.0,48121,2018-06-24,2018-06-24,1,48_121_2018_001_EHF_TX_WALKFORWARD,2018,1,positive_ehf_assessment_period
2727.0,48121,2018-06-28,2018-07-04,7,48_121_2018_002_EHF_TX_WALKFORWARD,2018,2,positive_ehf_assessment_period
2728.0,48121,2018-07-16,2018-07-30,15,48_121_2018_003_EHF_TX_WALKFORWARD,2018,3,positive_ehf_assessment_period
2729.0,48121,2018-08-07,2018-08-07,1,48_121_2018_004_EHF_TX_WALKFORWARD,2018,4,positive_ehf_assessment_period
2730.0,48121,2018-08-18,2018-08-18,1,48_121_2018_005_EHF_TX_WALKFORWARD,2018,5,positive_ehf_assessment_period
2731.0,48121,2019-08-07,2019-08-14,8,48_121_2019_001_EHF_TX_WALKFORWARD,2019,1,positive_ehf_assessment_period
2732.0,48121,2019-08-18,2019-08-22,5,48_121_2019_002_EHF_TX_WALKFORWARD,2019,2,positive_ehf_assessment_period
2733.0,48121,2020-07-13,2020-07-18,6,48_121_2020_001_EHF_TX_WALKFORWARD,2020,1,positive_ehf_assessment_period
2734.0,48121,2020-08-09,2020-08-17,9,48_121_2020_002_EHF_TX_WALKFORWARD,2020,2,positive_ehf_assessment_period
2735.0,48121,2020-08-30,2020-08-31,2,48_121_2020_003_EHF_TX_WALKFORWARD,2020,3,positive_ehf_assessment_period
2736.0,48121,2021-07-27,2021-07-29,3,48_121_2021_001_EHF_TX_WALKFORWARD,2021,1,positive_ehf_assessment_period
2737.0,48121,2021-07-31,2021-07-31,1,48_121_2021_002_EHF_TX_WALKFORWARD,2021,2,positive_ehf_assessment_period
2738.0,48121,2022-06-12,2022-06-16,5,48_121_2022_001_EHF_TX_WALKFORWARD,2022,1,positive_ehf_assessment_period
2739.0,48121,2022-06-21,2022-06-26,6,48_121_2022_002_EHF_TX_WALKFORWARD,2022,2,positive_ehf_assessment_period
2740.0,48121,2022-07-04,2022-08-10,38,48_121_2022_003_EHF_TX_WALKFORWARD,2022,3,positive_ehf_assessment_period
2741.0,48121,2022-08-15,2022-08-17,3,48_121_2022_004_EHF_TX_WALKFORWARD,2022,4,positive_ehf_assessment_period
2742.0,48121,2023-06-26,2023-06-30,5,48_121_2023_001_EHF_TX_WALKFORWARD,2023,1,positive_ehf_assessment_period
2743.0,48121,2023-07-12,2023-07-16,5,48_121_2023_002_EHF_TX_WALKFORWARD,2023,2,positive_ehf_assessment_period
2744.0,48121,2023-07-18,2023-07-22,5,48_121_2023_003_EHF_TX_WALKFORWARD,2023,3,positive_ehf_assessment_period
2745.0,48121,2023-07-26,2023-08-15,21,48_121_2023_004_EHF_TX_WALKFORWARD,2023,4,positive_ehf_assessment_period
2746.0,48121,2023-08-18,2023-08-28,11,48_121_2023_005_EHF_TX_WALKFORWARD,2023,5,positive_ehf_assessment_period
2747.0,48121,2023-09-05,2023-09-09,5,48_121_2023_006_EHF_TX_WALKFORWARD,2023,6,positive_ehf_assessment_period
2748.0,48121,2023-09-24,2023-09-24,1,48_121_2023_007_EHF_TX_WALKFORWARD,2023,7,positive_ehf_assessment_period
2749.0,48121,2024-06-26,2024-07-04,9,48_121_2024_001_EHF_TX_WALKFORWARD,2024,1,positive_ehf_assessment_period
2750.0,48121,2024-07-16,2024-07-17,2,48_121_2024_002_EHF_TX_WALKFORWARD,2024,2,positive_ehf_assessment_period
2751.0,48121,2024-08-01,2024-08-03,3,48_121_2024_003_EHF_TX_WALKFORWARD,2024,3,positive_ehf_assessment_period
2752.0,48121,2024-08-07,2024-08-09,3,48_121_2024_004_EHF_TX_WALKFORWARD,2024,4,positive_ehf_assessment_period
2753.0,48121,2024-08-13,2024-08-26,14,48_121_2024_005_EHF_TX_WALKFORWARD,2024,5,positive_ehf_assessment_period
2754.0,48121,2025-07-25,2025-07-25,1,48_121_2025_001_EHF_TX_WALKFORWARD,2025,1,positive_ehf_assessment_period
2755.0,48121,2025-07-30,2025-07-31,2,48_121_2025_002_EHF_TX_WALKFORWARD,2025,2,positive_ehf_assessment_period
2756.0,48121,2025-08-09,2025-08-11,3,48_121_2025_003_EHF_TX_WALKFORWARD,2025,3,positive_ehf_assessment_period
2757.0,48121,2025-08-16,2025-08-19,4,48_121_2025_004_EHF_TX_WALKFORWARD,2025,4,positive_ehf_assessment_period
2758.0,48123,2015-07-26,2015-08-17,23,48_123_2015_001_EHF_TX_WALKFORWARD,2015,1,positive_ehf_assessment_period
2759.0,48123,2015-08-20,2015-08-20,1,48_123_2015_002_EHF_TX_WALKFORWARD,2015,2,positive_ehf_assessment_period
2760.0,48123,2015-08-25,2015-08-26,2,48_123_2015_003_EHF_TX_WALKFORWARD,2015,3,positive_ehf_assessment_period
2761.0,48123,2016-07-05,2016-07-12,8,48_123_2016_001_EHF_TX_WALKFORWARD,2016,1,positive_ehf_assessment_period
2762.0,48123,2016-07-16,2016-07-20,5,48_123_2016_002_EHF_TX_WALKFORWARD,2016,2,positive_ehf_assessment_period
2763.0,48123,2016-07-22,2016-07-26,5,48_123_2016_003_EHF_TX_WALKFORWARD,2016,3,positive_ehf_assessment_period
2764.0,48123,2016-08-01,2016-08-14,14,48_123_2016_004_EHF_TX_WALKFORWARD,2016,4,positive_ehf_assessment_period
2765.0,48123,2017-06-21,2017-06-24,4,48_123_2017_001_EHF_TX_WALKFORWARD,2017,1,positive_ehf_assessment_period
2766.0,48123,2017-07-14,2017-07-14,1,48_123_2017_002_EHF_TX_WALKFORWARD,2017,2,positive_ehf_assessment_period
2767.0,48123,2017-07-20,2017-08-02,14,48_123_2017_003_EHF_TX_WALKFORWARD,2017,3,positive_ehf_assessment_period
2768.0,48123,2017-08-07,2017-08-07,1,48_123_2017_004_EHF_TX_WALKFORWARD,2017,4,positive_ehf_assessment_period
2769.0,48123,2017-08-14,2017-08-22,9,48_123_2017_005_EHF_TX_WALKFORWARD,2017,5,positive_ehf_assessment_period
2770.0,48123,2018-06-03,2018-06-16,14,48_123_2018_001_EHF_TX_WALKFORWARD,2018,1,positive_ehf_assessment_period
2771.0,48123,2018-06-25,2018-06-26,2,48_123_2018_002_EHF_TX_WALKFORWARD,2018,2,positive_ehf_assessment_period
2772.0,48123,2018-07-19,2018-07-27,9,48_123_2018_003_EHF_TX_WALKFORWARD,2018,3,positive_ehf_assessment_period
2773.0,48123,2018-07-30,2018-08-01,3,48_123_2018_004_EHF_TX_WALKFORWARD,2018,4,positive_ehf_assessment_period
2774.0,48123,2018-08-12,2018-08-12,1,48_123_2018_005_EHF_TX_WALKFORWARD,2018,5,positive_ehf_assessment_period
2775.0,48123,2018-08-14,2018-09-03,21,48_123_2018_006_EHF_TX_WALKFORWARD,2018,6,positive_ehf_assessment_period
2776.0,48123,2019-07-09,2019-07-12,4,48_123_2019_001_EHF_TX_WALKFORWARD,2019,1,positive_ehf_assessment_period
2777.0,48123,2019-07-15,2019-07-23,9,48_123_2019_002_EHF_TX_WALKFORWARD,2019,2,positive_ehf_assessment_period
2778.0,48123,2019-07-30,2019-09-01,34,48_123_2019_003_EHF_TX_WALKFORWARD,2019,3,positive_ehf_assessment_period
2779.0,48123,2019-09-03,2019-09-10,8,48_123_2019_004_EHF_TX_WALKFORWARD,2019,4,positive_ehf_assessment_period
2780.0,48123,2019-09-21,2019-09-21,1,48_123_2019_005_EHF_TX_WALKFORWARD,2019,5,positive_ehf_assessment_period
2781.0,48123,2020-07-04,2020-07-19,16,48_123_2020_001_EHF_TX_WALKFORWARD,2020,1,positive_ehf_assessment_period
2782.0,48123,2020-07-22,2020-07-25,4,48_123_2020_002_EHF_TX_WALKFORWARD,2020,2,positive_ehf_assessment_period
2783.0,48123,2020-08-06,2020-08-22,17,48_123_2020_003_EHF_TX_WALKFORWARD,2020,3,positive_ehf_assessment_period
2784.0,48123,2020-08-28,2020-09-03,7,48_123_2020_004_EHF_TX_WALKFORWARD,2020,4,positive_ehf_assessment_period
2785.0,48123,2022-06-10,2022-06-19,10,48_123_2022_001_EHF_TX_WALKFORWARD,2022,1,positive_ehf_assessment_period
2786.0,48123,2022-06-21,2022-06-25,5,48_123_2022_002_EHF_TX_WALKFORWARD,2022,2,positive_ehf_assessment_period
2787.0,48123,2022-06-27,2022-06-28,2,48_123_2022_003_EHF_TX_WALKFORWARD,2022,3,positive_ehf_assessment_period
2788.0,48123,2022-07-05,2022-07-05,1,48_123_2022_004_EHF_TX_WALKFORWARD,2022,4,positive_ehf_assessment_period
2789.0,48123,2022-07-07,2022-07-15,9,48_123_2022_005_EHF_TX_WALKFORWARD,2022,5,positive_ehf_assessment_period
2790.0,48123,2022-07-19,2022-08-07,20,48_123_2022_006_EHF_TX_WALKFORWARD,2022,6,positive_ehf_assessment_period
2791.0,48123,2022-08-09,2022-08-14,6,48_123_2022_007_EHF_TX_WALKFORWARD,2022,7,positive_ehf_assessment_period
2792.0,48123,2022-08-18,2022-08-21,4,48_123_2022_008_EHF_TX_WALKFORWARD,2022,8,positive_ehf_assessment_period
2793.0,48123,2023-06-14,2023-07-06,23,48_123_2023_001_EHF_TX_WALKFORWARD,2023,1,positive_ehf_assessment_period
2794.0,48123,2023-07-10,2023-09-15,68,48_123_2023_002_EHF_TX_WALKFORWARD,2023,2,positive_ehf_assessment_period
2795.0,48123,2023-09-23,2023-09-27,5,48_123_2023_003_EHF_TX_WALKFORWARD,2023,3,positive_ehf_assessment_period
2796.0,48123,2024-05-23,2024-05-31,9,48_123_2024_001_EHF_TX_WALKFORWARD,2024,1,positive_ehf_assessment_period
2797.0,48123,2024-06-05,2024-06-05,1,48_123_2024_002_EHF_TX_WALKFORWARD,2024,2,positive_ehf_assessment_period
2798.0,48123,2024-06-12,2024-06-12,1,48_123_2024_003_EHF_TX_WALKFORWARD,2024,3,positive_ehf_assessment_period
2799.0,48123,2024-06-16,2024-06-18,3,48_123_2024_004_EHF_TX_WALKFORWARD,2024,4,positive_ehf_assessment_period
2800.0,48123,2024-06-27,2024-07-08,12,48_123_2024_005_EHF_TX_WALKFORWARD,2024,5,positive_ehf_assessment_period
2801.0,48123,2024-07-10,2024-07-11,2,48_123_2024_006_EHF_TX_WALKFORWARD,2024,6,positive_ehf_assessment_period
2802.0,48123,2024-07-18,2024-07-19,2,48_123_2024_007_EHF_TX_WALKFORWARD,2024,7,positive_ehf_assessment_period
2803.0,48123,2024-08-04,2024-08-10,7,48_123_2024_008_EHF_TX_WALKFORWARD,2024,8,positive_ehf_assessment_period
2804.0,48123,2024-08-13,2024-08-26,14,48_123_2024_009_EHF_TX_WALKFORWARD,2024,9,positive_ehf_assessment_period
2805.0,48123,2024-09-17,2024-09-21,5,48_123_2024_010_EHF_TX_WALKFORWARD,2024,10,positive_ehf_assessment_period
2806.0,48123,2024-09-25,2024-09-26,2,48_123_2024_011_EHF_TX_WALKFORWARD,2024,11,positive_ehf_assessment_period
2807.0,48123,2025-05-19,2025-05-19,1,48_123_2025_001_EHF_TX_WALKFORWARD,2025,1,positive_ehf_assessment_period
2808.0,48123,2025-05-21,2025-05-23,3,48_123_2025_002_EHF_TX_WALKFORWARD,2025,2,positive_ehf_assessment_period
2809.0,48123,2025-05-26,2025-05-26,1,48_123_2025_003_EHF_TX_WALKFORWARD,2025,3,positive_ehf_assessment_period
2810.0,48123,2025-06-09,2025-06-10,2,48_123_2025_004_EHF_TX_WALKFORWARD,2025,4,positive_ehf_assessment_period
2811.0,48123,2025-07-24,2025-07-25,2,48_123_2025_005_EHF_TX_WALKFORWARD,2025,5,positive_ehf_assessment_period
2812.0,48123,2025-08-01,2025-08-05,5,48_123_2025_006_EHF_TX_WALKFORWARD,2025,6,positive_ehf_assessment_period
2813.0,48123,2025-08-08,2025-08-21,14,48_123_2025_007_EHF_TX_WALKFORWARD,2025,7,positive_ehf_assessment_period
2814.0,48123,2025-08-30,2025-09-07,9,48_123_2025_008_EHF_TX_WALKFORWARD,2025,8,positive_ehf_assessment_period
2815.0,48123,2025-09-23,2025-09-26,4,48_123_2025_009_EHF_TX_WALKFORWARD,2025,9,positive_ehf_assessment_period
2816.0,48125,2015-08-09,2015-08-15,7,48_125_2015_001_EHF_TX_WALKFORWARD,2015,1,positive_ehf_assessment_period
2817.0,48125,2016-07-05,2016-07-16,12,48_125_2016_001_EHF_TX_WALKFORWARD,2016,1,positive_ehf_assessment_period
2818.0,48125,2016-07-25,2016-07-27,3,48_125_2016_002_EHF_TX_WALKFORWARD,2016,2,positive_ehf_assessment_period
2819.0,48125,2016-08-02,2016-08-09,8,48_125_2016_003_EHF_TX_WALKFORWARD,2016,3,positive_ehf_assessment_period
2820.0,48125,2017-06-18,2017-06-19,2,48_125_2017_001_EHF_TX_WALKFORWARD,2017,1,positive_ehf_assessment_period
2821.0,48125,2017-06-30,2017-07-01,2,48_125_2017_002_EHF_TX_WALKFORWARD,2017,2,positive_ehf_assessment_period
2822.0,48125,2017-07-23,2017-07-26,4,48_125_2017_003_EHF_TX_WALKFORWARD,2017,3,positive_ehf_assessment_period
2823.0,48125,2017-07-30,2017-07-30,1,48_125_2017_004_EHF_TX_WALKFORWARD,2017,4,positive_ehf_assessment_period
2824.0,48125,2018-05-31,2018-06-03,4,48_125_2018_001_EHF_TX_WALKFORWARD,2018,1,positive_ehf_assessment_period
2825.0,48125,2018-06-25,2018-06-25,1,48_125_2018_002_EHF_TX_WALKFORWARD,2018,2,positive_ehf_assessment_period
2826.0,48125,2018-06-29,2018-07-01,3,48_125_2018_003_EHF_TX_WALKFORWARD,2018,3,positive_ehf_assessment_period
2827.0,48125,2018-07-19,2018-07-24,6,48_125_2018_004_EHF_TX_WALKFORWARD,2018,4,positive_ehf_assessment_period
2828.0,48125,2018-08-26,2018-08-31,6,48_125_2018_005_EHF_TX_WALKFORWARD,2018,5,positive_ehf_assessment_period
2829.0,48125,2019-06-23,2019-06-23,1,48_125_2019_001_EHF_TX_WALKFORWARD,2019,1,positive_ehf_assessment_period
2830.0,48125,2019-07-12,2019-07-12,1,48_125_2019_002_EHF_TX_WALKFORWARD,2019,2,positive_ehf_assessment_period
2831.0,48125,2019-07-18,2019-07-22,5,48_125_2019_003_EHF_TX_WALKFORWARD,2019,3,positive_ehf_assessment_period
2832.0,48125,2019-08-03,2019-08-05,3,48_125_2019_004_EHF_TX_WALKFORWARD,2019,4,positive_ehf_assessment_period
2833.0,48125,2019-08-08,2019-08-15,8,48_125_2019_005_EHF_TX_WALKFORWARD,2019,5,positive_ehf_assessment_period
2834.0,48125,2019-08-17,2019-08-22,6,48_125_2019_006_EHF_TX_WALKFORWARD,2019,6,positive_ehf_assessment_period
2835.0,48125,2019-08-27,2019-08-28,2,48_125_2019_007_EHF_TX_WALKFORWARD,2019,7,positive_ehf_assessment_period
2836.0,48125,2020-06-29,2020-07-05,7,48_125_2020_001_EHF_TX_WALKFORWARD,2020,1,positive_ehf_assessment_period
2837.0,48125,2020-07-10,2020-07-21,12,48_125_2020_002_EHF_TX_WALKFORWARD,2020,2,positive_ehf_assessment_period
2838.0,48125,2020-07-26,2020-07-26,1,48_125_2020_003_EHF_TX_WALKFORWARD,2020,3,positive_ehf_assessment_period
2839.0,48125,2020-07-31,2020-07-31,1,48_125_2020_004_EHF_TX_WALKFORWARD,2020,4,positive_ehf_assessment_period
2840.0,48125,2020-08-07,2020-08-17,11,48_125_2020_005_EHF_TX_WALKFORWARD,2020,5,positive_ehf_assessment_period
2841.0,48125,2020-08-29,2020-08-31,3,48_125_2020_006_EHF_TX_WALKFORWARD,2020,6,positive_ehf_assessment_period
2842.0,48125,2021-06-12,2021-06-14,3,48_125_2021_001_EHF_TX_WALKFORWARD,2021,1,positive_ehf_assessment_period
2843.0,48125,2021-06-26,2021-06-26,1,48_125_2021_002_EHF_TX_WALKFORWARD,2021,2,positive_ehf_assessment_period
2844.0,48125,2021-08-10,2021-08-12,3,48_125_2021_003_EHF_TX_WALKFORWARD,2021,3,positive_ehf_assessment_period
2845.0,48125,2022-05-20,2022-05-20,1,48_125_2022_001_EHF_TX_WALKFORWARD,2022,1,positive_ehf_assessment_period
2846.0,48125,2022-05-30,2022-06-01,3,48_125_2022_002_EHF_TX_WALKFORWARD,2022,2,positive_ehf_assessment_period
2847.0,48125,2022-06-12,2022-06-17,6,48_125_2022_003_EHF_TX_WALKFORWARD,2022,3,positive_ehf_assessment_period
2848.0,48125,2022-06-25,2022-06-26,2,48_125_2022_004_EHF_TX_WALKFORWARD,2022,4,positive_ehf_assessment_period
2849.0,48125,2022-07-03,2022-07-23,21,48_125_2022_005_EHF_TX_WALKFORWARD,2022,5,positive_ehf_assessment_period
2850.0,48125,2022-07-25,2022-08-10,17,48_125_2022_006_EHF_TX_WALKFORWARD,2022,6,positive_ehf_assessment_period
2851.0,48125,2023-06-21,2023-06-23,3,48_125_2023_001_EHF_TX_WALKFORWARD,2023,1,positive_ehf_assessment_period
2852.0,48125,2023-06-27,2023-07-01,5,48_125_2023_002_EHF_TX_WALKFORWARD,2023,2,positive_ehf_assessment_period
2853.0,48125,2023-07-13,2023-07-16,4,48_125_2023_003_EHF_TX_WALKFORWARD,2023,3,positive_ehf_assessment_period
2854.0,48125,2023-07-19,2023-07-22,4,48_125_2023_004_EHF_TX_WALKFORWARD,2023,4,positive_ehf_assessment_period
2855.0,48125,2023-07-26,2023-08-15,21,48_125_2023_005_EHF_TX_WALKFORWARD,2023,5,positive_ehf_assessment_period
2856.0,48125,2023-08-19,2023-08-24,6,48_125_2023_006_EHF_TX_WALKFORWARD,2023,6,positive_ehf_assessment_period
2857.0,48125,2023-08-26,2023-08-28,3,48_125_2023_007_EHF_TX_WALKFORWARD,2023,7,positive_ehf_assessment_period
2858.0,48125,2023-09-06,2023-09-10,5,48_125_2023_008_EHF_TX_WALKFORWARD,2023,8,positive_ehf_assessment_period
2859.0,48125,2024-06-07,2024-06-07,1,48_125_2024_001_EHF_TX_WALKFORWARD,2024,1,positive_ehf_assessment_period
2860.0,48125,2024-06-09,2024-06-09,1,48_125_2024_002_EHF_TX_WALKFORWARD,2024,2,positive_ehf_assessment_period
2861.0,48125,2024-06-26,2024-07-05,10,48_125_2024_003_EHF_TX_WALKFORWARD,2024,3,positive_ehf_assessment_period
2862.0,48125,2024-07-16,2024-07-18,3,48_125_2024_004_EHF_TX_WALKFORWARD,2024,4,positive_ehf_assessment_period
2863.0,48125,2024-07-31,2024-08-27,28,48_125_2024_005_EHF_TX_WALKFORWARD,2024,5,positive_ehf_assessment_period
2864.0,48125,2025-07-21,2025-07-27,7,48_125_2025_001_EHF_TX_WALKFORWARD,2025,1,positive_ehf_assessment_period
2865.0,48125,2025-08-07,2025-08-12,6,48_125_2025_002_EHF_TX_WALKFORWARD,2025,2,positive_ehf_assessment_period
2866.0,48125,2025-08-16,2025-08-20,5,48_125_2025_003_EHF_TX_WALKFORWARD,2025,3,positive_ehf_assessment_period
2867.0,48127,2015-08-07,2015-08-09,3,48_127_2015_001_EHF_TX_WALKFORWARD,2015,1,positive_ehf_assessment_period
2868.0,48127,2016-07-04,2016-07-17,14,48_127_2016_001_EHF_TX_WALKFORWARD,2016,1,positive_ehf_assessment_period
2869.0,48127,2016-07-25,2016-07-26,2,48_127_2016_002_EHF_TX_WALKFORWARD,2016,2,positive_ehf_assessment_period
2870.0,48127,2016-08-08,2016-08-13,6,48_127_2016_003_EHF_TX_WALKFORWARD,2016,3,positive_ehf_assessment_period
2871.0,48127,2017-06-18,2017-06-20,3,48_127_2017_001_EHF_TX_WALKFORWARD,2017,1,positive_ehf_assessment_period
2872.0,48127,2017-07-02,2017-07-02,1,48_127_2017_002_EHF_TX_WALKFORWARD,2017,2,positive_ehf_assessment_period
2873.0,48127,2017-07-05,2017-07-06,2,48_127_2017_003_EHF_TX_WALKFORWARD,2017,3,positive_ehf_assessment_period
2874.0,48127,2017-07-22,2017-07-27,6,48_127_2017_004_EHF_TX_WALKFORWARD,2017,4,positive_ehf_assessment_period
2875.0,48127,2017-07-30,2017-08-02,4,48_127_2017_005_EHF_TX_WALKFORWARD,2017,5,positive_ehf_assessment_period
2876.0,48127,2017-08-15,2017-08-20,6,48_127_2017_006_EHF_TX_WALKFORWARD,2017,6,positive_ehf_assessment_period
2877.0,48127,2018-06-03,2018-06-04,2,48_127_2018_001_EHF_TX_WALKFORWARD,2018,1,positive_ehf_assessment_period
2878.0,48127,2018-06-07,2018-06-08,2,48_127_2018_002_EHF_TX_WALKFORWARD,2018,2,positive_ehf_assessment_period
2879.0,48127,2018-06-11,2018-06-13,3,48_127_2018_003_EHF_TX_WALKFORWARD,2018,3,positive_ehf_assessment_period
2880.0,48127,2018-06-25,2018-06-26,2,48_127_2018_004_EHF_TX_WALKFORWARD,2018,4,positive_ehf_assessment_period
2881.0,48127,2018-06-28,2018-07-04,7,48_127_2018_005_EHF_TX_WALKFORWARD,2018,5,positive_ehf_assessment_period
2882.0,48127,2018-07-17,2018-07-26,10,48_127_2018_006_EHF_TX_WALKFORWARD,2018,6,positive_ehf_assessment_period
2883.0,48127,2018-07-30,2018-07-31,2,48_127_2018_007_EHF_TX_WALKFORWARD,2018,7,positive_ehf_assessment_period
2884.0,48127,2018-08-17,2018-08-24,8,48_127_2018_008_EHF_TX_WALKFORWARD,2018,8,positive_ehf_assessment_period
2885.0,48127,2018-08-28,2018-08-30,3,48_127_2018_009_EHF_TX_WALKFORWARD,2018,9,positive_ehf_assessment_period
2886.0,48127,2019-06-09,2019-06-10,2,48_127_2019_001_EHF_TX_WALKFORWARD,2019,1,positive_ehf_assessment_period
2887.0,48127,2019-06-20,2019-06-22,3,48_127_2019_002_EHF_TX_WALKFORWARD,2019,2,positive_ehf_assessment_period
2888.0,48127,2019-07-08,2019-07-12,5,48_127_2019_003_EHF_TX_WALKFORWARD,2019,3,positive_ehf_assessment_period
2889.0,48127,2019-07-17,2019-07-22,6,48_127_2019_004_EHF_TX_WALKFORWARD,2019,4,positive_ehf_assessment_period
2890.0,48127,2019-07-31,2019-07-31,1,48_127_2019_005_EHF_TX_WALKFORWARD,2019,5,positive_ehf_assessment_period
2891.0,48127,2019-08-06,2019-08-22,17,48_127_2019_006_EHF_TX_WALKFORWARD,2019,6,positive_ehf_assessment_period
2892.0,48127,2019-08-27,2019-08-29,3,48_127_2019_007_EHF_TX_WALKFORWARD,2019,7,positive_ehf_assessment_period
2893.0,48127,2020-07-01,2020-07-18,18,48_127_2020_001_EHF_TX_WALKFORWARD,2020,1,positive_ehf_assessment_period
2894.0,48127,2020-08-13,2020-08-18,6,48_127_2020_002_EHF_TX_WALKFORWARD,2020,2,positive_ehf_assessment_period
2895.0,48127,2020-08-29,2020-09-01,4,48_127_2020_003_EHF_TX_WALKFORWARD,2020,3,positive_ehf_assessment_period
2896.0,48127,2022-05-09,2022-05-11,3,48_127_2022_001_EHF_TX_WALKFORWARD,2022,1,positive_ehf_assessment_period
2897.0,48127,2022-06-07,2022-06-09,3,48_127_2022_002_EHF_TX_WALKFORWARD,2022,2,positive_ehf_assessment_period
2898.0,48127,2022-06-12,2022-06-16,5,48_127_2022_003_EHF_TX_WALKFORWARD,2022,3,positive_ehf_assessment_period
2899.0,48127,2022-07-02,2022-07-02,1,48_127_2022_004_EHF_TX_WALKFORWARD,2022,4,positive_ehf_assessment_period
2900.0,48127,2022-07-07,2022-07-14,8,48_127_2022_005_EHF_TX_WALKFORWARD,2022,5,positive_ehf_assessment_period
2901.0,48127,2022-07-20,2022-08-08,20,48_127_2022_006_EHF_TX_WALKFORWARD,2022,6,positive_ehf_assessment_period
2902.0,48127,2022-08-12,2022-08-13,2,48_127_2022_007_EHF_TX_WALKFORWARD,2022,7,positive_ehf_assessment_period
2903.0,48127,2023-06-14,2023-07-01,18,48_127_2023_001_EHF_TX_WALKFORWARD,2023,1,positive_ehf_assessment_period
2904.0,48127,2023-07-10,2023-07-28,19,48_127_2023_002_EHF_TX_WALKFORWARD,2023,2,positive_ehf_assessment_period
2905.0,48127,2023-08-01,2023-08-21,21,48_127_2023_003_EHF_TX_WALKFORWARD,2023,3,positive_ehf_assessment_period
2906.0,48127,2023-09-25,2023-09-25,1,48_127_2023_004_EHF_TX_WALKFORWARD,2023,4,positive_ehf_assessment_period
2907.0,48127,2024-05-23,2024-05-28,6,48_127_2024_001_EHF_TX_WALKFORWARD,2024,1,positive_ehf_assessment_period
2908.0,48127,2024-06-05,2024-06-07,3,48_127_2024_002_EHF_TX_WALKFORWARD,2024,2,positive_ehf_assessment_period
2909.0,48127,2024-06-15,2024-06-18,4,48_127_2024_003_EHF_TX_WALKFORWARD,2024,3,positive_ehf_assessment_period
2910.0,48127,2024-08-01,2024-08-05,5,48_127_2024_004_EHF_TX_WALKFORWARD,2024,4,positive_ehf_assessment_period
2911.0,48127,2024-08-07,2024-08-25,19,48_127_2024_005_EHF_TX_WALKFORWARD,2024,5,positive_ehf_assessment_period
2912.0,48127,2025-05-16,2025-05-18,3,48_127_2025_001_EHF_TX_WALKFORWARD,2025,1,positive_ehf_assessment_period
2913.0,48127,2025-05-21,2025-05-22,2,48_127_2025_002_EHF_TX_WALKFORWARD,2025,2,positive_ehf_assessment_period
2914.0,48127,2025-05-24,2025-05-26,3,48_127_2025_003_EHF_TX_WALKFORWARD,2025,3,positive_ehf_assessment_period
2915.0,48127,2025-06-07,2025-06-09,3,48_127_2025_004_EHF_TX_WALKFORWARD,2025,4,positive_ehf_assessment_period
2916.0,48127,2025-08-15,2025-08-16,2,48_127_2025_005_EHF_TX_WALKFORWARD,2025,5,positive_ehf_assessment_period
