county_fips,year,month,classified_assessment_dates
48099,2022,7,28
48099,2022,8,13
48099,2023,6,13
48099,2023,7,26
48099,2023,8,29
48099,2023,9,10
48099,2024,6,4
48099,2024,7,8
48099,2024,8,25
48099,2025,8,3
48101,2015,7,7
48101,2015,8,5
48101,2016,7,9
48101,2016,8,7
48101,2017,6,5
48101,2017,7,8
48101,2018,6,5
48101,2018,7,14
48101,2018,8,9
48101,2019,7,5
48101,2019,8,17
48101,2020,6,2
48101,2020,7,14
48101,2020,8,9
48101,2021,6,1
48101,2021,8,5
48101,2021,9,3
48101,2022,5,3
48101,2022,6,13
48101,2022,7,29
48101,2022,8,13
48101,2023,6,4
48101,2023,7,13
48101,2023,8,24
48101,2023,9,6
48101,2024,6,4
48101,2024,7,8
48101,2024,8,21
48101,2025,7,3
48101,2025,8,4
48103,2015,7,13
48103,2015,8,12
48103,2016,6,1
48103,2016,7,22
48103,2016,8,9
48103,2017,6,11
48103,2017,9,4
48103,2018,5,5
48103,2018,6,17
48103,2018,7,16
48103,2018,8,12
48103,2018,9,1
48103,2019,6,3
48103,2019,7,8
48103,2019,8,25
48103,2020,5,2
48103,2020,6,4
48103,2020,7,23
48103,2020,8,14
48103,2020,9,2
48103,2021,6,7
48103,2021,7,1
48103,2022,5,2
48103,2022,6,10
48103,2022,7,17
48103,2022,8,7
48103,2023,6,13
48103,2023,7,23
48103,2023,8,23
48103,2023,9,12
48103,2024,5,2
48103,2024,6,12
48103,2024,7,5
48103,2024,8,21
48103,2025,5,2
48103,2025,6,4
48103,2025,7,3
48103,2025,8,13
48105,2015,7,9
48105,2015,8,12
48105,2016,6,4
48105,2016,7,22
48105,2016,8,12
48105,2017,6,3
48105,2018,6,11
48105,2018,7,16
48105,2019,7,6
48105,2019,8,26
48105,2020,6,3
48105,2020,7,20
48105,2020,8,14
48105,2020,9,2
48105,2021,7,3
48105,2022,5,5
48105,2022,6,12
48105,2022,7,23
48105,2022,8,7
48105,2023,6,17
48105,2023,7,22
48105,2023,8,21
48105,2023,9,7
48105,2024,5,1
48105,2024,6,9
48105,2024,7,5
48105,2024,8,21
48105,2025,8,2
48107,2015,7,2
48107,2015,8,7
48107,2016,7,21
48107,2016,8,11
48107,2017,6,2
48107,2017,7,11
48107,2018,5,4
48107,2018,6,7
48107,2018,7,10
48107,2018,8,10
48107,2018,9,2
48107,2019,6,2
48107,2019,7,9
48107,2019,8,22
48107,2020,6,2
48107,2020,7,19
48107,2020,8,16
48107,2020,9,2
48107,2021,6,4
48107,2021,7,1
48107,2021,8,3
48107,2022,5,3
48107,2022,6,14
48107,2022,7,30
48107,2022,8,13
48107,2023,6,8
48107,2023,7,16
48107,2023,8,25
48107,2023,9,6
48107,2024,6,9
48107,2024,7,11
48107,2024,8,27
48107,2025,7,6
48107,2025,8,10
48109,2015,8,4
48109,2016,6,6
48109,2016,7,13
48109,2017,6,8
48109,2017,7,1
48109,2018,6,14
48109,2018,7,5
48109,2019,7,7
48109,2019,8,16
48109,2020,6,3
48109,2020,7,10
48109,2020,8,14
48109,2021,6,9
48109,2021,7,2
48109,2021,8,2
48109,2022,6,10
48109,2022,7,5
48109,2022,8,3
48109,2023,6,14
48109,2023,7,21
48109,2023,8,11
48109,2024,6,10
48109,2024,7,1
48109,2024,8,8
48109,2025,6,5
48109,2025,8,2
48111,2015,7,9
48111,2015,8,3
48111,2016,6,4
48111,2016,7,18
48111,2016,8,4
48111,2017,6,4
48111,2017,7,17
48111,2018,6,2
48111,2018,7,10
48111,2018,8,3
48111,2019,7,6
48111,2019,8,20
48111,2020,6,6
48111,2020,7,16
48111,2020,8,12
48111,2021,6,4
48111,2021,8,9
48111,2022,6,10
48111,2022,7,28
48111,2022,8,9
48111,2023,6,3
48111,2023,7,14
48111,2023,8,23
48111,2023,9,2
48111,2024,6,9
48111,2024,7,12
48111,2024,8,22
48111,2025,6,2
48111,2025,7,3
48111,2025,8,9
48113,2015,7,8
48113,2015,8,9
48113,2016,7,5
48113,2016,8,12
48113,2017,7,6
48113,2018,6,4
48113,2018,7,18
48113,2018,8,5
48113,2019,8,13
48113,2020,7,4
48113,2020,8,9
48113,2021,7,2
48113,2022,6,5
48113,2022,7,25
48113,2022,8,10
48113,2023,6,2
48113,2023,7,12
48113,2023,8,26
48113,2023,9,5
48113,2024,6,1
48113,2024,7,4
48113,2024,8,14
48113,2025,7,1
48113,2025,8,2
48115,2015,7,10
48115,2015,8,5
48115,2016,7,16
48115,2016,8,9
48115,2017,6,9
48115,2017,7,6
48115,2018,5,4
48115,2018,6,14
48115,2018,7,11
48115,2018,8,6
48115,2019,6,2
48115,2019,7,11
48115,2019,8,26
48115,2020,6,2
48115,2020,7,23
48115,2020,8,17
48115,2020,9,1
48115,2021,6,7
48115,2021,7,2
48115,2021,8,4
48115,2022,5,5
48115,2022,6,15
48115,2022,7,30
48115,2022,8,11
48115,2023,6,11
48115,2023,7,22
48115,2023,8,26
48115,2023,9,8
48115,2024,6,13
48115,2024,7,11
48115,2024,8,27
48115,2025,6,1
48115,2025,7,4
48115,2025,8,10
48117,2015,7,12
48117,2015,8,4
48117,2016,6,6
48117,2016,7,21
48117,2016,8,7
48117,2017,6,7
48117,2017,7,13
48117,2018,6,6
48117,2018,7,10
48117,2018,8,4
48117,2019,7,6
48117,2019,8,19
48117,2020,6,6
48117,2020,7,19
48117,2020,8,13
48117,2021,6,8
48117,2021,8,8
48117,2022,5,1
48117,2022,6,13
48117,2022,7,29
48117,2022,8,11
48117,2023,6,6
48117,2023,7,16
48117,2023,8,21
48117,2023,9,6
48117,2024,6,9
48117,2024,7,10
48117,2024,8,15
48117,2025,6,2
48117,2025,7,3
48117,2025,8,7
48119,2015,7,14
48119,2015,8,10
48119,2015,9,2
48119,2016,7,15
48119,2016,8,14
48119,2017,7,6
48119,2018,6,3
48119,2018,7,17
48119,2018,8,9
48119,2019,8,14
48119,2020,7,6
48119,2020,8,8
48119,2021,7,1
48119,2021,8,1
48119,2022,6,11
48119,2022,7,27
48119,2022,8,13
48119,2023,6,4
48119,2023,7,13
48119,2023,8,26
48119,2023,9,4
48119,2024,6,3
48119,2024,7,6
48119,2024,8,11
48119,2025,7,2
48119,2025,8,6
48121,2015,7,8
48121,2015,8,9
48121,2015,9,1
48121,2016,7,2
48121,2016,8,12
48121,2017,7,5
48121,2018,6,4
48121,2018,7,19
48121,2018,8,2
48121,2019,8,13
48121,2020,7,6
48121,2020,8,11
48121,2021,7,4
48121,2022,6,11
48121,2022,7,28
48121,2022,8,13
48121,2023,6,5
48121,2023,7,16
48121,2023,8,26
48121,2023,9,6
48121,2024,6,5
48121,2024,7,6
48121,2024,8,20
48121,2025,7,3
48121,2025,8,7
48123,2015,7,6
48123,2015,8,20
48123,2016,7,18
48123,2016,8,14
48123,2017,6,4
48123,2017,7,13
48123,2017,8,12
48123,2018,6,16
48123,2018,7,11
48123,2018,8,20
48123,2018,9,3
48123,2019,7,15
48123,2019,8,31
48123,2019,9,10
48123,2020,7,20
48123,2020,8,21
48123,2020,9,3
48123,2022,6,17
48123,2022,7,23
48123,2022,8,17
48123,2023,6,17
48123,2023,7,28
48123,2023,8,31
48123,2023,9,20
48123,2024,5,9
48123,2024,6,9
48123,2024,7,12
48123,2024,8,21
48123,2024,9,7
48123,2025,5,5
48123,2025,6,2
48123,2025,7,2
48123,2025,8,21
48123,2025,9,11
48125,2015,8,7
48125,2016,7,15
48125,2016,8,8
48125,2017,6,3
48125,2017,7,6
48125,2018,5,1
48125,2018,6,6
48125,2018,7,7
48125,2018,8,6
48125,2019,6,1
48125,2019,7,6
48125,2019,8,19
48125,2020,6,2
48125,2020,7,19
48125,2020,8,14
48125,2021,6,4
48125,2021,8,3
48125,2022,5,3
48125,2022,6,9
48125,2022,7,28
48125,2022,8,10
48125,2023,6,7
48125,2023,7,15
48125,2023,8,24
48125,2023,9,5
48125,2024,6,7
48125,2024,7,9
48125,2024,8,27
48125,2025,7,7
48125,2025,8,11
48127,2015,8,3
48127,2016,7,16
48127,2016,8,6
48127,2017,6,3
48127,2017,7,11
48127,2017,8,8
48127,2018,6,12
48127,2018,7,16
48127,2018,8,11
48127,2019,6,5
48127,2019,7,12
48127,2019,8,20
48127,2020,7,18
48127,2020,8,9
48127,2020,9,1
48127,2022,5,3
48127,2022,6,8
48127,2022,7,21
48127,2022,8,10
48127,2023,6,17
48127,2023,7,20
48127,2023,8,21
48127,2023,9,1
48127,2024,5,6
48127,2024,6,7
48127,2024,8,24
48127,2025,5,8
48127,2025,6,3
48127,2025,8,2
48129,2015,7,2
48129,2015,8,3
48129,2016,7,10
48129,2016,8,7
48129,2017,7,7
48129,2018,6,3
48129,2018,7,10
48129,2018,8,4
48129,2019,7,5
48129,2019,8,19
48129,2020,6,1
48129,2020,7,15
48129,2020,8,12
48129,2021,6,2
48129,2021,8,4
48129,2022,6,9
48129,2022,7,28
48129,2022,8,9
48129,2023,6,4
48129,2023,7,13
48129,2023,8,24
48129,2023,9,2
48129,2024,6,7
48129,2024,7,11
48129,2024,8,23
48129,2025,7,3
48129,2025,8,5
48131,2015,7,5
48131,2015,8,8
48131,2015,9,2
48131,2016,7,11
48131,2016,8,6
48131,2017,6,2
48131,2017,7,8
48131,2017,8,10
48131,2017,9,2
48131,2018,6,2
48131,2018,7,1
48131,2019,6,8
48131,2019,7,15
48131,2019,8,23
48131,2020,7,9
48131,2020,8,3
48131,2020,9,4
48131,2022,6,9
48131,2022,7,24
48131,2022,8,11
48131,2023,6,19
48131,2023,7,25
48131,2023,8,25
48131,2023,9,13
48131,2024,5,6
48131,2024,6,10
48131,2024,8,17
48131,2025,5,7
48131,2025,6,4
48131,2025,7,5
48131,2025,8,24
48131,2025,9,7
48133,2015,7,12
48133,2015,8,12
48133,2015,9,3
48133,2016,7,22
48133,2016,8,13
48133,2017,7,10
48133,2018,6,11
48133,2018,7,21
48133,2018,8,12
48133,2018,9,1
48133,2019,7,5
48133,2019,8,22
48133,2020,7,14
48133,2020,8,14
48133,2020,9,1
48133,2021,7,2
48133,2021,8,5
48133,2022,5,2
48133,2022,6,16
48133,2022,7,29
48133,2022,8,16
48133,2023,6,11
48133,2023,7,23
48133,2023,8,28
48133,2023,9,9
48133,2024,6,5
48133,2024,7,9
48133,2024,8,26
48133,2025,8,6
48135,2015,7,7
48135,2015,8,5
48135,2016,7,17
48135,2016,8,8
48135,2017,6,10
48135,2017,7,2
48135,2018,5,5
48135,2018,6,11
48135,2018,7,9
48135,2019,6,3
48135,2019,7,6
48135,2019,8,23
48135,2020,6,1
48135,2020,7,16
48135,2020,8,15
48135,2020,9,1
48135,2021,6,6
48135,2021,8,1
48135,2022,5,6
48135,2022,6,12
48135,2022,7,27
48135,2022,8,7
48135,2023,6,14
48135,2023,7,23
48135,2023,8,22
48135,2023,9,6
48135,2024,6,13
48135,2024,7,7
48135,2024,8,22
48135,2025,6,2
48135,2025,8,9
48137,2015,7,2
48137,2015,8,9
48137,2016,7,9
48137,2016,8,6
48137,2017,6,4
48137,2017,7,10
48137,2017,8,1
48137,2018,6,2
48137,2018,7,11
48137,2019,8,5
48137,2020,7,8
48137,2020,8,6
48137,2020,9,1
48137,2022,6,4
48137,2022,7,9
48137,2022,8,2
48137,2023,6,14
48137,2023,7,14
48137,2023,8,25
48137,2023,9,4
48137,2024,5,3
48137,2024,6,7
48137,2024,7,8
48137,2024,8,12
48137,2025,8,1
48139,2015,7,2
48139,2015,8,9
48139,2016,7,3
48139,2016,8,10
48139,2017,7,2
48139,2018,6,6
48139,2018,7,17
48139,2018,8,6
48139,2019,7,1
48139,2019,8,19
48139,2020,7,3
48139,2020,8,10
48139,2020,9,1
48139,2022,6,15
48139,2022,7,29
48139,2022,8,13
48139,2023,6,1
48139,2023,7,16
48139,2023,8,26
48139,2023,9,5
48139,2024,6,2
48139,2024,7,5
48139,2024,8,14
48139,2025,8,1
48141,2017,6,7
48141,2017,7,6
48141,2018,6,16
48141,2018,7,10
48141,2018,8,3
48141,2019,6,3
48141,2019,7,14
48141,2019,8,19
48141,2020,6,6
48141,2020,7,20
48141,2020,8,15
48141,2021,6,11
48141,2022,6,9
48141,2022,7,6
48141,2022,8,2
48141,2023,6,10
48141,2023,7,27
48141,2023,8,12
48141,2023,9,1
48141,2024,6,15
48141,2024,7,9
48141,2024,8,18
48141,2025,6,10
48141,2025,7,5
48141,2025,8,9
48143,2015,7,6
48143,2015,8,11
48143,2015,9,1
48143,2016,7,6
48143,2016,8,13
48143,2017,7,5
48143,2018,6,11
48143,2018,7,22
48143,2018,8,15
48143,2018,9,1
48143,2019,8,16
48143,2020,7,9
48143,2020,8,15
48143,2020,9,1
48143,2022,6,17
48143,2022,7,28
48143,2022,8,17
48143,2023,6,11
48143,2023,7,22
48143,2023,8,28
48143,2023,9,9
48143,2024,6,4
48143,2024,7,4
48143,2024,8,18
48145,2015,7,3
48145,2015,8,12
48145,2015,9,3
48145,2016,7,14
48145,2016,8,13
48145,2017,7,7
48145,2018,6,3
48145,2018,7,19
48145,2018,8,10
48145,2019,8,18
48145,2020,7,8
48145,2020,8,12
48145,2020,9,1
48145,2022,6,14
48145,2022,7,27
48145,2022,8,16
48145,2023,6,10
48145,2023,7,23
48145,2023,8,29
48145,2023,9,7
48145,2024,6,4
48145,2024,7,5
48145,2024,8,16
48145,2025,8,1
48147,2015,7,17
48147,2015,8,8
48147,2015,9,1
48147,2016,6,1
48147,2016,7,14
48147,2016,8,14
48147,2017,7,1
48147,2018,6,2
48147,2018,7,13
48147,2018,8,5
48147,2019,7,3
48147,2019,8,14
48147,2020,7,5
48147,2020,8,3
48147,2021,7,3
48147,2021,8,4
48147,2022,6,7
48147,2022,7,27
48147,2022,8,11
48147,2023,6,4
48147,2023,7,6
48147,2023,8,21
48147,2023,9,4
48147,2024,6,7
48147,2024,7,14
48147,2024,8,26
48147,2025,7,5
48147,2025,8,7
48149,2015,7,5
48149,2015,8,14
48149,2016,7,16
48149,2016,8,8
48149,2017,7,10
48149,2017,8,11
48149,2018,7,5
48149,2018,8,10
48149,2019,7,3
48149,2019,8,23
48149,2019,9,3
48149,2019,10,1
48149,2020,7,19
48149,2020,8,14
48149,2020,9,3
48149,2021,8,1
48149,2021,9,1
48149,2022,6,18
48149,2022,7,27
48149,2022,8,12
48149,2023,6,14
48149,2023,7,25
48149,2023,8,29
48149,2023,9,10
48149,2024,6,1
48149,2024,8,11
48149,2025,8,1
48151,2015,7,8
48151,2015,8,13
48151,2015,9,2
48151,2016,7,24
48151,2016,8,9
48151,2017,7,10
48151,2017,8,2
48151,2017,9,2
48151,2018,5,4
48151,2018,6,17
48151,2018,7,14
48151,2018,8,7
48151,2019,7,4
48151,2019,8,18
48151,2020,5,2
48151,2020,6,2
48151,2020,7,11
48151,2020,8,17
48151,2020,9,1
48151,2022,6,7
48151,2022,7,22
48151,2022,8,9
48151,2023,6,7
48151,2023,7,14
48151,2023,8,24
48151,2023,9,6
48151,2024,6,4
48151,2024,7,6
48151,2024,8,21
48151,2025,8,1
48153,2015,8,3
48153,2016,6,2
48153,2016,7,14
48153,2016,8,6
48153,2017,6,1
48153,2017,7,4
48153,2018,6,3
48153,2018,7,6
48153,2018,8,5
48153,2019,6,1
48153,2019,7,5
48153,2019,8,17
48153,2020,6,1
48153,2020,7,17
48153,2020,8,8
48153,2021,6,4
48153,2021,8,2
48153,2022,5,1
48153,2022,6,9
48153,2022,7,27
48153,2022,8,7
48153,2023,6,6
48153,2023,7,13
48153,2023,8,17
48153,2023,9,2
48153,2024,6,6
48153,2024,7,6
48153,2024,8,20
48153,2025,7,2
48153,2025,8,7
48155,2015,7,6
48155,2015,8,6
48155,2016,7,12
48155,2016,8,8
48155,2017,7,8
48155,2018,6,5
48155,2018,7,9
48155,2018,8,7
48155,2019,7,5
48155,2019,8,17
48155,2020,6,1
48155,2020,7,14
48155,2020,8,13
48155,2021,8,3
48155,2022,5,2
48155,2022,6,11
48155,2022,7,29
48155,2022,8,11
48155,2023,6,7
48155,2023,7,14
48155,2023,8,26
48155,2023,9,6
48155,2024,6,5
48155,2024,7,8
48155,2024,8,22
48155,2025,7,2
48155,2025,8,4
48157,2015,7,9
48157,2015,8,11
48157,2016,7,10
48157,2016,8,4
48157,2017,7,3
48157,2017,8,9
48157,2018,7,11
48157,2018,8,13
48157,2019,7,3
48157,2019,8,10
48157,2020,6,1
48157,2020,7,14
48157,2020,8,12
48157,2020,9,5
48157,2021,6,3
48157,2021,7,2
48157,2021,8,8
48157,2021,9,2
48157,2022,6,20
48157,2022,7,21
48157,2022,8,6
48157,2023,6,16
48157,2023,7,26
48157,2023,8,31
48157,2023,9,12
48157,2024,5,3
48157,2024,6,6
48157,2024,7,7
48157,2024,8,25
48157,2024,9,1
48157,2025,5,1
48157,2025,7,1
48157,2025,8,10
48159,2015,7,16
48159,2015,8,9
48159,2015,9,2
48159,2016,7,16
48159,2016,8,14
48159,2017,7,6
48159,2018,6,5
48159,2018,7,16
48159,2018,8,13
48159,2019,8,14
48159,2020,7,4
48159,2020,8,6
48159,2021,8,6
48159,2021,9,1
48159,2022,6,7
48159,2022,7,24
48159,2022,8,12
48159,2023,6,2
48159,2023,7,11
48159,2023,8,25
48159,2023,9,4
48159,2024,7,2
48159,2024,8,8
48159,2025,8,6
48161,2015,7,6
48161,2015,8,10
48161,2016,7,10
48161,2016,8,12
48161,2017,7,5
48161,2018,6,2
48161,2018,7,16
48161,2018,8,9
48161,2019,8,16
48161,2020,7,6
48161,2020,8,10
48161,2020,9,1
48161,2022,6,12
48161,2022,7,26
48161,2022,8,13
48161,2023,6,7
48161,2023,7,20
48161,2023,8,27
48161,2023,9,6
48161,2024,6,2
48161,2024,7,5
48161,2024,8,12
48161,2025,8,1
48163,2015,7,6
48163,2015,8,14
48163,2015,9,11
48163,2016,7,25
48163,2016,8,1
48163,2017,6,2
48163,2017,7,20
48163,2017,8,6
48163,2018,6,12
48163,2018,7,15
48163,2018,8,5
48163,2019,7,5
48163,2019,8,17
48163,2020,7,9
48163,2020,8,9
48163,2020,9,2
48163,2021,8,2
48163,2022,6,7
48163,2022,7,25
48163,2022,8,8
48163,2023,6,17
48163,2023,7,24
48163,2023,8,27
48163,2023,9,6
48163,2024,5,4
48163,2024,6,6
48163,2024,7,11
48163,2024,8,15
48165,2015,7,12
48165,2015,8,9
48165,2016,6,3
48165,2016,7,14
48165,2016,8,8
48165,2017,6,5
48165,2018,5,4
48165,2018,6,18
48165,2018,7,11
48165,2018,8,4
48165,2019,7,6
48165,2019,8,20
48165,2020,6,3
48165,2020,7,22
48165,2020,8,16
48165,2020,9,1
48165,2021,6,8
48165,2021,7,1
48165,2021,8,2
48165,2022,5,4
48165,2022,6,8
48165,2022,7,30
48165,2022,8,11
48165,2023,6,11
48165,2023,7,25
48165,2023,8,20
48165,2023,9,7
48165,2024,6,16
48165,2024,7,8
48165,2024,8,24
48165,2025,6,3
48165,2025,7,2
48165,2025,8,12
48167,2015,7,19
48167,2015,8,17
48167,2016,7,18
48167,2016,8,13
48167,2016,9,5
48167,2017,7,7
48167,2017,8,10
48167,2018,6,1
48167,2018,7,8
48167,2018,8,15
48167,2019,6,3
48167,2019,7,13
48167,2019,8,21
48167,2019,9,13
48167,2019,10,1
48167,2020,6,3
48167,2020,7,17
48167,2020,8,23
48167,2020,9,9
48167,2021,6,4
48167,2021,7,5
48167,2021,8,17
48167,2021,9,3
48167,2022,6,20
48167,2022,7,24
48167,2022,8,10
48167,2023,6,10
48167,2023,7,19
48167,2023,8,31
48167,2023,9,14
48167,2024,6,3
48167,2024,7,10
48167,2024,8,22
48167,2025,6,3
48167,2025,7,9
48167,2025,8,6
48169,2015,7,7
48169,2015,8,11
48169,2016,7,26
48169,2016,8,10
48169,2017,6,2
48169,2017,7,9
48169,2018,5,2
48169,2018,6,13
48169,2018,7,9
48169,2018,8,10
48169,2018,9,2
48169,2019,6,1
48169,2019,7,8
48169,2019,8,25
48169,2020,6,2
48169,2020,7,17
48169,2020,8,14
48169,2021,6,7
48169,2021,7,3
48169,2021,8,4
48169,2022,5,3
48169,2022,6,11
48169,2022,7,30
48169,2022,8,12
48169,2023,6,10
48169,2023,7,16
48169,2023,8,25
48169,2023,9,7
48169,2024,6,8
48169,2024,7,12
48169,2024,8,27
48169,2025,7,3
48169,2025,8,9
48171,2015,7,1
48171,2015,8,10
48171,2016,7,11
48171,2016,8,7
48171,2017,7,4
48171,2018,6,8
48171,2018,7,15
48171,2018,8,8
48171,2019,8,17
48171,2020,7,10
48171,2020,8,11
48171,2020,9,2
48171,2022,6,10
48171,2022,7,26
48171,2022,8,13
48171,2023,6,14
48171,2023,7,23
48171,2023,8,29
48171,2023,9,7
48171,2024,5,2
48171,2024,6,3
48171,2024,7,2
48171,2024,8,10
48171,2025,5,1
48173,2015,7,8
48173,2015,8,10
48173,2016,7,23
48173,2016,8,11
48173,2017,6,3
48173,2017,7,3
48173,2018,5,4
48173,2018,6,15
48173,2018,7,15
48173,2018,8,6
48173,2019,7,6
48173,2019,8,23
48173,2020,6,1
48173,2020,7,15
48173,2020,8,14
48173,2020,9,1
48173,2021,6,3
48173,2021,8,2
48173,2022,5,4
48173,2022,6,12
48173,2022,7,28
48173,2022,8,10
48173,2023,6,12
48173,2023,7,23
48173,2023,8,27
48173,2023,9,6
48173,2024,6,9
48173,2024,7,9
48173,2024,8,23
48173,2025,8,8
48175,2015,8,4
48175,2016,8,5
48175,2017,7,1
48175,2017,8,1
48175,2019,8,1
48175,2020,7,4
48175,2020,8,3
48175,2020,9,2
48175,2022,6,3
48175,2022,7,4
48175,2023,6,13
48175,2023,7,23
48175,2023,8,29
48175,2023,9,10
48175,2024,8,1
48175,2025,8,1
48175,2025,9,1
48177,2015,8,10
48177,2016,7,14
48177,2016,8,8
48177,2017,6,3
48177,2017,7,10
48177,2017,8,9
48177,2018,6,13
48177,2018,7,15
48177,2018,8,14
48177,2019,7,7
48177,2019,8,29
48177,2019,9,4
48177,2020,7,16
48177,2020,8,15
48177,2020,9,3
48177,2022,6,19
48177,2022,7,27
48177,2022,8,18
48177,2023,6,17
48177,2023,7,25
48177,2023,8,30
48177,2023,9,13
48177,2024,5,5
48177,2024,6,2
48177,2024,7,3
48177,2024,8,13
48177,2024,9,4
48177,2025,7,4
48177,2025,8,19
48177,2025,9,5
48179,2015,7,8
48179,2015,8,3
48179,2016,6,1
48179,2016,7,14
48179,2016,8,3
48179,2017,6,1
48179,2017,7,5
48179,2018,6,3
48179,2018,7,8
48179,2018,8,1
48179,2019,7,5
48179,2019,8,18
48179,2020,6,1
48179,2020,7,16
48179,2020,8,9
48179,2021,6,3
48179,2021,8,5
48179,2022,6,5
48179,2022,7,24
48179,2022,8,7
48179,2023,6,1
48179,2023,7,10
48179,2023,8,14
48179,2024,6,6
48179,2024,7,10
48179,2024,8,23
48179,2024,9,1
48179,2025,7,3
48179,2025,8,4
48181,2015,7,12
48181,2015,8,10
48181,2015,9,1
48181,2016,6,1
48181,2016,7,11
48181,2016,8,13
48181,2017,7,5
48181,2018,6,3
48181,2018,7,15
48181,2018,8,3
48181,2019,7,4
48181,2019,8,14
48181,2020,7,6
48181,2020,8,7
48181,2021,7,3
48181,2021,8,2
48181,2022,6,6
48181,2022,7,27
48181,2022,8,13
48181,2023,6,5
48181,2023,7,11
48181,2023,8,25
48181,2023,9,5
48181,2024,6,7
48181,2024,7,5
48181,2024,8,13
48181,2025,7,2
48181,2025,8,5
48183,2015,7,14
48183,2015,8,10
48183,2016,7,15
48183,2016,8,14
48183,2017,7,7
48183,2017,8,1
48183,2018,6,7
48183,2018,7,19
48183,2018,8,15
48183,2018,9,1
48183,2019,7,3
48183,2019,8,18
48183,2019,9,4
48183,2020,7,4
48183,2020,8,7
48183,2021,8,1
48183,2022,6,13
48183,2022,7,23
48183,2022,8,14
48183,2023,6,4
48183,2023,7,16
48183,2023,8,27
48183,2023,9,3
48183,2024,6,1
48183,2024,7,6
48183,2024,8,7
48183,2025,6,1
48183,2025,7,1
48183,2025,8,6
48185,2015,7,6
48185,2015,8,11
48185,2016,7,18
48185,2016,8,12
48185,2017,7,11
48185,2017,8,9
48185,2018,7,13
48185,2018,8,13
48185,2019,8,21
48185,2020,7,11
48185,2020,8,13
48185,2020,9,2
48185,2021,8,3
48185,2021,9,2
48185,2022,6,19
48185,2022,7,28
48185,2022,8,18
48185,2023,6,14
48185,2023,7,26
48185,2023,8,29
48185,2023,9,9
48185,2024,6,4
48185,2024,7,6
48185,2024,8,16
48185,2025,8,2
48187,2015,7,9
48187,2015,8,20
48187,2015,9,5
48187,2016,7,18
48187,2016,8,6
48187,2017,6,3
48187,2017,7,13
48187,2017,8,10
48187,2018,6,15
48187,2018,7,16
48187,2018,8,17
48187,2019,6,1
48187,2019,7,10
48187,2019,8,27
48187,2019,9,5
48187,2020,7,22
48187,2020,8,21
48187,2020,9,3
48187,2022,6,13
48187,2022,7,28
48187,2022,8,20
48187,2023,6,15
48187,2023,7,27
48187,2023,8,31
48187,2023,9,16
48187,2024,5,4
48187,2024,6,6
48187,2024,7,5
48187,2024,8,18
48187,2024,9,1
48187,2025,8,7
48189,2015,7,6
48189,2015,8,5
48189,2016,6,6
48189,2016,7,22
48189,2016,8,7
48189,2017,6,8
48189,2017,7,5
48189,2018,5,2
48189,2018,6,4
48189,2018,7,7
48189,2018,8,4
48189,2019,7,6
48189,2019,8,19
48189,2020,6,2
48189,2020,7,17
48189,2020,8,14
48189,2021,6,7
48189,2021,8,3
48189,2022,5,2
48189,2022,6,9
48189,2022,7,29
48189,2022,8,10
48189,2023,6,6
48189,2023,7,10
48189,2023,8,21
48189,2023,9,2
48189,2024,6,6
48189,2024,7,8
48189,2024,8,23
48189,2025,7,2
48189,2025,8,5
48191,2015,7,5
48191,2015,8,5
48191,2016,7,9
48191,2016,8,6
48191,2017,6,2
48191,2017,7,9
48191,2018,6,3
48191,2018,7,7
48191,2018,8,6
48191,2019,7,5
48191,2019,8,15
48191,2020,6,1
48191,2020,7,17
48191,2020,8,9
48191,2021,6,3
48191,2021,8,4
48191,2021,9,1
48191,2022,5,1
48191,2022,6,7
48191,2022,7,28
48191,2022,8,9
48191,2023,6,3
48191,2023,7,12
48191,2023,8,19
48191,2023,9,1
48191,2024,6,7
48191,2024,7,11
48191,2024,8,20
48191,2025,7,4
48191,2025,8,4
48193,2015,7,12
48193,2015,8,12
48193,2015,9,1
48193,2016,7,9
48193,2016,8,13
48193,2017,7,8
48193,2018,6,6
48193,2018,7,19
48193,2018,8,9
48193,2019,8,17
48193,2020,7,8
48193,2020,8,14
48193,2020,9,1
48193,2022,5,3
48193,2022,6,15
48193,2022,7,28
48193,2022,8,16
48193,2023,6,14
48193,2023,7,26
48193,2023,8,28
48193,2023,9,10
48193,2024,6,4
48193,2024,7,6
48193,2024,8,23
48195,2015,7,8
48195,2015,8,2
48195,2016,6,2
48195,2016,7,11
48195,2016,8,1
48195,2017,6,2
48195,2017,7,9
48195,2018,7,5
48195,2018,8,2
48195,2019,7,5
48195,2019,8,13
48195,2020,6,6
48195,2020,7,11
48195,2020,8,2
48195,2021,6,5
48195,2021,7,2
48195,2021,8,7
48195,2021,9,1
48195,2022,6,6
48195,2022,7,20
48195,2022,8,7
48195,2023,6,1
48195,2023,7,10
48195,2023,8,12
48195,2024,6,7
48195,2024,7,7
48195,2024,8,15
48195,2025,6,2
48195,2025,7,4
48195,2025,8,7
48197,2015,8,3
48197,2016,7,4
48197,2016,8,4
48197,2018,6,2
48197,2018,7,6
48197,2019,7,3
48197,2019,8,10
48197,2020,7,11
48197,2020,8,8
48197,2022,6,7
48197,2022,7,25
48197,2022,8,9
48197,2023,6,4
48197,2023,7,12
48197,2023,8,23
48197,2023,9,4
48197,2024,6,4
48197,2024,7,6
