county_fips,year,classified_assessment_dates
48057,2020,30
48057,2021,8
48057,2022,19
48057,2023,71
48057,2024,26
48057,2025,21
48059,2015,10
48059,2016,30
48059,2017,6
48059,2018,31
48059,2019,14
48059,2020,24
48059,2021,4
48059,2022,48
48059,2023,56
48059,2024,31
48059,2025,2
48061,2015,16
48061,2016,53
48061,2017,36
48061,2018,50
48061,2019,53
48061,2020,21
48061,2021,13
48061,2022,34
48061,2023,83
48061,2024,33
48061,2025,16
48063,2015,38
48063,2016,30
48063,2017,4
48063,2018,19
48063,2019,13
48063,2020,2
48063,2021,1
48063,2022,44
48063,2023,44
48063,2024,12
48063,2025,8
48065,2015,9
48065,2016,27
48065,2017,21
48065,2018,34
48065,2019,26
48065,2020,36
48065,2021,18
48065,2022,53
48065,2023,47
48065,2024,46
48065,2025,13
48067,2015,21
48067,2016,18
48067,2017,5
48067,2018,18
48067,2019,17
48067,2020,2
48067,2021,4
48067,2022,39
48067,2023,38
48067,2024,10
48067,2025,11
48069,2015,2
48069,2016,18
48069,2017,10
48069,2018,12
48069,2019,22
48069,2020,31
48069,2021,7
48069,2022,45
48069,2023,42
48069,2024,41
48069,2025,14
48071,2015,18
48071,2016,14
48071,2017,9
48071,2018,9
48071,2019,16
48071,2020,11
48071,2021,7
48071,2022,9
48071,2023,64
48071,2024,31
48071,2025,5
48073,2015,14
48073,2016,24
48073,2018,22
48073,2019,8
48073,2020,4
48073,2022,36
48073,2023,43
48073,2024,8
48073,2025,5
48075,2015,10
48075,2016,12
48075,2017,7
48075,2018,17
48075,2019,20
48075,2020,26
48075,2021,9
48075,2022,55
48075,2023,40
48075,2024,42
48075,2025,9
48077,2015,7
48077,2016,15
48077,2017,5
48077,2018,18
48077,2019,12
48077,2020,18
48077,2022,43
48077,2023,55
48077,2024,28
48077,2025,1
48079,2015,7
48079,2016,29
48079,2017,15
48079,2018,20
48079,2019,21
48079,2020,34
48079,2021,12
48079,2022,46
48079,2023,51
48079,2024,40
48079,2025,6
48081,2015,9
48081,2016,16
48081,2018,7
48081,2019,7
48081,2020,15
48081,2022,33
48081,2023,40
48081,2024,32
48083,2015,25
48083,2016,34
48083,2017,11
48083,2018,54
48083,2019,28
48083,2020,36
48083,2021,6
48083,2022,57
48083,2023,70
48083,2024,33
48083,2025,1
48085,2015,20
48085,2016,16
48085,2017,5
48085,2018,22
48085,2019,19
48085,2020,19
48085,2021,7
48085,2022,52
48085,2023,52
48085,2024,39
48085,2025,19
48087,2015,6
48087,2016,13
48087,2017,15
48087,2018,6
48087,2019,13
48087,2020,17
48087,2022,31
48087,2023,31
48087,2024,29
48087,2025,2
48089,2015,29
48089,2016,31
48089,2017,24
48089,2018,31
48089,2019,31
48089,2020,23
48089,2022,62
48089,2023,88
48089,2024,30
48089,2025,7
48091,2015,14
48091,2016,23
48091,2017,34
48091,2018,50
48091,2019,35
48091,2020,36
48091,2022,55
48091,2023,83
48091,2024,31
48091,2025,12
48093,2015,12
48093,2016,30
48093,2017,12
48093,2018,33
48093,2019,23
48093,2020,29
48093,2021,10
48093,2022,68
48093,2023,87
48093,2024,44
48093,2025,10
48095,2015,8
48095,2016,19
48095,2017,6
48095,2018,28
48095,2019,17
48095,2020,29
48095,2022,41
48095,2023,59
48095,2024,27
48097,2015,7
48097,2016,8
48097,2017,2
48097,2018,13
48097,2019,11
48097,2020,5
48097,2022,38
48097,2023,43
48097,2024,21
48097,2025,3
48099,2015,32
48099,2016,34
48099,2017,35
48099,2018,51
48099,2019,24
48099,2020,32
48099,2021,1
48099,2022,58
48099,2023,78
48099,2024,37
48099,2025,3
48101,2015,12
48101,2016,16
48101,2017,13
48101,2018,28
48101,2019,22
48101,2020,25
48101,2021,9
48101,2022,58
48101,2023,47
48101,2024,33
48101,2025,7
48103,2015,25
48103,2016,32
48103,2017,15
48103,2018,51
48103,2019,36
48103,2020,45
48103,2021,8
48103,2022,36
48103,2023,71
48103,2024,40
48103,2025,22
48105,2015,21
48105,2016,38
48105,2017,3
48105,2018,27
48105,2019,32
48105,2020,39
48105,2021,3
48105,2022,47
48105,2023,67
48105,2024,36
48105,2025,2
48107,2015,9
48107,2016,32
48107,2017,13
48107,2018,33
48107,2019,33
48107,2020,39
48107,2021,8
48107,2022,60
48107,2023,55
48107,2024,47
48107,2025,16
48109,2015,4
48109,2016,19
48109,2017,9
48109,2018,19
48109,2019,23
48109,2020,27
48109,2021,13
48109,2022,18
48109,2023,46
48109,2024,19
48109,2025,7
48111,2015,12
48111,2016,26
48111,2017,21
48111,2018,15
48111,2019,26
48111,2020,34
48111,2021,13
48111,2022,47
48111,2023,42
48111,2024,43
48111,2025,14
48113,2015,17
48113,2016,17
48113,2017,6
48113,2018,27
48113,2019,13
48113,2020,13
48113,2021,2
48113,2022,40
48113,2023,45
48113,2024,19
48113,2025,3
48115,2015,15
48115,2016,25
48115,2017,15
48115,2018,35
48115,2019,39
48115,2020,43
48115,2021,13
48115,2022,61
48115,2023,67
48115,2024,51
48115,2025,15
48117,2015,16
48117,2016,34
48117,2017,20
48117,2018,20
48117,2019,25
48117,2020,38
48117,2021,16
48117,2022,54
48117,2023,49
48117,2024,34
48117,2025,12
48119,2015,26
48119,2016,29
48119,2017,6
48119,2018,29
48119,2019,14
48119,2020,14
48119,2021,2
48119,2022,51
48119,2023,47
48119,2024,20
48119,2025,8
48121,2015,18
48121,2016,14
48121,2017,5
48121,2018,25
48121,2019,13
48121,2020,17
48121,2021,4
48121,2022,52
48121,2023,53
48121,2024,31
48121,2025,10
48123,2015,26
48123,2016,32
48123,2017,29
48123,2018,50
48123,2019,56
48123,2020,44
48123,2022,57
48123,2023,96
48123,2024,58
48123,2025,41
48125,2015,7
48125,2016,23
48125,2017,9
48125,2018,20
48125,2019,26
48125,2020,35
48125,2021,7
48125,2022,50
48125,2023,51
48125,2024,43
48125,2025,18
48127,2015,3
48127,2016,22
48127,2017,22
48127,2018,39
48127,2019,37
48127,2020,28
48127,2022,42
48127,2023,59
48127,2024,37
48127,2025,13
48129,2015,5
48129,2016,17
48129,2017,7
48129,2018,17
48129,2019,24
48129,2020,28
48129,2021,6
48129,2022,46
48129,2023,43
48129,2024,41
48129,2025,8
48131,2015,15
48131,2016,17
48131,2017,22
48131,2018,3
48131,2019,46
48131,2020,16
48131,2022,44
48131,2023,82
48131,2024,33
48131,2025,47
48133,2015,27
48133,2016,35
48133,2017,10
48133,2018,45
48133,2019,27
48133,2020,29
48133,2021,7
48133,2022,63
48133,2023,71
48133,2024,40
48133,2025,6
48135,2015,12
48135,2016,25
48135,2017,12
48135,2018,25
48135,2019,32
48135,2020,33
48135,2021,7
48135,2022,52
48135,2023,65
48135,2024,42
48135,2025,11
48137,2015,11
48137,2016,15
48137,2017,15
48137,2018,13
48137,2019,5
48137,2020,15
48137,2022,15
48137,2023,57
48137,2024,30
48137,2025,1
48139,2015,11
48139,2016,13
48139,2017,2
48139,2018,29
48139,2019,20
48139,2020,14
48139,2022,57
48139,2023,48
48139,2024,21
48139,2025,1
48141,2017,13
48141,2018,29
48141,2019,36
48141,2020,41
48141,2021,11
48141,2022,17
48141,2023,50
48141,2024,42
48141,2025,24
48143,2015,18
48143,2016,19
48143,2017,5
48143,2018,49
48143,2019,16
48143,2020,25
48143,2022,62
48143,2023,70
48143,2024,26
48145,2015,18
48145,2016,27
48145,2017,7
48145,2018,32
48145,2019,18
