county_fips,year,month,classified_dates
48037,2024,10,7
48037,2024,12,2
48037,2025,2,4
48037,2025,3,3
48037,2025,5,2
48037,2025,11,5
48037,2025,12,6
48039,2015,1,2
48039,2015,7,1
48039,2015,8,11
48039,2015,10,4
48039,2015,12,5
48039,2016,1,1
48039,2016,2,3
48039,2016,3,2
48039,2016,6,3
48039,2016,7,3
48039,2016,8,5
48039,2016,9,4
48039,2016,10,8
48039,2016,11,9
48039,2016,12,5
48039,2017,1,12
48039,2017,2,11
48039,2017,3,8
48039,2017,4,2
48039,2017,10,5
48039,2017,11,2
48039,2017,12,3
48039,2018,2,3
48039,2018,3,1
48039,2018,5,9
48039,2018,6,5
48039,2019,6,5
48039,2020,3,2
48039,2020,4,5
48039,2020,6,2
48039,2021,6,3
48039,2021,12,11
48039,2022,1,1
48039,2022,5,2
48039,2022,6,2
48039,2022,9,2
48039,2022,10,2
48039,2022,12,2
48039,2023,1,7
48039,2023,2,5
48039,2023,3,8
48039,2023,7,3
48039,2023,8,10
48039,2023,9,9
48039,2023,10,2
48039,2024,8,3
48039,2024,9,5
48039,2024,10,5
48039,2024,11,2
48039,2024,12,7
48039,2025,2,7
48039,2025,3,2
48039,2025,11,6
48039,2025,12,10
48041,2015,1,2
48041,2015,10,2
48041,2015,12,4
48041,2016,3,3
48041,2016,10,2
48041,2016,12,5
48041,2017,1,4
48041,2017,2,6
48041,2019,4,2
48041,2019,10,2
48041,2020,4,2
48041,2021,4,2
48041,2021,12,9
48041,2022,1,1
48041,2022,8,2
48041,2022,11,2
48041,2022,12,2
48041,2023,1,4
48041,2023,2,3
48041,2023,3,3
48041,2023,5,2
48041,2023,9,11
48041,2023,10,4
48041,2023,11,2
48041,2024,3,2
48041,2024,9,2
48041,2024,10,8
48041,2024,11,6
48041,2024,12,5
48041,2025,2,7
48041,2025,3,8
48041,2025,4,2
48041,2025,5,2
48041,2025,10,2
48041,2025,12,6
48043,2015,6,2
48043,2016,2,5
48043,2016,10,3
48043,2017,1,3
48043,2017,2,4
48043,2017,3,2
48043,2018,2,2
48043,2019,8,3
48043,2019,12,2
48043,2021,6,2
48043,2021,12,13
48043,2023,7,2
48043,2024,2,2
48043,2024,9,4
48043,2024,11,2
48043,2025,2,7
48043,2025,4,2
48043,2025,12,10
48045,2015,2,5
48045,2015,9,2
48045,2016,1,2
48045,2016,2,3
48045,2016,6,2
48045,2016,7,2
48045,2016,10,2
48045,2016,11,4
48045,2017,2,4
48045,2017,3,4
48045,2017,10,2
48045,2018,1,2
48045,2018,2,2
48045,2019,2,2
48045,2019,4,2
48045,2019,7,2
48045,2019,8,2
48045,2019,12,2
48045,2020,5,2
48045,2020,8,3
48045,2020,12,2
48045,2021,6,2
48045,2021,11,2
48045,2021,12,8
