county_fips,relative_construct,hybrid_construct,label,percentile,duration_days,absolute_gate_f,cumulative_classified_days_no_gate,cumulative_classified_days_with_gate,cumulative_events_no_gate,classified_days_lost,pct_retained,county_name,pct_analysis_days_imputed,fully_imputed_county,analysis_days,native_analysis_days
48359,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,383,191,88,192,49.87,Oldham,0.0,False,4018,4018
48361,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,406,173,83,233,42.61,Orange,2.5,False,4018,3916
48363,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,494,303,102,191,61.34,Palo Pinto,1.6,False,4018,3953
48365,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,327,130,72,197,39.76,Panola,1.8,False,4018,3946
48367,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,526,280,98,246,53.23,Parker,0.2,False,4018,4009
48369,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,485,302,106,183,62.27,Parmer,0.0,False,4018,4018
48371,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,543,318,116,225,58.56,Pecos,0.0,False,4018,4018
48373,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,417,200,72,217,47.96,Polk,86.0,False,4018,564
48375,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,425,213,92,212,50.12,Potter,0.0,False,4018,4018
48377,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,442,281,80,161,63.57,Presidio,2.2,False,4018,3930
48379,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,322,124,70,198,38.51,Rains,0.5,False,4018,3996
48381,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,342,180,79,162,52.63,Randall,8.1,False,4018,3693
48383,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,680,396,134,284,58.24,Reagan,2.3,False,4018,3927
48385,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,411,211,89,200,51.34,Real,2.5,False,4018,3917
48387,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,404,153,89,251,37.87,Red River,0.6,False,4018,3992
48389,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,452,306,91,146,67.7,Reeves,4.4,False,4018,3843
48391,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,125,18,32,107,14.4,Refugio,3.6,False,4018,3872
48393,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,557,264,123,293,47.4,Roberts,100.0,True,4018,0
48395,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,620,325,109,295,52.42,Robertson,5.3,False,4018,3806
48397,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,449,177,93,272,39.42,Rockwall,25.0,False,4018,3012
48399,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,471,265,104,206,56.26,Runnels,0.1,False,4018,4013
48401,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,506,206,95,300,40.71,Rusk,0.0,False,4018,4018
48403,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,594,233,117,361,39.23,Sabine,1.2,False,4018,3971
48405,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,560,220,114,340,39.29,San Augustine,9.2,False,4018,3647
48407,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,522,280,89,242,53.64,San Jacinto,100.0,True,4018,0
48409,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,494,262,91,232,53.04,San Patricio,6.4,False,4018,3761
48411,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,455,258,89,197,56.7,San Saba,0.1,False,4018,4015
48413,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,388,184,83,204,47.42,Schleicher,1.1,False,4018,3975
48415,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,425,292,88,133,68.71,Scurry,0.3,False,4018,4007
48417,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,441,281,92,160,63.72,Shackelford,0.1,False,4018,4014
48419,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,395,182,73,213,46.08,Shelby,54.8,False,4018,1818
48421,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,552,285,123,267,51.63,Sherman,58.9,False,4018,1650
48423,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,436,221,80,215,50.69,Smith,0.0,False,4018,4018
48425,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,260,133,54,127,51.15,Somervell,18.3,False,4018,3284
48427,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,753,579,140,174,76.89,Starr,2.1,False,4018,3935
48429,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,424,265,83,159,62.5,Stephens,1.7,False,4018,3948
48431,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,419,261,82,158,62.29,Sterling,72.4,False,4018,1108
48433,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,376,243,90,133,64.63,Stonewall,0.0,False,4018,4018
48435,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,472,265,97,207,56.14,Sutton,67.7,False,4018,1299
48437,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,404,232,94,172,57.43,Swisher,0.0,False,4018,4018
48439,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,545,266,109,279,48.81,Tarrant,0.0,False,4018,4018
48441,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,533,329,94,204,61.73,Taylor,0.0,False,4018,4018
48443,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,719,453,147,266,63.0,Terrell,2.6,False,4018,3912
48445,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,401,278,89,123,69.33,Terry,0.0,False,4018,4018
48447,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,366,202,83,164,55.19,Throckmorton,41.0,False,4018,2370
48449,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,553,322,107,231,58.23,Titus,2.4,False,4018,3920
48451,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,709,440,133,269,62.06,Tom Green,0.0,False,4018,4018
48453,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,558,354,96,204,63.44,Travis,0.0,False,4018,4018
48455,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,357,172,68,185,48.18,Trinity,100.0,True,4018,0
48457,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,657,318,112,339,48.4,Tyler,0.0,False,4018,4018
48459,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,397,154,79,243,38.79,Upshur,0.0,False,4018,4018
48461,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,478,284,103,194,59.41,Upton,13.9,False,4018,3458
48463,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,436,244,93,192,55.96,Uvalde,2.8,False,4018,3907
48465,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,846,528,146,318,62.41,Val Verde,0.0,False,4018,4018
48467,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,426,202,91,224,47.42,Van Zandt,1.7,False,4018,3948
48469,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,678,362,114,316,53.39,Victoria,0.0,False,4018,4018
48471,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,495,253,84,242,51.11,Walker,0.0,False,4018,4018
48473,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,685,355,117,330,51.82,Waller,100.0,True,4018,0
48475,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,308,197,73,111,63.96,Ward,0.4,False,4018,4003
48477,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,461,191,90,270,41.43,Washington,0.3,False,4018,4004
48479,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,596,417,115,179,69.97,Webb,0.0,False,4018,4017
48481,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,567,335,96,232,59.08,Wharton,0.0,False,4018,4017
48483,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,435,195,101,240,44.83,Wheeler,67.4,False,4018,1311
48485,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,318,176,73,142,55.35,Wichita,0.0,False,4018,4018
48487,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,372,168,83,204,45.16,Wilbarger,100.0,True,4018,0
48489,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,675,450,109,225,66.67,Willacy,30.0,False,4018,2812
48491,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,589,358,101,231,60.78,Williamson,0.0,False,4018,4018
48493,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,311,191,60,120,61.41,Wilson,61.7,False,4018,1537
48495,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,333,220,71,113,66.07,Winkler,6.7,False,4018,3750
48497,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,387,188,82,199,48.58,Wise,0.1,False,4018,4015
48499,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,294,103,66,191,35.03,Wood,0.0,False,4018,4016
48501,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,467,304,105,163,65.1,Yoakum,0.0,False,4018,4018
48503,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,337,193,78,144,57.27,Young,7.3,False,4018,3724
48505,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,169,86,38,83,50.89,Zapata,78.0,False,4018,885
48507,REL_TX_P85_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P85-D3,85,3,90.0,270,158,54,112,58.52,Zavala,100.0,True,4018,0
48001,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,342,279,45,63,81.58,Anderson,0.0,False,4018,4018
48003,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,178,159,26,19,89.33,Andrews,3.2,False,4018,3889
48005,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,363,302,50,61,83.2,Angelina,0.0,False,4018,4018
48007,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,724,578,70,146,79.83,Aransas,0.2,False,4018,4010
48009,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,174,150,23,24,86.21,Archer,89.4,False,4018,426
48011,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,312,250,43,62,80.13,Armstrong,100.0,True,4018,0
48013,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,386,365,45,21,94.56,Atascosa,0.0,False,4018,4016
48015,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,300,254,36,46,84.67,Austin,23.9,False,4018,3058
48017,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,187,150,28,37,80.21,Bailey,0.0,False,4018,4018
48019,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,360,310,45,50,86.11,Bandera,16.4,False,4018,3358
48021,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,341,298,45,43,87.39,Bastrop,0.3,False,4018,4006
48023,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,216,174,29,42,80.56,Baylor,0.0,False,4018,4018
48025,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,328,316,42,12,96.34,Bee,4.0,False,4018,3859
48027,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,361,309,45,52,85.6,Bell,0.1,False,4018,4012
48029,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,416,364,52,52,87.5,Bexar,0.0,False,4018,4018
48031,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,410,368,43,42,89.76,Blanco,19.2,False,4018,3245
48033,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,138,112,20,26,81.16,Borden,23.2,False,4018,3084
48035,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,227,175,28,52,77.09,Bosque,60.6,False,4018,1582
48037,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,271,187,37,84,69.0,Bowie,0.0,False,4018,4017
48039,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,437,336,53,101,76.89,Brazoria,0.0,False,4018,4018
48041,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,316,284,35,32,89.87,Brazos,0.1,False,4018,4015
48043,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,312,256,44,56,82.05,Brewster,0.0,False,4018,4018
48045,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,226,194,33,32,85.84,Briscoe,0.0,False,4018,4016
48047,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,99,99,14,0,100.0,Brooks,70.2,False,4018,1199
48049,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,263,224,34,39,85.17,Brown,9.7,False,4018,3629
48051,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,286,249,36,37,87.06,Burleson,18.9,False,4018,3258
48053,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,419,373,46,46,89.02,Burnet,0.0,False,4018,4018
48055,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,544,504,57,40,92.65,Caldwell,0.1,False,4018,4012
48057,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,420,305,51,115,72.62,Calhoun,0.1,False,4018,4014
48059,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,217,189,25,28,87.1,Callahan,0.0,False,4018,4018
48061,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,570,547,64,23,95.96,Cameron,0.0,False,4018,4018
48063,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,273,206,37,67,75.46,Camp,82.5,False,4018,704
48065,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,236,176,36,60,74.58,Carson,77.3,False,4018,911
48067,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,182,123,30,59,67.58,Cass,0.6,False,4018,3995
48069,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,148,107,24,41,72.3,Castro,0.0,False,4018,4018
48071,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,174,87,28,87,50.0,Chambers,0.3,False,4018,4004
48073,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,178,110,24,68,61.8,Cherokee,0.2,False,4018,4011
48075,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,239,210,35,29,87.87,Childress,0.0,False,4018,4018
48077,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,229,176,30,53,76.86,Clay,100.0,True,4018,0
48079,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,159,136,23,23,85.53,Cochran,0.0,False,4018,4018
48081,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,172,153,22,19,88.95,Coke,0.3,False,4018,4006
48083,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,374,307,47,67,82.09,Coleman,0.0,False,4018,4018
48085,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,205,157,31,48,76.59,Collin,0.0,False,4018,4018
48087,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,114,73,19,41,64.04,Collingsworth,70.7,False,4018,1179
48089,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,286,252,33,34,88.11,Colorado,0.0,False,4018,4016
48091,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,287,262,36,25,91.29,Comal,7.8,False,4018,3705
48093,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,413,378,43,35,91.53,Comanche,3.9,False,4018,3861
48095,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,254,219,35,35,86.22,Concho,0.1,False,4018,4014
48097,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,183,140,26,43,76.5,Cooke,0.6,False,4018,3995
48099,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,345,298,43,47,86.38,Coryell,1.4,False,4018,3961
48101,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,239,224,35,15,93.72,Cottle,0.3,False,4018,4007
48103,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,242,233,31,9,96.28,Crane,2.8,False,4018,3906
48105,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,332,293,43,39,88.25,Crockett,0.5,False,4018,3999
48107,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,263,238,39,25,90.49,Crosby,0.0,False,4018,4018
48109,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,141,70,21,71,49.65,Culberson,0.0,False,4018,4018
48111,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,347,260,53,87,74.93,Dallam,62.4,False,4018,1512
48113,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,269,213,38,56,79.18,Dallas,0.0,False,4018,4018
48115,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,195,158,27,37,81.03,Dawson,65.2,False,4018,1400
48117,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,218,173,33,45,79.36,Deaf Smith,11.0,False,4018,3577
48119,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,322,242,43,80,75.16,Delta,100.0,True,4018,0
48121,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,304,240,37,64,78.95,Denton,0.0,False,4018,4018
48123,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,646,608,70,38,94.12,DeWitt,1.4,False,4018,3960
48125,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,152,124,23,28,81.58,Dickens,0.0,False,4018,4018
48127,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,310,288,40,22,92.9,Dimmit,1.6,False,4018,3954
48129,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,145,120,21,25,82.76,Donley,76.8,False,4018,932
48131,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,356,348,46,8,97.75,Duval,0.7,False,4018,3988
48133,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,399,339,51,60,84.96,Eastland,100.0,True,4018,0
48135,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,211,181,29,30,85.78,Ector,0.3,False,4018,4004
48137,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,233,189,30,44,81.12,Edwards,13.8,False,4018,3463
48139,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,299,249,36,50,83.28,Ellis,0.3,False,4018,4005
48141,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,331,241,49,90,72.81,El Paso,0.0,False,4018,4018
48143,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,334,286,39,48,85.63,Erath,0.9,False,4018,3983
48145,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,370,324,45,46,87.57,Falls,88.7,False,4018,453
48147,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,286,209,41,77,73.08,Fannin,0.1,False,4018,4015
48149,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,406,355,48,51,87.44,Fayette,0.6,False,4018,3992
48151,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,191,170,28,21,89.01,Fisher,58.6,False,4018,1665
48153,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,101,72,17,29,71.29,Floyd,0.0,False,4018,4017
48155,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,272,234,36,38,86.03,Foard,100.0,True,4018,0
48157,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,450,408,55,42,90.67,Fort Bend,0.2,False,4018,4010
48159,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,230,194,33,36,84.35,Franklin,4.4,False,4018,3843
48161,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,264,215,33,49,81.44,Freestone,100.0,True,4018,0
48163,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,225,196,27,29,87.11,Frio,48.8,False,4018,2056
48165,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,219,188,31,31,85.84,Gaines,0.2,False,4018,4011
48167,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,641,497,71,144,77.54,Galveston,0.0,False,4018,4018
48169,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,289,261,37,28,90.31,Garza,0.0,False,4018,4018
48171,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,275,227,32,48,82.55,Gillespie,0.0,False,4018,4018
48173,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,280,229,37,51,81.79,Glasscock,100.0,True,4018,0
48175,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,66,56,10,10,84.85,Goliad,0.7,False,4018,3988
48177,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,583,540,59,43,92.62,Gonzales,0.0,False,4018,4018
48179,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,162,131,23,31,80.86,Gray,0.0,False,4018,4017
48181,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,256,196,36,60,76.56,Grayson,0.0,False,4018,4018
48183,REL_TX_P85_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P85-D5,85,5,80.0,349,251,43,98,71.92,Gregg,0.1,False,4018,4014
