county_fips,relative_construct,hybrid_construct,label,percentile,duration_days,absolute_gate_f,cumulative_classified_days_no_gate,cumulative_classified_days_with_gate,cumulative_events_no_gate,classified_days_lost,pct_retained,county_name,pct_analysis_days_imputed,fully_imputed_county,analysis_days,native_analysis_days
48329,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,388,335,48,53,86.34,Midland,0.0,False,4018,4018
48331,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,535,471,58,64,88.04,Milam,26.7,False,4018,2947
48333,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,363,297,42,66,81.82,Mills,4.0,False,4018,3856
48335,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,357,291,48,66,81.51,Mitchell,100.0,True,4018,0
48337,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,370,285,46,85,77.03,Montague,0.0,False,4018,4017
48339,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,643,548,72,95,85.23,Montgomery,0.0,False,4018,4018
48341,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,373,271,54,102,72.65,Moore,39.0,False,4018,2449
48343,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,261,174,39,87,66.67,Morris,0.4,False,4018,4003
48345,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,256,215,36,41,83.98,Motley,0.0,False,4018,4018
48347,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,289,208,36,81,71.97,Nacogdoches,1.1,False,4018,3973
48349,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,450,355,54,95,78.89,Navarro,0.0,False,4018,4018
48351,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,585,447,70,138,76.41,Newton,0.9,False,4018,3980
48353,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,329,289,43,40,87.84,Nolan,4.5,False,4018,3838
48355,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,452,359,54,93,79.42,Nueces,0.0,False,4018,4018
48357,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,329,226,51,103,68.69,Ochiltree,35.8,False,4018,2578
48359,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,272,181,44,91,66.54,Oldham,0.0,False,4018,4018
48361,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,320,231,43,89,72.19,Orange,2.5,False,4018,3916
48363,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,414,357,52,57,86.23,Palo Pinto,1.6,False,4018,3953
48365,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,260,170,34,90,65.38,Panola,1.8,False,4018,3946
48367,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,425,356,46,69,83.76,Parker,0.2,False,4018,4009
48369,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,370,318,52,52,85.95,Parmer,0.0,False,4018,4018
48371,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,420,370,56,50,88.1,Pecos,0.0,False,4018,4018
48373,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,394,292,48,102,74.11,Polk,86.0,False,4018,564
48375,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,342,248,48,94,72.51,Potter,0.0,False,4018,4018
48377,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,383,307,49,76,80.16,Presidio,2.2,False,4018,3930
48379,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,268,200,38,68,74.63,Rains,0.5,False,4018,3996
48381,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,219,165,31,54,75.34,Randall,8.1,False,4018,3693
48383,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,561,469,73,92,83.6,Reagan,2.3,False,4018,3927
48385,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,296,242,37,54,81.76,Real,2.5,False,4018,3917
48387,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,297,203,41,94,68.35,Red River,0.6,False,4018,3992
48389,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,390,351,54,39,90.0,Reeves,4.4,False,4018,3843
48391,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,65,35,10,30,53.85,Refugio,3.6,False,4018,3872
48393,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,464,325,65,139,70.04,Roberts,100.0,True,4018,0
48395,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,549,485,62,64,88.34,Robertson,5.3,False,4018,3806
48397,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,367,269,50,98,73.3,Rockwall,25.0,False,4018,3012
48399,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,344,297,48,47,86.34,Runnels,0.1,False,4018,4013
48401,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,441,322,57,119,73.02,Rusk,0.0,False,4018,4018
48403,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,485,396,64,89,81.65,Sabine,1.2,False,4018,3971
48405,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,449,325,55,124,72.38,San Augustine,9.2,False,4018,3647
48407,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,523,417,60,106,79.73,San Jacinto,100.0,True,4018,0
48409,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,459,387,57,72,84.31,San Patricio,6.4,False,4018,3761
48411,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,344,278,41,66,80.81,San Saba,0.1,False,4018,4015
48413,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,318,251,44,67,78.93,Schleicher,1.1,False,4018,3975
48415,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,380,322,50,58,84.74,Scurry,0.3,False,4018,4007
48417,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,350,318,43,32,90.86,Shackelford,0.1,False,4018,4014
48419,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,373,275,47,98,73.73,Shelby,54.8,False,4018,1818
48421,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,445,334,65,111,75.06,Sherman,58.9,False,4018,1650
48423,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,377,288,45,89,76.39,Smith,0.0,False,4018,4018
48425,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,177,148,22,29,83.62,Somervell,18.3,False,4018,3284
48427,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,666,666,79,0,100.0,Starr,2.1,False,4018,3935
48429,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,336,296,40,40,88.1,Stephens,1.7,False,4018,3948
48431,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,376,305,47,71,81.12,Sterling,72.4,False,4018,1108
48433,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,302,258,45,44,85.43,Stonewall,0.0,False,4018,4018
48435,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,376,304,50,72,80.85,Sutton,67.7,False,4018,1299
48437,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,326,256,48,70,78.53,Swisher,0.0,False,4018,4018
48439,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,436,348,53,88,79.82,Tarrant,0.0,False,4018,4018
48441,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,494,401,59,93,81.17,Taylor,0.0,False,4018,4018
48443,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,596,518,76,78,86.91,Terrell,2.6,False,4018,3912
48445,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,305,263,44,42,86.23,Terry,0.0,False,4018,4018
48447,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,286,244,38,42,85.31,Throckmorton,41.0,False,4018,2370
48449,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,464,381,61,83,82.11,Titus,2.4,False,4018,3920
48451,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,610,503,72,107,82.46,Tom Green,0.0,False,4018,4018
48453,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,523,444,59,79,84.89,Travis,0.0,False,4018,4018
48455,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,349,272,45,77,77.94,Trinity,100.0,True,4018,0
48457,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,616,475,72,141,77.11,Tyler,0.0,False,4018,4018
48459,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,347,242,45,105,69.74,Upshur,0.0,False,4018,4018
48461,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,360,302,48,58,83.89,Upton,13.9,False,4018,3458
48463,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,348,290,47,58,83.33,Uvalde,2.8,False,4018,3907
48465,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,792,630,91,162,79.55,Val Verde,0.0,False,4018,4018
48467,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,349,278,47,71,79.66,Van Zandt,1.7,False,4018,3948
48469,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,666,553,71,113,83.03,Victoria,0.0,False,4018,4018
48471,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,461,366,54,95,79.39,Walker,0.0,False,4018,4018
48473,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,677,537,72,140,79.32,Waller,100.0,True,4018,0
48475,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,216,191,31,25,88.43,Ward,0.4,False,4018,4003
48477,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,439,351,54,88,79.95,Washington,0.3,False,4018,4004
48479,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,507,480,63,27,94.67,Webb,0.0,False,4018,4017
48481,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,556,472,61,84,84.89,Wharton,0.0,False,4018,4017
48483,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,370,254,54,116,68.65,Wheeler,67.4,False,4018,1311
48485,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,234,198,30,36,84.62,Wichita,0.0,False,4018,4018
48487,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,297,217,39,80,73.06,Wilbarger,100.0,True,4018,0
48489,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,674,651,67,23,96.59,Willacy,30.0,False,4018,2812
48491,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,547,459,61,88,83.91,Williamson,0.0,False,4018,4018
48493,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,297,260,36,37,87.54,Wilson,61.7,False,4018,1537
48495,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,266,238,34,28,89.47,Winkler,6.7,False,4018,3750
48497,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,269,205,35,64,76.21,Wise,0.1,False,4018,4015
48499,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,231,147,33,84,63.64,Wood,0.0,False,4018,4016
48501,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,390,315,54,75,80.77,Yoakum,0.0,False,4018,4018
48503,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,243,191,33,52,78.6,Young,7.3,False,4018,3724
48505,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,136,112,20,24,82.35,Zapata,78.0,False,4018,885
48507,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,80,5,80.0,247,205,29,42,83.0,Zavala,100.0,True,4018,0
48001,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,476,270,61,206,56.72,Anderson,0.0,False,4018,4018
48003,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,270,181,36,89,67.04,Andrews,3.2,False,4018,3889
48005,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,517,263,62,254,50.87,Angelina,0.0,False,4018,4018
48007,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,935,414,91,521,44.28,Aransas,0.2,False,4018,4010
48009,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,287,160,35,127,55.75,Archer,89.4,False,4018,426
48011,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,501,297,70,204,59.28,Armstrong,100.0,True,4018,0
48013,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,606,443,72,163,73.1,Atascosa,0.0,False,4018,4016
48015,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,412,260,46,152,63.11,Austin,23.9,False,4018,3058
48017,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,312,181,46,131,58.01,Bailey,0.0,False,4018,4018
48019,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,522,358,57,164,68.58,Bandera,16.4,False,4018,3358
48021,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,502,342,59,160,68.13,Bastrop,0.3,False,4018,4006
48023,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,405,251,51,154,61.98,Baylor,0.0,False,4018,4018
48025,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,462,281,53,181,60.82,Bee,4.0,False,4018,3859
48027,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,450,308,53,142,68.44,Bell,0.1,False,4018,4012
48029,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,585,393,69,192,67.18,Bexar,0.0,False,4018,4018
48031,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,605,393,64,212,64.96,Blanco,19.2,False,4018,3245
48033,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,252,187,36,65,74.21,Borden,23.2,False,4018,3084
48035,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,334,199,43,135,59.58,Bosque,60.6,False,4018,1582
48037,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,390,178,50,212,45.64,Bowie,0.0,False,4018,4017
48039,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,624,283,75,341,45.35,Brazoria,0.0,False,4018,4018
48041,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,431,256,48,175,59.4,Brazos,0.1,False,4018,4015
48043,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,458,294,61,164,64.19,Brewster,0.0,False,4018,4018
48045,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,329,221,47,108,67.17,Briscoe,0.0,False,4018,4016
48047,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,203,135,26,68,66.5,Brooks,70.2,False,4018,1199
48049,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,348,230,44,118,66.09,Brown,9.7,False,4018,3629
48051,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,453,293,56,160,64.68,Burleson,18.9,False,4018,3258
48053,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,615,402,71,213,65.37,Burnet,0.0,False,4018,4018
48055,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,674,524,67,150,77.74,Caldwell,0.1,False,4018,4012
48057,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,625,240,70,385,38.4,Calhoun,0.1,False,4018,4014
48059,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,341,233,44,108,68.33,Callahan,0.0,False,4018,4018
48061,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,812,494,87,318,60.84,Cameron,0.0,False,4018,4018
48063,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,395,225,49,170,56.96,Camp,82.5,False,4018,704
48065,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,362,190,52,172,52.49,Carson,77.3,False,4018,911
48067,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,286,137,41,149,47.9,Cass,0.6,False,4018,3995
48069,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,229,136,34,93,59.39,Castro,0.0,False,4018,4018
48071,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,281,68,36,213,24.2,Chambers,0.3,False,4018,4004
48073,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,316,107,46,209,33.86,Cherokee,0.2,False,4018,4011
48075,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,397,260,56,137,65.49,Childress,0.0,False,4018,4018
48077,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,361,169,45,192,46.81,Clay,100.0,True,4018,0
48079,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,280,165,38,115,58.93,Cochran,0.0,False,4018,4018
48081,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,261,174,32,87,66.67,Coke,0.3,False,4018,4006
48083,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,518,322,64,196,62.16,Coleman,0.0,False,4018,4018
48085,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,295,146,43,149,49.49,Collin,0.0,False,4018,4018
48087,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,182,91,27,91,50.0,Collingsworth,70.7,False,4018,1179
48089,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,408,244,47,164,59.8,Colorado,0.0,False,4018,4016
48091,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,431,321,53,110,74.48,Comal,7.8,False,4018,3705
48093,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,566,422,61,144,74.56,Comanche,3.9,False,4018,3861
48095,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,375,248,48,127,66.13,Concho,0.1,False,4018,4014
48097,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,271,141,37,130,52.03,Cooke,0.6,False,4018,3995
48099,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,471,315,54,156,66.88,Coryell,1.4,False,4018,3961
48101,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,347,242,50,105,69.74,Cottle,0.3,False,4018,4007
48103,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,375,237,52,138,63.2,Crane,2.8,False,4018,3906
48105,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,515,330,68,185,64.08,Crockett,0.5,False,4018,3999
48107,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,328,253,46,75,77.13,Crosby,0.0,False,4018,4018
48109,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,269,82,40,187,30.48,Culberson,0.0,False,4018,4018
48111,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,498,305,71,193,61.24,Dallam,62.4,False,4018,1512
48113,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,368,212,50,156,57.61,Dallas,0.0,False,4018,4018
48115,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,305,204,40,101,66.89,Dawson,65.2,False,4018,1400
48117,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,285,178,42,107,62.46,Deaf Smith,11.0,False,4018,3577
48119,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,462,248,58,214,53.68,Delta,100.0,True,4018,0
48121,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,442,266,55,176,60.18,Denton,0.0,False,4018,4018
48123,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,800,586,84,214,73.25,DeWitt,1.4,False,4018,3960
48125,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,284,198,40,86,69.72,Dickens,0.0,False,4018,4018
48127,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,452,320,56,132,70.8,Dimmit,1.6,False,4018,3954
48129,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,224,147,32,77,65.62,Donley,76.8,False,4018,932
48131,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,501,374,60,127,74.65,Duval,0.7,False,4018,3988
48133,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,562,342,64,220,60.85,Eastland,100.0,True,4018,0
48135,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,285,179,40,106,62.81,Ector,0.3,False,4018,4004
48137,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,319,160,44,159,50.16,Edwards,13.8,False,4018,3463
48139,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,401,263,49,138,65.59,Ellis,0.3,False,4018,4005
48141,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,441,222,64,219,50.34,El Paso,0.0,False,4018,4018
48143,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,440,278,50,162,63.18,Erath,0.9,False,4018,3983
48145,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,476,328,52,148,68.91,Falls,88.7,False,4018,453
48147,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,427,230,56,197,53.86,Fannin,0.1,False,4018,4015
48149,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,583,352,69,231,60.38,Fayette,0.6,False,4018,3992
48151,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,269,190,37,79,70.63,Fisher,58.6,False,4018,1665
48153,REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,80,5,90.0,172,90,27,82,52.33,Floyd,0.0,False,4018,4017
