role,artifact,path,exists,size_bytes,md5,n_rows,n_cols
current_run_output,TMAX_P80_3D/run_summary_month_pm7.json,outputs\extreme_temp_tests\runs\TMAX_P80_3D\tables\run_summary_month_pm7.json,True,1269,c5309e997abd095d1af00d4f83f83e18,,
current_run_output,TMAX_P80_3D/run_summary_w05.json,outputs\extreme_temp_tests\runs\TMAX_P80_3D\tables\run_summary_w05.json,True,1256,a82961dda4bb0a0a7dcc45877083e10b,,
current_run_output,TMAX_P80_3D/run_summary_w15.json,outputs\extreme_temp_tests\runs\TMAX_P80_3D\tables\run_summary_w15.json,True,1255,557570a6a6739d87d037f94cc70f378a,,
current_run_output,TMAX_P80_3D_F80/county_month_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P80_3D_F80\tables\county_month_summary_w15.csv,True,392107,1ec37dda8669d8a5723b4699ae089f71,15811.0,8.0
current_run_output,TMAX_P80_3D_F80/county_year_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P80_3D_F80\tables\county_year_summary_w15.csv,True,144168,35c647a344b6007d13b5e364088bd91d,2783.0,9.0
current_run_output,TMAX_P80_3D_F80/daily_heatwave_days_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P80_3D_F80\tables\daily_heatwave_days_w15.csv.gz,True,1304001,ac98795a67575f980f19b70003b26135,130885.0,9.0
current_run_output,TMAX_P80_3D_F80/heatwave_events_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P80_3D_F80\tables\heatwave_events_w15.csv.gz,True,380949,8526b40334f2b1d8f13316f9fd7738e4,23342.0,10.0
current_run_output,TMAX_P80_3D_F80/run_summary_w15.json,outputs\extreme_temp_tests\runs\TMAX_P80_3D_F80\tables\run_summary_w15.json,True,1278,0e195711ec7426f9fcd68297add8d61d,,
current_run_output,TMAX_P80_3D_F90/county_month_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P80_3D_F90\tables\county_month_summary_w15.csv,True,241152,622ee671278057d98d47ac5e08ce0209,9712.0,8.0
current_run_output,TMAX_P80_3D_F90/county_year_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P80_3D_F90\tables\county_year_summary_w15.csv,True,137199,57c78461f43dd4f137f76c9dd6d08514,2677.0,9.0
current_run_output,TMAX_P80_3D_F90/daily_heatwave_days_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P80_3D_F90\tables\daily_heatwave_days_w15.csv.gz,True,837241,ebff5b4786b5b82a52ca15775310e44d,88741.0,9.0
current_run_output,TMAX_P80_3D_F90/heatwave_events_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P80_3D_F90\tables\heatwave_events_w15.csv.gz,True,230652,5d0476baaef96e8c4b2edfbbed104d0f,14263.0,10.0
current_run_output,TMAX_P80_3D_F90/run_summary_w15.json,outputs\extreme_temp_tests\runs\TMAX_P80_3D_F90\tables\run_summary_w15.json,True,1273,5227011e61927be93fd93c71f6f2ebc5,,
current_run_output,TMAX_P80_5D/county_month_summary_month.csv,outputs\extreme_temp_tests\runs\TMAX_P80_5D\tables\county_month_summary_month.csv,True,298876,bb547699cd764c854a7c4df49c033ec0,11950.0,8.0
current_run_output,TMAX_P80_5D/county_month_summary_month_pm7.csv,outputs\extreme_temp_tests\runs\TMAX_P80_5D\tables\county_month_summary_month_pm7.csv,True,280770,1f393bb1a7a43b8e6b14997b18fbe870,11234.0,8.0
current_run_output,TMAX_P80_5D/county_month_summary_w05.csv,outputs\extreme_temp_tests\runs\TMAX_P80_5D\tables\county_month_summary_w05.csv,True,308420,8f1f2db854b7e68c8ce0a9789ceb4c50,12324.0,8.0
current_run_output,TMAX_P80_5D/county_month_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P80_5D\tables\county_month_summary_w15.csv,True,299489,ed1bfcb05205f922af9ff4439fc7ce7f,11972.0,8.0
current_run_output,TMAX_P80_5D/county_year_summary_month.csv,outputs\extreme_temp_tests\runs\TMAX_P80_5D\tables\county_year_summary_month.csv,True,141232,992a7fb641971f0e0da6abfa3aea4e9b,2742.0,9.0
current_run_output,TMAX_P80_5D/county_year_summary_month_pm7.csv,outputs\extreme_temp_tests\runs\TMAX_P80_5D\tables\county_year_summary_month_pm7.csv,True,140177,018188aeb0003f1292bf1799805878e1,2725.0,9.0
current_run_output,TMAX_P80_5D/county_year_summary_w05.csv,outputs\extreme_temp_tests\runs\TMAX_P80_5D\tables\county_year_summary_w05.csv,True,141805,148d897739cd5626e0f61e5be086e9ca,2751.0,9.0
current_run_output,TMAX_P80_5D/county_year_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P80_5D\tables\county_year_summary_w15.csv,True,141224,fce4c52c23fced91bcefb58688b2d5ec,2741.0,9.0
current_run_output,TMAX_P80_5D/daily_heatwave_days_month.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P80_5D\tables\daily_heatwave_days_month.csv.gz,True,841564,2e5d248332e5385ce28bdad6c356aa92,109191.0,9.0
current_run_output,TMAX_P80_5D/daily_heatwave_days_month_pm7.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P80_5D\tables\daily_heatwave_days_month_pm7.csv.gz,True,783026,3c958467062a26ddf8a4098d887d8557,102008.0,9.0
current_run_output,TMAX_P80_5D/daily_heatwave_days_w05.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P80_5D\tables\daily_heatwave_days_w05.csv.gz,True,1155984,28a074af1e42b0d0ee60511453a940c9,110467.0,9.0
current_run_output,TMAX_P80_5D/daily_heatwave_days_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P80_5D\tables\daily_heatwave_days_w15.csv.gz,True,1088915,dbdb05d89bd50652844dcb16f1e6e82a,107118.0,9.0
current_run_output,TMAX_P80_5D/heatwave_events_month.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P80_5D\tables\heatwave_events_month.csv.gz,True,217370,adac4ce346708941d7487699d1b5d837,13713.0,10.0
current_run_output,TMAX_P80_5D/heatwave_events_month_pm7.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P80_5D\tables\heatwave_events_month_pm7.csv.gz,True,202548,0f079b3505554620c773939fa535fd58,12788.0,10.0
current_run_output,TMAX_P80_5D/heatwave_events_w05.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P80_5D\tables\heatwave_events_w05.csv.gz,True,220199,18a7015c43bcefff9baa66f65e676366,13757.0,10.0
current_run_output,TMAX_P80_5D/heatwave_events_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P80_5D\tables\heatwave_events_w15.csv.gz,True,212819,43e8853d080c9d8daf5af0ea1eae888d,13312.0,10.0
current_run_output,TMAX_P80_5D/run_summary_month.json,outputs\extreme_temp_tests\runs\TMAX_P80_5D\tables\run_summary_month.json,True,1258,8322de5683f90f3a8da0ccd53b79838b,,
current_run_output,TMAX_P80_5D/run_summary_month_pm7.json,outputs\extreme_temp_tests\runs\TMAX_P80_5D\tables\run_summary_month_pm7.json,True,1266,1fb3c5c8e64a06bfc0284a335913b205,,
current_run_output,TMAX_P80_5D/run_summary_w05.json,outputs\extreme_temp_tests\runs\TMAX_P80_5D\tables\run_summary_w05.json,True,1253,e6fdef0872cdd72128ebd1954e10b67e,,
current_run_output,TMAX_P80_5D/run_summary_w15.json,outputs\extreme_temp_tests\runs\TMAX_P80_5D\tables\run_summary_w15.json,True,1253,86acbbe4f8c9412eda5956175ec7edf2,,
current_run_output,TMAX_P80_5D_F80/county_month_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P80_5D_F80\tables\county_month_summary_w15.csv,True,230216,23595552c66d4bd8e5ca5ab683378948,9201.0,8.0
current_run_output,TMAX_P80_5D_F80/county_year_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P80_5D_F80\tables\county_year_summary_w15.csv,True,134975,85b6ee69637d9a0ca32b36453775da9b,2630.0,9.0
current_run_output,TMAX_P80_5D_F80/daily_heatwave_days_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P80_5D_F80\tables\daily_heatwave_days_w15.csv.gz,True,861380,580d3040f70ef2a24c729d1c91c3675d,87258.0,9.0
current_run_output,TMAX_P80_5D_F80/heatwave_events_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P80_5D_F80\tables\heatwave_events_w15.csv.gz,True,169898,09de68b016f2a029e8d573e8c01e6a28,10369.0,10.0
current_run_output,TMAX_P80_5D_F80/run_summary_w15.json,outputs\extreme_temp_tests\runs\TMAX_P80_5D_F80\tables\run_summary_w15.json,True,1272,20dcbb67451cf2f06f8b2770b14e0d57,,
current_run_output,TMAX_P80_5D_F90/county_month_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P80_5D_F90\tables\county_month_summary_w15.csv,True,158834,a263549562b25b048eb507f2cc1c13c5,6344.0,8.0
current_run_output,TMAX_P80_5D_F90/county_year_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P80_5D_F90\tables\county_year_summary_w15.csv,True,115786,57d18b4bf3b026f1f2e1e6ff577f7d38,2263.0,9.0
current_run_output,TMAX_P80_5D_F90/daily_heatwave_days_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P80_5D_F90\tables\daily_heatwave_days_w15.csv.gz,True,612307,7943e7bca3e83dc22ec94f17d76dc578,64975.0,9.0
current_run_output,TMAX_P80_5D_F90/heatwave_events_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P80_5D_F90\tables\heatwave_events_w15.csv.gz,True,118221,3dfa415639bbbeb0de781254c5e67d84,7239.0,10.0
current_run_output,TMAX_P80_5D_F90/run_summary_w15.json,outputs\extreme_temp_tests\runs\TMAX_P80_5D_F90\tables\run_summary_w15.json,True,1271,797a186902c75c1c7724f8d90edaebaf,,
current_run_output,TMAX_P85_2D/county_month_summary_month.csv,outputs\extreme_temp_tests\runs\TMAX_P85_2D\tables\county_month_summary_month.csv,True,575723,423255b7d2df6500e038860b7b996e06,23356.0,8.0
current_run_output,TMAX_P85_2D/county_month_summary_month_pm7.csv,outputs\extreme_temp_tests\runs\TMAX_P85_2D\tables\county_month_summary_month_pm7.csv,True,554971,c9e056100e705a4c34531833f1bd6850,22536.0,8.0
current_run_output,TMAX_P85_2D/county_month_summary_w05.csv,outputs\extreme_temp_tests\runs\TMAX_P85_2D\tables\county_month_summary_w05.csv,True,597046,cdbb9717ec0fac821e133ce7a49e3ed1,24216.0,8.0
current_run_output,TMAX_P85_2D/county_month_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P85_2D\tables\county_month_summary_w15.csv,True,585600,7ec3f00bfc5ea6a1aa1c9fcd8d527c95,23761.0,8.0
current_run_output,TMAX_P85_2D/county_year_summary_month.csv,outputs\extreme_temp_tests\runs\TMAX_P85_2D\tables\county_year_summary_month.csv,True,145900,49d9395ccd8a1b9d4cfa427bef3257d0,2794.0,9.0
current_run_output,TMAX_P85_2D/county_year_summary_month_pm7.csv,outputs\extreme_temp_tests\runs\TMAX_P85_2D\tables\county_year_summary_month_pm7.csv,True,145639,5d465cc8c5808ea6f34edb85a68d63fc,2794.0,9.0
current_run_output,TMAX_P85_2D/county_year_summary_w05.csv,outputs\extreme_temp_tests\runs\TMAX_P85_2D\tables\county_year_summary_w05.csv,True,146158,8e99280e9be84eb341fedf328c928130,2794.0,9.0
current_run_output,TMAX_P85_2D/county_year_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P85_2D\tables\county_year_summary_w15.csv,True,145998,a30dbf067327701cf1ddd33e726f72a9,2794.0,9.0
current_run_output,TMAX_P85_2D/daily_heatwave_days_month.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P85_2D\tables\daily_heatwave_days_month.csv.gz,True,1244966,97a42ecd161d76277954bcec1353b316,158349.0,9.0
current_run_output,TMAX_P85_2D/daily_heatwave_days_month_pm7.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P85_2D\tables\daily_heatwave_days_month_pm7.csv.gz,True,1163557,bcc6b620ace50797e06de6d94342744c,148222.0,9.0
current_run_output,TMAX_P85_2D/daily_heatwave_days_w05.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P85_2D\tables\daily_heatwave_days_w05.csv.gz,True,1786547,5150d9330e98ab2c6f177e1abd2ccff2,166682.0,9.0
current_run_output,TMAX_P85_2D/daily_heatwave_days_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P85_2D\tables\daily_heatwave_days_w15.csv.gz,True,1670441,135c78cfb5813fb4feca6406d8e646bf,161004.0,9.0
current_run_output,TMAX_P85_2D/heatwave_events_month.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P85_2D\tables\heatwave_events_month.csv.gz,True,653947,5b98069e24186f4a701cb89aeedd1cec,41318.0,10.0
current_run_output,TMAX_P85_2D/heatwave_events_month_pm7.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P85_2D\tables\heatwave_events_month_pm7.csv.gz,True,617842,e75f5ca8564ab0d53e74194f80baa0f2,39146.0,10.0
current_run_output,TMAX_P85_2D/heatwave_events_w05.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P85_2D\tables\heatwave_events_w05.csv.gz,True,694420,f280058e3d9e93e7fbd83581eeeb0497,43751.0,10.0
current_run_output,TMAX_P85_2D/heatwave_events_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P85_2D\tables\heatwave_events_w15.csv.gz,True,676785,0250cd6a21e0e6ad390d24d8d891a74a,42631.0,10.0
current_run_output,TMAX_P85_2D/run_summary_month.json,outputs\extreme_temp_tests\runs\TMAX_P85_2D\tables\run_summary_month.json,True,1260,d81aa2f149946dc460f59dbbe0968b86,,
current_run_output,TMAX_P85_2D/run_summary_month_pm7.json,outputs\extreme_temp_tests\runs\TMAX_P85_2D\tables\run_summary_month_pm7.json,True,1267,06a771728e48ec6982ee62e81b95187d,,
current_run_output,TMAX_P85_2D/run_summary_w05.json,outputs\extreme_temp_tests\runs\TMAX_P85_2D\tables\run_summary_w05.json,True,1256,5a728699938942aa625fb5541a94489d,,
current_run_output,TMAX_P85_2D/run_summary_w15.json,outputs\extreme_temp_tests\runs\TMAX_P85_2D\tables\run_summary_w15.json,True,1256,ff23b72007fd89698287bba8db10ea42,,
current_run_output,TMAX_P85_2D_F80/county_month_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P85_2D_F80\tables\county_month_summary_w15.csv,True,458502,2ff42781d08643b1cdf60d50829cced0,18624.0,8.0
current_run_output,TMAX_P85_2D_F80/county_year_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P85_2D_F80\tables\county_year_summary_w15.csv,True,144815,9a56d1cd082a631e893c41c3868ee342,2792.0,9.0
current_run_output,TMAX_P85_2D_F80/daily_heatwave_days_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P85_2D_F80\tables\daily_heatwave_days_w15.csv.gz,True,1265528,bc6eca25c57dbe8de08d09b1a3eed841,125734.0,9.0
current_run_output,TMAX_P85_2D_F80/heatwave_events_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P85_2D_F80\tables\heatwave_events_w15.csv.gz,True,519165,bbd50552da9da9f7f5fb0fd58b7f1e57,32060.0,10.0
current_run_output,TMAX_P85_2D_F80/run_summary_w15.json,outputs\extreme_temp_tests\runs\TMAX_P85_2D_F80\tables\run_summary_w15.json,True,1275,5d8c1b65b00a683205b062849740dc6d,,
current_run_output,TMAX_P85_2D_F90/county_month_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P85_2D_F90\tables\county_month_summary_w15.csv,True,270861,6d882d2b96d3ff46b04e2282f88160f5,10992.0,8.0
current_run_output,TMAX_P85_2D_F90/county_year_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P85_2D_F90\tables\county_year_summary_w15.csv,True,139344,11bdcb3405b75f16ad15cc45408a9485,2720.0,9.0
current_run_output,TMAX_P85_2D_F90/daily_heatwave_days_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P85_2D_F90\tables\daily_heatwave_days_w15.csv.gz,True,780342,c704b7cbe3b253d3101098ea59eca3ab,81954.0,9.0
current_run_output,TMAX_P85_2D_F90/heatwave_events_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P85_2D_F90\tables\heatwave_events_w15.csv.gz,True,299051,a9a14d2a42c61904e3f1bfd7e2ddc3d4,18569.0,10.0
current_run_output,TMAX_P85_2D_F90/run_summary_w15.json,outputs\extreme_temp_tests\runs\TMAX_P85_2D_F90\tables\run_summary_w15.json,True,1270,110f4da82d311bd0d3791bc3bd2e27fe,,
current_run_output,TMAX_P85_3D/county_month_summary_month.csv,outputs\extreme_temp_tests\runs\TMAX_P85_3D\tables\county_month_summary_month.csv,True,424850,fdd8739b2300ec59a2d7124a7a5b8774,17187.0,8.0
current_run_output,TMAX_P85_3D/county_month_summary_month_pm7.csv,outputs\extreme_temp_tests\runs\TMAX_P85_3D\tables\county_month_summary_month_pm7.csv,True,402630,a8b4d9ac2f1d1fbf9822b884cdb1993c,16306.0,8.0
current_run_output,TMAX_P85_3D/county_month_summary_w05.csv,outputs\extreme_temp_tests\runs\TMAX_P85_3D\tables\county_month_summary_w05.csv,True,440968,898bf62932f476582eec638e69001a24,17839.0,8.0
current_run_output,TMAX_P85_3D/county_month_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P85_3D\tables\county_month_summary_w15.csv,True,425753,08e61345d00a7e6a54109e2971c3a7f4,17233.0,8.0
current_run_output,TMAX_P85_3D/county_year_summary_month.csv,outputs\extreme_temp_tests\runs\TMAX_P85_3D\tables\county_year_summary_month.csv,True,144183,4512546c1779486c5a0c1b101badadd1,2789.0,9.0
current_run_output,TMAX_P85_3D/county_year_summary_month_pm7.csv,outputs\extreme_temp_tests\runs\TMAX_P85_3D\tables\county_year_summary_month_pm7.csv,True,143756,f2554132691a67a625dfb53061917d30,2786.0,9.0
current_run_output,TMAX_P85_3D/county_year_summary_w05.csv,outputs\extreme_temp_tests\runs\TMAX_P85_3D\tables\county_year_summary_w05.csv,True,144343,c4fafb8e37c3e4b01eaa9bfee4e4534b,2788.0,9.0
current_run_output,TMAX_P85_3D/county_year_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P85_3D\tables\county_year_summary_w15.csv,True,144045,0765da38b28273e1e83f964a900860f8,2785.0,9.0
current_run_output,TMAX_P85_3D/daily_heatwave_days_month.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P85_3D\tables\daily_heatwave_days_month.csv.gz,True,977987,737f3ae40a9c006e039cebc6921ae662,124531.0,9.0
current_run_output,TMAX_P85_3D/daily_heatwave_days_month_pm7.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P85_3D\tables\daily_heatwave_days_month_pm7.csv.gz,True,905964,86009b9bbda61e5b905bfe5635844430,115678.0,9.0
current_run_output,TMAX_P85_3D/daily_heatwave_days_w05.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P85_3D\tables\daily_heatwave_days_w05.csv.gz,True,1388456,e3abdc1e74443048337256e7f87a49ee,130118.0,9.0
current_run_output,TMAX_P85_3D/daily_heatwave_days_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P85_3D\tables\daily_heatwave_days_w15.csv.gz,True,1287326,1bf29cdd26367d318aae75ddb472740f,124812.0,9.0
current_run_output,TMAX_P85_3D/heatwave_events_month.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P85_3D\tables\heatwave_events_month.csv.gz,True,383194,14da9abb4e95790eff660d5b561fb6fa,24409.0,10.0
current_run_output,TMAX_P85_3D/heatwave_events_month_pm7.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P85_3D\tables\heatwave_events_month_pm7.csv.gz,True,358652,911ff18902b12123e3b76082275169cb,22874.0,10.0
current_run_output,TMAX_P85_3D/heatwave_events_w05.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P85_3D\tables\heatwave_events_w05.csv.gz,True,403107,e5a97ea47b41bd3f76bdb1f7e59faab4,25469.0,10.0
current_run_output,TMAX_P85_3D/heatwave_events_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P85_3D\tables\heatwave_events_w15.csv.gz,True,387527,46553e70fbfa366ea290f8a00f8f9b9e,24535.0,10.0
current_run_output,TMAX_P85_3D/run_summary_month.json,outputs\extreme_temp_tests\runs\TMAX_P85_3D\tables\run_summary_month.json,True,1257,c03148004b6330a1530fec964fc83565,,
current_run_output,TMAX_P85_3D/run_summary_month_pm7.json,outputs\extreme_temp_tests\runs\TMAX_P85_3D\tables\run_summary_month_pm7.json,True,1267,46541a5f4e9eabfbd2a7db16beae0c57,,
current_run_output,TMAX_P85_3D/run_summary_w05.json,outputs\extreme_temp_tests\runs\TMAX_P85_3D\tables\run_summary_w05.json,True,1256,dd9bbf717667ea74b448f88978696c37,,
current_run_output,TMAX_P85_3D/run_summary_w15.json,outputs\extreme_temp_tests\runs\TMAX_P85_3D\tables\run_summary_w15.json,True,1252,fa3b61fb2af0dd3f898df63058d6a2e4,,
current_run_output,TMAX_P85_3D_F80/county_month_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P85_3D_F80\tables\county_month_summary_w15.csv,True,324394,2e307e749a785a53a73a2925844ace78,13127.0,8.0
current_run_output,TMAX_P85_3D_F80/county_year_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P85_3D_F80\tables\county_year_summary_w15.csv,True,141952,be5aa24ec98277bdb4467517dc7d5dc8,2761.0,9.0
current_run_output,TMAX_P85_3D_F80/daily_heatwave_days_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P85_3D_F80\tables\daily_heatwave_days_w15.csv.gz,True,989953,a423bf32a749039037450c791e7234a7,98708.0,9.0
current_run_output,TMAX_P85_3D_F80/heatwave_events_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P85_3D_F80\tables\heatwave_events_w15.csv.gz,True,301124,e2fc12333bad647aea1eaca72f888a16,18547.0,10.0
current_run_output,TMAX_P85_3D_F80/run_summary_w15.json,outputs\extreme_temp_tests\runs\TMAX_P85_3D_F80\tables\run_summary_w15.json,True,1273,a906847b4f8dc3dca6211873a18e55cc,,
current_run_output,TMAX_P85_3D_F90/county_month_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P85_3D_F90\tables\county_month_summary_w15.csv,True,201568,7c29e7ec43ab7e5555d8a669229d3040,8149.0,8.0
current_run_output,TMAX_P85_3D_F90/county_year_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P85_3D_F90\tables\county_year_summary_w15.csv,True,129776,b42b36ff8a1fa03b74f53f03c838c5b6,2545.0,9.0
current_run_output,TMAX_P85_3D_F90/daily_heatwave_days_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P85_3D_F90\tables\daily_heatwave_days_w15.csv.gz,True,647906,c3638e9ed296e1c2c61b1e7908f1a074,68046.0,9.0
current_run_output,TMAX_P85_3D_F90/heatwave_events_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P85_3D_F90\tables\heatwave_events_w15.csv.gz,True,186833,a05c88b654692440b9b4e1208f357262,11615.0,10.0
current_run_output,TMAX_P85_3D_F90/run_summary_w15.json,outputs\extreme_temp_tests\runs\TMAX_P85_3D_F90\tables\run_summary_w15.json,True,1272,739b9fe6b6509dc98faae3234b856fa9,,
current_run_output,TMAX_P85_5D/county_month_summary_month.csv,outputs\extreme_temp_tests\runs\TMAX_P85_5D\tables\county_month_summary_month.csv,True,213615,5079baa28cf123230ff52f90f237d3da,8559.0,8.0
current_run_output,TMAX_P85_5D/county_month_summary_month_pm7.csv,outputs\extreme_temp_tests\runs\TMAX_P85_5D\tables\county_month_summary_month_pm7.csv,True,198529,1f40310e1941a21a171f0c280b087664,7966.0,8.0
current_run_output,TMAX_P85_5D/county_month_summary_w05.csv,outputs\extreme_temp_tests\runs\TMAX_P85_5D\tables\county_month_summary_w05.csv,True,228361,b84b54675816d1def55d7a64c687e99f,9151.0,8.0
current_run_output,TMAX_P85_5D/county_month_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P85_5D\tables\county_month_summary_w15.csv,True,218424,b3e854bd98d2dbcf89904d737d3e9834,8755.0,8.0
current_run_output,TMAX_P85_5D/county_year_summary_month.csv,outputs\extreme_temp_tests\runs\TMAX_P85_5D\tables\county_year_summary_month.csv,True,132584,ec9b3e5bbc0671234272255e806daad1,2589.0,9.0
current_run_output,TMAX_P85_5D/county_year_summary_month_pm7.csv,outputs\extreme_temp_tests\runs\TMAX_P85_5D\tables\county_year_summary_month_pm7.csv,True,130498,87c17481e69b32078517de37db1c0cf2,2552.0,9.0
current_run_output,TMAX_P85_5D/county_year_summary_w05.csv,outputs\extreme_temp_tests\runs\TMAX_P85_5D\tables\county_year_summary_w05.csv,True,136707,95d8e28103047dfb05a5019c6174fd98,2668.0,9.0
current_run_output,TMAX_P85_5D/county_year_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P85_5D\tables\county_year_summary_w15.csv,True,135328,7727898b55add9aed684f33d6bd2f2e6,2643.0,9.0
current_run_output,TMAX_P85_5D/daily_heatwave_days_month.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P85_5D\tables\daily_heatwave_days_month.csv.gz,True,575201,3a2ff718287d87f908fbacf085f0f4f0,75019.0,9.0
current_run_output,TMAX_P85_5D/daily_heatwave_days_month_pm7.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P85_5D\tables\daily_heatwave_days_month_pm7.csv.gz,True,524871,d87a4125642934799d7f33cd4769dba1,68713.0,9.0
current_run_output,TMAX_P85_5D/daily_heatwave_days_w05.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P85_5D\tables\daily_heatwave_days_w05.csv.gz,True,819429,af007d525c85b2199ca343e7e7606e9f,78074.0,9.0
current_run_output,TMAX_P85_5D/daily_heatwave_days_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P85_5D\tables\daily_heatwave_days_w15.csv.gz,True,753445,ae52c8a27e1c153da06fcc10312c0618,74264.0,9.0
current_run_output,TMAX_P85_5D/heatwave_events_month.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P85_5D\tables\heatwave_events_month.csv.gz,True,153235,31994edc769ba7b041df398d2170bd11,9702.0,10.0
current_run_output,TMAX_P85_5D/heatwave_events_month_pm7.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P85_5D\tables\heatwave_events_month_pm7.csv.gz,True,140681,ea051b0a5a768f1a184b018fbdd5901a,8894.0,10.0
current_run_output,TMAX_P85_5D/heatwave_events_w05.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P85_5D\tables\heatwave_events_w05.csv.gz,True,158648,b9c7fec63c8f2281fccd57461c059f86,9959.0,10.0
current_run_output,TMAX_P85_5D/heatwave_events_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P85_5D\tables\heatwave_events_w15.csv.gz,True,150819,a3f4e20665929ee253662755c314f1a0,9457.0,10.0
current_run_output,TMAX_P85_5D/run_summary_month.json,outputs\extreme_temp_tests\runs\TMAX_P85_5D\tables\run_summary_month.json,True,1256,883cb135634f41c5e298980142bb711d,,
current_run_output,TMAX_P85_5D/run_summary_month_pm7.json,outputs\extreme_temp_tests\runs\TMAX_P85_5D\tables\run_summary_month_pm7.json,True,1264,23229a9570852415d42db7248238910a,,
current_run_output,TMAX_P85_5D/run_summary_w05.json,outputs\extreme_temp_tests\runs\TMAX_P85_5D\tables\run_summary_w05.json,True,1251,546c80b8e1299b755b24d414b1ce97dd,,
current_run_output,TMAX_P85_5D/run_summary_w15.json,outputs\extreme_temp_tests\runs\TMAX_P85_5D\tables\run_summary_w15.json,True,1250,9c693de1ea818f30709e918d09fb5753,,
