role,artifact,path,exists,size_bytes,md5,n_rows,n_cols
current_run_output,TMAX_P85_5D_F80/county_month_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P85_5D_F80\tables\county_month_summary_w15.csv,True,174505,5dbb8a94144b49e10fffc1186d23ccbf,6997.0,8.0
current_run_output,TMAX_P85_5D_F80/county_year_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P85_5D_F80\tables\county_year_summary_w15.csv,True,124486,ec50fe63a7c2fbb1954647f1701d9dff,2438.0,9.0
current_run_output,TMAX_P85_5D_F80/daily_heatwave_days_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P85_5D_F80\tables\daily_heatwave_days_w15.csv.gz,True,617785,c5acfdb25b55560b97645973c586eec8,62370.0,9.0
current_run_output,TMAX_P85_5D_F80/heatwave_events_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P85_5D_F80\tables\heatwave_events_w15.csv.gz,True,126002,d2a045c0a9ce0b06885810a5ac7385c6,7701.0,10.0
current_run_output,TMAX_P85_5D_F80/run_summary_w15.json,outputs\extreme_temp_tests\runs\TMAX_P85_5D_F80\tables\run_summary_w15.json,True,1269,4cffaab207c50c1e224746b81cfdaa2d,,
current_run_output,TMAX_P85_5D_F90/county_month_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P85_5D_F90\tables\county_month_summary_w15.csv,True,122297,46161254aeaf8d0a3bea2d2316100155,4900.0,8.0
current_run_output,TMAX_P85_5D_F90/county_year_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P85_5D_F90\tables\county_year_summary_w15.csv,True,100457,aa4be9df67b7c482c98eb34004e6c998,1968.0,9.0
current_run_output,TMAX_P85_5D_F90/daily_heatwave_days_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P85_5D_F90\tables\daily_heatwave_days_w15.csv.gz,True,450033,7d351282e3eacec1811e97a38879ce46,47507.0,9.0
current_run_output,TMAX_P85_5D_F90/heatwave_events_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P85_5D_F90\tables\heatwave_events_w15.csv.gz,True,90164,7d1a85446e3a0587ba60e319e710d1a0,5526.0,10.0
current_run_output,TMAX_P85_5D_F90/run_summary_w15.json,outputs\extreme_temp_tests\runs\TMAX_P85_5D_F90\tables\run_summary_w15.json,True,1270,56417c6b43ee7b0c0dfb80538fbc334e,,
current_run_output,TMAX_P90_2D/county_month_summary_month.csv,outputs\extreme_temp_tests\runs\TMAX_P90_2D\tables\county_month_summary_month.csv,True,451284,efdc06914a57c2ea12f3d36a92f1c09b,18369.0,8.0
current_run_output,TMAX_P90_2D/county_month_summary_month_pm7.csv,outputs\extreme_temp_tests\runs\TMAX_P90_2D\tables\county_month_summary_month_pm7.csv,True,426065,fb765aac68eed4117be1c78094549bd4,17366.0,8.0
current_run_output,TMAX_P90_2D/county_month_summary_w05.csv,outputs\extreme_temp_tests\runs\TMAX_P90_2D\tables\county_month_summary_w05.csv,True,478370,2879c9b8a1ebf0cb2066cd248e44613f,19475.0,8.0
current_run_output,TMAX_P90_2D/county_month_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P90_2D\tables\county_month_summary_w15.csv,True,461412,a87d996fdb543fd1e07b09354eb636d3,18792.0,8.0
current_run_output,TMAX_P90_2D/county_year_summary_month.csv,outputs\extreme_temp_tests\runs\TMAX_P90_2D\tables\county_year_summary_month.csv,True,144225,f21d5d27c7e8fbcb1202a7a211321dd7,2792.0,9.0
current_run_output,TMAX_P90_2D/county_year_summary_month_pm7.csv,outputs\extreme_temp_tests\runs\TMAX_P90_2D\tables\county_year_summary_month_pm7.csv,True,143623,90275a7529c799321b0744a08bdc3a1c,2786.0,9.0
current_run_output,TMAX_P90_2D/county_year_summary_w05.csv,outputs\extreme_temp_tests\runs\TMAX_P90_2D\tables\county_year_summary_w05.csv,True,144392,f5a8f6134eebbaff03e23036833236a0,2790.0,9.0
current_run_output,TMAX_P90_2D/county_year_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P90_2D\tables\county_year_summary_w15.csv,True,144065,0a141759db15eb0ad57965b8bde84697,2788.0,9.0
current_run_output,TMAX_P90_2D/daily_heatwave_days_month.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P90_2D\tables\daily_heatwave_days_month.csv.gz,True,842000,128bda484e9023eb0d0abfe236059aa4,106769.0,9.0
current_run_output,TMAX_P90_2D/daily_heatwave_days_month_pm7.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P90_2D\tables\daily_heatwave_days_month_pm7.csv.gz,True,769723,9d4347ac69cf3757dc7d7e1f96c8efcb,97478.0,9.0
current_run_output,TMAX_P90_2D/daily_heatwave_days_w05.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P90_2D\tables\daily_heatwave_days_w05.csv.gz,True,1209924,ac6dc26ad1e71ff16c8eb86c07048fd2,114603.0,9.0
current_run_output,TMAX_P90_2D/daily_heatwave_days_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P90_2D\tables\daily_heatwave_days_w15.csv.gz,True,1102699,4e1d645a5a691842960684ae519673b1,108359.0,9.0
current_run_output,TMAX_P90_2D/heatwave_events_month.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P90_2D\tables\heatwave_events_month.csv.gz,True,465545,6b886fee68a699a54edd12c778bc0a2d,29755.0,10.0
current_run_output,TMAX_P90_2D/heatwave_events_month_pm7.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P90_2D\tables\heatwave_events_month_pm7.csv.gz,True,430549,b5ae1bbac282fba255632b0286239e66,27589.0,10.0
current_run_output,TMAX_P90_2D/heatwave_events_w05.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P90_2D\tables\heatwave_events_w05.csv.gz,True,502643,7ffd643e307bc4b814c690edffea01fd,31963.0,10.0
current_run_output,TMAX_P90_2D/heatwave_events_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P90_2D\tables\heatwave_events_w15.csv.gz,True,479530,7e38b1a9563fa56a27725be81fa7e9a0,30503.0,10.0
current_run_output,TMAX_P90_2D/run_summary_month.json,outputs\extreme_temp_tests\runs\TMAX_P90_2D\tables\run_summary_month.json,True,1258,269e82881daf14e1d41a3429a372e103,,
current_run_output,TMAX_P90_2D/run_summary_month_pm7.json,outputs\extreme_temp_tests\runs\TMAX_P90_2D\tables\run_summary_month_pm7.json,True,1265,acca5ec0775b9f71e7114f76ea04ea10,,
current_run_output,TMAX_P90_2D/run_summary_w05.json,outputs\extreme_temp_tests\runs\TMAX_P90_2D\tables\run_summary_w05.json,True,1255,1c74b873da51d567bb98ba43860437de,,
current_run_output,TMAX_P90_2D/run_summary_w15.json,outputs\extreme_temp_tests\runs\TMAX_P90_2D\tables\run_summary_w15.json,True,1253,925b86554c70813f4166b2c1c2733340,,
current_run_output,TMAX_P90_2D_F80/county_month_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P90_2D_F80\tables\county_month_summary_w15.csv,True,371820,7a747dfe00808c3bf1cd25038e5534e0,15154.0,8.0
current_run_output,TMAX_P90_2D_F80/county_year_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P90_2D_F80\tables\county_year_summary_w15.csv,True,142808,17c0fc6040ba2e264f8fe74b5f67d51c,2780.0,9.0
current_run_output,TMAX_P90_2D_F80/daily_heatwave_days_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P90_2D_F80\tables\daily_heatwave_days_w15.csv.gz,True,875304,bb584a67aa8f508bdf301921c89f10c3,87949.0,9.0
current_run_output,TMAX_P90_2D_F80/heatwave_events_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P90_2D_F80\tables\heatwave_events_w15.csv.gz,True,389659,7648c45fecc66b14deed6599b61e7792,24189.0,10.0
current_run_output,TMAX_P90_2D_F80/run_summary_w15.json,outputs\extreme_temp_tests\runs\TMAX_P90_2D_F80\tables\run_summary_w15.json,True,1273,7e2c417c1591e159ff05243d33f3692a,,
current_run_output,TMAX_P90_2D_F90/county_month_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P90_2D_F90\tables\county_month_summary_w15.csv,True,218578,77db8703729957952ef17775c9009f19,8905.0,8.0
current_run_output,TMAX_P90_2D_F90/county_year_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P90_2D_F90\tables\county_year_summary_w15.csv,True,132068,07bdad0d9070594a053844f77b0d3e15,2596.0,9.0
current_run_output,TMAX_P90_2D_F90/daily_heatwave_days_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P90_2D_F90\tables\daily_heatwave_days_w15.csv.gz,True,546072,e572c90f3f26637f15041b6249802bcb,57954.0,9.0
current_run_output,TMAX_P90_2D_F90/heatwave_events_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P90_2D_F90\tables\heatwave_events_w15.csv.gz,True,229596,7a4e5f8e12acef2012be008cb7cfef8c,14366.0,10.0
current_run_output,TMAX_P90_2D_F90/run_summary_w15.json,outputs\extreme_temp_tests\runs\TMAX_P90_2D_F90\tables\run_summary_w15.json,True,1271,3957148a98ef7be09b61083e705589ff,,
current_run_output,TMAX_P90_3D/county_month_summary_month.csv,outputs\extreme_temp_tests\runs\TMAX_P90_3D\tables\county_month_summary_month.csv,True,305293,63b130b3def5aaf04fe5a7e5dba3c1cc,12386.0,8.0
current_run_output,TMAX_P90_3D/county_month_summary_month_pm7.csv,outputs\extreme_temp_tests\runs\TMAX_P90_3D\tables\county_month_summary_month_pm7.csv,True,281709,64f9a053a02b322414dd7333cfbf6e6d,11448.0,8.0
current_run_output,TMAX_P90_3D/county_month_summary_w05.csv,outputs\extreme_temp_tests\runs\TMAX_P90_3D\tables\county_month_summary_w05.csv,True,323754,e94ddf958174852715574790d2acc174,13143.0,8.0
current_run_output,TMAX_P90_3D/county_month_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P90_3D\tables\county_month_summary_w15.csv,True,307897,e47937dcc6d4789b2d9ff84eba5614d7,12505.0,8.0
current_run_output,TMAX_P90_3D/county_year_summary_month.csv,outputs\extreme_temp_tests\runs\TMAX_P90_3D\tables\county_year_summary_month.csv,True,141210,50a4c7e4ad5bd3e02d34c9a56177a3c6,2761.0,9.0
current_run_output,TMAX_P90_3D/county_year_summary_month_pm7.csv,outputs\extreme_temp_tests\runs\TMAX_P90_3D\tables\county_year_summary_month_pm7.csv,True,140012,c63499cdd788adfcfc276ec569fc653d,2745.0,9.0
current_run_output,TMAX_P90_3D/county_year_summary_w05.csv,outputs\extreme_temp_tests\runs\TMAX_P90_3D\tables\county_year_summary_w05.csv,True,141853,d007b0dc42423fe98fe5b52b21ef5cff,2769.0,9.0
current_run_output,TMAX_P90_3D/county_year_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P90_3D\tables\county_year_summary_w15.csv,True,141041,50116febae9b3c219f60c3087c1c6cfb,2756.0,9.0
current_run_output,TMAX_P90_3D/daily_heatwave_days_month.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P90_3D\tables\daily_heatwave_days_month.csv.gz,True,632330,0265281e17dba17fbcc8b2662b9c1bcf,80451.0,9.0
current_run_output,TMAX_P90_3D/daily_heatwave_days_month_pm7.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P90_3D\tables\daily_heatwave_days_month_pm7.csv.gz,True,568438,c0ff9b6e557eb58079917964e67cfc79,72426.0,9.0
current_run_output,TMAX_P90_3D/daily_heatwave_days_w05.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P90_3D\tables\daily_heatwave_days_w05.csv.gz,True,906327,f3cb8e171969f573720067597089a26c,85949.0,9.0
current_run_output,TMAX_P90_3D/daily_heatwave_days_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P90_3D\tables\daily_heatwave_days_w15.csv.gz,True,820018,dc0845e6a51cc03c5f58503569c509cd,80755.0,9.0
current_run_output,TMAX_P90_3D/heatwave_events_month.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P90_3D\tables\heatwave_events_month.csv.gz,True,259324,ff0617af3bd900b6a685884c31c27ae9,16596.0,10.0
current_run_output,TMAX_P90_3D/heatwave_events_month_pm7.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P90_3D\tables\heatwave_events_month_pm7.csv.gz,True,234531,b2762dc78a3b96a78994489190f9422a,15063.0,10.0
current_run_output,TMAX_P90_3D/heatwave_events_w05.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P90_3D\tables\heatwave_events_w05.csv.gz,True,278116,c3cc54185b312a6e439ea7f90a9def0d,17636.0,10.0
current_run_output,TMAX_P90_3D/heatwave_events_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P90_3D\tables\heatwave_events_w15.csv.gz,True,263273,cab3278867a652d3e684ef9cc65b747e,16701.0,10.0
current_run_output,TMAX_P90_3D/run_summary_month.json,outputs\extreme_temp_tests\runs\TMAX_P90_3D\tables\run_summary_month.json,True,1255,e8a387e5be86dd2c97414a101f8d375e,,
current_run_output,TMAX_P90_3D/run_summary_month_pm7.json,outputs\extreme_temp_tests\runs\TMAX_P90_3D\tables\run_summary_month_pm7.json,True,1265,4e29006219b20b45b35244a1f74972c2,,
current_run_output,TMAX_P90_3D/run_summary_w05.json,outputs\extreme_temp_tests\runs\TMAX_P90_3D\tables\run_summary_w05.json,True,1253,1fade0c6fd721d509f09f15db36bcc08,,
current_run_output,TMAX_P90_3D/run_summary_w15.json,outputs\extreme_temp_tests\runs\TMAX_P90_3D\tables\run_summary_w15.json,True,1253,67785853841bc7f074f4293cab5a378c,,
current_run_output,TMAX_P90_3D_F80/county_month_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P90_3D_F80\tables\county_month_summary_w15.csv,True,243499,1e8318d02ec9e9f71dc62493846c4e2c,9888.0,8.0
current_run_output,TMAX_P90_3D_F80/county_year_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P90_3D_F80\tables\county_year_summary_w15.csv,True,136725,f5916b96e5a3a54a61c0a7c573adec83,2684.0,9.0
current_run_output,TMAX_P90_3D_F80/daily_heatwave_days_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P90_3D_F80\tables\daily_heatwave_days_w15.csv.gz,True,654297,0bfcd6871378097c40d8e7c842b9a101,66173.0,9.0
current_run_output,TMAX_P90_3D_F80/heatwave_events_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P90_3D_F80\tables\heatwave_events_w15.csv.gz,True,214723,e102e259ced8036dca73a844635a1cd7,13301.0,10.0
current_run_output,TMAX_P90_3D_F80/run_summary_w15.json,outputs\extreme_temp_tests\runs\TMAX_P90_3D_F80\tables\run_summary_w15.json,True,1274,a5f9c3968a9db78d5f853658803f1bbd,,
current_run_output,TMAX_P90_3D_F90/county_month_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P90_3D_F90\tables\county_month_summary_w15.csv,True,153633,3e0622e544ccf4311335ef216a05e52e,6238.0,8.0
current_run_output,TMAX_P90_3D_F90/county_year_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P90_3D_F90\tables\county_year_summary_w15.csv,True,116058,66625ba3a7152700cd22449c39a1e2ef,2288.0,9.0
current_run_output,TMAX_P90_3D_F90/daily_heatwave_days_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P90_3D_F90\tables\daily_heatwave_days_w15.csv.gz,True,436451,03849a3ba7b127e83696d83b834ccdfb,46448.0,9.0
current_run_output,TMAX_P90_3D_F90/heatwave_events_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P90_3D_F90\tables\heatwave_events_w15.csv.gz,True,137690,c7966ecb54246afb1c9a3a36616ff543,8613.0,10.0
current_run_output,TMAX_P90_3D_F90/run_summary_w15.json,outputs\extreme_temp_tests\runs\TMAX_P90_3D_F90\tables\run_summary_w15.json,True,1269,7259ee1e483e957a054edf183874cdf5,,
current_run_output,TMAX_P90_5D/county_month_summary_month.csv,outputs\extreme_temp_tests\runs\TMAX_P90_5D\tables\county_month_summary_month.csv,True,136858,005bdbe2062bd23afcfe701430614891,5502.0,8.0
current_run_output,TMAX_P90_5D/county_month_summary_month_pm7.csv,outputs\extreme_temp_tests\runs\TMAX_P90_5D\tables\county_month_summary_month_pm7.csv,True,122966,790966f92be378a780f7ecaf95da57cd,4953.0,8.0
current_run_output,TMAX_P90_5D/county_month_summary_w05.csv,outputs\extreme_temp_tests\runs\TMAX_P90_5D\tables\county_month_summary_w05.csv,True,153182,4d82011f2314fca6f05b2efc984bfb37,6161.0,8.0
current_run_output,TMAX_P90_5D/county_month_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P90_5D\tables\county_month_summary_w15.csv,True,141583,5dd30f16b29d5bc92cc22649c69a00e2,5697.0,8.0
current_run_output,TMAX_P90_5D/county_year_summary_month.csv,outputs\extreme_temp_tests\runs\TMAX_P90_5D\tables\county_year_summary_month.csv,True,116070,6b28b2589713cbc97a67c9d84c40b5a7,2283.0,9.0
current_run_output,TMAX_P90_5D/county_year_summary_month_pm7.csv,outputs\extreme_temp_tests\runs\TMAX_P90_5D\tables\county_year_summary_month_pm7.csv,True,109920,5426884940eac54f0de47468788da6fc,2165.0,9.0
current_run_output,TMAX_P90_5D/county_year_summary_w05.csv,outputs\extreme_temp_tests\runs\TMAX_P90_5D\tables\county_year_summary_w05.csv,True,122303,457a95f41c7037f01098cd201c727e5d,2406.0,9.0
current_run_output,TMAX_P90_5D/county_year_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P90_5D\tables\county_year_summary_w15.csv,True,118095,e63cba229ace9d3157acff39e4a0e1f9,2325.0,9.0
current_run_output,TMAX_P90_5D/daily_heatwave_days_month.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P90_5D\tables\daily_heatwave_days_month.csv.gz,True,347133,4156a424aa561687b221c7d34819e14e,45276.0,9.0
current_run_output,TMAX_P90_5D/daily_heatwave_days_month_pm7.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P90_5D\tables\daily_heatwave_days_month_pm7.csv.gz,True,307645,b46507ce8d9d69fa0bf394fe102b95c8,40274.0,9.0
current_run_output,TMAX_P90_5D/daily_heatwave_days_w05.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P90_5D\tables\daily_heatwave_days_w05.csv.gz,True,507632,59c1a95a65a6e66fe01119a04456bd61,48844.0,9.0
current_run_output,TMAX_P90_5D/daily_heatwave_days_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P90_5D\tables\daily_heatwave_days_w15.csv.gz,True,449859,ea33c64fa7d7cc929209f1f2fabb8c32,45071.0,9.0
current_run_output,TMAX_P90_5D/heatwave_events_month.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P90_5D\tables\heatwave_events_month.csv.gz,True,95860,05660dc05c20375467fb742cbc8f371e,6086.0,10.0
current_run_output,TMAX_P90_5D/heatwave_events_month_pm7.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P90_5D\tables\heatwave_events_month_pm7.csv.gz,True,85604,202d7b749f7a16aed4d5cab920784eb0,5430.0,10.0
current_run_output,TMAX_P90_5D/heatwave_events_w05.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P90_5D\tables\heatwave_events_w05.csv.gz,True,103911,ebc936e592193a097916fe766685eb15,6533.0,10.0
current_run_output,TMAX_P90_5D/heatwave_events_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P90_5D\tables\heatwave_events_w15.csv.gz,True,95729,37966ac683774d3b8a51384b9099c281,6005.0,10.0
current_run_output,TMAX_P90_5D/run_summary_month.json,outputs\extreme_temp_tests\runs\TMAX_P90_5D\tables\run_summary_month.json,True,1255,e49658823392988efebb379e7c256ff9,,
current_run_output,TMAX_P90_5D/run_summary_month_pm7.json,outputs\extreme_temp_tests\runs\TMAX_P90_5D\tables\run_summary_month_pm7.json,True,1262,ce666301a65eaf02dd4efd7f0baa9bfe,,
current_run_output,TMAX_P90_5D/run_summary_w05.json,outputs\extreme_temp_tests\runs\TMAX_P90_5D\tables\run_summary_w05.json,True,1251,3a8814219c4e6d81c7b8821216527123,,
current_run_output,TMAX_P90_5D/run_summary_w15.json,outputs\extreme_temp_tests\runs\TMAX_P90_5D\tables\run_summary_w15.json,True,1252,e71ea2dd3a87903ede03db01f0d7f0d0,,
current_run_output,TMAX_P90_5D_F80/county_month_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P90_5D_F80\tables\county_month_summary_w15.csv,True,115927,68d96ebdd3e90099c2958c663ca28d37,4668.0,8.0
current_run_output,TMAX_P90_5D_F80/county_year_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P90_5D_F80\tables\county_year_summary_w15.csv,True,104824,cc0e24ea23a81857f36f37833edd48f7,2066.0,9.0
current_run_output,TMAX_P90_5D_F80/daily_heatwave_days_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P90_5D_F80\tables\daily_heatwave_days_w15.csv.gz,True,377011,82d78a105792bc24faee57ce4fc6e93b,38549.0,9.0
current_run_output,TMAX_P90_5D_F80/heatwave_events_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P90_5D_F80\tables\heatwave_events_w15.csv.gz,True,82434,4a8401171087fbb18d21a74d6b1e89c0,5043.0,10.0
current_run_output,TMAX_P90_5D_F80/run_summary_w15.json,outputs\extreme_temp_tests\runs\TMAX_P90_5D_F80\tables\run_summary_w15.json,True,1272,af216c9038ed33e65e57894b88ffabea,,
current_run_output,TMAX_P90_5D_F90/county_month_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P90_5D_F90\tables\county_month_summary_w15.csv,True,82829,80cb9f6ca17f9bc3b09be2ce4c0110c9,3335.0,8.0
current_run_output,TMAX_P90_5D_F90/county_year_summary_w15.csv,outputs\extreme_temp_tests\runs\TMAX_P90_5D_F90\tables\county_year_summary_w15.csv,True,78670,0a74188d0a0c994ae455dd2c165b71dc,1547.0,9.0
current_run_output,TMAX_P90_5D_F90/daily_heatwave_days_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P90_5D_F90\tables\daily_heatwave_days_w15.csv.gz,True,280194,39033de5fc87f0a17ec75b6aa7c5d198,29939.0,9.0
current_run_output,TMAX_P90_5D_F90/heatwave_events_w15.csv.gz,outputs\extreme_temp_tests\runs\TMAX_P90_5D_F90\tables\heatwave_events_w15.csv.gz,True,60656,b8b4af956caf131478882e199f4135fb,3723.0,10.0
current_run_output,TMAX_P90_5D_F90/run_summary_w15.json,outputs\extreme_temp_tests\runs\TMAX_P90_5D_F90\tables\run_summary_w15.json,True,1269,c1383d299f0a5b7384839efead13e564,,
