year,heatwave_days_QA,counties_with_any,heatwave_events_QA
2015,10340,254,2966
2016,11696,254,3335
2017,14479,254,4644
2018,12755,254,3330
2019,11004,254,3125
2020,13588,254,4240
2021,10865,254,3109
2022,21081,254,4777
2023,25346,254,5288
2024,17998,254,4701
2025,17530,254,4519
