county_fips,year,county_name,heatwave_events_started,first_event_start_date,last_event_end_date,longest_event_duration_days,heatwave_days,heatwave_days_imputed
48001,2015,Anderson,4,2015-04-07,2015-12-27,3,11,0
48001,2016,Anderson,8,2016-06-14,2016-12-28,5,25,0
48001,2017,Anderson,6,2017-01-11,2017-11-06,4,15,0
48001,2018,Anderson,5,2018-02-19,2018-10-07,4,13,0
48001,2019,Anderson,4,2019-02-04,2019-10-03,6,13,0
48001,2020,Anderson,6,2020-03-12,2020-10-19,3,13,0
48001,2021,Anderson,2,2021-12-15,2021-12-29,6,9,0
48001,2022,Anderson,3,2022-05-09,2022-12-10,5,10,0
48001,2023,Anderson,10,2023-01-16,2023-09-08,4,25,0
48001,2024,Anderson,8,2024-02-26,2024-12-17,7,23,0
48001,2025,Anderson,8,2025-02-03,2025-12-27,7,31,0
48003,2015,Andrews,3,2015-01-28,2015-12-12,2,6,0
48003,2016,Andrews,4,2016-02-19,2016-11-03,5,15,0
48003,2017,Andrews,11,2017-01-10,2017-11-06,4,27,0
48003,2018,Andrews,3,2018-03-25,2018-10-05,3,7,0
48003,2019,Andrews,5,2019-02-02,2019-08-26,5,13,0
48003,2020,Andrews,6,2020-04-27,2020-10-11,4,16,0
48003,2021,Andrews,7,2021-04-26,2021-12-28,7,20,0
48003,2022,Andrews,6,2022-03-27,2023-01-02,4,14,4
48003,2023,Andrews,10,2023-06-23,2023-11-08,4,28,0
48003,2024,Andrews,8,2024-02-26,2024-12-30,3,20,6
48003,2025,Andrews,5,2025-04-12,2025-12-27,5,16,0
48005,2015,Angelina,4,2015-04-02,2015-12-26,2,8,0
48005,2016,Angelina,9,2016-01-31,2016-12-28,5,29,0
48005,2017,Angelina,7,2017-01-10,2017-11-06,5,22,0
48005,2018,Angelina,6,2018-02-19,2018-10-05,4,15,0
48005,2019,Angelina,6,2019-02-04,2019-10-01,4,16,0
48005,2020,Angelina,8,2020-01-09,2020-11-10,5,22,0
48005,2021,Angelina,11,2021-02-27,2021-12-31,8,32,0
48005,2022,Angelina,6,2022-03-05,2022-12-10,6,20,0
48005,2023,Angelina,15,2023-01-16,2023-10-28,11,59,0
48005,2024,Angelina,11,2024-02-26,2024-12-17,8,34,0
48005,2025,Angelina,8,2025-02-03,2025-12-27,6,30,0
48007,2015,Aransas,6,2015-04-07,2015-12-26,4,16,0
48007,2016,Aransas,10,2016-02-20,2016-12-28,4,27,0
48007,2017,Aransas,14,2017-01-12,2017-12-04,6,43,0
48007,2018,Aransas,6,2018-02-17,2018-10-14,4,14,1
48007,2019,Aransas,7,2019-01-07,2019-10-01,5,20,0
48007,2020,Aransas,11,2020-01-14,2020-09-04,8,40,0
48007,2021,Aransas,8,2021-01-24,2022-01-01,6,22,0
48007,2022,Aransas,6,2022-04-05,2022-12-13,9,21,0
48007,2023,Aransas,17,2023-02-14,2023-10-28,11,78,0
48007,2024,Aransas,14,2024-03-15,2024-12-17,12,57,0
48007,2025,Aransas,13,2025-02-04,2025-12-28,9,60,0
48009,2015,Archer,1,2015-04-01,2015-04-02,2,2,2
48009,2016,Archer,5,2016-02-19,2016-11-03,3,13,3
48009,2017,Archer,3,2017-02-07,2017-03-22,4,8,0
48009,2019,Archer,3,2019-02-03,2019-10-02,7,13,13
48009,2020,Archer,2,2020-03-26,2020-05-04,3,5,5
48009,2021,Archer,4,2021-06-10,2021-12-29,6,14,14
48009,2022,Archer,3,2022-04-21,2022-11-10,6,10,10
48009,2023,Archer,7,2023-01-01,2023-11-08,3,15,15
48009,2024,Archer,6,2024-02-26,2024-12-17,3,14,14
48009,2025,Archer,2,2025-11-14,2025-12-28,7,13,13
48011,2015,Armstrong,10,2015-01-27,2015-12-12,5,26,26
48011,2016,Armstrong,9,2016-01-30,2016-11-17,4,22,22
48011,2017,Armstrong,9,2017-01-10,2017-12-04,5,22,22
48011,2018,Armstrong,8,2018-04-12,2018-08-29,6,22,22
48011,2019,Armstrong,8,2019-01-06,2019-12-27,7,32,32
48011,2020,Armstrong,7,2020-03-11,2020-11-20,6,23,23
48011,2021,Armstrong,10,2021-06-10,2021-12-27,4,28,28
48011,2022,Armstrong,13,2022-03-04,2022-12-07,5,37,37
48011,2023,Armstrong,16,2023-01-01,2023-12-23,5,47,47
48011,2024,Armstrong,15,2024-02-01,2024-10-30,5,44,44
48011,2025,Armstrong,10,2025-02-03,2025-12-28,7,29,29
48013,2015,Atascosa,2,2015-07-18,2015-08-08,2,4,0
48013,2016,Atascosa,4,2016-02-19,2016-12-28,5,11,0
48013,2017,Atascosa,7,2017-01-11,2017-11-17,6,23,0
48013,2018,Atascosa,4,2018-02-19,2018-09-26,2,8,0
48013,2019,Atascosa,8,2019-02-04,2019-10-01,4,23,0
48013,2020,Atascosa,6,2020-01-15,2020-12-30,8,21,0
48013,2021,Atascosa,14,2021-03-11,2022-01-01,7,40,0
48013,2022,Atascosa,8,2022-03-05,2022-12-13,6,24,0
48013,2023,Atascosa,10,2023-01-11,2023-10-28,6,33,0
48013,2024,Atascosa,6,2024-05-22,2024-12-17,3,15,0
48013,2025,Atascosa,5,2025-02-04,2025-12-28,6,25,0
48015,2015,Austin,4,2015-08-12,2015-12-27,3,10,2
48015,2016,Austin,6,2016-03-15,2016-12-29,5,17,4
48015,2017,Austin,7,2017-01-11,2017-11-06,6,22,0
48015,2018,Austin,6,2018-02-28,2018-12-01,3,13,0
48015,2019,Austin,5,2019-02-05,2019-10-01,3,12,1
48015,2020,Austin,6,2020-01-15,2020-04-09,5,17,2
48015,2021,Austin,4,2021-12-05,2022-01-01,7,14,3
48015,2022,Austin,5,2022-05-03,2022-12-11,6,18,1
48015,2023,Austin,10,2023-02-21,2023-10-29,7,43,10
48015,2024,Austin,11,2024-02-26,2024-12-17,6,28,17
48015,2025,Austin,5,2025-02-04,2025-12-27,6,24,6
48017,2015,Bailey,5,2015-02-07,2015-12-11,2,10,0
48017,2016,Bailey,2,2016-02-18,2016-11-02,3,5,0
48017,2017,Bailey,8,2017-01-10,2017-12-04,3,19,0
48017,2018,Bailey,3,2018-03-23,2018-08-28,2,6,0
48017,2019,Bailey,6,2019-01-06,2019-09-26,4,14,0
48017,2020,Bailey,6,2020-03-26,2020-11-20,6,20,0
48017,2021,Bailey,5,2021-02-03,2021-12-26,4,12,0
48017,2022,Bailey,4,2022-05-11,2022-12-07,5,14,0
48017,2023,Bailey,7,2023-01-01,2023-11-08,4,18,0
48017,2024,Bailey,2,2024-02-26,2024-10-30,3,5,0
48017,2025,Bailey,6,2025-02-03,2025-12-28,6,18,0
48019,2015,Bandera,3,2015-07-22,2015-12-27,3,7,0
48019,2016,Bandera,9,2016-02-19,2016-12-29,5,28,0
48019,2017,Bandera,9,2017-01-11,2017-12-05,5,25,0
48019,2018,Bandera,6,2018-06-03,2018-08-30,3,15,0
48019,2019,Bandera,6,2019-01-07,2019-10-01,4,19,0
48019,2020,Bandera,10,2020-01-10,2020-12-30,5,26,0
48019,2021,Bandera,3,2021-12-04,2022-01-01,4,8,0
48019,2022,Bandera,10,2022-04-12,2022-12-12,5,27,0
48019,2023,Bandera,12,2023-01-07,2023-12-24,8,38,0
48019,2024,Bandera,13,2024-03-14,2024-12-24,4,34,32
48019,2025,Bandera,5,2025-02-03,2025-12-28,6,24,24
48021,2015,Bastrop,3,2015-10-12,2015-12-27,2,6,0
48021,2016,Bastrop,6,2016-07-03,2016-12-28,7,23,0
48021,2017,Bastrop,9,2017-01-11,2017-11-18,6,29,0
48021,2018,Bastrop,1,2018-03-17,2018-03-18,2,2,0
48021,2019,Bastrop,5,2019-01-07,2019-10-01,4,13,0
48021,2020,Bastrop,8,2020-01-15,2020-12-29,5,19,0
48021,2021,Bastrop,5,2021-09-01,2021-12-31,4,14,0
48021,2022,Bastrop,8,2022-04-12,2022-12-10,5,20,0
48021,2023,Bastrop,11,2023-01-10,2023-10-28,6,32,0
48021,2024,Bastrop,15,2024-02-26,2024-12-17,7,48,0
48021,2025,Bastrop,11,2025-02-03,2025-12-27,6,39,0
48023,2015,Baylor,7,2015-02-08,2015-12-21,4,16,0
48023,2016,Baylor,13,2016-02-18,2016-12-26,4,31,0
48023,2017,Baylor,8,2017-01-10,2017-10-14,5,20,0
48023,2018,Baylor,3,2018-03-25,2018-05-14,2,6,0
48023,2019,Baylor,6,2019-02-03,2019-12-27,8,20,0
48023,2020,Baylor,5,2020-01-14,2020-10-22,3,11,0
48023,2021,Baylor,5,2021-03-10,2021-12-29,6,18,0
48023,2022,Baylor,9,2022-03-04,2022-12-06,9,26,0
48023,2023,Baylor,9,2023-01-01,2023-12-22,4,22,0
48023,2024,Baylor,12,2024-02-26,2024-12-24,5,35,0
48023,2025,Baylor,3,2025-10-12,2025-12-28,6,14,0
48025,2015,Bee,1,2015-12-25,2015-12-26,2,2,1
48025,2016,Bee,2,2016-11-02,2016-12-28,4,7,0
48025,2017,Bee,6,2017-01-11,2017-12-05,7,17,0
48025,2018,Bee,1,2018-11-07,2018-11-08,2,2,0
48025,2019,Bee,4,2019-02-05,2019-10-16,3,9,0
48025,2020,Bee,8,2020-01-15,2020-09-05,5,25,0
48025,2021,Bee,5,2021-03-13,2021-12-30,4,14,0
48025,2022,Bee,3,2022-04-05,2022-12-11,4,8,0
48025,2023,Bee,11,2023-02-22,2023-10-29,5,36,0
48025,2024,Bee,8,2024-03-05,2024-11-04,4,20,6
48025,2025,Bee,8,2025-02-04,2025-12-28,6,35,1
48027,2015,Bell,2,2015-10-12,2015-12-24,2,4,0
48027,2016,Bell,7,2016-02-20,2016-12-28,6,28,0
48027,2017,Bell,5,2017-01-10,2017-11-06,4,16,0
48027,2018,Bell,2,2018-03-24,2018-06-03,4,6,0
48027,2019,Bell,3,2019-02-03,2019-10-02,5,14,0
48027,2020,Bell,6,2020-01-09,2020-08-31,4,15,0
48027,2021,Bell,5,2021-03-11,2021-12-31,8,18,0
48027,2022,Bell,6,2022-04-11,2022-12-10,5,16,0
48027,2023,Bell,15,2023-01-01,2023-12-23,7,43,0
48027,2024,Bell,15,2024-02-25,2024-12-17,6,45,0
48027,2025,Bell,9,2025-02-03,2025-12-27,7,28,0
48029,2015,Bexar,3,2015-07-18,2015-09-08,4,8,0
48029,2016,Bexar,9,2016-02-19,2016-12-28,8,31,0
48029,2017,Bexar,9,2017-01-10,2017-12-04,7,29,0
48029,2018,Bexar,2,2018-03-04,2018-03-18,2,4,0
48029,2019,Bexar,3,2019-01-07,2019-10-01,3,7,0
48029,2020,Bexar,7,2020-01-09,2020-09-01,5,19,0
48029,2021,Bexar,3,2021-10-25,2021-12-31,3,8,0
48029,2022,Bexar,4,2022-04-12,2022-12-10,4,11,0
48029,2023,Bexar,7,2023-03-08,2023-10-28,4,17,0
48029,2024,Bexar,8,2024-03-13,2024-12-17,5,24,0
48029,2025,Bexar,7,2025-02-03,2025-12-28,7,31,0
48031,2015,Blanco,1,2015-12-26,2015-12-27,2,2,0
48031,2016,Blanco,7,2016-02-20,2016-12-28,4,18,6
48031,2017,Blanco,3,2017-01-11,2017-11-06,4,8,0
48031,2019,Blanco,5,2019-01-07,2019-10-02,4,14,0
48031,2020,Blanco,4,2020-01-15,2020-09-02,4,11,3
48031,2021,Blanco,5,2021-06-24,2022-01-01,5,15,6
48031,2022,Blanco,17,2022-03-05,2022-12-10,8,54,0
48031,2023,Blanco,15,2023-01-10,2023-12-23,12,66,0
48031,2024,Blanco,15,2024-02-26,2024-12-24,8,46,6
48031,2025,Blanco,8,2025-02-03,2025-12-28,7,31,24
48033,2015,Borden,2,2015-01-27,2015-09-18,2,4,0
48033,2016,Borden,4,2016-02-18,2016-11-02,3,11,3
48033,2017,Borden,6,2017-02-07,2017-11-05,3,14,1
48033,2018,Borden,3,2018-05-31,2018-08-28,2,6,0
48033,2019,Borden,4,2019-02-03,2019-09-27,4,11,0
48033,2020,Borden,5,2020-05-01,2020-11-20,3,13,0
48033,2021,Borden,7,2021-04-26,2021-12-28,6,18,1
48033,2022,Borden,8,2022-03-27,2022-12-08,4,20,0
48033,2023,Borden,8,2023-01-01,2023-11-08,4,21,5
48033,2024,Borden,8,2024-02-25,2024-10-30,6,25,4
48033,2025,Borden,4,2025-02-02,2025-12-27,6,16,4
48035,2016,Bosque,4,2016-02-19,2016-12-28,5,15,9
48035,2017,Bosque,4,2017-01-11,2017-11-06,2,8,3
48035,2018,Bosque,1,2018-03-26,2018-03-27,2,2,0
48035,2019,Bosque,1,2019-02-05,2019-02-06,2,2,0
48035,2020,Bosque,1,2020-01-15,2020-01-16,2,2,0
48035,2021,Bosque,2,2021-12-14,2021-12-29,6,10,8
48035,2022,Bosque,3,2022-05-09,2022-12-10,5,9,5
48035,2023,Bosque,9,2023-02-22,2023-11-08,4,24,4
48035,2024,Bosque,6,2024-02-26,2024-12-17,3,14,14
48035,2025,Bosque,3,2025-02-03,2025-12-28,6,18,18
48037,2015,Bowie,4,2015-08-08,2015-12-27,5,11,0
48037,2016,Bowie,6,2016-02-19,2016-12-28,5,19,0
48037,2017,Bowie,5,2017-01-11,2017-11-06,4,13,0
48037,2018,Bowie,5,2018-02-20,2018-10-09,7,18,0
