county_fips,year,county_name,heatwave_events_started,first_event_start_date,last_event_end_date,longest_event_duration_days,heatwave_days,heatwave_days_imputed
48001,2015,Anderson,4,2015-01-27,2015-12-27,6,19,0
48001,2016,Anderson,3,2016-10-17,2016-11-17,4,10,0
48001,2017,Anderson,4,2017-01-11,2017-11-06,4,13,0
48001,2018,Anderson,3,2018-05-15,2018-07-23,6,14,0
48001,2019,Anderson,2,2019-09-06,2019-10-06,9,12,0
48001,2020,Anderson,2,2020-03-24,2020-04-09,4,7,0
48001,2021,Anderson,3,2021-10-08,2022-01-01,9,14,0
48001,2022,Anderson,7,2022-05-08,2022-12-09,8,40,0
48001,2023,Anderson,3,2023-07-30,2023-09-08,16,31,0
48001,2024,Anderson,2,2024-10-23,2024-12-17,8,11,0
48001,2025,Anderson,5,2025-02-03,2025-12-28,6,21,0
48003,2015,Andrews,1,2015-07-19,2015-07-21,3,3,0
48003,2016,Andrews,6,2016-01-31,2016-11-02,4,21,0
48003,2017,Andrews,6,2017-01-10,2017-11-07,4,20,0
48003,2018,Andrews,3,2018-05-10,2018-07-23,7,15,0
48003,2020,Andrews,5,2020-05-01,2020-10-11,8,22,0
48003,2021,Andrews,3,2021-10-07,2021-12-24,3,9,0
48003,2022,Andrews,3,2022-03-26,2022-07-20,4,10,0
48003,2023,Andrews,6,2023-06-20,2023-11-08,7,29,0
48003,2024,Andrews,2,2024-08-21,2024-10-13,4,7,3
48003,2025,Andrews,3,2025-02-05,2025-12-27,6,14,0
48005,2015,Angelina,3,2015-08-08,2015-12-27,5,15,0
48005,2016,Angelina,3,2016-10-15,2016-12-26,5,13,0
48005,2017,Angelina,2,2017-01-10,2017-02-24,5,8,0
48005,2018,Angelina,4,2018-05-15,2018-07-23,5,14,0
48005,2019,Angelina,1,2019-09-06,2019-09-08,3,3,0
48005,2020,Angelina,2,2020-03-25,2020-11-14,5,8,0
48005,2021,Angelina,2,2021-12-14,2022-01-01,7,10,0
48005,2022,Angelina,8,2022-05-07,2022-12-10,9,47,0
48005,2023,Angelina,7,2023-02-20,2023-09-08,17,45,0
48005,2024,Angelina,3,2024-02-25,2024-12-17,5,11,0
48005,2025,Angelina,3,2025-02-02,2025-11-21,8,19,0
48007,2015,Aransas,4,2015-07-30,2015-12-27,5,14,0
48007,2016,Aransas,5,2016-09-16,2016-12-28,9,27,0
48007,2017,Aransas,11,2017-01-13,2017-12-05,4,37,0
48007,2018,Aransas,1,2018-05-24,2018-06-04,12,12,0
48007,2019,Aransas,4,2019-07-11,2019-12-16,4,14,0
48007,2020,Aransas,6,2020-01-14,2020-11-27,8,33,0
