county_fips,year,county_name,heatwave_events_started,first_event_start_date,last_event_end_date,longest_event_duration_days,heatwave_days,heatwave_days_imputed
48001,2016,Anderson,5,2016-07-06,2016-12-26,4,16,0
48001,2017,Anderson,3,2017-02-11,2017-11-06,5,12,0
48001,2018,Anderson,3,2018-03-24,2018-10-08,5,11,0
48001,2019,Anderson,1,2019-02-04,2019-02-06,3,3,0
48001,2020,Anderson,3,2020-03-12,2020-09-01,6,12,0
48001,2021,Anderson,2,2021-12-15,2021-12-28,3,6,0
48001,2022,Anderson,2,2022-07-07,2022-12-10,5,8,0
48001,2023,Anderson,5,2023-06-18,2023-08-26,14,31,0
48001,2024,Anderson,3,2024-05-23,2024-12-17,3,9,0
48001,2025,Anderson,4,2025-02-03,2025-12-27,6,18,0
48003,2016,Andrews,2,2016-07-11,2016-11-03,4,7,0
48003,2017,Andrews,1,2017-10-04,2017-10-06,3,3,0
48003,2018,Andrews,1,2018-10-03,2018-10-05,3,3,0
48003,2019,Andrews,1,2019-08-17,2019-08-19,3,3,0
48003,2020,Andrews,1,2020-07-13,2020-07-15,3,3,0
48003,2021,Andrews,1,2021-12-26,2021-12-28,3,3,0
48003,2022,Andrews,7,2022-03-27,2022-12-10,6,27,5
48003,2023,Andrews,7,2023-01-15,2023-10-03,4,24,0
48003,2024,Andrews,3,2024-06-28,2024-08-24,5,11,0
48003,2025,Andrews,1,2025-04-25,2025-04-28,4,4,0
48005,2015,Angelina,1,2015-07-06,2015-07-08,3,3,0
48005,2016,Angelina,4,2016-07-04,2016-12-26,4,14,0
48005,2017,Angelina,3,2017-01-11,2017-11-06,5,12,0
48005,2018,Angelina,1,2018-06-22,2018-06-25,4,4,0
48005,2019,Angelina,3,2019-02-04,2019-08-27,4,10,0
48005,2020,Angelina,4,2020-03-12,2020-09-01,6,15,0
48005,2021,Angelina,2,2021-12-14,2021-12-29,4,7,0
48005,2022,Angelina,4,2022-06-12,2022-12-10,6,19,0
48005,2023,Angelina,8,2023-02-21,2023-09-07,15,57,0
48005,2024,Angelina,5,2024-05-21,2024-12-17,7,22,0
48005,2025,Angelina,5,2025-02-03,2025-12-27,6,21,0
48007,2016,Aransas,5,2016-02-20,2016-12-28,3,15,0
48007,2017,Aransas,3,2017-01-12,2017-03-28,6,14,0
48007,2018,Aransas,2,2018-02-17,2018-03-28,5,9,0
48007,2019,Aransas,2,2019-06-21,2019-09-22,5,8,0
48007,2020,Aransas,5,2020-01-14,2020-09-03,6,23,0
48007,2021,Aransas,3,2021-01-24,2021-12-17,3,9,0
48007,2022,Aransas,4,2022-05-29,2022-12-13,6,15,0
48007,2023,Aransas,6,2023-02-21,2023-10-28,7,26,0
48007,2024,Aransas,6,2024-04-26,2024-11-04,8,25,0
48007,2025,Aransas,5,2025-02-06,2025-12-28,6,21,0
48009,2016,Archer,2,2016-02-19,2016-11-03,3,6,3
48009,2017,Archer,1,2017-03-19,2017-03-21,3,3,0
48009,2018,Archer,1,2018-10-02,2018-10-05,4,4,4
48009,2019,Archer,1,2019-10-01,2019-10-03,3,3,3
48009,2021,Archer,2,2021-12-15,2021-12-28,5,8,8
48009,2022,Archer,8,2022-04-21,2022-12-10,5,28,28
48009,2023,Archer,2,2023-01-16,2023-08-06,4,7,7
48009,2024,Archer,2,2024-06-25,2024-11-04,6,9,9
48009,2025,Archer,1,2025-12-23,2025-12-27,5,5,5
48011,2015,Armstrong,3,2015-01-27,2015-12-12,4,10,10
48011,2016,Armstrong,4,2016-02-19,2016-11-03,4,14,14
48011,2017,Armstrong,4,2017-01-20,2017-10-06,6,15,15
48011,2018,Armstrong,5,2018-03-25,2018-10-05,5,18,18
48011,2019,Armstrong,5,2019-07-17,2019-10-02,5,19,19
48011,2020,Armstrong,3,2020-06-28,2020-08-09,6,12,12
48011,2021,Armstrong,4,2021-06-10,2021-12-26,5,14,14
48011,2022,Armstrong,8,2022-04-21,2022-12-08,8,34,34
48011,2023,Armstrong,6,2023-01-15,2023-10-04,4,22,22
48011,2024,Armstrong,5,2024-06-24,2024-12-26,10,23,23
48011,2025,Armstrong,6,2025-03-27,2025-12-28,6,24,24
48013,2015,Atascosa,1,2015-07-26,2015-07-29,4,4,0
48013,2016,Atascosa,4,2016-02-19,2016-12-28,5,16,0
48013,2017,Atascosa,2,2017-01-12,2017-08-18,5,8,0
48013,2018,Atascosa,2,2018-09-24,2018-10-04,3,6,0
48013,2019,Atascosa,7,2019-02-04,2019-10-01,7,26,0
48013,2020,Atascosa,5,2020-01-14,2020-09-16,5,22,0
48013,2021,Atascosa,9,2021-03-11,2021-12-18,4,30,0
48013,2022,Atascosa,6,2022-04-21,2022-12-13,7,27,0
48013,2023,Atascosa,5,2023-06-14,2023-10-28,10,32,0
48013,2024,Atascosa,6,2024-02-09,2024-12-17,5,21,0
48013,2025,Atascosa,4,2025-02-05,2025-12-28,5,18,0
