run_a,run_b,jaccard,n_axes_differing,axes_differing,single_axis,metric_a,metric_b,percentile_a,percentile_b,duration_a,duration_b,window_a,window_b
TMAX_P85_2D__w15,TMAX_P90_3D__month_pm7,0.4355,3,percentile+duration+window,,TMAX,TMAX,85,90,2,3,w15,month_pm7
TMIN_P90_2D__month_pm7,MHI_P90_3D__month,0.4358,3,metric+duration+window,,TMIN,MHI,90,90,2,3,month_pm7,month
TMAX_P95_2D__w05,TMAX_P85_3D__w15,0.4372,3,percentile+duration+window,,TMAX,TMAX,95,85,2,3,w05,w15
TMIN_P85_3D__month_pm7,MHI_P90_3D__month,0.4379,3,metric+percentile+window,,TMIN,MHI,85,90,3,3,month_pm7,month
MHI_P90_2D__month_pm7,TMIN_P90_3D__month,0.4402,3,metric+duration+window,,MHI,TMIN,90,90,2,3,month_pm7,month
MHI_P90_2D__month_pm7,TMIN_P85_3D__month_pm7,0.4442,3,metric+percentile+duration,,MHI,TMIN,90,85,2,3,month_pm7,month_pm7
TMIN_P85_2D__month,MHI_P90_2D__month_pm7,0.4462,3,metric+percentile+window,,TMIN,MHI,85,90,2,2,month,month_pm7
MHI_P90_2D__w15,TMIN_P85_3D__w15,0.4488,3,metric+percentile+duration,,MHI,TMIN,90,85,2,3,w15,w15
TMAX_P85_2D__w05,TMAX_P90_3D__month,0.4491,3,percentile+duration+window,,TMAX,TMAX,85,90,2,3,w05,month
TMIN_P85_2D__w05,TMIN_P90_3D__month_pm7,0.4502,3,percentile+duration+window,,TMIN,TMIN,85,90,2,3,w05,month_pm7
MHI_P90_2D__w05,TMIN_P85_3D__w05,0.4521,3,metric+percentile+duration,,MHI,TMIN,90,85,2,3,w05,w05
TMAX_P85_2D__month,TMAX_P90_3D__month_pm7,0.4574,3,percentile+duration+window,,TMAX,TMAX,85,90,2,3,month,month_pm7
MHI_P90_2D__month,TMIN_P85_3D__month,0.458,3,metric+percentile+duration,,MHI,TMIN,90,85,2,3,month,month
TMAX_P95_2D__month_pm7,TMAX_P90_3D__w15,0.4583,3,percentile+duration+window,,TMAX,TMAX,95,90,2,3,month_pm7,w15
TMIN_P85_2D__w05,MHI_P90_2D__w15,0.4599,3,metric+percentile+window,,TMIN,MHI,85,90,2,2,w05,w15
TMIN_P95_2D__month_pm7,TMIN_P90_3D__w05,0.4623,3,percentile+duration+window,,TMIN,TMIN,95,90,2,3,month_pm7,w05
TMAX_P85_2D__w15,TMAX_P90_3D__month,0.4659,3,percentile+duration+window,,TMAX,TMAX,85,90,2,3,w15,month
TMAX_P85_2D__month,TMAX_P90_3D__w15,0.4676,3,percentile+duration+window,,TMAX,TMAX,85,90,2,3,month,w15
TMAX_P95_2D__month,TMAX_P90_3D__w05,0.4697,3,percentile+duration+window,,TMAX,TMAX,95,90,2,3,month,w05
TMIN_P85_2D__w15,TMIN_P90_3D__month_pm7,0.4709,3,percentile+duration+window,,TMIN,TMIN,85,90,2,3,w15,month_pm7
TMIN_P85_2D__w05,TMIN_P90_3D__month,0.4719,3,percentile+duration+window,,TMIN,TMIN,85,90,2,3,w05,month
TMIN_P85_2D__w15,MHI_P90_2D__w05,0.4771,3,metric+percentile+window,,TMIN,MHI,85,90,2,2,w15,w05
TMIN_P85_2D__month,TMIN_P90_3D__w15,0.4787,3,percentile+duration+window,,TMIN,TMIN,85,90,2,3,month,w15
TMIN_P85_2D__month,TMIN_P90_3D__month_pm7,0.4789,3,percentile+duration+window,,TMIN,TMIN,85,90,2,3,month,month_pm7
TMAX_P85_2D__month,TMAX_P90_3D__w05,0.4806,3,percentile+duration+window,,TMAX,TMAX,85,90,2,3,month,w05
TMAX_P85_2D__month_pm7,TMAX_P90_3D__w15,0.481,3,percentile+duration+window,,TMAX,TMAX,85,90,2,3,month_pm7,w15
TMIN_P85_2D__month_pm7,MHI_P90_2D__month,0.4814,3,metric+percentile+window,,TMIN,MHI,85,90,2,2,month_pm7,month
TMAX_P95_2D__w15,TMAX_P90_3D__month,0.4831,3,percentile+duration+window,,TMAX,TMAX,95,90,2,3,w15,month
TMIN_P95_2D__month,TMIN_P90_3D__w05,0.4836,3,percentile+duration+window,,TMIN,TMIN,95,90,2,3,month,w05
TMAX_P85_2D__w05,TMAX_P90_3D__w15,0.4844,3,percentile+duration+window,,TMAX,TMAX,85,90,2,3,w05,w15
TMIN_P95_2D__month_pm7,TMIN_P90_3D__w15,0.4852,3,percentile+duration+window,,TMIN,TMIN,95,90,2,3,month_pm7,w15
TMAX_P95_2D__month_pm7,TMAX_P90_3D__month,0.4853,3,percentile+duration+window,,TMAX,TMAX,95,90,2,3,month_pm7,month
TMIN_P85_2D__w05,TMIN_P90_3D__w15,0.4868,3,percentile+duration+window,,TMIN,TMIN,85,90,2,3,w05,w15
TMIN_P85_2D__month,TMIN_P90_3D__w05,0.4871,3,percentile+duration+window,,TMIN,TMIN,85,90,2,3,month,w05
TMIN_P95_2D__w15,TMIN_P90_3D__month,0.4875,3,percentile+duration+window,,TMIN,TMIN,95,90,2,3,w15,month
TMIN_P85_2D__month_pm7,TMIN_P90_3D__w15,0.4909,3,percentile+duration+window,,TMIN,TMIN,85,90,2,3,month_pm7,w15
TMAX_P95_2D__month,TMAX_P90_3D__w15,0.4912,3,percentile+duration+window,,TMAX,TMAX,95,90,2,3,month,w15
TMAX_P85_2D__month_pm7,TMAX_P90_3D__w05,0.4913,3,percentile+duration+window,,TMAX,TMAX,85,90,2,3,month_pm7,w05
TMIN_P85_2D__w15,TMIN_P90_3D__month,0.4916,3,percentile+duration+window,,TMIN,TMIN,85,90,2,3,w15,month
TMAX_P95_2D__w05,TMAX_P90_3D__month,0.4946,3,percentile+duration+window,,TMAX,TMAX,95,90,2,3,w05,month
TMIN_P95_2D__w15,TMIN_P90_3D__month_pm7,0.496,3,percentile+duration+window,,TMIN,TMIN,95,90,2,3,w15,month_pm7
TMAX_P95_2D__w15,TMAX_P90_3D__month_pm7,0.4961,3,percentile+duration+window,,TMAX,TMAX,95,90,2,3,w15,month_pm7
TMIN_P95_2D__w05,TMIN_P90_3D__month,0.4964,3,percentile+duration+window,,TMIN,TMIN,95,90,2,3,w05,month
TMIN_P85_2D__month_pm7,TMIN_P90_3D__w05,0.4985,3,percentile+duration+window,,TMIN,TMIN,85,90,2,3,month_pm7,w05
TMIN_P95_2D__month_pm7,TMIN_P90_3D__month,0.4994,3,percentile+duration+window,,TMIN,TMIN,95,90,2,3,month_pm7,month
TMAX_P95_2D__w05,TMAX_P90_3D__month_pm7,0.5013,3,percentile+duration+window,,TMAX,TMAX,95,90,2,3,w05,month_pm7
TMIN_P95_2D__w05,TMIN_P90_3D__month_pm7,0.502,3,percentile+duration+window,,TMIN,TMIN,95,90,2,3,w05,month_pm7
TMIN_P95_2D__month,TMIN_P90_3D__w15,0.5042,3,percentile+duration+window,,TMIN,TMIN,95,90,2,3,month,w15
TMIN_P95_2D__w15,TMIN_P90_3D__w05,0.5146,3,percentile+duration+window,,TMIN,TMIN,95,90,2,3,w15,w05
TMAX_P95_2D__w15,TMAX_P90_3D__w05,0.5225,3,percentile+duration+window,,TMAX,TMAX,95,90,2,3,w15,w05
TMIN_P85_2D__w15,TMIN_P90_3D__w05,0.5275,3,percentile+duration+window,,TMIN,TMIN,85,90,2,3,w15,w05
TMAX_P85_2D__w15,TMAX_P90_3D__w05,0.5327,3,percentile+duration+window,,TMAX,TMAX,85,90,2,3,w15,w05
TMIN_P85_2D__month_pm7,TMIN_P90_3D__month,0.535,3,percentile+duration+window,,TMIN,TMIN,85,90,2,3,month_pm7,month
TMAX_P90_2D__month_pm7,TMAX_P85_3D__w05,0.5427,3,percentile+duration+window,,TMAX,TMAX,90,85,2,3,month_pm7,w05
TMAX_P85_2D__month_pm7,TMAX_P90_3D__month,0.5427,3,percentile+duration+window,,TMAX,TMAX,85,90,2,3,month_pm7,month
TMIN_P95_2D__month,TMIN_P90_3D__month_pm7,0.552,3,percentile+duration+window,,TMIN,TMIN,95,90,2,3,month,month_pm7
TMIN_P95_2D__w05,TMIN_P90_3D__w15,0.5574,3,percentile+duration+window,,TMIN,TMIN,95,90,2,3,w05,w15
TMAX_P90_2D__month_pm7,TMAX_P85_3D__w15,0.5622,3,percentile+duration+window,,TMAX,TMAX,90,85,2,3,month_pm7,w15
TMAX_P90_2D__month,TMAX_P85_3D__w05,0.5627,3,percentile+duration+window,,TMAX,TMAX,90,85,2,3,month,w05
TMAX_P90_2D__w05,TMAX_P85_3D__month_pm7,0.5655,3,percentile+duration+window,,TMAX,TMAX,90,85,2,3,w05,month_pm7
TMAX_P90_2D__w05,TMAX_P85_3D__month,0.5687,3,percentile+duration+window,,TMAX,TMAX,90,85,2,3,w05,month
TMAX_P90_2D__w15,TMAX_P85_3D__month,0.5704,3,percentile+duration+window,,TMAX,TMAX,90,85,2,3,w15,month
TMAX_P90_2D__w15,TMAX_P85_3D__month_pm7,0.5712,3,percentile+duration+window,,TMAX,TMAX,90,85,2,3,w15,month_pm7
TMAX_P95_2D__month,TMAX_P90_3D__month_pm7,0.5738,3,percentile+duration+window,,TMAX,TMAX,95,90,2,3,month,month_pm7
TMAX_P90_2D__month,TMAX_P85_3D__w15,0.5775,3,percentile+duration+window,,TMAX,TMAX,90,85,2,3,month,w15
TMIN_P90_2D__month_pm7,TMIN_P85_3D__w05,0.5799,3,percentile+duration+window,,TMIN,TMIN,90,85,2,3,month_pm7,w05
TMAX_P95_2D__w05,TMAX_P90_3D__w15,0.5803,3,percentile+duration+window,,TMAX,TMAX,95,90,2,3,w05,w15
TMIN_P90_2D__w05,TMIN_P85_3D__month,0.5877,3,percentile+duration+window,,TMIN,TMIN,90,85,2,3,w05,month
TMIN_P90_2D__w05,TMIN_P85_3D__month_pm7,0.5884,3,percentile+duration+window,,TMIN,TMIN,90,85,2,3,w05,month_pm7
TMIN_P90_2D__month,TMIN_P85_3D__w05,0.5922,3,percentile+duration+window,,TMIN,TMIN,90,85,2,3,month,w05
TMIN_P90_2D__w15,TMIN_P85_3D__month,0.5946,3,percentile+duration+window,,TMIN,TMIN,90,85,2,3,w15,month
TMIN_P90_2D__w15,TMIN_P85_3D__month_pm7,0.5969,3,percentile+duration+window,,TMIN,TMIN,90,85,2,3,w15,month_pm7
TMIN_P90_2D__month_pm7,TMIN_P85_3D__w15,0.6008,3,percentile+duration+window,,TMIN,TMIN,90,85,2,3,month_pm7,w15
TMIN_P90_2D__month,TMIN_P85_3D__w15,0.6099,3,percentile+duration+window,,TMIN,TMIN,90,85,2,3,month,w15
TMAX_P90_2D__month_pm7,TMAX_P85_3D__month,0.6177,3,percentile+duration+window,,TMAX,TMAX,90,85,2,3,month_pm7,month
TMIN_P90_2D__month_pm7,TMIN_P85_3D__month,0.6341,3,percentile+duration+window,,TMIN,TMIN,90,85,2,3,month_pm7,month
TMAX_P90_2D__w15,TMAX_P85_3D__w05,0.6398,3,percentile+duration+window,,TMAX,TMAX,90,85,2,3,w15,w05
TMIN_P90_2D__w15,TMIN_P85_3D__w05,0.6428,3,percentile+duration+window,,TMIN,TMIN,90,85,2,3,w15,w05
TMIN_P90_2D__w05,TMIN_P85_3D__w15,0.6644,3,percentile+duration+window,,TMIN,TMIN,90,85,2,3,w05,w15
TMAX_P90_2D__w05,TMAX_P85_3D__w15,0.6724,3,percentile+duration+window,,TMAX,TMAX,90,85,2,3,w05,w15
TMIN_P90_2D__month,TMIN_P85_3D__month_pm7,0.6744,3,percentile+duration+window,,TMIN,TMIN,90,85,2,3,month,month_pm7
TMAX_P90_2D__month,TMAX_P85_3D__month_pm7,0.6812,3,percentile+duration+window,,TMAX,TMAX,90,85,2,3,month,month_pm7
TMIN_P85_2D__w05,TMAX_P95_3D__month_pm7,0.1078,4,metric+percentile+duration+window,,TMIN,TMAX,85,95,2,3,w05,month_pm7
TMIN_P85_2D__w15,TMAX_P95_3D__month_pm7,0.11,4,metric+percentile+duration+window,,TMIN,TMAX,85,95,2,3,w15,month_pm7
TMIN_P85_2D__month,TMAX_P95_3D__month_pm7,0.1156,4,metric+percentile+duration+window,,TMIN,TMAX,85,95,2,3,month,month_pm7
TMIN_P85_2D__w05,TMAX_P95_3D__month,0.1199,4,metric+percentile+duration+window,,TMIN,TMAX,85,95,2,3,w05,month
TMIN_P85_2D__w15,TMAX_P95_3D__month,0.1223,4,metric+percentile+duration+window,,TMIN,TMAX,85,95,2,3,w15,month
TMIN_P85_2D__month,TMAX_P95_3D__w15,0.1257,4,metric+percentile+duration+window,,TMIN,TMAX,85,95,2,3,month,w15
TMIN_P90_2D__w05,TMAX_P95_3D__month_pm7,0.1285,4,metric+percentile+duration+window,,TMIN,TMAX,90,95,2,3,w05,month_pm7
TMIN_P85_2D__w05,TMAX_P95_3D__w15,0.1285,4,metric+percentile+duration+window,,TMIN,TMAX,85,95,2,3,w05,w15
TMIN_P85_2D__month_pm7,TMAX_P95_3D__w15,0.1286,4,metric+percentile+duration+window,,TMIN,TMAX,85,95,2,3,month_pm7,w15
TMAX_P85_2D__w05,TMIN_P95_3D__month_pm7,0.1311,4,metric+percentile+duration+window,,TMAX,TMIN,85,95,2,3,w05,month_pm7
TMIN_P90_2D__w15,TMAX_P95_3D__month_pm7,0.1316,4,metric+percentile+duration+window,,TMIN,TMAX,90,95,2,3,w15,month_pm7
TMIN_P85_2D__month_pm7,TMAX_P95_3D__month,0.1329,4,metric+percentile+duration+window,,TMIN,TMAX,85,95,2,3,month_pm7,month
TMAX_P85_2D__w15,TMIN_P95_3D__month_pm7,0.1344,4,metric+percentile+duration+window,,TMAX,TMIN,85,95,2,3,w15,month_pm7
TMIN_P85_2D__month,TMAX_P95_3D__w05,0.1356,4,metric+percentile+duration+window,,TMIN,TMAX,85,95,2,3,month,w05
TMIN_P85_2D__month_pm7,TMAX_P95_3D__w05,0.1382,4,metric+percentile+duration+window,,TMIN,TMAX,85,95,2,3,month_pm7,w05
TMAX_P85_2D__w05,TMIN_P95_3D__month,0.139,4,metric+percentile+duration+window,,TMAX,TMIN,85,95,2,3,w05,month
TMIN_P90_2D__month,TMAX_P95_3D__month_pm7,0.1399,4,metric+percentile+duration+window,,TMIN,TMAX,90,95,2,3,month,month_pm7
TMIN_P90_2D__w05,TMAX_P95_3D__month,0.1405,4,metric+percentile+duration+window,,TMIN,TMAX,90,95,2,3,w05,month
TMIN_P85_2D__w15,TMAX_P95_3D__w05,0.1412,4,metric+percentile+duration+window,,TMIN,TMAX,85,95,2,3,w15,w05
TMAX_P85_2D__w15,TMIN_P95_3D__month,0.1424,4,metric+percentile+duration+window,,TMAX,TMIN,85,95,2,3,w15,month
TMIN_P90_2D__w15,TMAX_P95_3D__month,0.1436,4,metric+percentile+duration+window,,TMIN,TMAX,90,95,2,3,w15,month
TMAX_P90_2D__w05,TMIN_P95_3D__month_pm7,0.1461,4,metric+percentile+duration+window,,TMAX,TMIN,90,95,2,3,w05,month_pm7
TMIN_P90_2D__month,TMAX_P95_3D__w15,0.1486,4,metric+percentile+duration+window,,TMIN,TMAX,90,95,2,3,month,w15
TMAX_P85_2D__w05,TMIN_P95_3D__w15,0.1491,4,metric+percentile+duration+window,,TMAX,TMIN,85,95,2,3,w05,w15
TMAX_P85_2D__month,TMIN_P95_3D__month_pm7,0.1508,4,metric+percentile+duration+window,,TMAX,TMIN,85,95,2,3,month,month_pm7
TMAX_P90_2D__w15,TMIN_P95_3D__month_pm7,0.1509,4,metric+percentile+duration+window,,TMAX,TMIN,90,95,2,3,w15,month_pm7
TMAX_P85_2D__month,TMIN_P95_3D__w15,0.1512,4,metric+percentile+duration+window,,TMAX,TMIN,85,95,2,3,month,w15
TMAX_P95_2D__month_pm7,TMIN_P85_3D__w05,0.1513,4,metric+percentile+duration+window,,TMAX,TMIN,95,85,2,3,month_pm7,w05
TMIN_P90_2D__w05,TMAX_P95_3D__w15,0.1517,4,metric+percentile+duration+window,,TMIN,TMAX,90,95,2,3,w05,w15
TMIN_P90_2D__month_pm7,TMAX_P95_3D__w15,0.152,4,metric+percentile+duration+window,,TMIN,TMAX,90,95,2,3,month_pm7,w15
TMAX_P90_2D__w05,TMIN_P95_3D__month,0.1535,4,metric+percentile+duration+window,,TMAX,TMIN,90,95,2,3,w05,month
TMAX_P95_2D__month_pm7,TMIN_P85_3D__w15,0.1539,4,metric+percentile+duration+window,,TMAX,TMIN,95,85,2,3,month_pm7,w15
TMAX_P85_2D__month_pm7,TMIN_P95_3D__w15,0.1556,4,metric+percentile+duration+window,,TMAX,TMIN,85,95,2,3,month_pm7,w15
TMIN_P90_2D__month,TMAX_P95_3D__w05,0.1576,4,metric+percentile+duration+window,,TMIN,TMAX,90,95,2,3,month,w05
TMAX_P85_2D__month,TMIN_P95_3D__w05,0.1577,4,metric+percentile+duration+window,,TMAX,TMIN,85,95,2,3,month,w05
TMIN_P90_2D__month_pm7,TMAX_P95_3D__month,0.1579,4,metric+percentile+duration+window,,TMIN,TMAX,90,95,2,3,month_pm7,month
TMAX_P90_2D__w15,TMIN_P95_3D__month,0.158,4,metric+percentile+duration+window,,TMAX,TMIN,90,95,2,3,w15,month
TMAX_P85_2D__w15,TMIN_P95_3D__w05,0.1603,4,metric+percentile+duration+window,,TMAX,TMIN,85,95,2,3,w15,w05
TMIN_P90_2D__month_pm7,TMAX_P95_3D__w05,0.1607,4,metric+percentile+duration+window,,TMIN,TMAX,90,95,2,3,month_pm7,w05
TMAX_P85_2D__month_pm7,TMIN_P95_3D__w05,0.1616,4,metric+percentile+duration+window,,TMAX,TMIN,85,95,2,3,month_pm7,w05
TMAX_P95_2D__month,TMIN_P85_3D__w05,0.1632,4,metric+percentile+duration+window,,TMAX,TMIN,95,85,2,3,month,w05
TMAX_P95_2D__month_pm7,TMIN_P85_3D__month,0.1643,4,metric+percentile+duration+window,,TMAX,TMIN,95,85,2,3,month_pm7,month
TMAX_P85_2D__month_pm7,TMIN_P95_3D__month,0.1645,4,metric+percentile+duration+window,,TMAX,TMIN,85,95,2,3,month_pm7,month
TMIN_P90_2D__w15,TMAX_P95_3D__w05,0.1649,4,metric+percentile+duration+window,,TMIN,TMAX,90,95,2,3,w15,w05
TMAX_P95_2D__month,TMIN_P85_3D__w15,0.1655,4,metric+percentile+duration+window,,TMAX,TMIN,95,85,2,3,month,w15
MHI_P90_2D__w05,TMAX_P95_3D__month_pm7,0.166,4,metric+percentile+duration+window,,MHI,TMAX,90,95,2,3,w05,month_pm7
TMAX_P90_2D__w05,TMIN_P95_3D__w15,0.1674,4,metric+percentile+duration+window,,TMAX,TMIN,90,95,2,3,w05,w15
TMAX_P90_2D__month,TMIN_P95_3D__w15,0.168,4,metric+percentile+duration+window,,TMAX,TMIN,90,95,2,3,month,w15
TMAX_P90_2D__month,TMIN_P95_3D__month_pm7,0.169,4,metric+percentile+duration+window,,TMAX,TMIN,90,95,2,3,month,month_pm7
TMAX_P95_2D__w15,TMIN_P85_3D__month,0.1694,4,metric+percentile+duration+window,,TMAX,TMIN,95,85,2,3,w15,month
TMAX_P95_2D__month_pm7,TMIN_P90_3D__w05,0.1694,4,metric+percentile+duration+window,,TMAX,TMIN,95,90,2,3,month_pm7,w05
TMAX_P95_2D__month_pm7,TMIN_P90_3D__w15,0.171,4,metric+percentile+duration+window,,TMAX,TMIN,95,90,2,3,month_pm7,w15
MHI_P90_2D__w15,TMAX_P95_3D__month_pm7,0.1711,4,metric+percentile+duration+window,,MHI,TMAX,90,95,2,3,w15,month_pm7
TMAX_P95_2D__w15,TMIN_P85_3D__month_pm7,0.1713,4,metric+percentile+duration+window,,TMAX,TMIN,95,85,2,3,w15,month_pm7
TMAX_P90_2D__month_pm7,TMIN_P95_3D__w15,0.1718,4,metric+percentile+duration+window,,TMAX,TMIN,90,95,2,3,month_pm7,w15
TMAX_P90_2D__month,TMIN_P95_3D__w05,0.1721,4,metric+percentile+duration+window,,TMAX,TMIN,90,95,2,3,month,w05
TMAX_P90_2D__month_pm7,TMIN_P95_3D__w05,0.1752,4,metric+percentile+duration+window,,TMAX,TMIN,90,95,2,3,month_pm7,w05
TMAX_P95_2D__w15,TMIN_P85_3D__w05,0.1764,4,metric+percentile+duration+window,,TMAX,TMIN,95,85,2,3,w15,w05
TMAX_P95_2D__w05,TMIN_P85_3D__month,0.1772,4,metric+percentile+duration+window,,TMAX,TMIN,95,85,2,3,w05,month
TMAX_P90_2D__w15,TMIN_P95_3D__w05,0.178,4,metric+percentile+duration+window,,TMAX,TMIN,90,95,2,3,w15,w05
TMAX_P95_2D__w05,TMIN_P85_3D__month_pm7,0.1784,4,metric+percentile+duration+window,,TMAX,TMIN,95,85,2,3,w05,month_pm7
TMAX_P95_2D__month,TMIN_P90_3D__w05,0.1785,4,metric+percentile+duration+window,,TMAX,TMIN,95,90,2,3,month,w05
TMAX_P95_2D__month,TMIN_P90_3D__w15,0.1794,4,metric+percentile+duration+window,,TMAX,TMIN,95,90,2,3,month,w15
TMAX_P95_2D__month,TMIN_P85_3D__month_pm7,0.1803,4,metric+percentile+duration+window,,TMAX,TMIN,95,85,2,3,month,month_pm7
TMAX_P90_2D__month_pm7,TMIN_P95_3D__month,0.1806,4,metric+percentile+duration+window,,TMAX,TMIN,90,95,2,3,month_pm7,month
TMAX_P95_2D__month_pm7,TMIN_P90_3D__month,0.1813,4,metric+percentile+duration+window,,TMAX,TMIN,95,90,2,3,month_pm7,month
TMAX_P95_2D__w15,TMIN_P90_3D__month,0.1814,4,metric+percentile+duration+window,,TMAX,TMIN,95,90,2,3,w15,month
TMAX_P95_2D__w15,TMIN_P90_3D__month_pm7,0.1822,4,metric+percentile+duration+window,,TMAX,TMIN,95,90,2,3,w15,month_pm7
TMAX_P95_2D__w05,TMIN_P90_3D__month,0.1856,4,metric+percentile+duration+window,,TMAX,TMIN,95,90,2,3,w05,month
TMIN_P95_2D__month_pm7,TMAX_P85_3D__w05,0.1856,4,metric+percentile+duration+window,,TMIN,TMAX,95,85,2,3,month_pm7,w05
TMAX_P95_2D__w05,TMIN_P90_3D__month_pm7,0.1859,4,metric+percentile+duration+window,,TMAX,TMIN,95,90,2,3,w05,month_pm7
MHI_P90_2D__w05,TMAX_P95_3D__month,0.1861,4,metric+percentile+duration+window,,MHI,TMAX,90,95,2,3,w05,month
TMAX_P95_2D__w05,TMIN_P85_3D__w15,0.1873,4,metric+percentile+duration+window,,TMAX,TMIN,95,85,2,3,w05,w15
MHI_P90_2D__month,TMAX_P95_3D__month_pm7,0.1889,4,metric+percentile+duration+window,,MHI,TMAX,90,95,2,3,month,month_pm7
TMIN_P95_2D__month_pm7,TMAX_P85_3D__w15,0.1896,4,metric+percentile+duration+window,,TMIN,TMAX,95,85,2,3,month_pm7,w15
MHI_P90_2D__w15,TMAX_P95_3D__month,0.1906,4,metric+percentile+duration+window,,MHI,TMAX,90,95,2,3,w15,month
TMIN_P95_2D__month_pm7,TMAX_P90_3D__w05,0.1927,4,metric+percentile+duration+window,,TMIN,TMAX,95,90,2,3,month_pm7,w05
TMAX_P95_2D__month,TMIN_P90_3D__month_pm7,0.1932,4,metric+percentile+duration+window,,TMAX,TMIN,95,90,2,3,month,month_pm7
TMAX_P95_2D__w15,TMIN_P90_3D__w05,0.1933,4,metric+percentile+duration+window,,TMAX,TMIN,95,90,2,3,w15,w05
TMIN_P85_2D__w05,TMAX_P90_3D__month_pm7,0.1937,4,metric+percentile+duration+window,,TMIN,TMAX,85,90,2,3,w05,month_pm7
TMIN_P95_2D__month,TMAX_P85_3D__w05,0.1938,4,metric+percentile+duration+window,,TMIN,TMAX,95,85,2,3,month,w05
TMIN_P95_2D__month_pm7,TMAX_P90_3D__w15,0.1962,4,metric+percentile+duration+window,,TMIN,TMAX,95,90,2,3,month_pm7,w15
TMIN_P85_2D__w15,TMAX_P90_3D__month_pm7,0.1969,4,metric+percentile+duration+window,,TMIN,TMAX,85,90,2,3,w15,month_pm7
TMIN_P95_2D__month,TMAX_P85_3D__w15,0.1977,4,metric+percentile+duration+window,,TMIN,TMAX,95,85,2,3,month,w15
TMIN_P95_2D__month,TMAX_P90_3D__w05,0.1981,4,metric+percentile+duration+window,,TMIN,TMAX,95,90,2,3,month,w05
TMAX_P95_2D__w05,TMIN_P90_3D__w15,0.1984,4,metric+percentile+duration+window,,TMAX,TMIN,95,90,2,3,w05,w15
MHI_P90_2D__month,TMAX_P95_3D__w15,0.1996,4,metric+percentile+duration+window,,MHI,TMAX,90,95,2,3,month,w15
TMIN_P95_2D__month,TMAX_P90_3D__w15,0.201,4,metric+percentile+duration+window,,TMIN,TMAX,95,90,2,3,month,w15
TMIN_P95_2D__w05,TMAX_P90_3D__month_pm7,0.2021,4,metric+percentile+duration+window,,TMIN,TMAX,95,90,2,3,w05,month_pm7
TMIN_P95_2D__w05,TMAX_P90_3D__month,0.2034,4,metric+percentile+duration+window,,TMIN,TMAX,95,90,2,3,w05,month
TMIN_P95_2D__w15,TMAX_P90_3D__month_pm7,0.2043,4,metric+percentile+duration+window,,TMIN,TMAX,95,90,2,3,w15,month_pm7
TMIN_P85_2D__w05,TMAX_P90_3D__month,0.2044,4,metric+percentile+duration+window,,TMIN,TMAX,85,90,2,3,w05,month
TMIN_P95_2D__w15,TMAX_P90_3D__month,0.2045,4,metric+percentile+duration+window,,TMIN,TMAX,95,90,2,3,w15,month
TMIN_P95_2D__w15,TMAX_P85_3D__month,0.2051,4,metric+percentile+duration+window,,TMIN,TMAX,95,85,2,3,w15,month
TMIN_P85_2D__w15,TMAX_P90_3D__month,0.2075,4,metric+percentile+duration+window,,TMIN,TMAX,85,90,2,3,w15,month
TMIN_P95_2D__w05,TMAX_P85_3D__month,0.2079,4,metric+percentile+duration+window,,TMIN,TMAX,95,85,2,3,w05,month
TMIN_P95_2D__w15,TMAX_P85_3D__w05,0.2081,4,metric+percentile+duration+window,,TMIN,TMAX,95,85,2,3,w15,w05
TMIN_P95_2D__w15,TMAX_P85_3D__month_pm7,0.2083,4,metric+percentile+duration+window,,TMIN,TMAX,95,85,2,3,w15,month_pm7
MHI_P90_2D__month_pm7,TMAX_P95_3D__w15,0.2084,4,metric+percentile+duration+window,,MHI,TMAX,90,95,2,3,month_pm7,w15
MHI_P90_2D__w05,TMAX_P95_3D__w15,0.2087,4,metric+percentile+duration+window,,MHI,TMAX,90,95,2,3,w05,w15
TMIN_P85_2D__month,TMAX_P90_3D__w15,0.2095,4,metric+percentile+duration+window,,TMIN,TMAX,85,90,2,3,month,w15
TMIN_P95_2D__w05,TMAX_P85_3D__month_pm7,0.21,4,metric+percentile+duration+window,,TMIN,TMAX,95,85,2,3,w05,month_pm7
TMIN_P95_2D__month_pm7,TMAX_P85_3D__month,0.2109,4,metric+percentile+duration+window,,TMIN,TMAX,95,85,2,3,month_pm7,month
TMIN_P85_2D__month,TMAX_P90_3D__month_pm7,0.211,4,metric+percentile+duration+window,,TMIN,TMAX,85,90,2,3,month,month_pm7
TMIN_P85_2D__month_pm7,TMAX_P90_3D__w15,0.2111,4,metric+percentile+duration+window,,TMIN,TMAX,85,90,2,3,month_pm7,w15
TMAX_P85_2D__w05,TMIN_P90_3D__month_pm7,0.2126,4,metric+percentile+duration+window,,TMAX,TMIN,85,90,2,3,w05,month_pm7
TMIN_P95_2D__month_pm7,TMAX_P90_3D__month,0.2131,4,metric+percentile+duration+window,,TMIN,TMAX,95,90,2,3,month_pm7,month
TMIN_P85_2D__month,TMAX_P90_3D__w05,0.2144,4,metric+percentile+duration+window,,TMIN,TMAX,85,90,2,3,month,w05
TMIN_P95_2D__w15,TMAX_P90_3D__w05,0.2148,4,metric+percentile+duration+window,,TMIN,TMAX,95,90,2,3,w15,w05
MHI_P90_2D__month,TMAX_P95_3D__w05,0.2151,4,metric+percentile+duration+window,,MHI,TMAX,90,95,2,3,month,w05
