,TMAX_P90_2D__w05,TMAX_P90_2D__w15,TMAX_P90_2D__month,TMAX_P90_2D__month_pm7,TMIN_P90_2D__w05,TMIN_P90_2D__w15,TMIN_P90_2D__month,TMIN_P90_2D__month_pm7,TMAX_P85_2D__w05,TMAX_P85_2D__w15,TMAX_P85_2D__month,TMAX_P85_2D__month_pm7,TMIN_P85_2D__w05,TMIN_P85_2D__w15,TMIN_P85_2D__month,TMIN_P85_2D__month_pm7,TMAX_P95_2D__w05,TMAX_P95_2D__w15,TMAX_P95_2D__month,TMAX_P95_2D__month_pm7,TMIN_P95_2D__w05,TMIN_P95_2D__w15,TMIN_P95_2D__month,TMIN_P95_2D__month_pm7,MHI_P90_2D__w05,MHI_P90_2D__w15,MHI_P90_2D__month,MHI_P90_2D__month_pm7,TMAX_P90_3D__w05,TMAX_P90_3D__w15,TMAX_P90_3D__month,TMAX_P90_3D__month_pm7,TMIN_P90_3D__w05,TMIN_P90_3D__w15,TMIN_P90_3D__month,TMIN_P90_3D__month_pm7,TMAX_P85_3D__w05,TMAX_P85_3D__w15,TMAX_P85_3D__month,TMAX_P85_3D__month_pm7,TMIN_P85_3D__w05,TMIN_P85_3D__w15,TMIN_P85_3D__month,TMIN_P85_3D__month_pm7,TMAX_P95_3D__w05,TMAX_P95_3D__w15,TMAX_P95_3D__month,TMAX_P95_3D__month_pm7,TMIN_P95_3D__w05,TMIN_P95_3D__w15,TMIN_P95_3D__month,TMIN_P95_3D__month_pm7,MHI_P90_3D__w05,MHI_P90_3D__w15,MHI_P90_3D__month,MHI_P90_3D__month_pm7
TMIN_P95_2D__w05,0.21094134386510818,0.21244959156240306,0.20402876505087766,0.20460369259072692,0.5279267587134302,0.5535531099457535,0.5065095799119362,0.5220867796157951,0.2012956370985115,0.20298048628986834,0.1985757646509456,0.20157836404849822,0.3607143238709815,0.3721533916800776,0.36324240538799923,0.37651160008885903,0.2000073596379058,0.19527863926184194,0.1787603313718526,0.17282246935627893,1.0,0.7944256686276964,0.6247756060206631,0.609500220452836,0.3946627725738844,0.4010829215236564,0.3627997854570531,0.37084249926125357,0.21695622180108315,0.2173456151585308,0.20341891463285705,0.20208032708032708,0.548178958538619,0.5573944284115673,0.4964099794190779,0.5020231129741216,0.21483671499960047,0.21625279026679062,0.20792216205337208,0.20998751725458856,0.4050104248110503,0.41335723108318567,0.3905740410318752,0.4005448292300882,0.18489314899631254,0.17731477383376118,0.16042013493384738,0.1517348999449238,0.6975046279155869,0.5779725839027116,0.483086228121822,0.46110754348331034,0.39907689158128845,0.397829809338746,0.3560645784462536,0.35662315533837974
TMIN_P95_2D__w15,0.20545572782968818,0.20924222576603257,0.2026917881163916,0.2043667328292853,0.48079058058261537,0.5049886267521781,0.4840743251969521,0.5010927149502113,0.19248899898612984,0.19623012779501187,0.19351896590100923,0.19725289154287934,0.328507783202812,0.3389255086968982,0.3358635128025254,0.3494799780078805,0.1995661186906426,0.19741192219540393,0.1816148716339975,0.1773271433791132,0.7944256686276964,1.0,0.6728892142508541,0.6652001015314324,0.3725789068514242,0.38849677007284517,0.35566074950690335,0.36747678794417216,0.21479888608762998,0.21768346444560482,0.2044922272758129,0.20430204221109144,0.5146487006737247,0.5334204048827046,0.4874870157350056,0.4959526179774151,0.208059868989301,0.21186969870427225,0.205087842039801,0.20825718104694618,0.37473929981505044,0.38587265876995636,0.36956435328722476,0.38073664188137646,0.18834783000585875,0.18269763276656414,0.1653934523740101,0.15787342144987299,0.6252843630268199,0.6933459086769871,0.5257457308817749,0.507687250668619,0.38894770273131485,0.3994996081268463,0.3588804628855377,0.36372805302266226
TMIN_P95_2D__month,0.19041228005098704,0.19446899861093572,0.21650451126192727,0.21785741575609383,0.4686779430198548,0.49583855888724204,0.5058963902486863,0.5381559272524951,0.18070764462809918,0.1843399995749474,0.20651649940838776,0.20995140040538052,0.32996438849112913,0.34082130794364457,0.3396579442636803,0.3554905991937244,0.1841381273123992,0.1832163222913525,0.19488690828251515,0.18992327753189556,0.6247756060206631,0.6728892142508541,1.0,0.8798267601611829,0.3379728070438142,0.3513199519589296,0.39699572555985435,0.41418168753669415,0.19811351333830346,0.2010169976679772,0.21818975328820694,0.21736569274269557,0.4835546111027531,0.5041871436996265,0.5317534795965743,0.5520308793541138,0.19381893239496165,0.19774326604186312,0.22002198780200508,0.22236983397119964,0.3687012851594067,0.38024099306926024,0.38587629210852037,0.40108289088438426,0.17260091920925855,0.1684928171414658,0.17609340382383626,0.16748191865551187,0.5113976705490848,0.5231885536112366,0.6996268355330113,0.6182436749297214,0.3459220682600205,0.35529941397912057,0.40737689459735776,0.41245669592569767
TMIN_P95_2D__month_pm7,0.18272133752461225,0.18720445663204716,0.20859844337249564,0.211759894293085,0.4361465290427039,0.46276796404730275,0.46247640218039765,0.49196717321000105,0.17145345603744083,0.17505953763156332,0.19587278978935538,0.20069411061215398,0.3022584987500267,0.3118868631643923,0.3105058408458664,0.3249796134011738,0.18060755742158557,0.18091600663682184,0.19270261336859054,0.1900045485558335,0.609500220452836,0.6652001015314324,0.8798267601611829,1.0,0.3182896417492853,0.332223366792037,0.3698126523276902,0.3934377929556716,0.1926951719521379,0.19618704221426767,0.21310648242407074,0.21451971231690325,0.4623492964771103,0.4851906217324861,0.4993542056729778,0.5235745149538253,0.1855981711963424,0.18956811415531102,0.21090422864783553,0.2152345210465797,0.34307421792987614,0.35409600303910127,0.35702999455377976,0.37269471547008065,0.1723691726606125,0.16994080809813847,0.177631252788657,0.170892952989383,0.5131116202372787,0.5317927106006576,0.6683756972510771,0.6964481357130236,0.33117540341831375,0.3422198693489422,0.38703579486554057,0.40118813620740773
MHI_P90_2D__w05,0.3910479522461272,0.384336823466483,0.3462617722860515,0.3357603261479385,0.5008525201476883,0.49197663656602547,0.4405881254555202,0.43353594815698837,0.4054247001839302,0.4035780868704118,0.37101130089888984,0.3694278376884085,0.4766958929395478,0.4770942084253692,0.4329187070559937,0.43330935747997357,0.3029063992982304,0.28228681310553955,0.2512325300679164,0.23073764678655947,0.3946627725738844,0.3725789068514242,0.3379728070438142,0.3182896417492853,1.0,0.849608563538162,0.6180658949243099,0.6021274389250211,0.3399532092629798,0.3287485118947531,0.2954415598915064,0.28099973598521516,0.428385294236168,0.4164220077246378,0.37747497146156167,0.3672200560088971,0.3839565958210026,0.37873695382982486,0.34326871162912376,0.33813761267224607,0.45213859334659845,0.4475327728657942,0.40509512472384873,0.4017166390824064,0.22921604305876236,0.20869889283995094,0.1861417611639209,0.1659758472925594,0.2926048312683854,0.27272001596487727,0.2495102974114048,0.2319910408681525,0.7090974469615247,0.6244281564096571,0.49303536591845876,0.4707324139983242
MHI_P90_2D__w15,0.3829272943101232,0.3831630231895979,0.3446434103723899,0.3362388389985333,0.49354664726688907,0.4998060762766645,0.4473107842405237,0.44184513370626866,0.3913591784235701,0.3961725147854374,0.3654489441094832,0.3651056053491922,0.4599406091245981,0.471123439667129,0.4300857091170445,0.4319371991379484,0.30348378549275845,0.2881875535718423,0.25566522270185793,0.23662810227246095,0.4010829215236564,0.38849677007284517,0.3513199519589296,0.332223366792037,0.849608563538162,1.0,0.6408682779501141,0.6314790469004037,0.33714090986539447,0.33132122817411913,0.2966118405396033,0.28420379210224755,0.42925790838614836,0.4277429189265837,0.3867477518629369,0.3773037578360889,0.3752124086714231,0.3761116087371422,0.34148905776812755,0.3374279253146423,0.44270964211325725,0.44879011498198046,0.4071071357758146,0.4051483692116206,0.23194657464212678,0.2144131084525739,0.19060928340327385,0.1711353368689845,0.30050832747861306,0.28565421778947636,0.26055511316526153,0.24345680243282317,0.6574693302885399,0.7055776784013498,0.5136454103972614,0.4953799191485851
MHI_P90_2D__month,0.3471459457517084,0.34856660109640064,0.39604406062515674,0.38403852173507647,0.4404479028737613,0.4486475353563092,0.509588312379173,0.5014424005809577,0.35431007509386736,0.3590411411742314,0.4112539787589424,0.41231865058556194,0.4187512517047026,0.42930341922210247,0.4765535896323062,0.4814267040927389,0.27989923391177796,0.26686907020872863,0.29101766531019535,0.2642715749816417,0.3627997854570531,0.35566074950690335,0.39699572555985435,0.3698126523276902,0.6180658949243099,0.6408682779501141,1.0,0.8711685439352186,0.3072722065708939,0.3046200271726144,0.3410348148200215,0.3231493212669683,0.38929312528633414,0.3911641428265628,0.43966352786365664,0.42651092951401925,0.33987896889522895,0.3422341457845767,0.390301365646329,0.38539527642072097,0.4042684980928681,0.4106413068896783,0.45804784263163,0.45648847802001324,0.2151142188939548,0.1995819431603489,0.2140502072927888,0.18886896162340788,0.27679780702821505,0.2648795250458913,0.29221440045753116,0.2679271483366214,0.5058352108393817,0.5083064735972803,0.7240379212210198,0.6280714984693008
MHI_P90_2D__month_pm7,0.33824035005469605,0.34174935282079755,0.3881758280218338,0.3829712536336699,0.43016717611985356,0.4416145426114152,0.4977079859306117,0.4995141660783066,0.336540392881533,0.34213021166093033,0.38952003190445905,0.3966721735747351,0.3969194485998158,0.40847513712434946,0.44615661011729074,0.4563415815498273,0.28410124220164623,0.2733295800390016,0.30007644938798483,0.27815269463671566,0.37084249926125357,0.36747678794417216,0.41418168753669415,0.3934377929556716,0.6021274389250211,0.6314790469004037,0.8711685439352186,1.0,0.30529138891039764,0.304562134931492,0.34167219691151357,0.32990879060520023,0.3883436498404554,0.3928855892260813,0.4401815150676944,0.4352995427122161,0.3280427564985019,0.33152467512422157,0.3773803009155358,0.3789390705812232,0.3900550749209807,0.39764966254963774,0.4391510432593917,0.4442290042000717,0.22240494895959373,0.20843013607699967,0.22420573274982025,0.20123633854979847,0.288182513248205,0.2783679490523778,0.3092044339717788,0.2884535107004703,0.5059019832976763,0.5140673044072429,0.6859637744503662,0.7138175750387005
TMAX_P90_3D__w05,0.7499716412310323,0.6973095737246681,0.5572416690907915,0.5558505449764621,0.23510658573350968,0.234847223873499,0.22290450975097156,0.22285230999507152,0.5156465605164325,0.532736672893948,0.480620859773208,0.4913260562214212,0.2235192410200361,0.22433252899509612,0.21438241726397197,0.2153979157904575,0.5655767875734853,0.5224915342954504,0.46972992662746527,0.43462156086072157,0.21695622180108315,0.21479888608762998,0.19811351333830346,0.1926951719521379,0.3399532092629798,0.33714090986539447,0.3072722065708939,0.30529138891039764,1.0,0.8517728605705145,0.6296470403886082,0.6165827965989241,0.2390710289417553,0.23582081219336873,0.22071903220310105,0.21944540264275003,0.660546580795893,0.6863038468924022,0.5797769338156927,0.5878892406558617,0.2365418141476042,0.23670764377997666,0.22349765817258077,0.22380731314345012,0.5116638937044061,0.4523147447905153,0.425485094726708,0.3758280446565062,0.19849026690567773,0.19177904444135502,0.17338731640007987,0.16706077306918896,0.3592310418143161,0.3507622756071806,0.31285822856961903,0.3035436961739376
TMAX_P90_3D__w15,0.665711703415699,0.7452542013123045,0.562908387785038,0.5679311012192761,0.23042132264056372,0.23173668718223173,0.2210573142726606,0.22168904752396165,0.48443199270493376,0.5015713895306949,0.46763402447857205,0.4809686119537167,0.21624332764443152,0.21842514928320825,0.20950103472062542,0.21106972147520264,0.5802718993356505,0.5450065813898546,0.4911588340404074,0.4583102195152325,0.2173456151585308,0.21768346444560482,0.2010169976679772,0.19618704221426767,0.3287485118947531,0.33132122817411913,0.3046200271726144,0.304562134931492,0.8517728605705145,1.0,0.6527846128608924,0.6483659568057334,0.23744903249309923,0.2358308109312876,0.22121731314776844,0.22074497068503302,0.6204795204795205,0.6470131077140019,0.5731812921963967,0.5856588177363761,0.2312703758298275,0.23286576900191727,0.22064804662392448,0.2214911546403259,0.5440186175480293,0.48140672404185497,0.45381687769889484,0.40323616600790513,0.20148853993403062,0.19680510562355724,0.17826276900868046,0.1723609756097561,0.3525856223850237,0.35072503280113143,0.31428407798604235,0.3065565867180909
TMAX_P90_3D__month,0.5374804912269638,0.5583911783883722,0.753505230919087,0.7173619288458197,0.21715230395364052,0.2196222227583046,0.23763669205233354,0.23860425035799826,0.44911194375546054,0.46589563792004374,0.5080613076179831,0.542680006206529,0.20442170442170443,0.20754047112959523,0.22362267806904776,0.2254215342257392,0.49463105439836536,0.4830564424481844,0.5422315148347215,0.48530414581431097,0.20341891463285705,0.2044922272758129,0.21818975328820694,0.21310648242407074,0.2954415598915064,0.2966118405396033,0.3410348148200215,0.34167219691151357,0.6296470403886082,0.6527846128608924,1.0,0.8783265757464062,0.22400005553318802,0.2235810911995208,0.24029833685774704,0.24040793988877057,0.5572902414672928,0.5807335987616766,0.6460319117328216,0.695341741077217,0.21795869213061642,0.22037276713795007,0.23790822427240915,0.23889767439224155,0.47410821120970514,0.4458796301905997,0.4776323476401785,0.40833550857043416,0.18886724393449347,0.18617134046448877,0.19530993451679576,0.1884096767796946,0.30936342202761874,0.30527600884284156,0.3582471388514744,0.34932428218902284
TMAX_P90_3D__month_pm7,0.5137919870497775,0.5405755481512412,0.6682337826766962,0.742998420156343,0.20900422450211226,0.21193569725789743,0.22847989101985985,0.2310713277160814,0.4168187528145813,0.43553822690150545,0.4573821116647405,0.4886319169893808,0.19370649305268192,0.196856407403566,0.21096576941547912,0.21394739692574322,0.5013089295618414,0.49614372035303805,0.5737737244269164,0.521659509977267,0.20208032708032708,0.20430204221109144,0.21736569274269557,0.21451971231690325,0.28099973598521516,0.28420379210224755,0.3231493212669683,0.32990879060520023,0.6165827965989241,0.6483659568057334,0.8783265757464062,1.0,0.21907617867982065,0.21904300514272937,0.23474714032183497,0.23701006971340047,0.5240675109295169,0.5527005644380417,0.5815901261533273,0.6261000363076816,0.2086281258049136,0.21109880658598146,0.22649153650235535,0.2289938652455361,0.49672118500231444,0.47423772815173915,0.530555325435617,0.45358020600336896,0.19123553624286155,0.18964857683439998,0.19822132955098407,0.19358797852698534,0.2999681811330866,0.2982463721770395,0.3458690465671114,0.3449918421694203
TMIN_P90_3D__w05,0.23302011692891705,0.23331803524197153,0.2249517925902642,0.22236692375774433,0.7495817240786202,0.6930598338467283,0.5854400953128178,0.5887666011284625,0.2363175763169171,0.23763592651657134,0.23367075585232347,0.2349762716666498,0.512163591491362,0.5275467374659866,0.48712725172839705,0.4984572012076008,0.19956034326464012,0.1932592888283592,0.17846199427711548,0.16937613232916554,0.548178958538619,0.5146487006737247,0.4835546111027531,0.4623492964771103,0.428385294236168,0.42925790838614836,0.38929312528633414,0.3883436498404554,0.2390710289417553,0.23744903249309923,0.22400005553318802,0.21907617867982065,1.0,0.8427255259397941,0.6677724156792857,0.6604683632671193,0.25147578385442626,0.25245027099117506,0.244372554665402,0.24454510692119893,0.6473034648518728,0.6686410371032633,0.5891238869812229,0.5998577904186294,0.1829293048906332,0.17429913464806407,0.15856488470596355,0.14727901463432025,0.491249113438191,0.44472026367391215,0.434941286843923,0.4040870548919079,0.46206964262338,0.45561758197545765,0.40596102774133686,0.3973123456273287
TMIN_P90_3D__w15,0.22848732019274978,0.23039158242720661,0.22351297380509308,0.22136816339217488,0.6644680349855999,0.7483597066769587,0.5959573307020101,0.6014370606284227,0.22995711143869893,0.23291362069387056,0.23046647661698413,0.2323276527827833,0.4867632447677959,0.5022651617027843,0.4786945186659599,0.4908670923070006,0.1983663943990665,0.1935887904841942,0.1793568448017529,0.17098942515584645,0.5573944284115673,0.5334204048827046,0.5041871436996265,0.4851906217324861,0.4164220077246378,0.4277429189265837,0.3911641428265628,0.3928855892260813,0.23582081219336873,0.2358308109312876,0.2235810911995208,0.21904300514272937,0.8427255259397941,1.0,0.6989223522036929,0.694174065808841,0.24583176138699162,0.24864839860532084,0.24256182157590284,0.24331782274645603,0.6151722182466278,0.6372045867710809,0.587302653227052,0.5991476123379975,0.18388770109705233,0.17606245363920903,0.1601848286484405,0.1492343628341552,0.5159677136339709,0.4678656469116566,0.462041215812082,0.43030097183114024,0.4548183954571684,0.4621770179614802,0.41422168563111933,0.408474561548284
TMIN_P90_3D__month,0.2158046885057875,0.21806301868317185,0.24012207073651826,0.23732905830353143,0.5687522619377089,0.5964970920516077,0.7613494275230257,0.7328866322623606,0.219090290647212,0.22222916826960068,0.24807090150308408,0.24918750517512628,0.47194804376588195,0.4916240263338005,0.5111686629977339,0.5349960375343127,0.18563365516822267,0.1813756430081737,0.1917669634756357,0.18127295084024125,0.4964099794190779,0.4874870157350056,0.5317534795965743,0.4993542056729778,0.37747497146156167,0.3867477518629369,0.43966352786365664,0.4401815150676944,0.22071903220310105,0.22121731314776844,0.24029833685774704,0.23474714032183497,0.6677724156792857,0.6989223522036929,1.0,0.9041051076403546,0.2326049993375436,0.23566759825624572,0.262509569211497,0.2622255262823884,0.581584225913447,0.6106947276533932,0.641441230540427,0.6744736613477744,0.1707487813415061,0.16413186270620078,0.17004703769239662,0.15667826294484272,0.4652236591939494,0.44096050593153796,0.4648833739440324,0.4230525649145028,0.4025055985463703,0.40889947499855767,0.47296607139817165,0.4618494278972441
TMIN_P90_3D__month_pm7,0.21185107813475484,0.21456376380602343,0.236969936507127,0.23601744808392208,0.5529590069284065,0.5819667789170987,0.6975456098726244,0.7587022290224988,0.21255556563548944,0.21604968506019612,0.24108049659186798,0.2438085278319152,0.4502348633354292,0.4708851059171274,0.47885608309419425,0.5011772542984139,0.18589611989324575,0.18215362869094287,0.19322947622196737,0.1842572741194487,0.5020231129741216,0.4959526179774151,0.5520308793541138,0.5235745149538253,0.3672200560088971,0.3773037578360889,0.42651092951401925,0.4352995427122161,0.21944540264275003,0.22074497068503302,0.24040793988877057,0.23701006971340047,0.6604683632671193,0.694174065808841,0.9041051076403546,1.0,0.2278521765161057,0.231557186657995,0.25787945195716855,0.2596827051988679,0.5593772772441206,0.5906999875668283,0.6008937116574977,0.63183805855608,0.17386793549714244,0.1675937838413195,0.17388096638930137,0.16168620169432518,0.4802643899752134,0.4569944932314974,0.4962530937757815,0.4515995966633055,0.39743674005915214,0.40481216062096786,0.46586105898240876,0.4655247442248044
TMAX_P85_3D__w05,0.6649725816766678,0.639806092278072,0.5627234705051918,0.5427413287059318,0.2670346290585532,0.26412698731331297,0.2509835204582165,0.24718786725614192,0.7806361814713046,0.7305616321095681,0.5966513532960647,0.5937929454878608,0.276874170053519,0.2764801560150607,0.263628640776699,0.2621317337448457,0.42425516844481825,0.3869870137588779,0.36604991489267635,0.32723263834573585,0.21483671499960047,0.208059868989301,0.19381893239496165,0.1855981711963424,0.3839565958210026,0.3752124086714231,0.33987896889522895,0.3280427564985019,0.660546580795893,0.6204795204795205,0.5572902414672928,0.5240675109295169,0.25147578385442626,0.24583176138699162,0.2326049993375436,0.2278521765161057,1.0,0.8775639467656525,0.6634266789472653,0.6523656506715786,0.2761388445520759,0.27372691662003357,0.26015981108243175,0.2573215089245538,0.3379778355031587,0.2987749581149418,0.29325915979282563,0.2524419578699826,0.1815018034174928,0.1726183607670117,0.1586285683744981,0.15069776281494351,0.36336978513073986,0.34863581520258435,0.315147074479744,0.29682644073916464
TMAX_P85_3D__w15,0.6723946436429934,0.6572917110893144,0.5774627740010626,0.5622320612832947,0.26490550172179067,0.2642737023440865,0.25204516328381044,0.24888696802278656,0.7103343875233966,0.7752105537750615,0.6002136172521362,0.60096867065784,0.2719267850227268,0.27366262845545697,0.26163485835199374,0.2606308509741081,0.4371928159115616,0.4012854979759587,0.38080633041451334,0.34048014143701244,0.21625279026679062,0.21186969870427225,0.19774326604186312,0.18956811415531102,0.37873695382982486,0.3761116087371422,0.3422341457845767,0.33152467512422157,0.6863038468924022,0.6470131077140019,0.5807335987616766,0.5527005644380417,0.25245027099117506,0.24864839860532084,0.23566759825624572,0.231557186657995,0.8775639467656525,1.0,0.6793601616433743,0.6730786623162494,0.2735850377276609,0.27386184198010005,0.2603975599396986,0.25790448123926574,0.3523459282761273,0.3114764605967375,0.30686585326800525,0.26320385860333945,0.1844984634889137,0.1769956912609212,0.16287160900300193,0.15492918125940616,0.36283441413531464,0.35415845091604226,0.31999355150733516,0.30240229854478706
TMAX_P85_3D__month,0.5687295818627901,0.5704190211600966,0.6597421049232558,0.6177287135206033,0.25490654205607477,0.25605185188962604,0.27733744464219195,0.27411445590894584,0.5800773725875324,0.5940989280928987,0.7864337633960429,0.7555740068484333,0.2603513453413387,0.2635658594601738,0.28459567198177677,0.283647585196137,0.40652810084790275,0.3801993628922861,0.3974786454325709,0.3498674300194749,0.20792216205337208,0.205087842039801,0.22002198780200508,0.21090422864783553,0.34326871162912376,0.34148905776812755,0.390301365646329,0.3773803009155358,0.5797769338156927,0.5731812921963967,0.6460319117328216,0.5815901261533273,0.244372554665402,0.24256182157590284,0.262509569211497,0.25787945195716855,0.6634266789472653,0.6793601616433743,1.0,0.9070563203607551,0.2633366540787248,0.26478332600607923,0.28703036664201714,0.2845901030000098,0.3372907854325553,0.304240595742643,0.3085657386514201,0.2637977692301515,0.178113974272731,0.17237534188933304,0.1826714394430508,0.173225416317797,0.3266729367806164,0.31983377802712526,0.3705188631807607,0.3470674143370855
TMAX_P85_3D__month_pm7,0.5655363237113682,0.5712191769293349,0.6812180209049753,0.6462973832988353,0.25182569905901336,0.2535501990223095,0.2741798211102725,0.27293092032663874,0.5625639862094155,0.5800829212020148,0.7197735645384997,0.7804374519302127,0.2533819993627068,0.25669645689440046,0.2764738646101114,0.27703113570868326,0.4197982335498335,0.3955037064041803,0.4204709753543948,0.37218208940214204,0.20998751725458856,0.20825718104694618,0.22236983397119964,0.2152345210465797,0.33813761267224607,0.3374279253146423,0.38539527642072097,0.3789390705812232,0.5878892406558617,0.5856588177363761,0.695341741077217,0.6261000363076816,0.24454510692119893,0.24331782274645603,0.2622255262823884,0.2596827051988679,0.6523656506715786,0.6730786623162494,0.9070563203607551,1.0,0.25868526903935984,0.2604228076415246,0.28158968892905734,0.2807997618074375,0.35545518605618615,0.3227719721673043,0.3321807085184737,0.28398658344715505,0.18220772901248466,0.17721942550359526,0.18668268943691407,0.17892544393091706,0.3267165266443433,0.32099035185349567,0.3716281614274292,0.3547698872295032
TMIN_P85_3D__w05,0.2486407102526568,0.24552006138365756,0.23483017058034136,0.2275894472713459,0.6625627928828709,0.6427841012843143,0.5921768307040264,0.5798561496619877,0.2759374024700165,0.2749372058781072,0.26779878376701277,0.2648719710777137,0.7912264019914743,0.7378281893492372,0.6296312738932051,0.6320918124449216,0.18646516779391342,0.1764178486861767,0.1632160505124451,0.15134957479150404,0.4050104248110503,0.37473929981505044,0.3687012851594067,0.34307421792987614,0.45213859334659845,0.44270964211325725,0.4042684980928681,0.3900550749209807,0.2365418141476042,0.2312703758298275,0.21795869213061642,0.2086281258049136,0.6473034648518728,0.6151722182466278,0.581584225913447,0.5593772772441206,0.2761388445520759,0.2735850377276609,0.2633366540787248,0.25868526903935984,1.0,0.8730281273321495,0.7035202434322083,0.6977964945579643,0.1581774771189813,0.1472605681330143,0.13538813619155438,0.1227076457304514,0.31798725323395177,0.2878689675659618,0.2915620867406148,0.26603745561091535,0.42786481841002116,0.41098174913492647,0.3771147283544227,0.3562418765859999
TMIN_P85_3D__w15,0.24735155130340472,0.2458505350071615,0.23580224314416184,0.22881113450101168,0.6643588625208102,0.654526255279798,0.6098843769336229,0.6007741839431272,0.2720021685915655,0.2734842963298064,0.26744919588183835,0.26476834018751655,0.717800793828323,0.7882321818302066,0.638752160091089,0.6432934885672983,0.18729893341020468,0.17883720380826384,0.16546568080029153,0.15394231466048264,0.41335723108318567,0.38587265876995636,0.38024099306926024,0.35409600303910127,0.4475327728657942,0.44879011498198046,0.4106413068896783,0.39764966254963774,0.23670764377997666,0.23286576900191727,0.22037276713795007,0.21109880658598146,0.6686410371032633,0.6372045867710809,0.6106947276533932,0.5906999875668283,0.27372691662003357,0.27386184198010005,0.26478332600607923,0.2604228076415246,0.8730281273321495,1.0,0.7283045339536891,0.7253284729765389,0.15989430526178677,0.14973420897937512,0.1379777479522848,0.12527192690604766,0.3293175779611243,0.2981261362047266,0.30238978939937233,0.2755698503705775,0.4295824128523411,0.4231711247180148,0.3877589137296651,0.3675641828428303
TMIN_P85_3D__month,0.23529803276506328,0.23453640868862516,0.25541009086561456,0.24667420001027274,0.5876807003063259,0.5945513394723327,0.6606162152099041,0.6341221455524929,0.26007513937141474,0.2612839321090111,0.28843411537025093,0.2854320706451274,0.6185470638927704,0.6404507359107366,0.7969064641620622,0.7719502654837797,0.17724174985153973,0.1694219904389396,0.17835776160979797,0.16426540741097673,0.3905740410318752,0.36956435328722476,0.38587629210852037,0.35702999455377976,0.40509512472384873,0.4071071357758146,0.45804784263163,0.4391510432593917,0.22349765817258077,0.22064804662392448,0.23790822427240915,0.22649153650235535,0.5891238869812229,0.587302653227052,0.641441230540427,0.6008937116574977,0.26015981108243175,0.2603975599396986,0.28703036664201714,0.28158968892905734,0.7035202434322083,0.7283045339536891,1.0,0.9254122811189857,0.150586804499848,0.14155950447043067,0.14683292954017535,0.13182413280286756,0.31835411368761607,0.29232070877299177,0.2981953634404456,0.2713633578220426,0.38427687844079855,0.3798817007375142,0.4319890592201514,0.4011662941004957
TMIN_P85_3D__month_pm7,0.23312141069241615,0.23272934598322573,0.2538489501466876,0.24661759959363574,0.5884284690709338,0.596943760023103,0.6743607543676964,0.6531403868507321,0.2547949265786516,0.2564021790720043,0.28323291608234213,0.28181529246925796,0.6067029504439988,0.6299001356686014,0.7442303609052848,0.7932052327517889,0.17842112050269046,0.17129690902746864,0.18026804023044624,0.16724030920273092,0.4005448292300882,0.38073664188137646,0.40108289088438426,0.37269471547008065,0.4017166390824064,0.4051483692116206,0.45648847802001324,0.4442290042000717,0.22380731314345012,0.2214911546403259,0.23889767439224155,0.2289938652455361,0.5998577904186294,0.5991476123379975,0.6744736613477744,0.63183805855608,0.2573215089245538,0.25790448123926574,0.2845901030000098,0.2807997618074375,0.6977964945579643,0.7253284729765389,0.9254122811189857,1.0,0.15342129098866852,0.14463090503443593,0.15021531926537365,0.1357220196223006,0.3312944727952275,0.3054424126874079,0.3135515913237381,0.28533781240045175,0.38589690514721564,0.38271138463903065,0.43791841176664575,0.4129569699958787
TMAX_P95_3D__w05,0.38373341012015394,0.40558595299827455,0.3734898044718188,0.3921366007282748,0.16243980955472598,0.16486991721365624,0.15758267453512972,0.160679742760579,0.2638377269291225,0.27314228217932474,0.2684220425051721,0.2823782168044463,0.13976442978498918,0.14121613754069065,0.13555161803607013,0.1382475733222002,0.6989684822861866,0.632088946599578,0.49906352898528833,0.49562052098737347,0.18489314899631254,0.18834783000585875,0.17260091920925855,0.1723691726606125,0.22921604305876236,0.23194657464212678,0.2151142188939548,0.22240494895959373,0.5116638937044061,0.5440186175480293,0.47410821120970514,0.49672118500231444,0.1829293048906332,0.18388770109705233,0.1707487813415061,0.17386793549714244,0.3379778355031587,0.3523459282761273,0.3372907854325553,0.35545518605618615,0.1581774771189813,0.15989430526178677,0.150586804499848,0.15342129098866852,1.0,0.7819382312456985,0.573266891956393,0.5467686732434065,0.19214105265913584,0.1920096885622669,0.1711839845427222,0.16960040394406498,0.27294904228406214,0.27352787365338355,0.24548014077425842,0.25013861558365313
