year,heatwave_days_QA,counties_with_any,heatwave_events_QA
2015,11234,253,3567
2016,16260,254,4263
2017,16659,254,4923
2018,14861,254,4296
2019,15234,254,3714
2020,14580,254,4212
2021,12992,254,3774
2022,18454,254,4453
2023,23176,254,5436
2024,22453,254,5861
2025,15541,254,4013
