county_fips,year,classified_dates,events_started
48183,2023,47,8
48183,2024,13,3
48185,2015,11,2
48185,2016,7,2
48185,2018,22,4
48185,2019,25,5
48185,2020,17,4
48185,2022,65,5
48185,2023,89,5
48185,2024,8,2
48187,2015,27,4
48187,2016,7,2
48187,2017,15,2
48187,2018,42,5
48187,2019,42,2
48187,2020,36,3
48187,2021,4,1
48187,2022,69,6
48187,2023,92,6
48187,2024,28,5
48187,2025,7,2
48189,2015,10,3
48189,2016,23,5
48189,2017,13,2
48189,2018,16,4
48189,2019,23,5
48189,2020,31,5
48189,2021,6,2
48189,2022,34,7
48189,2023,41,8
48189,2024,31,6
48189,2025,6,1
48191,2015,8,2
48191,2016,3,1
48191,2017,4,1
48191,2018,19,4
48191,2019,21,5
48191,2020,23,5
48191,2021,12,3
48191,2022,36,7
48191,2023,25,6
48191,2024,29,5
48191,2025,5,1
48193,2015,10,2
48193,2016,7,2
48193,2017,12,2
48193,2018,34,5
48193,2019,27,5
48193,2020,15,3
48193,2021,4,1
48193,2022,62,5
48193,2023,85,10
48193,2024,15,3
48193,2025,3,1
48195,2015,4,1
48195,2016,16,5
48195,2017,7,2
48195,2018,7,2
48195,2019,18,4
48195,2020,22,4
48195,2021,17,4
48195,2022,25,5
48195,2023,25,4
48195,2024,32,5
48195,2025,4,1
48197,2017,7,2
48197,2018,8,2
48197,2019,7,2
48197,2020,8,2
48197,2022,30,6
48197,2023,38,8
48197,2024,21,4
48199,2015,23,3
48199,2016,4,1
48199,2018,13,3
48199,2019,8,2
48199,2021,8,2
48199,2022,44,6
48199,2023,97,6
48199,2024,15,3
48199,2025,11,3
48201,2015,21,2
48201,2016,29,5
48201,2017,8,2
48201,2018,23,5
48201,2019,24,4
48201,2020,19,4
48201,2021,8,2
48201,2022,57,6
48201,2023,99,3
48201,2024,35,6
48203,2015,18,3
48203,2016,4,1
48203,2017,7,2
48203,2018,29,5
48203,2019,12,2
48203,2021,3,1
48203,2022,46,5
48203,2023,40,7
48203,2024,4,1
48203,2025,10,3
48205,2015,14,3
48205,2016,19,5
48205,2017,10,3
48205,2018,13,4
48205,2019,39,10
48205,2020,38,8
48205,2021,22,5
48205,2022,20,4
48205,2023,33,6
48205,2024,43,7
48205,2025,11,3
48207,2015,7,1
48207,2016,18,5
48207,2017,3,1
48207,2018,12,3
48207,2019,12,3
48207,2020,15,3
48207,2022,37,8
48207,2023,46,10
48207,2024,28,6
48207,2025,3,1
48209,2015,7,1
48209,2017,14,2
48209,2018,34,4
48209,2019,23,4
48209,2020,11,2
48209,2022,48,6
48209,2023,78,7
48209,2024,7,2
48209,2025,3,1
48211,2016,3,1
48211,2017,7,2
48211,2018,8,2
48211,2019,5,1
48211,2020,16,4
48211,2021,7,2
48211,2022,25,5
48211,2023,25,6
48211,2024,23,3
48213,2015,17,4
48213,2016,11,2
48213,2018,33,5
48213,2019,18,3
48213,2020,5,1
48213,2022,51,6
48213,2023,43,7
48215,2015,9,2
48215,2016,45,7
48215,2017,39,6
48215,2018,41,5
48215,2019,52,5
48215,2020,13,3
48215,2021,6,2
48215,2022,16,3
48215,2023,92,5
48215,2024,23,2
48215,2025,19,4
48217,2015,4,1
48217,2016,7,1
48217,2017,4,1
48217,2018,39,5
48217,2019,23,3
48217,2020,11,3
48217,2022,58,4
48217,2023,87,9
48217,2024,30,4
48219,2016,9,2
48219,2017,8,2
48219,2018,8,2
48219,2019,7,2
48219,2020,18,3
48219,2021,4,1
48219,2022,8,2
48219,2023,26,8
48219,2024,10,1
48219,2025,3,1
48221,2015,7,1
48221,2016,10,2
48221,2017,7,2
48221,2018,40,4
48221,2019,21,4
48221,2020,18,4
48221,2021,4,1
48221,2022,64,5
48221,2023,72,10
48221,2024,18,3
48221,2025,6,2
48223,2015,9,2
48223,2016,22,4
48223,2018,23,5
48223,2019,9,2
48223,2020,3,1
48223,2022,42,6
48223,2023,21,4
48223,2024,11,3
48225,2015,28,4
48225,2016,18,4
48225,2018,21,4
48225,2019,11,3
48225,2020,5,1
48225,2022,43,5
48225,2023,47,7
48227,2015,5,1
48227,2016,24,5
48227,2017,17,3
48227,2018,15,4
48227,2019,16,4
48227,2020,27,4
48227,2022,23,6
48227,2023,58,8
48227,2024,20,3
48227,2025,6,2
48229,2015,34,6
48229,2016,29,4
48229,2017,9,3
48229,2018,25,6
48229,2019,25,6
48229,2020,49,8
48229,2021,23,5
48229,2022,15,4
48229,2023,73,9
48229,2024,58,8
48229,2025,27,5
48231,2015,14,3
48231,2016,22,4
48231,2017,13,2
48231,2018,37,6
48231,2019,16,3
48231,2020,9,2
48231,2021,3,1
48231,2022,51,6
48231,2023,27,5
48231,2024,11,2
48233,2015,5,1
48233,2016,14,4
48233,2017,12,2
48233,2018,20,4
48233,2019,31,7
48233,2020,38,7
48233,2021,23,6
48233,2022,35,7
48233,2023,36,6
48233,2024,35,6
48233,2025,4,1
48235,2015,16,3
48235,2016,13,3
48235,2017,9,2
48235,2018,24,6
48235,2019,25,5
48235,2020,28,6
48235,2021,7,2
48235,2022,33,9
48235,2023,72,10
48235,2024,28,5
48235,2025,3,1
48237,2015,3,1
48237,2018,17,4
48237,2019,9,2
48237,2020,8,2
48237,2022,44,8
48237,2023,53,9
48237,2024,7,1
48239,2015,14,2
48239,2016,15,3
48239,2017,3,1
48239,2018,25,3
48239,2019,35,5
48239,2020,16,4
48239,2021,4,1
48239,2022,60,6
48239,2023,99,5
48239,2024,18,4
48239,2025,4,1
48241,2015,19,3
48241,2016,4,1
48241,2018,6,2
48241,2019,3,1
48241,2022,47,8
48241,2023,68,9
48241,2024,3,1
48243,2015,30,5
48243,2016,31,6
48243,2017,24,5
48243,2018,18,4
48243,2019,28,4
48243,2020,44,7
48243,2021,14,2
48243,2022,13,3
48243,2023,68,8
48243,2024,30,6
48243,2025,8,1
48245,2015,23,3
48245,2016,5,1
48245,2018,18,3
48245,2019,21,5
48245,2020,3,1
48245,2021,5,1
48245,2022,32,3
48245,2023,82,4
48245,2024,12,2
48247,2016,7,2
48247,2017,4,1
48247,2018,6,2
48247,2019,20,4
48247,2020,11,2
48247,2021,4,1
48247,2022,16,3
48247,2023,71,8
48247,2024,7,2
48249,2016,17,3
48249,2017,8,2
48249,2018,14,2
48249,2019,32,7
48249,2020,4,1
48249,2021,3,1
48249,2022,20,3
48249,2023,87,8
48249,2024,10,3
48249,2025,6,2
48251,2015,3,1
48251,2016,4,1
48251,2018,28,6
48251,2019,12,2
48251,2020,6,2
48251,2022,44,6
48251,2023,46,8
48251,2025,3,1
48253,2015,8,2
48253,2017,9,2
48253,2018,12,3
48253,2019,12,3
48253,2020,14,3
48253,2022,41,7
48253,2023,53,9
48253,2024,31,5
48253,2025,3,1
48255,2015,5,1
48255,2016,4,1
48255,2017,3,1
48255,2018,9,1
48255,2019,14,2
48255,2020,12,3
48255,2021,4,1
48255,2022,34,4
48255,2023,85,6
48255,2024,8,2
48255,2025,4,1
48257,2015,6,2
48257,2017,3,1
48257,2018,27,5
48257,2019,12,2
48257,2020,6,1
48257,2022,42,4
48257,2023,33,5
48257,2024,5,1
48259,2015,9,2
48259,2016,8,2
48259,2017,7,2
48259,2018,46,6
48259,2019,44,5
48259,2020,14,3
48259,2021,5,1
48259,2022,84,3
48259,2023,99,5
