county_fips,year,month,classified_dates
48079,2020,8,10
48079,2020,9,4
48079,2021,6,3
48079,2021,9,3
48079,2022,6,5
48079,2022,7,15
48079,2022,8,5
48079,2023,6,5
48079,2023,7,10
48079,2023,8,14
48079,2023,9,9
48079,2024,6,3
48079,2024,7,1
48079,2024,8,14
48079,2024,9,9
48079,2025,8,5
48081,2015,8,9
48081,2017,6,3
48081,2017,9,4
48081,2018,6,6
48081,2018,7,6
48081,2019,8,7
48081,2019,9,9
48081,2020,7,6
48081,2020,8,10
48081,2020,9,1
48081,2022,6,10
48081,2022,7,16
48081,2022,8,3
48081,2022,9,3
48081,2023,6,11
48081,2023,7,6
48081,2023,8,23
48081,2023,9,12
48081,2024,6,3
48081,2024,7,3
48081,2024,8,14
48081,2025,9,3
48083,2015,8,6
48083,2015,9,3
48083,2016,7,10
48083,2016,9,3
48083,2017,6,3
48083,2017,9,9
48083,2018,6,12
48083,2018,7,19
48083,2019,8,14
48083,2019,9,16
48083,2020,7,11
48083,2020,8,11
48083,2020,9,1
48083,2021,9,4
48083,2022,6,21
48083,2022,7,20
48083,2022,8,4
48083,2022,9,6
48083,2023,6,10
48083,2023,7,17
48083,2023,8,23
48083,2023,9,15
48083,2024,7,3
48083,2024,8,12
48083,2025,9,4
48085,2015,8,3
48085,2018,6,3
48085,2018,7,10
48085,2019,9,3
48085,2020,8,4
48085,2021,6,5
48085,2022,6,15
48085,2022,7,22
48085,2022,9,6
48085,2023,7,6
48085,2023,8,21
48085,2023,9,12
48085,2024,6,6
48085,2024,7,4
48085,2024,8,5
48085,2024,9,8
48085,2025,9,3
48087,2015,9,7
48087,2016,9,3
48087,2017,6,8
48087,2017,7,3
48087,2017,9,5
48087,2018,7,5
48087,2019,8,3
48087,2020,7,4
48087,2020,8,3
48087,2022,6,4
48087,2022,7,3
48087,2023,8,9
48087,2023,9,7
48087,2024,8,10
48087,2024,9,3
48089,2016,9,4
48089,2018,6,8
48089,2021,6,3
48089,2022,6,22
48089,2022,7,17
48089,2022,8,3
48089,2023,6,16
48089,2023,7,15
48089,2023,8,27
48089,2023,9,14
48089,2024,9,3
48091,2015,8,5
48091,2015,9,3
48091,2016,9,3
48091,2017,6,4
48091,2017,7,13
48091,2018,6,18
48091,2018,7,11
48091,2018,8,9
48091,2019,8,12
48091,2019,9,9
48091,2020,7,9
48091,2020,8,9
48091,2020,9,1
48091,2021,9,4
48091,2022,6,15
48091,2022,7,17
48091,2022,8,4
48091,2023,6,9
48091,2023,7,16
48091,2023,8,27
48091,2023,9,20
48091,2024,7,3
