run_id,event_id,county_fips,county_name,start_date,end_date,event_duration_days,pct_event_days_imputed,county_temperature_imputation_pct,tmax_stations_min,tmax_stations_median,tmin_stations_min,min_exceedance_degF_in_event,median_exceedance_degF_in_event,figure,disposition
TMAX_P90_3D__w15,48_319_2023_007_TMAX_P90_3D,48319,Mason,2023-07-09,2023-08-14,37,0.0,0.0,2.0,2.0,2.0,0.54,4.455,fig10_long_event_TMAX_P90_3D__w15_48_319_2023_007_TMAX_P90_3D.png,"RETAINED - inspected, not deleted"
TMAX_P95_2D__w15,48_007_2023_010_TMAX_P95_2D,48007,Aransas,2023-07-16,2023-08-21,37,0.0,0.2,2.0,3.0,3.0,0.21,1.257,fig10_long_event_TMAX_P95_2D__w15_48_007_2023_010_TMAX_P95_2D.png,"RETAINED - inspected, not deleted"
TMAX_P95_3D__w15,48_007_2023_007_TMAX_P95_3D,48007,Aransas,2023-07-16,2023-08-21,37,0.0,0.2,2.0,3.0,3.0,0.21,1.257,fig10_long_event_TMAX_P95_3D__w15_48_007_2023_007_TMAX_P95_3D.png,"RETAINED - inspected, not deleted"
TMAX_P85_2D__w15,48_187_2019_005_TMAX_P85_2D,48187,Guadalupe,2019-09-02,2019-10-06,35,0.0,0.0,2.0,2.0,2.0,0.45,2.07,fig10_long_event_TMAX_P85_2D__w15_48_187_2019_005_TMAX_P85_2D.png,"RETAINED - inspected, not deleted"
TMAX_P85_3D__w15,48_187_2019_004_TMAX_P85_3D,48187,Guadalupe,2019-09-02,2019-10-06,35,0.0,0.0,2.0,2.0,2.0,0.45,2.07,fig10_long_event_TMAX_P85_3D__w15_48_187_2019_004_TMAX_P85_3D.png,"RETAINED - inspected, not deleted"
TMAX_P90_2D__w15,48_407_2023_010_TMAX_P90_2D,48407,San Jacinto,2023-07-12,2023-08-15,35,100.0,100.0,,,,0.104,1.852,fig10_long_event_TMAX_P90_2D__w15_48_407_2023_010_TMAX_P90_2D.png,"RETAINED - inspected, not deleted"
TMAX_P90_3D__w15,48_407_2023_009_TMAX_P90_3D,48407,San Jacinto,2023-07-12,2023-08-15,35,100.0,100.0,,,,0.104,1.852,fig10_long_event_TMAX_P90_3D__w15_48_407_2023_009_TMAX_P90_3D.png,"RETAINED - inspected, not deleted"
MHI_P85_2D__w15,48_377_2025_021_MHI_P85_2D,48377,Presidio,2025-07-25,2025-08-26,33,0.0,2.2,1.0,1.0,1.0,0.158,3.344,fig10_long_event_MHI_P85_2D__w15_48_377_2025_021_MHI_P85_2D.png,"RETAINED - inspected, not deleted"
TMAX_P85_2D__w15,48_443_2015_009_TMAX_P85_2D,48443,Terrell,2015-07-18,2015-08-19,33,0.0,2.6,1.0,1.0,1.0,0.54,2.52,fig10_long_event_TMAX_P85_2D__w15_48_443_2015_009_TMAX_P85_2D.png,"RETAINED - inspected, not deleted"
TMAX_P85_3D__w15,48_443_2015_003_TMAX_P85_3D,48443,Terrell,2015-07-18,2015-08-19,33,0.0,2.6,1.0,1.0,1.0,0.54,2.52,fig10_long_event_TMAX_P85_3D__w15_48_443_2015_003_TMAX_P85_3D.png,"RETAINED - inspected, not deleted"
TMIN_P85_2D__w15,48_377_2025_018_TMIN_P85_2D,48377,Presidio,2025-07-25,2025-08-26,33,0.0,2.2,1.0,1.0,1.0,0.083,3.795,fig10_long_event_TMIN_P85_2D__w15_48_377_2025_018_TMIN_P85_2D.png,"RETAINED - inspected, not deleted"
TMIN_P85_3D__w15,48_377_2025_014_TMIN_P85_3D,48377,Presidio,2025-07-25,2025-08-26,33,0.0,2.2,1.0,1.0,1.0,0.083,3.795,fig10_long_event_TMIN_P85_3D__w15_48_377_2025_014_TMIN_P85_3D.png,"RETAINED - inspected, not deleted"
TMAX_P85_2D__w15,48_259_2022_011_TMAX_P85_2D,48259,Kendall,2022-05-27,2022-06-27,32,0.0,0.8,1.0,2.0,1.0,0.45,5.04,fig10_long_event_TMAX_P85_2D__w15_48_259_2022_011_TMAX_P85_2D.png,"RETAINED - inspected, not deleted"
TMAX_P85_3D__w15,48_259_2022_008_TMAX_P85_3D,48259,Kendall,2022-05-27,2022-06-27,32,0.0,0.8,1.0,2.0,1.0,0.45,5.04,fig10_long_event_TMAX_P85_3D__w15_48_259_2022_008_TMAX_P85_3D.png,"RETAINED - inspected, not deleted"
MHI_P90_2D__w15,48_259_2022_013_MHI_P90_2D,48259,Kendall,2022-07-01,2022-07-31,31,0.0,0.8,1.0,1.0,1.0,1.239,8.882,fig10_long_event_MHI_P90_2D__w15_48_259_2022_013_MHI_P90_2D.png,"RETAINED - inspected, not deleted"
MHI_P90_3D__w15,48_259_2022_010_MHI_P90_3D,48259,Kendall,2022-07-01,2022-07-31,31,0.0,0.8,1.0,1.0,1.0,1.239,8.882,fig10_long_event_MHI_P90_3D__w15_48_259_2022_010_MHI_P90_3D.png,"RETAINED - inspected, not deleted"
MHI_P95_2D__w15,48_259_2022_010_MHI_P95_2D,48259,Kendall,2022-07-01,2022-07-31,31,0.0,0.8,1.0,1.0,1.0,0.237,7.754,fig10_long_event_MHI_P95_2D__w15_48_259_2022_010_MHI_P95_2D.png,"RETAINED - inspected, not deleted"
TMAX_P85_2D__w15,48_007_2024_009_TMAX_P85_2D,48007,Aransas,2024-05-19,2024-06-18,31,0.0,0.2,2.0,3.0,2.0,0.309,3.0,fig10_long_event_TMAX_P85_2D__w15_48_007_2024_009_TMAX_P85_2D.png,"RETAINED - inspected, not deleted"
TMAX_P85_2D__w15,48_061_2024_008_TMAX_P85_2D,48061,Cameron,2024-05-18,2024-06-17,31,0.0,0.0,5.0,6.0,5.0,0.245,2.137,fig10_long_event_TMAX_P85_2D__w15_48_061_2024_008_TMAX_P85_2D.png,"RETAINED - inspected, not deleted"
TMAX_P85_2D__w15,48_093_2022_012_TMAX_P85_2D,48093,Comanche,2022-06-29,2022-07-29,31,9.7,3.9,1.0,1.0,1.0,0.13,7.02,fig10_long_event_TMAX_P85_2D__w15_48_093_2022_012_TMAX_P85_2D.png,"RETAINED - inspected, not deleted"
TMAX_P85_2D__w15,48_491_2023_012_TMAX_P85_2D,48491,Williamson,2023-07-29,2023-08-28,31,0.0,0.0,4.0,5.0,4.0,0.081,3.708,fig10_long_event_TMAX_P85_2D__w15_48_491_2023_012_TMAX_P85_2D.png,"RETAINED - inspected, not deleted"
TMAX_P85_3D__w15,48_007_2024_004_TMAX_P85_3D,48007,Aransas,2024-05-19,2024-06-18,31,0.0,0.2,2.0,3.0,2.0,0.309,3.0,fig10_long_event_TMAX_P85_3D__w15_48_007_2024_004_TMAX_P85_3D.png,"RETAINED - inspected, not deleted"
TMAX_P85_3D__w15,48_061_2024_005_TMAX_P85_3D,48061,Cameron,2024-05-18,2024-06-17,31,0.0,0.0,5.0,6.0,5.0,0.245,2.137,fig10_long_event_TMAX_P85_3D__w15_48_061_2024_005_TMAX_P85_3D.png,"RETAINED - inspected, not deleted"
TMAX_P85_3D__w15,48_093_2022_007_TMAX_P85_3D,48093,Comanche,2022-06-29,2022-07-29,31,9.7,3.9,1.0,1.0,1.0,0.13,7.02,fig10_long_event_TMAX_P85_3D__w15_48_093_2022_007_TMAX_P85_3D.png,"RETAINED - inspected, not deleted"
TMAX_P85_3D__w15,48_491_2023_010_TMAX_P85_3D,48491,Williamson,2023-07-29,2023-08-28,31,0.0,0.0,4.0,5.0,4.0,0.081,3.708,fig10_long_event_TMAX_P85_3D__w15_48_491_2023_010_TMAX_P85_3D.png,"RETAINED - inspected, not deleted"
TMAX_P95_2D__w15,48_351_2023_007_TMAX_P95_2D,48351,Newton,2023-07-28,2023-08-27,31,0.0,0.9,1.0,1.0,1.0,0.9,5.94,fig10_long_event_TMAX_P95_2D__w15_48_351_2023_007_TMAX_P95_2D.png,"RETAINED - inspected, not deleted"
TMAX_P95_3D__w15,48_351_2023_004_TMAX_P95_3D,48351,Newton,2023-07-28,2023-08-27,31,0.0,0.9,1.0,1.0,1.0,0.9,5.94,fig10_long_event_TMAX_P95_3D__w15_48_351_2023_004_TMAX_P95_3D.png,"RETAINED - inspected, not deleted"
TMIN_P85_2D__w15,48_479_2023_015_TMIN_P85_2D,48479,Webb,2023-07-22,2023-08-21,31,0.0,0.0,2.0,2.0,2.0,0.085,2.07,fig10_long_event_TMIN_P85_2D__w15_48_479_2023_015_TMIN_P85_2D.png,"RETAINED - inspected, not deleted"
TMIN_P85_3D__w15,48_479_2023_012_TMIN_P85_3D,48479,Webb,2023-07-22,2023-08-21,31,0.0,0.0,2.0,2.0,2.0,0.085,2.07,fig10_long_event_TMIN_P85_3D__w15_48_479_2023_012_TMIN_P85_3D.png,"RETAINED - inspected, not deleted"
TMAX_P85_2D__w15,48_427_2019_016_TMAX_P85_2D,48427,Starr,2019-08-03,2019-09-01,30,0.0,2.1,1.0,1.0,1.0,0.42,2.618,fig10_long_event_TMAX_P85_2D__w15_48_427_2019_016_TMAX_P85_2D.png,"RETAINED - inspected, not deleted"
TMAX_P85_3D__w15,48_427_2019_008_TMAX_P85_3D,48427,Starr,2019-08-03,2019-09-01,30,0.0,2.1,1.0,1.0,1.0,0.42,2.618,fig10_long_event_TMAX_P85_3D__w15_48_427_2019_008_TMAX_P85_3D.png,"RETAINED - inspected, not deleted"
TMAX_P90_2D__w15,48_473_2023_014_TMAX_P90_2D,48473,Waller,2023-07-30,2023-08-28,30,100.0,100.0,,,,0.875,3.461,fig10_long_event_TMAX_P90_2D__w15_48_473_2023_014_TMAX_P90_2D.png,"RETAINED - inspected, not deleted"
TMAX_P90_3D__w15,48_473_2023_012_TMAX_P90_3D,48473,Waller,2023-07-30,2023-08-28,30,100.0,100.0,,,,0.875,3.461,fig10_long_event_TMAX_P90_3D__w15_48_473_2023_012_TMAX_P90_3D.png,"RETAINED - inspected, not deleted"
TMAX_P95_2D__w15,48_457_2023_005_TMAX_P95_2D,48457,Tyler,2023-07-29,2023-08-27,30,0.0,0.0,3.0,3.0,3.0,0.84,4.332,fig10_long_event_TMAX_P95_2D__w15_48_457_2023_005_TMAX_P95_2D.png,"RETAINED - inspected, not deleted"
TMAX_P95_3D__w15,48_457_2023_004_TMAX_P95_3D,48457,Tyler,2023-07-29,2023-08-27,30,0.0,0.0,3.0,3.0,3.0,0.84,4.332,fig10_long_event_TMAX_P95_3D__w15_48_457_2023_004_TMAX_P95_3D.png,"RETAINED - inspected, not deleted"
MHI_P85_2D__w15,48_421_2022_011_MHI_P85_2D,48421,Sherman,2022-07-01,2022-07-29,29,100.0,58.9,,,,0.454,2.17,fig10_long_event_MHI_P85_2D__w15_48_421_2022_011_MHI_P85_2D.png,"RETAINED - inspected, not deleted"
MHI_P85_2D__w15,48_427_2019_016_MHI_P85_2D,48427,Starr,2019-08-04,2019-09-01,29,0.0,2.1,1.0,1.0,1.0,0.552,5.17,fig10_long_event_MHI_P85_2D__w15_48_427_2019_016_MHI_P85_2D.png,"RETAINED - inspected, not deleted"
TMAX_P85_2D__w15,48_041_2023_015_TMAX_P85_2D,48041,Brazos,2023-07-30,2023-08-27,29,0.0,0.1,1.0,1.0,1.0,3.06,6.12,fig10_long_event_TMAX_P85_2D__w15_48_041_2023_015_TMAX_P85_2D.png,"RETAINED - inspected, not deleted"
TMAX_P85_2D__w15,48_273_2023_009_TMAX_P85_2D,48273,Kleberg,2023-06-08,2023-07-06,29,0.0,0.0,1.0,2.0,1.0,0.45,4.95,fig10_long_event_TMAX_P85_2D__w15_48_273_2023_009_TMAX_P85_2D.png,"RETAINED - inspected, not deleted"
TMAX_P85_2D__w15,48_489_2019_009_TMAX_P85_2D,48489,Willacy,2019-08-04,2019-09-01,29,100.0,30.0,,,,0.062,1.63,fig10_long_event_TMAX_P85_2D__w15_48_489_2019_009_TMAX_P85_2D.png,"RETAINED - inspected, not deleted"
TMAX_P85_2D__w15,48_491_2022_008_TMAX_P85_2D,48491,Williamson,2022-07-03,2022-07-31,29,0.0,0.0,4.0,4.0,4.0,0.166,1.428,fig10_long_event_TMAX_P85_2D__w15_48_491_2022_008_TMAX_P85_2D.png,"RETAINED - inspected, not deleted"
TMAX_P85_3D__w15,48_041_2023_009_TMAX_P85_3D,48041,Brazos,2023-07-30,2023-08-27,29,0.0,0.1,1.0,1.0,1.0,3.06,6.12,fig10_long_event_TMAX_P85_3D__w15_48_041_2023_009_TMAX_P85_3D.png,"RETAINED - inspected, not deleted"
TMAX_P85_3D__w15,48_273_2023_006_TMAX_P85_3D,48273,Kleberg,2023-06-08,2023-07-06,29,0.0,0.0,1.0,2.0,1.0,0.45,4.95,fig10_long_event_TMAX_P85_3D__w15_48_273_2023_006_TMAX_P85_3D.png,"RETAINED - inspected, not deleted"
TMAX_P85_3D__w15,48_489_2019_008_TMAX_P85_3D,48489,Willacy,2019-08-04,2019-09-01,29,100.0,30.0,,,,0.062,1.63,fig10_long_event_TMAX_P85_3D__w15_48_489_2019_008_TMAX_P85_3D.png,"RETAINED - inspected, not deleted"
TMAX_P85_3D__w15,48_491_2022_006_TMAX_P85_3D,48491,Williamson,2022-07-03,2022-07-31,29,0.0,0.0,4.0,4.0,4.0,0.166,1.428,fig10_long_event_TMAX_P85_3D__w15_48_491_2022_006_TMAX_P85_3D.png,"RETAINED - inspected, not deleted"
TMAX_P90_2D__w15,48_041_2023_014_TMAX_P90_2D,48041,Brazos,2023-07-30,2023-08-27,29,0.0,0.1,1.0,1.0,1.0,1.98,5.04,fig10_long_event_TMAX_P90_2D__w15_48_041_2023_014_TMAX_P90_2D.png,"RETAINED - inspected, not deleted"
TMAX_P90_2D__w15,48_185_2023_013_TMAX_P90_2D,48185,Grimes,2023-07-30,2023-08-27,29,100.0,100.0,,,,0.729,3.888,fig10_long_event_TMAX_P90_2D__w15_48_185_2023_013_TMAX_P90_2D.png,"RETAINED - inspected, not deleted"
TMAX_P90_2D__w15,48_339_2023_011_TMAX_P90_2D,48339,Montgomery,2023-07-30,2023-08-27,29,0.0,0.0,4.0,4.0,4.0,1.575,4.482,fig10_long_event_TMAX_P90_2D__w15_48_339_2023_011_TMAX_P90_2D.png,"RETAINED - inspected, not deleted"
TMAX_P90_3D__w15,48_041_2023_005_TMAX_P90_3D,48041,Brazos,2023-07-30,2023-08-27,29,0.0,0.1,1.0,1.0,1.0,1.98,5.04,fig10_long_event_TMAX_P90_3D__w15_48_041_2023_005_TMAX_P90_3D.png,"RETAINED - inspected, not deleted"
TMAX_P90_3D__w15,48_185_2023_009_TMAX_P90_3D,48185,Grimes,2023-07-30,2023-08-27,29,100.0,100.0,,,,0.729,3.888,fig10_long_event_TMAX_P90_3D__w15_48_185_2023_009_TMAX_P90_3D.png,"RETAINED - inspected, not deleted"
TMAX_P90_3D__w15,48_339_2023_007_TMAX_P90_3D,48339,Montgomery,2023-07-30,2023-08-27,29,0.0,0.0,4.0,4.0,4.0,1.575,4.482,fig10_long_event_TMAX_P90_3D__w15_48_339_2023_007_TMAX_P90_3D.png,"RETAINED - inspected, not deleted"
TMAX_P95_2D__w15,48_041_2023_007_TMAX_P95_2D,48041,Brazos,2023-07-30,2023-08-27,29,0.0,0.1,1.0,1.0,1.0,1.08,4.14,fig10_long_event_TMAX_P95_2D__w15_48_041_2023_007_TMAX_P95_2D.png,"RETAINED - inspected, not deleted"
TMAX_P95_2D__w15,48_339_2023_008_TMAX_P95_2D,48339,Montgomery,2023-07-30,2023-08-27,29,0.0,0.0,4.0,4.0,4.0,0.585,3.411,fig10_long_event_TMAX_P95_2D__w15_48_339_2023_008_TMAX_P95_2D.png,"RETAINED - inspected, not deleted"
TMAX_P95_3D__w15,48_041_2023_004_TMAX_P95_3D,48041,Brazos,2023-07-30,2023-08-27,29,0.0,0.1,1.0,1.0,1.0,1.08,4.14,fig10_long_event_TMAX_P95_3D__w15_48_041_2023_004_TMAX_P95_3D.png,"RETAINED - inspected, not deleted"
TMAX_P95_3D__w15,48_339_2023_006_TMAX_P95_3D,48339,Montgomery,2023-07-30,2023-08-27,29,0.0,0.0,4.0,4.0,4.0,0.585,3.411,fig10_long_event_TMAX_P95_3D__w15_48_339_2023_006_TMAX_P95_3D.png,"RETAINED - inspected, not deleted"
TMIN_P85_2D__w15,48_115_2023_016_TMIN_P85_2D,48115,Dawson,2023-07-17,2023-08-14,29,100.0,65.2,,,,0.145,3.765,fig10_long_event_TMIN_P85_2D__w15_48_115_2023_016_TMIN_P85_2D.png,"RETAINED - inspected, not deleted"
TMIN_P85_2D__w15,48_283_2019_015_TMIN_P85_2D,48283,La Salle,2019-08-03,2019-08-31,29,0.0,0.7,1.0,1.0,1.0,0.99,2.61,fig10_long_event_TMIN_P85_2D__w15_48_283_2019_015_TMIN_P85_2D.png,"RETAINED - inspected, not deleted"
