state,run_id,definition_id,metric,percentile,minimum_duration,window,event_id,county_fips,county_name,climate_division,start_date,end_date,event_duration_days,months_touched,event_crosses_month,event_crosses_year,peak_day_date,peak_metric_value,peak_day_threshold_value,days_in_event,imputed_days_in_event,pct_event_days_imputed,temperature_imputation_pct,fully_imputed_county,data_complete,review_reason,disposition
TX,TMIN_P85_2D__w15,TMIN_P85_2D,TMIN,85,2,w15,48_173_2022_011_TMIN_P85_2D,48173,Glasscock,High Plains,2022-07-17,2022-08-10,25,2,True,False,2022-07-20,78.13,73.04,25,25,100.0,100.0,True,False,long event AND >=50% imputed days,"RETAINED - flagged for review, not deleted"
TX,TMIN_P85_2D__w15,TMIN_P85_2D,TMIN,85,2,w15,48_317_2022_012_TMIN_P85_2D,48317,Martin,High Plains,2022-07-17,2022-08-10,25,2,True,False,2022-07-20,78.16,72.53,25,25,100.0,100.0,True,False,long event AND >=50% imputed days,"RETAINED - flagged for review, not deleted"
TX,TMIN_P85_2D__w15,TMIN_P85_2D,TMIN,85,2,w15,48_431_2022_009_TMIN_P85_2D,48431,Sterling,Edwards Plateau,2022-07-17,2022-08-10,25,2,True,False,2022-07-20,78.02,73.04,25,25,100.0,72.4,False,False,long event AND >=50% imputed days,"RETAINED - flagged for review, not deleted"
TX,TMIN_P85_3D__w15,TMIN_P85_3D,TMIN,85,3,w15,48_133_2022_010_TMIN_P85_3D,48133,Eastland,North Central,2022-07-17,2022-08-10,25,2,True,False,2022-07-20,79.98,73.94,25,25,100.0,100.0,True,False,long event AND >=50% imputed days,"RETAINED - flagged for review, not deleted"
TX,TMIN_P85_3D__w15,TMIN_P85_3D,TMIN,85,3,w15,48_165_2022_009_TMIN_P85_3D,48165,Gaines,High Plains,2022-07-18,2022-08-11,25,2,True,False,2022-07-20,77.99,69.98,25,0,0.0,0.2,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMIN_P85_3D__w15,TMIN_P85_3D,TMIN,85,3,w15,48_173_2022_008_TMIN_P85_3D,48173,Glasscock,High Plains,2022-07-17,2022-08-10,25,2,True,False,2022-07-20,78.13,73.04,25,25,100.0,100.0,True,False,long event AND >=50% imputed days,"RETAINED - flagged for review, not deleted"
TX,TMIN_P85_3D__w15,TMIN_P85_3D,TMIN,85,3,w15,48_317_2022_008_TMIN_P85_3D,48317,Martin,High Plains,2022-07-17,2022-08-10,25,2,True,False,2022-07-20,78.16,72.53,25,25,100.0,100.0,True,False,long event AND >=50% imputed days,"RETAINED - flagged for review, not deleted"
TX,TMIN_P85_3D__w15,TMIN_P85_3D,TMIN,85,3,w15,48_431_2022_008_TMIN_P85_3D,48431,Sterling,Edwards Plateau,2022-07-17,2022-08-10,25,2,True,False,2022-07-20,78.02,73.04,25,25,100.0,72.4,False,False,long event AND >=50% imputed days,"RETAINED - flagged for review, not deleted"
TX,TMIN_P90_2D__w15,TMIN_P90_2D,TMIN,90,2,w15,48_165_2022_011_TMIN_P90_2D,48165,Gaines,High Plains,2022-07-18,2022-08-11,25,2,True,False,2022-07-20,77.99,70.97,25,0,0.0,0.2,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMIN_P90_2D__w15,TMIN_P90_2D,TMIN,90,2,w15,48_317_2022_012_TMIN_P90_2D,48317,Martin,High Plains,2022-07-17,2022-08-10,25,2,True,False,2022-07-20,78.16,73.1,25,25,100.0,100.0,True,False,long event AND >=50% imputed days,"RETAINED - flagged for review, not deleted"
TX,TMIN_P90_3D__w15,TMIN_P90_3D,TMIN,90,3,w15,48_165_2022_008_TMIN_P90_3D,48165,Gaines,High Plains,2022-07-18,2022-08-11,25,2,True,False,2022-07-20,77.99,70.97,25,0,0.0,0.2,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMIN_P90_3D__w15,TMIN_P90_3D,TMIN,90,3,w15,48_317_2022_008_TMIN_P90_3D,48317,Martin,High Plains,2022-07-17,2022-08-10,25,2,True,False,2022-07-20,78.16,73.1,25,25,100.0,100.0,True,False,long event AND >=50% imputed days,"RETAINED - flagged for review, not deleted"
TX,TMIN_P95_2D__w15,TMIN_P95_2D,TMIN,95,2,w15,48_115_2022_011_TMIN_P95_2D,48115,Dawson,High Plains,2022-07-17,2022-08-10,25,2,True,False,2022-07-20,77.97,71.96,25,25,100.0,65.2,False,False,long event AND >=50% imputed days,"RETAINED - flagged for review, not deleted"
TX,TMIN_P95_3D__w15,TMIN_P95_3D,TMIN,95,3,w15,48_115_2022_008_TMIN_P95_3D,48115,Dawson,High Plains,2022-07-17,2022-08-10,25,2,True,False,2022-07-20,77.97,71.96,25,25,100.0,65.2,False,False,long event AND >=50% imputed days,"RETAINED - flagged for review, not deleted"
TX,MHI_P85_2D__w15,MHI_P85_2D,MHI,85,2,w15,48_005_2023_009_MHI_P85_2D,48005,Angelina,East Texas,2023-06-12,2023-07-05,24,2,True,False,2023-06-15,98.61,90.48,24,0,0.0,0.0,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,MHI_P85_2D__w15,MHI_P85_2D,MHI,85,2,w15,48_039_2016_013_MHI_P85_2D,48039,Brazoria,Upper Coast,2016-07-02,2016-07-25,24,1,False,False,2016-07-05,107.86,94.82,24,0,0.0,0.0,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,MHI_P85_2D__w15,MHI_P85_2D,MHI,85,2,w15,48_123_2023_012_MHI_P85_2D,48123,DeWitt,South Central,2023-06-13,2023-07-06,24,2,True,False,2023-06-21,101.47,93.19,24,0,0.0,1.4,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,MHI_P85_2D__w15,MHI_P85_2D,MHI,85,2,w15,48_243_2023_011_MHI_P85_2D,48243,Jeff Davis,Trans-Pecos,2023-07-06,2023-07-29,24,1,False,False,2023-07-15,86.67,79.11,24,0,0.0,0.0,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,MHI_P85_2D__w15,MHI_P85_2D,MHI,85,2,w15,48_259_2023_015_MHI_P85_2D,48259,Kendall,Edwards Plateau,2023-07-31,2023-08-23,24,2,True,False,2023-08-13,101.62,90.67,24,0,0.0,0.8,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,MHI_P85_2D__w15,MHI_P85_2D,MHI,85,2,w15,48_481_2016_010_MHI_P85_2D,48481,Wharton,Upper Coast,2016-07-03,2016-07-26,24,1,False,False,2016-07-05,100.22,92.71,24,0,0.0,0.0,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,MHI_P90_2D__w15,MHI_P90_2D,MHI,90,2,w15,48_039_2016_009_MHI_P90_2D,48039,Brazoria,Upper Coast,2016-07-02,2016-07-25,24,1,False,False,2016-07-05,107.86,95.65,24,0,0.0,0.0,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,MHI_P90_3D__w15,MHI_P90_3D,MHI,90,3,w15,48_039_2016_005_MHI_P90_3D,48039,Brazoria,Upper Coast,2016-07-02,2016-07-25,24,1,False,False,2016-07-05,107.86,95.65,24,0,0.0,0.0,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,MHI_P95_2D__w15,MHI_P95_2D,MHI,95,2,w15,48_377_2023_010_MHI_P95_2D,48377,Presidio,Trans-Pecos,2023-07-05,2023-07-28,24,1,False,False,2023-07-13,99.55,91.0,24,0,0.0,2.2,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMAX_P85_2D__w15,TMAX_P85_2D,TMAX,85,2,w15,48_055_2022_011_TMAX_P85_2D,48055,Caldwell,South Central,2022-06-04,2022-06-27,24,1,False,False,2022-06-12,105.98,96.98,24,0,0.0,0.1,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMAX_P85_2D__w15,TMAX_P85_2D,TMAX,85,2,w15,48_131_2023_011_TMAX_P85_2D,48131,Duval,South Texas,2023-06-10,2023-07-03,24,2,True,False,2023-06-22,114.98,100.49,24,0,0.0,0.7,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMAX_P85_2D__w15,TMAX_P85_2D,TMAX,85,2,w15,48_137_2025_013_TMAX_P85_2D,48137,Edwards,Edwards Plateau,2025-10-01,2025-10-24,24,1,False,False,2025-10-02,93.34,89.51,24,24,100.0,13.8,False,False,long event AND >=50% imputed days,"RETAINED - flagged for review, not deleted"
TX,TMAX_P85_2D__w15,TMAX_P85_2D,TMAX,85,2,w15,48_177_2022_007_TMAX_P85_2D,48177,Gonzales,South Central,2022-06-04,2022-06-27,24,1,False,False,2022-06-12,103.5,96.53,24,0,0.0,0.0,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMAX_P85_2D__w15,TMAX_P85_2D,TMAX,85,2,w15,48_177_2023_013_TMAX_P85_2D,48177,Gonzales,South Central,2023-07-30,2023-08-22,24,2,True,False,2023-08-18,107.0,100.95,24,0,0.0,0.0,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMAX_P85_2D__w15,TMAX_P85_2D,TMAX,85,2,w15,48_177_2023_014_TMAX_P85_2D,48177,Gonzales,South Central,2023-08-24,2023-09-16,24,2,True,False,2023-08-28,105.98,99.95,24,0,0.0,0.0,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMAX_P85_2D__w15,TMAX_P85_2D,TMAX,85,2,w15,48_285_2023_014_TMAX_P85_2D,48285,Lavaca,South Central,2023-08-23,2023-09-15,24,2,True,False,2023-08-27,111.02,98.96,24,0,0.0,0.8,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMAX_P85_2D__w15,TMAX_P85_2D,TMAX,85,2,w15,48_299_2023_011_TMAX_P85_2D,48299,Llano,Edwards Plateau,2023-07-30,2023-08-22,24,2,True,False,2023-08-18,108.02,102.02,24,0,0.0,0.0,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMAX_P85_2D__w15,TMAX_P85_2D,TMAX,85,2,w15,48_321_2023_016_TMAX_P85_2D,48321,Matagorda,Upper Coast,2023-08-23,2023-09-15,24,2,True,False,2023-08-27,103.94,94.34,24,0,0.0,0.0,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMAX_P85_2D__w15,TMAX_P85_2D,TMAX,85,2,w15,48_377_2023_010_TMAX_P85_2D,48377,Presidio,Trans-Pecos,2023-07-05,2023-07-28,24,1,False,False,2023-07-13,109.04,101.36,24,0,0.0,2.2,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMAX_P85_3D__w15,TMAX_P85_3D,TMAX,85,3,w15,48_055_2022_005_TMAX_P85_3D,48055,Caldwell,South Central,2022-06-04,2022-06-27,24,1,False,False,2022-06-12,105.98,96.98,24,0,0.0,0.1,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMAX_P85_3D__w15,TMAX_P85_3D,TMAX,85,3,w15,48_131_2023_007_TMAX_P85_3D,48131,Duval,South Texas,2023-06-10,2023-07-03,24,2,True,False,2023-06-22,114.98,100.49,24,0,0.0,0.7,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMAX_P85_3D__w15,TMAX_P85_3D,TMAX,85,3,w15,48_137_2025_010_TMAX_P85_3D,48137,Edwards,Edwards Plateau,2025-10-01,2025-10-24,24,1,False,False,2025-10-02,93.34,89.51,24,24,100.0,13.8,False,False,long event AND >=50% imputed days,"RETAINED - flagged for review, not deleted"
TX,TMAX_P85_3D__w15,TMAX_P85_3D,TMAX,85,3,w15,48_177_2022_004_TMAX_P85_3D,48177,Gonzales,South Central,2022-06-04,2022-06-27,24,1,False,False,2022-06-12,103.5,96.53,24,0,0.0,0.0,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMAX_P85_3D__w15,TMAX_P85_3D,TMAX,85,3,w15,48_177_2023_010_TMAX_P85_3D,48177,Gonzales,South Central,2023-07-30,2023-08-22,24,2,True,False,2023-08-18,107.0,100.95,24,0,0.0,0.0,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMAX_P85_3D__w15,TMAX_P85_3D,TMAX,85,3,w15,48_177_2023_011_TMAX_P85_3D,48177,Gonzales,South Central,2023-08-24,2023-09-16,24,2,True,False,2023-08-28,105.98,99.95,24,0,0.0,0.0,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMAX_P85_3D__w15,TMAX_P85_3D,TMAX,85,3,w15,48_285_2023_011_TMAX_P85_3D,48285,Lavaca,South Central,2023-08-23,2023-09-15,24,2,True,False,2023-08-27,111.02,98.96,24,0,0.0,0.8,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMAX_P85_3D__w15,TMAX_P85_3D,TMAX,85,3,w15,48_299_2023_008_TMAX_P85_3D,48299,Llano,Edwards Plateau,2023-07-30,2023-08-22,24,2,True,False,2023-08-18,108.02,102.02,24,0,0.0,0.0,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMAX_P85_3D__w15,TMAX_P85_3D,TMAX,85,3,w15,48_321_2023_013_TMAX_P85_3D,48321,Matagorda,Upper Coast,2023-08-23,2023-09-15,24,2,True,False,2023-08-27,103.94,94.34,24,0,0.0,0.0,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMAX_P85_3D__w15,TMAX_P85_3D,TMAX,85,3,w15,48_377_2023_003_TMAX_P85_3D,48377,Presidio,Trans-Pecos,2023-07-05,2023-07-28,24,1,False,False,2023-07-13,109.04,101.36,24,0,0.0,2.2,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMAX_P90_2D__w15,TMAX_P90_2D,TMAX,90,2,w15,48_187_2019_006_TMAX_P90_2D,48187,Guadalupe,South Central,2019-09-13,2019-10-06,24,2,True,False,2019-09-19,100.49,95.5,24,0,0.0,0.0,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMAX_P90_2D__w15,TMAX_P90_2D,TMAX,90,2,w15,48_259_2019_006_TMAX_P90_2D,48259,Kendall,Edwards Plateau,2019-09-14,2019-10-07,24,2,True,False,2019-09-19,99.95,93.92,24,0,0.0,0.8,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMAX_P90_2D__w15,TMAX_P90_2D,TMAX,90,2,w15,48_259_2022_011_TMAX_P90_2D,48259,Kendall,Edwards Plateau,2022-06-04,2022-06-27,24,1,False,False,2022-06-12,105.44,95.0,24,0,0.0,0.8,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMAX_P90_2D__w15,TMAX_P90_2D,TMAX,90,2,w15,48_489_2018_004_TMAX_P90_2D,48489,Willacy,Lower Valley,2018-05-23,2018-06-15,24,2,True,False,2018-06-06,99.05,93.47,24,24,100.0,30.0,False,False,long event AND >=50% imputed days,"RETAINED - flagged for review, not deleted"
TX,TMAX_P90_3D__w15,TMAX_P90_3D,TMAX,90,3,w15,48_187_2019_005_TMAX_P90_3D,48187,Guadalupe,South Central,2019-09-13,2019-10-06,24,2,True,False,2019-09-19,100.49,95.5,24,0,0.0,0.0,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMAX_P90_3D__w15,TMAX_P90_3D,TMAX,90,3,w15,48_259_2019_004_TMAX_P90_3D,48259,Kendall,Edwards Plateau,2019-09-14,2019-10-07,24,2,True,False,2019-09-19,99.95,93.92,24,0,0.0,0.8,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMAX_P90_3D__w15,TMAX_P90_3D,TMAX,90,3,w15,48_259_2022_007_TMAX_P90_3D,48259,Kendall,Edwards Plateau,2022-06-04,2022-06-27,24,1,False,False,2022-06-12,105.44,95.0,24,0,0.0,0.8,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMAX_P90_3D__w15,TMAX_P90_3D,TMAX,90,3,w15,48_489_2018_003_TMAX_P90_3D,48489,Willacy,Lower Valley,2018-05-23,2018-06-15,24,2,True,False,2018-06-06,99.05,93.47,24,24,100.0,30.0,False,False,long event AND >=50% imputed days,"RETAINED - flagged for review, not deleted"
TX,TMAX_P95_2D__w15,TMAX_P95_2D,TMAX,95,2,w15,48_259_2022_008_TMAX_P95_2D,48259,Kendall,Edwards Plateau,2022-06-04,2022-06-27,24,1,False,False,2022-06-12,105.44,96.08,24,0,0.0,0.8,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMAX_P95_3D__w15,TMAX_P95_3D,TMAX,95,3,w15,48_259_2022_006_TMAX_P95_3D,48259,Kendall,Edwards Plateau,2022-06-04,2022-06-27,24,1,False,False,2022-06-12,105.44,96.08,24,0,0.0,0.8,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMIN_P85_2D__w15,TMIN_P85_2D,TMIN,85,2,w15,48_005_2023_009_TMIN_P85_2D,48005,Angelina,East Texas,2023-06-12,2023-07-05,24,2,True,False,2023-06-20,80.51,74.0,24,0,0.0,0.0,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMIN_P85_2D__w15,TMIN_P85_2D,TMIN,85,2,w15,48_083_2022_011_TMIN_P85_2D,48083,Coleman,Low Rolling Plains,2022-07-17,2022-08-09,24,2,True,False,2022-07-20,78.74,73.49,24,0,0.0,0.0,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMIN_P85_2D__w15,TMIN_P85_2D,TMIN,85,2,w15,48_093_2022_012_TMIN_P85_2D,48093,Comanche,North Central,2022-07-17,2022-08-09,24,2,True,False,2022-07-28,82.04,74.21,24,14,58.3,3.9,False,True,long event AND >=50% imputed days,"RETAINED - flagged for review, not deleted"
TX,TMIN_P85_2D__w15,TMIN_P85_2D,TMIN,85,2,w15,48_115_2019_013_TMIN_P85_2D,48115,Dawson,High Plains,2019-07-31,2019-08-23,24,2,True,False,2019-08-08,75.91,69.08,24,24,100.0,65.2,False,False,long event AND >=50% imputed days,"RETAINED - flagged for review, not deleted"
TX,TMIN_P85_2D__w15,TMIN_P85_2D,TMIN,85,2,w15,48_115_2020_019_TMIN_P85_2D,48115,Dawson,High Plains,2020-07-07,2020-07-30,24,1,False,False,2020-07-14,77.6,69.08,24,24,100.0,65.2,False,False,long event AND >=50% imputed days,"RETAINED - flagged for review, not deleted"
TX,TMIN_P85_2D__w15,TMIN_P85_2D,TMIN,85,2,w15,48_115_2024_018_TMIN_P85_2D,48115,Dawson,High Plains,2024-08-07,2024-08-30,24,1,False,False,2024-08-23,76.0,69.08,24,24,100.0,65.2,False,False,long event AND >=50% imputed days,"RETAINED - flagged for review, not deleted"
TX,TMIN_P85_2D__w15,TMIN_P85_2D,TMIN,85,2,w15,48_175_2023_012_TMIN_P85_2D,48175,Goliad,South Central,2023-06-13,2023-07-06,24,2,True,False,2023-06-24,80.96,75.92,24,0,0.0,0.7,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMIN_P85_2D__w15,TMIN_P85_2D,TMIN,85,2,w15,48_221_2022_011_TMIN_P85_2D,48221,Hood,North Central,2022-07-17,2022-08-09,24,2,True,False,2022-07-21,82.49,76.43,24,0,0.0,0.5,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMIN_P85_2D__w15,TMIN_P85_2D,TMIN,85,2,w15,48_301_2023_009_TMIN_P85_2D,48301,Loving,Trans-Pecos,2023-07-06,2023-07-29,24,1,False,False,2023-07-12,78.42,71.94,24,24,100.0,100.0,True,False,long event AND >=50% imputed days,"RETAINED - flagged for review, not deleted"
TX,TMIN_P85_2D__w15,TMIN_P85_2D,TMIN,85,2,w15,48_367_2022_009_TMIN_P85_2D,48367,Parker,North Central,2022-07-17,2022-08-09,24,2,True,False,2022-07-20,82.04,75.47,24,0,0.0,0.2,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMIN_P85_2D__w15,TMIN_P85_2D,TMIN,85,2,w15,48_415_2022_013_TMIN_P85_2D,48415,Scurry,Low Rolling Plains,2022-07-18,2022-08-10,24,2,True,False,2022-08-05,79.52,73.49,24,0,0.0,0.3,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMIN_P85_2D__w15,TMIN_P85_2D,TMIN,85,2,w15,48_429_2022_012_TMIN_P85_2D,48429,Stephens,North Central,2022-07-17,2022-08-09,24,2,True,False,2022-07-20,84.02,75.92,24,0,0.0,1.7,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMIN_P85_2D__w15,TMIN_P85_2D,TMIN,85,2,w15,48_497_2022_013_TMIN_P85_2D,48497,Wise,North Central,2022-07-17,2022-08-09,24,2,True,False,2022-07-20,82.7,75.34,24,0,0.0,0.1,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMIN_P85_3D__w15,TMIN_P85_3D,TMIN,85,3,w15,48_005_2023_006_TMIN_P85_3D,48005,Angelina,East Texas,2023-06-12,2023-07-05,24,2,True,False,2023-06-20,80.51,74.0,24,0,0.0,0.0,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMIN_P85_3D__w15,TMIN_P85_3D,TMIN,85,3,w15,48_083_2022_009_TMIN_P85_3D,48083,Coleman,Low Rolling Plains,2022-07-17,2022-08-09,24,2,True,False,2022-07-20,78.74,73.49,24,0,0.0,0.0,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMIN_P85_3D__w15,TMIN_P85_3D,TMIN,85,3,w15,48_093_2022_010_TMIN_P85_3D,48093,Comanche,North Central,2022-07-17,2022-08-09,24,2,True,False,2022-07-28,82.04,74.21,24,14,58.3,3.9,False,True,long event AND >=50% imputed days,"RETAINED - flagged for review, not deleted"
TX,TMIN_P85_3D__w15,TMIN_P85_3D,TMIN,85,3,w15,48_115_2019_010_TMIN_P85_3D,48115,Dawson,High Plains,2019-07-31,2019-08-23,24,2,True,False,2019-08-08,75.91,69.08,24,24,100.0,65.2,False,False,long event AND >=50% imputed days,"RETAINED - flagged for review, not deleted"
TX,TMIN_P85_3D__w15,TMIN_P85_3D,TMIN,85,3,w15,48_115_2020_010_TMIN_P85_3D,48115,Dawson,High Plains,2020-07-07,2020-07-30,24,1,False,False,2020-07-14,77.6,69.08,24,24,100.0,65.2,False,False,long event AND >=50% imputed days,"RETAINED - flagged for review, not deleted"
TX,TMIN_P85_3D__w15,TMIN_P85_3D,TMIN,85,3,w15,48_115_2024_015_TMIN_P85_3D,48115,Dawson,High Plains,2024-08-07,2024-08-30,24,1,False,False,2024-08-23,76.0,69.08,24,24,100.0,65.2,False,False,long event AND >=50% imputed days,"RETAINED - flagged for review, not deleted"
TX,TMIN_P85_3D__w15,TMIN_P85_3D,TMIN,85,3,w15,48_175_2023_005_TMIN_P85_3D,48175,Goliad,South Central,2023-06-13,2023-07-06,24,2,True,False,2023-06-24,80.96,75.92,24,0,0.0,0.7,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMIN_P85_3D__w15,TMIN_P85_3D,TMIN,85,3,w15,48_221_2022_009_TMIN_P85_3D,48221,Hood,North Central,2022-07-17,2022-08-09,24,2,True,False,2022-07-21,82.49,76.43,24,0,0.0,0.5,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMIN_P85_3D__w15,TMIN_P85_3D,TMIN,85,3,w15,48_301_2023_004_TMIN_P85_3D,48301,Loving,Trans-Pecos,2023-07-06,2023-07-29,24,1,False,False,2023-07-12,78.42,71.94,24,24,100.0,100.0,True,False,long event AND >=50% imputed days,"RETAINED - flagged for review, not deleted"
TX,TMIN_P85_3D__w15,TMIN_P85_3D,TMIN,85,3,w15,48_367_2022_008_TMIN_P85_3D,48367,Parker,North Central,2022-07-17,2022-08-09,24,2,True,False,2022-07-20,82.04,75.47,24,0,0.0,0.2,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMIN_P85_3D__w15,TMIN_P85_3D,TMIN,85,3,w15,48_415_2022_009_TMIN_P85_3D,48415,Scurry,Low Rolling Plains,2022-07-18,2022-08-10,24,2,True,False,2022-08-05,79.52,73.49,24,0,0.0,0.3,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMIN_P85_3D__w15,TMIN_P85_3D,TMIN,85,3,w15,48_429_2022_010_TMIN_P85_3D,48429,Stephens,North Central,2022-07-17,2022-08-09,24,2,True,False,2022-07-20,84.02,75.92,24,0,0.0,1.7,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMIN_P85_3D__w15,TMIN_P85_3D,TMIN,85,3,w15,48_497_2022_009_TMIN_P85_3D,48497,Wise,North Central,2022-07-17,2022-08-09,24,2,True,False,2022-07-20,82.7,75.34,24,0,0.0,0.1,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMIN_P90_2D__w15,TMIN_P90_2D,TMIN,90,2,w15,48_133_2022_011_TMIN_P90_2D,48133,Eastland,North Central,2022-07-17,2022-08-09,24,2,True,False,2022-07-20,79.98,74.48,24,24,100.0,100.0,True,False,long event AND >=50% imputed days,"RETAINED - flagged for review, not deleted"
TX,TMIN_P90_2D__w15,TMIN_P90_2D,TMIN,90,2,w15,48_415_2022_011_TMIN_P90_2D,48415,Scurry,Low Rolling Plains,2022-07-18,2022-08-10,24,2,True,False,2022-08-05,79.52,73.94,24,0,0.0,0.3,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMIN_P90_3D__w15,TMIN_P90_3D,TMIN,90,3,w15,48_133_2022_009_TMIN_P90_3D,48133,Eastland,North Central,2022-07-17,2022-08-09,24,2,True,False,2022-07-20,79.98,74.48,24,24,100.0,100.0,True,False,long event AND >=50% imputed days,"RETAINED - flagged for review, not deleted"
TX,TMIN_P90_3D__w15,TMIN_P90_3D,TMIN,90,3,w15,48_415_2022_007_TMIN_P90_3D,48415,Scurry,Low Rolling Plains,2022-07-18,2022-08-10,24,2,True,False,2022-08-05,79.52,73.94,24,0,0.0,0.3,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,MHI_P85_2D__w15,MHI_P85_2D,MHI,85,2,w15,48_215_2023_013_MHI_P85_2D,48215,Hidalgo,Lower Valley,2023-06-13,2023-07-05,23,2,True,False,2023-06-22,105.82,97.62,23,0,0.0,0.0,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,MHI_P85_2D__w15,MHI_P85_2D,MHI,85,2,w15,48_457_2023_011_MHI_P85_2D,48457,Tyler,East Texas,2023-06-13,2023-07-05,23,2,True,False,2023-06-21,99.35,90.72,23,0,0.0,0.0,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,MHI_P85_2D__w15,MHI_P85_2D,MHI,85,2,w15,48_469_2023_012_MHI_P85_2D,48469,Victoria,Upper Coast,2023-06-13,2023-07-05,23,2,True,False,2023-07-04,100.27,95.97,23,0,0.0,0.0,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMAX_P85_2D__w15,TMAX_P85_2D,TMAX,85,2,w15,48_005_2023_017_TMAX_P85_2D,48005,Angelina,East Texas,2023-07-24,2023-08-15,23,2,True,False,2023-08-10,105.98,98.51,23,0,0.0,0.0,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMAX_P85_2D__w15,TMAX_P85_2D,TMAX,85,2,w15,48_019_2019_009_TMAX_P85_2D,48019,Bandera,Edwards Plateau,2019-09-15,2019-10-07,23,2,True,False,2019-09-20,100.94,93.06,23,0,0.0,16.4,False,False,long event,"RETAINED - flagged for review, not deleted"
TX,TMAX_P85_2D__w15,TMAX_P85_2D,TMAX,85,2,w15,48_019_2023_014_TMAX_P85_2D,48019,Bandera,Edwards Plateau,2023-07-31,2023-08-22,23,2,True,False,2023-08-18,107.96,100.04,23,0,0.0,16.4,False,False,long event,"RETAINED - flagged for review, not deleted"
TX,TMAX_P85_2D__w15,TMAX_P85_2D,TMAX,85,2,w15,48_027_2022_010_TMAX_P85_2D,48027,Bell,North Central,2022-06-05,2022-06-27,23,1,False,False,2022-06-11,102.96,95.36,23,0,0.0,0.1,False,True,long event,"RETAINED - flagged for review, not deleted"
TX,TMAX_P85_2D__w15,TMAX_P85_2D,TMAX,85,2,w15,48_039_2023_015_TMAX_P85_2D,48039,Brazoria,Upper Coast,2023-07-30,2023-08-21,23,2,True,False,2023-08-15,102.81,95.4,23,0,0.0,0.0,False,True,long event,"RETAINED - flagged for review, not deleted"
