county_fips,baseline,analysis_year,t95_c,expected_reference_days,n_reference_days,reference_day_completeness_fraction,n_distinct_reference_years,reference_imputed_day_count,reference_imputation_fraction,threshold_quality_flag
48039,walk_forward,2016.0,29.352916666666662,13514,13514,1.0,37,1,7.399733609590054e-05,ok
48039,walk_forward,2017.0,29.408749999999994,13880,13880,1.0,38,1,7.204610951008646e-05,ok
48039,walk_forward,2018.0,29.43333333333333,14245,14245,1.0,39,1,7.02000702000702e-05,ok
48039,walk_forward,2019.0,29.437500000000007,14610,14610,1.0,40,1,6.844626967830253e-05,ok
48039,walk_forward,2020.0,29.449999999999996,14975,14975,1.0,41,1,6.67779632721202e-05,ok
48039,walk_forward,2021.0,29.462500000000002,15341,15341,1.0,42,1,6.518479890489538e-05,ok
48039,walk_forward,2022.0,29.47142857142857,15706,15706,1.0,43,1,6.366993505666624e-05,ok
48039,walk_forward,2023.0,29.490833333333327,16071,16071,1.0,44,1,6.222388152572957e-05,ok
48039,walk_forward,2024.0,29.533928571428568,16436,16436,1.0,45,1,6.0842054027743974e-05,ok
48039,walk_forward,2025.0,29.559999999999995,16802,16802,1.0,46,1,5.951672419950006e-05,ok
48041,fixed_1979_2014,,30.550000000000004,13149,13149,1.0,36,12,0.0009126169290440338,ok
48041,walk_forward,2015.0,30.550000000000004,13149,13149,1.0,36,12,0.0009126169290440338,ok
48041,walk_forward,2016.0,30.550000000000004,13514,13514,1.0,37,12,0.0008879680331508066,ok
48041,walk_forward,2017.0,30.550000000000004,13880,13880,1.0,38,12,0.0008645533141210375,ok
48041,walk_forward,2018.0,30.550000000000004,14245,14245,1.0,39,12,0.0008424008424008424,ok
48041,walk_forward,2019.0,30.550000000000004,14610,14610,1.0,40,14,0.0009582477754962354,ok
48041,walk_forward,2020.0,30.599999999999998,14975,14975,1.0,41,14,0.0009348914858096828,ok
48041,walk_forward,2021.0,30.599999999999998,15341,15341,1.0,42,14,0.0009125871846685353,ok
48041,walk_forward,2022.0,30.599999999999998,15706,15706,1.0,43,14,0.0008913790907933274,ok
48041,walk_forward,2023.0,30.799999999999997,16071,16071,1.0,44,15,0.0009333582228859437,ok
48041,walk_forward,2024.0,30.849999999999998,16436,16436,1.0,45,15,0.0009126308104161596,ok
48041,walk_forward,2025.0,30.849999999999998,16802,16802,1.0,46,15,0.0008927508629925009,ok
48043,fixed_1979_2014,,29.572525252525256,13149,13149,1.0,36,0,0.0,ok
48043,walk_forward,2015.0,29.572525252525256,13149,13149,1.0,36,0,0.0,ok
48043,walk_forward,2016.0,29.568333333333328,13514,13514,1.0,37,0,0.0,ok
48043,walk_forward,2017.0,29.58463461538461,13880,13880,1.0,38,0,0.0,ok
48043,walk_forward,2018.0,29.581704545454546,14245,14245,1.0,39,0,0.0,ok
48043,walk_forward,2019.0,29.586988636363632,14610,14610,1.0,40,0,0.0,ok
48043,walk_forward,2020.0,29.599999999999998,14975,14975,1.0,41,0,0.0,ok
48043,walk_forward,2021.0,29.627777777777776,15341,15341,1.0,42,0,0.0,ok
48043,walk_forward,2022.0,29.627651515151513,15706,15706,1.0,43,0,0.0,ok
48043,walk_forward,2023.0,29.659902597402606,16071,16071,1.0,44,0,0.0,ok
48043,walk_forward,2024.0,29.723273601398606,16436,16436,1.0,45,0,0.0,ok
48043,walk_forward,2025.0,29.764874999999996,16802,16802,1.0,46,0,0.0,ok
48045,fixed_1979_2014,,27.5,13149,13149,1.0,36,165,0.012548482774355465,ok
48045,walk_forward,2015.0,27.5,13149,13149,1.0,36,165,0.012548482774355465,ok
48045,walk_forward,2016.0,27.5,13514,13514,1.0,37,165,0.01220956045582359,ok
48045,walk_forward,2017.0,27.5,13880,13880,1.0,38,166,0.011959654178674351,ok
48045,walk_forward,2018.0,27.5,14245,14245,1.0,39,166,0.011653211653211653,ok
48045,walk_forward,2019.0,27.5,14610,14610,1.0,40,166,0.01136208076659822,ok
48045,walk_forward,2020.0,27.5,14975,14975,1.0,41,166,0.011085141903171954,ok
48045,walk_forward,2021.0,27.5,15341,15341,1.0,42,167,0.010885861417117528,ok
48045,walk_forward,2022.0,27.5,15706,15706,1.0,43,167,0.010632879154463263,ok
48045,walk_forward,2023.0,27.75,16071,16071,1.0,44,167,0.01039138821479684,ok
