pair,county_fips,a_only,shared,b_only,total_classified_by_either,disagreement_rate_pct,county_name,climate_division,temperature_imputation_pct,fully_imputed_county,data_complete
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48167,631,417,0,1048,60.21,Galveston,Upper Coast,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48169,507,223,0,730,69.45,Garza,Low Rolling Plains,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48171,316,96,0,412,76.7,Gillespie,Edwards Plateau,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48173,520,218,0,738,70.46,Glasscock,High Plains,100.0,True,False
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48175,258,77,0,335,77.01,Goliad,South Central,0.7,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48177,530,255,0,785,67.52,Gonzales,South Central,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48179,428,171,0,599,71.45,Gray,High Plains,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48181,475,210,0,685,69.34,Grayson,North Central,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48183,567,234,0,801,70.79,Gregg,East Texas,0.1,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48185,541,249,0,790,68.48,Grimes,East Texas,100.0,True,False
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48187,585,243,0,828,70.65,Guadalupe,South Central,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48189,425,166,0,591,71.91,Hale,High Plains,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48191,435,150,0,585,74.36,Hall,Low Rolling Plains,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48193,482,218,0,700,68.86,Hamilton,North Central,61.0,False,False
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48195,330,160,0,490,67.35,Hansford,High Plains,0.2,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48197,455,148,0,603,75.46,Hardeman,Low Rolling Plains,100.0,True,False
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48199,497,306,0,803,61.89,Hardin,East Texas,1.3,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48201,544,336,0,880,61.82,Harris,Upper Coast,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48203,434,144,0,578,75.09,Harrison,East Texas,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48205,524,197,0,721,72.68,Hartley,High Plains,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48207,391,178,0,569,68.72,Haskell,Low Rolling Plains,11.8,False,False
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48209,430,137,0,567,75.84,Hays,South Central,0.7,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48211,506,173,0,679,74.52,Hemphill,High Plains,100.0,True,False
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48213,532,177,0,709,75.04,Henderson,East Texas,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48215,522,320,0,842,62.0,Hidalgo,Lower Valley,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48217,426,175,0,601,70.88,Hill,North Central,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48219,366,123,0,489,74.85,Hockley,High Plains,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48221,569,260,0,829,68.64,Hood,North Central,0.5,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48223,514,178,0,692,74.28,Hopkins,East Texas,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48225,485,178,0,663,73.15,Houston,East Texas,0.1,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48227,437,149,0,586,74.57,Howard,High Plains,0.7,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48229,690,508,0,1198,57.6,Hudspeth,Trans-Pecos,0.1,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48231,566,211,0,777,72.84,Hunt,North Central,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48233,502,217,0,719,69.82,Hutchinson,High Plains,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48235,362,189,0,551,65.7,Irion,Edwards Plateau,22.7,False,False
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48237,299,109,0,408,73.28,Jack,North Central,6.3,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48239,577,310,0,887,65.05,Jackson,Upper Coast,100.0,True,False
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48241,587,330,0,917,64.01,Jasper,East Texas,5.7,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48243,638,388,0,1026,62.18,Jeff Davis,Trans-Pecos,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48245,539,279,0,818,65.89,Jefferson,Upper Coast,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48247,333,88,0,421,79.1,Jim Hogg,South Texas,100.0,True,False
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48249,442,163,0,605,73.06,Jim Wells,South Texas,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48251,318,99,0,417,76.26,Johnson,North Central,0.1,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48253,345,123,0,468,73.72,Jones,Low Rolling Plains,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48255,394,98,0,492,80.08,Karnes,South Central,100.0,True,False
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48257,421,195,0,616,68.34,Kaufman,North Central,0.6,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48259,576,478,0,1054,54.65,Kendall,Edwards Plateau,0.8,False,True
