state,run_a,run_b,definition_a,definition_b,window_a,window_b,n_axes_differing,axes_differing,single_axis,heatwave_days_a_QA_pooled,heatwave_days_b_QA_pooled,county_dates_shared,county_dates_a_only,county_dates_b_only,jaccard_day_level,dice_day_level,pct_of_a_also_in_b,pct_of_b_also_in_a,count_ratio_b_over_a,county_rank_spearman
TX,TMAX_P90_3D__w05,TMAX_P90_3D__month,TMAX_P90_3D,TMAX_P90_3D,w05,month,1,window,window,85949,80451,64292,21657,16159,0.6296,0.7727,74.8,79.91,0.936,0.9793
TX,TMAX_P95_2D__w15,TMAX_P95_2D__month_pm7,TMAX_P95_2D,TMAX_P95_2D,w15,month_pm7,1,window,window,56576,48059,40475,16101,7584,0.6308,0.7736,71.54,84.22,0.8495,0.9671
TX,MHI_P90_2D__w15,MHI_P90_2D__month_pm7,MHI_P90_2D,MHI_P90_2D,w15,month_pm7,1,window,window,110243,99482,81176,29067,18306,0.6315,0.7741,73.63,81.6,0.9024,0.9786
TX,TMIN_P90_3D__month_pm7,TMIN_P85_3D__month_pm7,TMIN_P90_3D,TMIN_P85_3D,month_pm7,month_pm7,1,percentile,percentile,87272,138124,87272,0,50852,0.6318,0.7744,100.0,63.18,1.5827,0.9736
TX,TMIN_P90_3D__w15,TMIN_P85_3D__w15,TMIN_P90_3D,TMIN_P85_3D,w15,w15,1,percentile,percentile,91133,143020,91133,0,51887,0.6372,0.7784,100.0,63.72,1.5694,0.9766
TX,TMIN_P95_3D__w15,TMIN_P95_3D__month_pm7,TMIN_P95_3D,TMIN_P95_3D,w15,month_pm7,1,window,window,42638,39412,31967,10671,7445,0.6383,0.7792,74.97,81.11,0.9243,0.9714
TX,TMAX_P95_2D__w15,TMAX_P95_2D__month,TMAX_P95_2D,TMAX_P95_2D,w15,month,1,window,window,56576,55270,43625,12951,11645,0.6395,0.7801,77.11,78.93,0.9769,0.9798
TX,MHI_P90_2D__w15,MHI_P90_2D__month,MHI_P90_2D,MHI_P90_2D,w15,month,1,window,window,110243,110334,86150,24093,24184,0.6409,0.7811,78.15,78.08,1.0008,0.9869
TX,TMIN_P90_3D__month,TMIN_P85_3D__month,TMIN_P90_3D,TMIN_P85_3D,month,month,1,percentile,percentile,93161,145237,93161,0,52076,0.6414,0.7816,100.0,64.14,1.559,0.9739
TX,TMIN_P95_3D__w15,TMIN_P95_3D__month,TMIN_P95_3D,TMIN_P95_3D,w15,month,1,window,window,42638,43309,33666,8972,9643,0.6439,0.7834,78.96,77.73,1.0157,0.9753
TX,MHI_P85_2D__month,MHI_P90_2D__month,MHI_P85_2D,MHI_P90_2D,month,month,1,percentile,percentile,171115,110334,110334,60781,0,0.6448,0.784,64.48,100.0,0.6448,0.9827
TX,MHI_P85_2D__w15,MHI_P90_2D__w15,MHI_P85_2D,MHI_P90_2D,w15,w15,1,percentile,percentile,170894,110243,110243,60651,0,0.6451,0.7843,64.51,100.0,0.6451,0.9835
TX,TMAX_P90_2D__w05,TMAX_P90_2D__month_pm7,TMAX_P90_2D,TMAX_P90_2D,w05,month_pm7,1,window,window,114603,97478,83192,31411,14286,0.6455,0.7845,72.59,85.34,0.8506,0.9781
TX,TMAX_P90_3D__month,TMAX_P85_3D__month,TMAX_P90_3D,TMAX_P85_3D,month,month,1,percentile,percentile,80451,124531,80451,0,44080,0.646,0.785,100.0,64.6,1.5479,0.9686
TX,TMAX_P90_3D__w15,TMAX_P85_3D__w15,TMAX_P90_3D,TMAX_P85_3D,w15,w15,1,percentile,percentile,80755,124812,80755,0,44057,0.647,0.7857,100.0,64.7,1.5456,0.9792
TX,TMIN_P90_3D__w05,TMIN_P85_3D__w05,TMIN_P90_3D,TMIN_P85_3D,w05,w05,1,percentile,percentile,95876,148116,95876,0,52240,0.6473,0.7859,100.0,64.73,1.5449,0.9808
TX,TMAX_P90_3D__w15,TMAX_P90_3D__month_pm7,TMAX_P90_3D,TMAX_P90_3D,w15,month_pm7,1,window,window,80755,72426,60252,20503,12174,0.6484,0.7867,74.61,83.19,0.8969,0.9752
TX,TMAX_P85_3D__w05,TMAX_P85_3D__month_pm7,TMAX_P85_3D,TMAX_P85_3D,w05,month_pm7,1,window,window,130118,115678,97042,33076,18636,0.6524,0.7896,74.58,83.89,0.889,0.9758
TX,TMAX_P90_3D__w15,TMAX_P90_3D__month,TMAX_P90_3D,TMAX_P90_3D,w15,month,1,window,window,80755,80451,63670,17085,16781,0.6528,0.7899,78.84,79.14,0.9962,0.9815
TX,MHI_P85_2D__w05,MHI_P85_2D__month_pm7,MHI_P85_2D,MHI_P85_2D,w05,month_pm7,1,window,window,177271,159534,133117,44154,26417,0.6535,0.7905,75.09,83.44,0.8999,0.9828
TX,TMAX_P90_2D__month_pm7,TMAX_P85_2D__month_pm7,TMAX_P90_2D,TMAX_P85_2D,month_pm7,month_pm7,1,percentile,percentile,97478,148222,97478,0,50744,0.6576,0.7935,100.0,65.76,1.5206,0.9755
TX,MHI_P85_2D__w05,MHI_P90_2D__w05,MHI_P85_2D,MHI_P90_2D,w05,w05,1,percentile,percentile,177271,116802,116802,60469,0,0.6589,0.7944,65.89,100.0,0.6589,0.9848
TX,TMAX_P90_2D__w05,TMAX_P90_2D__month,TMAX_P90_2D,TMAX_P90_2D,w05,month,1,window,window,114603,106769,87989,26614,18780,0.6597,0.7949,76.78,82.41,0.9316,0.9873
TX,TMAX_P90_3D__w05,TMAX_P85_3D__w05,TMAX_P90_3D,TMAX_P85_3D,w05,w05,1,percentile,percentile,85949,130118,85949,0,44169,0.6605,0.7956,100.0,66.05,1.5139,0.9774
TX,TMIN_P90_3D__w05,TMIN_P90_3D__month_pm7,TMIN_P90_3D,TMIN_P90_3D,w05,month_pm7,1,window,window,95876,87272,72849,23027,14423,0.6605,0.7955,75.98,83.47,0.9103,0.9757
TX,TMIN_P90_2D__month_pm7,TMIN_P85_2D__month_pm7,TMIN_P90_2D,TMIN_P85_2D,month_pm7,month_pm7,1,percentile,percentile,115028,174134,115028,0,59106,0.6606,0.7956,100.0,66.06,1.5138,0.9802
TX,TMAX_P85_3D__w05,TMAX_P85_3D__month,TMAX_P85_3D,TMAX_P85_3D,w05,month,1,window,window,130118,124531,101562,28556,22969,0.6634,0.7977,78.05,81.56,0.9571,0.9833
TX,TMIN_P95_2D__w15,TMIN_P95_2D__month_pm7,TMIN_P95_2D,TMIN_P95_2D,w15,month_pm7,1,window,window,61496,56590,47172,14324,9418,0.6652,0.7989,76.71,83.36,0.9202,0.9823
TX,TMIN_P90_3D__w05,TMIN_P90_3D__month,TMIN_P90_3D,TMIN_P90_3D,w05,month,1,window,window,95876,93161,75690,20186,17471,0.6678,0.8008,78.95,81.25,0.9717,0.9829
TX,MHI_P85_2D__w05,MHI_P85_2D__month,MHI_P85_2D,MHI_P85_2D,w05,month,1,window,window,177271,171115,139804,37467,31311,0.6703,0.8026,78.86,81.7,0.9653,0.9894
TX,TMIN_P90_2D__w15,TMIN_P85_2D__w15,TMIN_P90_2D,TMIN_P85_2D,w15,w15,1,percentile,percentile,121777,181444,121777,0,59667,0.6712,0.8032,100.0,67.12,1.49,0.9849
TX,TMIN_P90_2D__month,TMIN_P85_2D__month,TMIN_P90_2D,TMIN_P85_2D,month,month,1,percentile,percentile,122363,182251,122363,0,59888,0.6714,0.8034,100.0,67.14,1.4894,0.9812
TX,MHI_P85_2D__w15,MHI_P85_2D__month_pm7,MHI_P85_2D,MHI_P85_2D,w15,month_pm7,1,window,window,170894,159534,132866,38028,26668,0.6725,0.8042,77.75,83.28,0.9335,0.986
TX,TMIN_P95_2D__w15,TMIN_P95_2D__month,TMIN_P95_2D,TMIN_P95_2D,w15,month,1,window,window,61496,61903,49635,11861,12268,0.6729,0.8045,80.71,80.18,1.0066,0.9894
TX,TMAX_P90_2D__w15,TMAX_P85_2D__w15,TMAX_P90_2D,TMAX_P85_2D,w15,w15,1,percentile,percentile,108359,161004,108359,0,52645,0.673,0.8046,100.0,67.3,1.4858,0.9847
TX,TMAX_P85_3D__w15,TMAX_P85_3D__month_pm7,TMAX_P85_3D,TMAX_P85_3D,w15,month_pm7,1,window,window,124812,115678,96749,28063,18929,0.6731,0.8046,77.52,83.64,0.9268,0.9788
TX,TMAX_P90_2D__month,TMAX_P85_2D__month,TMAX_P90_2D,TMAX_P85_2D,month,month,1,percentile,percentile,106769,158349,106769,0,51580,0.6743,0.8054,100.0,67.43,1.4831,0.9766
TX,TMAX_P90_2D__w15,TMAX_P90_2D__month_pm7,TMAX_P90_2D,TMAX_P90_2D,w15,month_pm7,1,window,window,108359,97478,82929,25430,14549,0.6747,0.8058,76.53,85.07,0.8996,0.9807
TX,TMAX_P85_2D__w05,TMAX_P85_2D__month_pm7,TMAX_P85_2D,TMAX_P85_2D,w05,month_pm7,1,window,window,166682,148222,127303,39379,20919,0.6786,0.8085,76.37,85.89,0.8893,0.9819
TX,TMAX_P85_3D__w15,TMAX_P85_3D__month,TMAX_P85_3D,TMAX_P85_3D,w15,month,1,window,window,124812,124531,100868,23944,23663,0.6794,0.8091,80.82,81.0,0.9977,0.9848
TX,TMAX_P90_2D__w15,TMAX_P90_2D__month,TMAX_P90_2D,TMAX_P90_2D,w15,month,1,window,window,108359,106769,87209,21150,19560,0.6818,0.8108,80.48,81.68,0.9853,0.9866
TX,TMIN_P90_2D__w05,TMIN_P90_2D__month_pm7,TMIN_P90_2D,TMIN_P90_2D,w05,month_pm7,1,window,window,127906,115028,98511,29395,16517,0.6821,0.811,77.02,85.64,0.8993,0.9789
TX,TMIN_P90_2D__w05,TMIN_P85_2D__w05,TMIN_P90_2D,TMIN_P85_2D,w05,w05,1,percentile,percentile,127906,187198,127906,0,59292,0.6833,0.8118,100.0,68.33,1.4636,0.9871
TX,TMAX_P95_2D__month_pm7,TMAX_P95_3D__month_pm7,TMAX_P95_2D,TMAX_P95_3D,month_pm7,month_pm7,1,duration,duration,48059,32851,32851,15208,0,0.6836,0.812,68.36,100.0,0.6836,0.9567
TX,MHI_P85_2D__w15,MHI_P85_2D__month,MHI_P85_2D,MHI_P85_2D,w15,month,1,window,window,170894,171115,138981,31913,32134,0.6845,0.8127,81.33,81.22,1.0013,0.991
TX,TMAX_P95_2D__w15,TMAX_P95_3D__w15,TMAX_P95_2D,TMAX_P95_3D,w15,w15,1,duration,duration,56576,38876,38876,17700,0,0.6871,0.8146,68.71,100.0,0.6871,0.9638
TX,TMAX_P90_2D__w05,TMAX_P85_2D__w05,TMAX_P90_2D,TMAX_P85_2D,w05,w05,1,percentile,percentile,114603,166682,114603,0,52079,0.6876,0.8149,100.0,68.76,1.4544,0.9823
TX,TMIN_P90_2D__w05,TMIN_P90_2D__month,TMIN_P90_2D,TMIN_P90_2D,w05,month,1,window,window,127906,122363,102218,25688,20145,0.6904,0.8169,79.92,83.54,0.9567,0.9898
TX,TMAX_P85_2D__w05,TMAX_P85_2D__month,TMAX_P85_2D,TMAX_P85_2D,w05,month,1,window,window,166682,158349,132820,33862,25529,0.691,0.8173,79.68,83.88,0.95,0.9871
TX,TMIN_P95_2D__w15,TMIN_P95_3D__w15,TMIN_P95_2D,TMIN_P95_3D,w15,w15,1,duration,duration,61496,42638,42638,18858,0,0.6933,0.8189,69.33,100.0,0.6933,0.9817
TX,TMIN_P90_3D__w15,TMIN_P90_3D__month_pm7,TMIN_P90_3D,TMIN_P90_3D,w15,month_pm7,1,window,window,91133,87272,73100,18033,14172,0.6942,0.8195,80.21,83.76,0.9576,0.9795
TX,TMAX_P95_2D__month,TMAX_P95_3D__month,TMAX_P95_2D,TMAX_P95_3D,month,month,1,duration,duration,55270,38426,38426,16844,0,0.6952,0.8202,69.52,100.0,0.6952,0.9635
TX,TMIN_P95_2D__month_pm7,TMIN_P95_3D__month_pm7,TMIN_P95_2D,TMIN_P95_3D,month_pm7,month_pm7,1,duration,duration,56590,39412,39412,17178,0,0.6964,0.8211,69.64,100.0,0.6964,0.9837
TX,TMIN_P95_2D__w05,TMIN_P95_3D__w05,TMIN_P95_2D,TMIN_P95_3D,w05,w05,1,duration,duration,67525,47099,47099,20426,0,0.6975,0.8218,69.75,100.0,0.6975,0.9813
TX,TMIN_P85_3D__w05,TMIN_P85_3D__month_pm7,TMIN_P85_3D,TMIN_P85_3D,w05,month_pm7,1,window,window,148116,138124,117645,30471,20479,0.6978,0.822,79.43,85.17,0.9325,0.9824
TX,TMIN_P90_3D__w15,TMIN_P90_3D__month,TMIN_P90_3D,TMIN_P90_3D,w15,month,1,window,window,91133,93161,75817,15316,17344,0.6989,0.8228,83.19,81.38,1.0223,0.9824
TX,TMAX_P95_2D__w05,TMAX_P95_3D__w05,TMAX_P95_2D,TMAX_P95_3D,w05,w05,1,duration,duration,62917,43977,43977,18940,0,0.699,0.8228,69.9,100.0,0.699,0.9637
TX,TMAX_P85_2D__w15,TMAX_P85_2D__month_pm7,TMAX_P85_2D,TMAX_P85_2D,w15,month_pm7,1,window,window,161004,148222,127233,33771,20989,0.6991,0.8229,79.02,85.84,0.9206,0.9852
TX,TMIN_P95_2D__month,TMIN_P95_3D__month,TMIN_P95_2D,TMIN_P95_3D,month,month,1,duration,duration,61903,43309,43309,18594,0,0.6996,0.8233,69.96,100.0,0.6996,0.9833
TX,TMIN_P85_3D__w05,TMIN_P85_3D__month,TMIN_P85_3D,TMIN_P85_3D,w05,month,1,window,window,148116,145237,121149,26967,24088,0.7035,0.826,81.79,83.41,0.9806,0.9895
TX,MHI_P90_2D__w15,MHI_P90_3D__w15,MHI_P90_2D,MHI_P90_3D,w15,w15,1,duration,duration,110243,77785,77785,32458,0,0.7056,0.8274,70.56,100.0,0.7056,0.9791
TX,TMAX_P85_2D__w15,TMAX_P85_2D__month,TMAX_P85_2D,TMAX_P85_2D,w15,month,1,window,window,161004,158349,132298,28706,26051,0.7073,0.8285,82.17,83.55,0.9835,0.9877
TX,MHI_P90_2D__w05,MHI_P90_3D__w05,MHI_P90_2D,MHI_P90_3D,w05,w05,1,duration,duration,116802,82824,82824,33978,0,0.7091,0.8298,70.91,100.0,0.7091,0.9818
TX,MHI_P90_2D__month_pm7,MHI_P90_3D__month_pm7,MHI_P90_2D,MHI_P90_3D,month_pm7,month_pm7,1,duration,duration,99482,71012,71012,28470,0,0.7138,0.833,71.38,100.0,0.7138,0.9828
TX,TMIN_P90_2D__w15,TMIN_P90_2D__month_pm7,TMIN_P90_2D,TMIN_P90_2D,w15,month_pm7,1,window,window,121777,115028,98893,22884,16135,0.7171,0.8352,81.21,85.97,0.9446,0.9823
TX,TMIN_P85_2D__w05,TMIN_P85_2D__month_pm7,TMIN_P85_2D,TMIN_P85_2D,w05,month_pm7,1,window,window,187198,174134,151365,35833,22769,0.7209,0.8378,80.86,86.92,0.9302,0.9812
TX,TMIN_P90_2D__w15,TMIN_P90_2D__month,TMIN_P90_2D,TMIN_P90_2D,w15,month,1,window,window,121777,122363,102387,19390,19976,0.7223,0.8388,84.08,83.67,1.0048,0.9898
TX,MHI_P90_2D__month,MHI_P90_3D__month,MHI_P90_2D,MHI_P90_3D,month,month,1,duration,duration,110334,79886,79886,30448,0,0.724,0.8399,72.4,100.0,0.724,0.9846
TX,TMIN_P85_3D__w15,TMIN_P85_3D__month_pm7,TMIN_P85_3D,TMIN_P85_3D,w15,month_pm7,1,window,window,143020,138124,118193,24827,19931,0.7253,0.8408,82.64,85.57,0.9658,0.9826
TX,TMIN_P85_2D__w05,TMIN_P85_2D__month,TMIN_P85_2D,TMIN_P85_2D,w05,month,1,window,window,187198,182251,155517,31681,26734,0.7269,0.8419,83.08,85.33,0.9736,0.9915
TX,TMIN_P85_3D__w15,TMIN_P85_3D__month,TMIN_P85_3D,TMIN_P85_3D,w15,month,1,window,window,143020,145237,121471,21549,23766,0.7283,0.8428,84.93,83.64,1.0155,0.9882
TX,TMAX_P90_2D__month_pm7,TMAX_P90_3D__month_pm7,TMAX_P90_2D,TMAX_P90_3D,month_pm7,month_pm7,1,duration,duration,97478,72426,72426,25052,0,0.743,0.8526,74.3,100.0,0.743,0.9565
TX,TMAX_P90_2D__w15,TMAX_P90_3D__w15,TMAX_P90_2D,TMAX_P90_3D,w15,w15,1,duration,duration,108359,80755,80755,27604,0,0.7453,0.854,74.53,100.0,0.7453,0.9584
TX,TMIN_P85_2D__w15,TMIN_P85_2D__month_pm7,TMIN_P85_2D,TMIN_P85_2D,w15,month_pm7,1,window,window,181444,174134,152057,29387,22077,0.7471,0.8553,83.8,87.32,0.9597,0.9844
TX,TMIN_P90_2D__w15,TMIN_P90_3D__w15,TMIN_P90_2D,TMIN_P90_3D,w15,w15,1,duration,duration,121777,91133,91133,30644,0,0.7484,0.8561,74.84,100.0,0.7484,0.9873
TX,TMIN_P90_2D__w05,TMIN_P90_3D__w05,TMIN_P90_2D,TMIN_P90_3D,w05,w05,1,duration,duration,127906,95876,95876,32030,0,0.7496,0.8569,74.96,100.0,0.7496,0.9883
TX,TMAX_P90_2D__w05,TMAX_P90_3D__w05,TMAX_P90_2D,TMAX_P90_3D,w05,w05,1,duration,duration,114603,85949,85949,28654,0,0.75,0.8571,75.0,100.0,0.75,0.9592
TX,TMIN_P85_2D__w15,TMIN_P85_2D__month,TMIN_P85_2D,TMIN_P85_2D,w15,month,1,window,window,181444,182251,156021,25423,26230,0.7513,0.858,85.99,85.61,1.0044,0.9927
TX,TMAX_P90_2D__month,TMAX_P90_3D__month,TMAX_P90_2D,TMAX_P90_3D,month,month,1,duration,duration,106769,80451,80451,26318,0,0.7535,0.8594,75.35,100.0,0.7535,0.9622
TX,TMIN_P90_2D__month_pm7,TMIN_P90_3D__month_pm7,TMIN_P90_2D,TMIN_P90_3D,month_pm7,month_pm7,1,duration,duration,115028,87272,87272,27756,0,0.7587,0.8628,75.87,100.0,0.7587,0.989
TX,TMIN_P90_2D__month,TMIN_P90_3D__month,TMIN_P90_2D,TMIN_P90_3D,month,month,1,duration,duration,122363,93161,93161,29202,0,0.7613,0.8645,76.13,100.0,0.7613,0.9873
TX,TMAX_P85_2D__w15,TMAX_P85_3D__w15,TMAX_P85_2D,TMAX_P85_3D,w15,w15,1,duration,duration,161004,124812,124812,36192,0,0.7752,0.8734,77.52,100.0,0.7752,0.9645
TX,TMIN_P95_3D__w05,TMIN_P95_3D__w15,TMIN_P95_3D,TMIN_P95_3D,w05,w15,1,window,window,47099,42638,39297,7802,3341,0.7791,0.8758,83.43,92.16,0.9053,0.9864
TX,TMAX_P85_2D__month_pm7,TMAX_P85_3D__month_pm7,TMAX_P85_2D,TMAX_P85_3D,month_pm7,month_pm7,1,duration,duration,148222,115678,115678,32544,0,0.7804,0.8767,78.04,100.0,0.7804,0.967
TX,TMAX_P85_2D__w05,TMAX_P85_3D__w05,TMAX_P85_2D,TMAX_P85_3D,w05,w05,1,duration,duration,166682,130118,130118,36564,0,0.7806,0.8768,78.06,100.0,0.7806,0.9659
TX,TMAX_P95_3D__w05,TMAX_P95_3D__w15,TMAX_P95_3D,TMAX_P95_3D,w05,w15,1,window,window,43977,38876,36357,7620,2519,0.7819,0.8776,82.67,93.52,0.884,0.9857
TX,TMAX_P85_2D__month,TMAX_P85_3D__month,TMAX_P85_2D,TMAX_P85_3D,month,month,1,duration,duration,158349,124531,124531,33818,0,0.7864,0.8805,78.64,100.0,0.7864,0.9684
TX,TMIN_P85_2D__w15,TMIN_P85_3D__w15,TMIN_P85_2D,TMIN_P85_3D,w15,w15,1,duration,duration,181444,143020,143020,38424,0,0.7882,0.8816,78.82,100.0,0.7882,0.9912
TX,MHI_P95_2D__w05,MHI_P95_2D__w15,MHI_P95_2D,MHI_P95_2D,w05,w15,1,window,window,58890,52786,49227,9663,3559,0.7883,0.8816,83.59,93.26,0.8963,0.9901
TX,TMIN_P85_2D__w05,TMIN_P85_3D__w05,TMIN_P85_2D,TMIN_P85_3D,w05,w05,1,duration,duration,187198,148116,148116,39082,0,0.7912,0.8834,79.12,100.0,0.7912,0.9901
TX,TMIN_P85_2D__month_pm7,TMIN_P85_3D__month_pm7,TMIN_P85_2D,TMIN_P85_3D,month_pm7,month_pm7,1,duration,duration,174134,138124,138124,36010,0,0.7932,0.8847,79.32,100.0,0.7932,0.9879
TX,TMIN_P95_2D__w05,TMIN_P95_2D__w15,TMIN_P95_2D,TMIN_P95_2D,w05,w15,1,window,window,67525,61496,57120,10405,4376,0.7944,0.8854,84.59,92.88,0.9107,0.9913
TX,TMIN_P85_2D__month,TMIN_P85_3D__month,TMIN_P85_2D,TMIN_P85_3D,month,month,1,duration,duration,182251,145237,145237,37014,0,0.7969,0.887,79.69,100.0,0.7969,0.9889
TX,TMAX_P95_2D__w05,TMAX_P95_2D__w15,TMAX_P95_2D,TMAX_P95_2D,w05,w15,1,window,window,62917,56576,53147,9770,3429,0.8011,0.8895,84.47,93.94,0.8992,0.9903
TX,MHI_P95_2D__month,MHI_P95_2D__month_pm7,MHI_P95_2D,MHI_P95_2D,month,month_pm7,1,window,window,53273,45107,44090,9183,1017,0.8121,0.8963,82.76,97.75,0.8467,0.9856
TX,TMAX_P95_3D__month,TMAX_P95_3D__month_pm7,TMAX_P95_3D,TMAX_P95_3D,month,month_pm7,1,window,window,38426,32851,32312,6114,539,0.8293,0.9067,84.09,98.36,0.8549,0.9799
TX,MHI_P90_3D__w05,MHI_P90_3D__w15,MHI_P90_3D,MHI_P90_3D,w05,w15,1,window,window,82824,77785,73072,9752,4713,0.8348,0.9099,88.23,93.94,0.9392,0.9929
TX,TMIN_P90_3D__w05,TMIN_P90_3D__w15,TMIN_P90_3D,TMIN_P90_3D,w05,w15,1,window,window,95876,91133,85524,10352,5609,0.8427,0.9147,89.2,93.85,0.9505,0.9916
TX,TMAX_P95_2D__month,TMAX_P95_2D__month_pm7,TMAX_P95_2D,TMAX_P95_2D,month,month_pm7,1,window,window,55270,48059,47364,7906,695,0.8463,0.9168,85.7,98.55,0.8695,0.9843
TX,MHI_P90_2D__w05,MHI_P90_2D__w15,MHI_P90_2D,MHI_P90_2D,w05,w15,1,window,window,116802,110243,104292,12510,5951,0.8496,0.9187,89.29,94.6,0.9438,0.9959
TX,MHI_P90_3D__month,MHI_P90_3D__month_pm7,MHI_P90_3D,MHI_P90_3D,month,month_pm7,1,window,window,79886,71012,69375,10511,1637,0.851,0.9195,86.84,97.69,0.8889,0.9895
TX,TMAX_P90_3D__w05,TMAX_P90_3D__w15,TMAX_P90_3D,TMAX_P90_3D,w05,w15,1,window,window,85949,80755,76680,9269,4075,0.8518,0.92,89.22,94.95,0.9396,0.9926
TX,TMIN_P90_2D__w05,TMIN_P90_2D__w15,TMIN_P90_2D,TMIN_P90_2D,w05,w15,1,window,window,127906,121777,115274,12632,6503,0.8576,0.9234,90.12,94.66,0.9521,0.9958
TX,TMAX_P90_2D__w05,TMAX_P90_2D__w15,TMAX_P90_2D,TMAX_P90_2D,w05,w15,1,window,window,114603,108359,103331,11272,5028,0.8637,0.9269,90.16,95.36,0.9455,0.9938
TX,TMIN_P95_3D__month,TMIN_P95_3D__month_pm7,TMIN_P95_3D,TMIN_P95_3D,month,month_pm7,1,window,window,43309,39412,38395,4914,1017,0.8662,0.9283,88.65,97.42,0.91,0.9856
TX,MHI_P90_2D__month,MHI_P90_2D__month_pm7,MHI_P90_2D,MHI_P90_2D,month,month_pm7,1,window,window,110334,99482,97685,12649,1797,0.8712,0.9311,88.54,98.19,0.9016,0.9931
TX,TMIN_P85_3D__w05,TMIN_P85_3D__w15,TMIN_P85_3D,TMIN_P85_3D,w05,w15,1,window,window,148116,143020,135700,12416,7320,0.873,0.9322,91.62,94.88,0.9656,0.9949
TX,TMAX_P85_3D__w05,TMAX_P85_3D__w15,TMAX_P85_3D,TMAX_P85_3D,w05,w15,1,window,window,130118,124812,119153,10965,5659,0.8776,0.9348,91.57,95.47,0.9592,0.9937
TX,TMAX_P90_3D__month,TMAX_P90_3D__month_pm7,TMAX_P90_3D,TMAX_P90_3D,month,month_pm7,1,window,window,80451,72426,71487,8964,939,0.8783,0.9352,88.86,98.7,0.9002,0.9866
TX,MHI_P85_2D__w05,MHI_P85_2D__w15,MHI_P85_2D,MHI_P85_2D,w05,w15,1,window,window,177271,170894,162857,14414,8037,0.8788,0.9355,91.87,95.3,0.964,0.9961
TX,TMIN_P95_2D__month,TMIN_P95_2D__month_pm7,TMIN_P95_2D,TMIN_P95_2D,month,month_pm7,1,window,window,61903,56590,55459,6444,1131,0.8798,0.9361,89.59,98.0,0.9142,0.9895
TX,TMIN_P85_2D__w05,TMIN_P85_2D__w15,TMIN_P85_2D,TMIN_P85_2D,w05,w15,1,window,window,187198,181444,173063,14135,8381,0.8849,0.9389,92.45,95.38,0.9693,0.9961
TX,TMAX_P85_2D__w05,TMAX_P85_2D__w15,TMAX_P85_2D,TMAX_P85_2D,w05,w15,1,window,window,166682,161004,154159,12523,6845,0.8884,0.9409,92.49,95.75,0.9659,0.9955
TX,TMAX_P90_2D__month,TMAX_P90_2D__month_pm7,TMAX_P90_2D,TMAX_P90_2D,month,month_pm7,1,window,window,106769,97478,96355,10414,1123,0.8931,0.9435,90.25,98.85,0.913,0.9883
TX,TMIN_P90_3D__month,TMIN_P90_3D__month_pm7,TMIN_P90_3D,TMIN_P90_3D,month,month_pm7,1,window,window,93161,87272,85673,7488,1599,0.9041,0.9496,91.96,98.17,0.9368,0.9866
TX,MHI_P85_2D__month,MHI_P85_2D__month_pm7,MHI_P85_2D,MHI_P85_2D,month,month_pm7,1,window,window,171115,159534,157007,14108,2527,0.9042,0.9497,91.76,98.42,0.9323,0.9915
TX,TMAX_P85_3D__month,TMAX_P85_3D__month_pm7,TMAX_P85_3D,TMAX_P85_3D,month,month_pm7,1,window,window,124531,115678,114251,10280,1427,0.9071,0.9513,91.75,98.77,0.9289,0.9918
TX,TMIN_P90_2D__month,TMIN_P90_2D__month_pm7,TMIN_P90_2D,TMIN_P90_2D,month,month_pm7,1,window,window,122363,115028,113331,9032,1697,0.9135,0.9548,92.62,98.52,0.9401,0.9891
TX,TMAX_P85_2D__month,TMAX_P85_2D__month_pm7,TMAX_P85_2D,TMAX_P85_2D,month,month_pm7,1,window,window,158349,148222,146626,11723,1596,0.9167,0.9566,92.6,98.92,0.936,0.9918
TX,TMIN_P85_3D__month,TMIN_P85_3D__month_pm7,TMIN_P85_3D,TMIN_P85_3D,month,month_pm7,1,window,window,145237,138124,136192,9045,1932,0.9254,0.9613,93.77,98.6,0.951,0.9892
TX,TMIN_P85_2D__month,TMIN_P85_2D__month_pm7,TMIN_P85_2D,TMIN_P85_2D,month,month_pm7,1,window,window,182251,174134,172040,10211,2094,0.9333,0.9655,94.4,98.8,0.9555,0.9884
TX,TMIN_P85_3D__month_pm7,TMAX_P95_3D__month_pm7,TMIN_P85_3D,TMAX_P95_3D,month_pm7,month_pm7,2,metric+percentile,,138124,32851,20432,117692,12419,0.1357,0.239,14.79,62.2,0.2378,0.3727
TX,TMIN_P85_3D__month,TMAX_P95_3D__month,TMIN_P85_3D,TMAX_P95_3D,month,month,2,metric+percentile,,145237,38426,23515,121722,14911,0.1468,0.2561,16.19,61.2,0.2646,0.3738
TX,TMIN_P85_3D__w15,TMAX_P95_3D__w15,TMIN_P85_3D,TMAX_P95_3D,w15,w15,2,metric+percentile,,143020,38876,23689,119331,15187,0.1497,0.2605,16.56,60.93,0.2718,0.4217
TX,TMIN_P85_2D__month_pm7,TMAX_P95_2D__month_pm7,TMIN_P85_2D,TMAX_P95_2D,month_pm7,month_pm7,2,metric+percentile,,174134,48059,30117,144017,17942,0.1568,0.2711,17.3,62.67,0.276,0.336
TX,TMIN_P85_3D__w05,TMAX_P95_3D__w05,TMIN_P85_3D,TMAX_P95_3D,w05,w05,2,metric+percentile,,148116,43977,26235,121881,17742,0.1582,0.2731,17.71,59.66,0.2969,0.4308
