pair,county_fips,a_only,b_only,shared,total_classified_by_either,disagreement_rate_pct,county_name,climate_division,temperature_imputation_pct,fully_imputed_county,data_complete
MHI_P90_2D_w15_vs_MHI_P90_2D_month,48487,115,105,223,443,49.66,Wilbarger,Low Rolling Plains,100.0,True,False
MHI_P90_2D_w15_vs_MHI_P90_2D_month,48489,84,63,445,592,24.83,Willacy,Lower Valley,30.0,False,False
MHI_P90_2D_w15_vs_MHI_P90_2D_month,48491,109,94,313,516,39.34,Williamson,North Central,0.0,False,True
MHI_P90_2D_w15_vs_MHI_P90_2D_month,48493,44,72,158,274,42.34,Wilson,South Central,61.7,False,False
MHI_P90_2D_w15_vs_MHI_P90_2D_month,48495,82,72,233,387,39.79,Winkler,Trans-Pecos,6.7,False,True
MHI_P90_2D_w15_vs_MHI_P90_2D_month,48497,81,96,274,451,39.25,Wise,North Central,0.1,False,True
MHI_P90_2D_w15_vs_MHI_P90_2D_month,48499,84,69,214,367,41.69,Wood,East Texas,0.0,False,True
MHI_P90_2D_w15_vs_MHI_P90_2D_month,48501,121,148,436,705,38.16,Yoakum,High Plains,0.0,False,True
MHI_P90_2D_w15_vs_MHI_P90_2D_month,48503,97,83,272,452,39.82,Young,North Central,7.3,False,True
MHI_P90_2D_w15_vs_MHI_P90_2D_month,48505,22,28,74,124,40.32,Zapata,South Texas,78.0,False,False
MHI_P90_2D_w15_vs_MHI_P90_2D_month,48507,15,24,51,90,43.33,Zavala,South Texas,100.0,True,False
