definition_id,metric,percentile,minimum_duration,window,month,heatwave_days,eligible_days,heatwave_days_per_1000_eligible_county_days,month_share_pct_of_all_heatwave_days,is_jun_sep
TMAX_P90_3D,TMAX,90,3,month,3,5914,86614,68.28,7.35,False
TMAX_P90_3D,TMAX,90,3,month,4,1263,83820,15.068,1.57,False
TMAX_P90_3D,TMAX,90,3,month,5,7396,86614,85.39,9.19,False
TMAX_P90_3D,TMAX,90,3,month,6,6805,83820,81.186,8.46,True
TMAX_P90_3D,TMAX,90,3,month,7,9273,86614,107.061,11.53,True
TMAX_P90_3D,TMAX,90,3,month,8,11128,86614,128.478,13.83,True
TMAX_P90_3D,TMAX,90,3,month,9,5804,83820,69.244,7.21,True
TMAX_P90_3D,TMAX,90,3,month,10,8911,86614,102.882,11.08,False
TMAX_P90_3D,TMAX,90,3,month,11,6329,83820,75.507,7.87,False
TMAX_P90_3D,TMAX,90,3,month,12,9213,86614,106.368,11.45,False
TMAX_P90_3D,TMAX,90,3,month_pm7,1,2801,86614,32.339,3.87,False
TMAX_P90_3D,TMAX,90,3,month_pm7,2,5364,78994,67.904,7.41,False
TMAX_P90_3D,TMAX,90,3,month_pm7,3,5052,86614,58.328,6.98,False
TMAX_P90_3D,TMAX,90,3,month_pm7,4,1046,83820,12.479,1.44,False
TMAX_P90_3D,TMAX,90,3,month_pm7,5,6356,86614,73.383,8.78,False
TMAX_P90_3D,TMAX,90,3,month_pm7,6,6988,83820,83.369,9.65,True
TMAX_P90_3D,TMAX,90,3,month_pm7,7,8839,86614,102.05,12.2,True
TMAX_P90_3D,TMAX,90,3,month_pm7,8,11429,86614,131.953,15.78,True
TMAX_P90_3D,TMAX,90,3,month_pm7,9,4348,83820,51.873,6.0,True
TMAX_P90_3D,TMAX,90,3,month_pm7,10,6822,86614,78.763,9.42,False
TMAX_P90_3D,TMAX,90,3,month_pm7,11,5247,83820,62.598,7.24,False
TMAX_P90_3D,TMAX,90,3,month_pm7,12,8134,86614,93.911,11.23,False
TMAX_P90_3D,TMAX,90,3,w05,1,3287,86614,37.95,3.82,False
TMAX_P90_3D,TMAX,90,3,w05,2,6129,78994,77.588,7.13,False
TMAX_P90_3D,TMAX,90,3,w05,3,5874,86614,67.818,6.83,False
TMAX_P90_3D,TMAX,90,3,w05,4,1783,83820,21.272,2.07,False
TMAX_P90_3D,TMAX,90,3,w05,5,7644,86614,88.254,8.89,False
TMAX_P90_3D,TMAX,90,3,w05,6,7103,83820,84.741,8.26,True
TMAX_P90_3D,TMAX,90,3,w05,7,9600,86614,110.837,11.17,True
TMAX_P90_3D,TMAX,90,3,w05,8,10953,86614,126.458,12.74,True
TMAX_P90_3D,TMAX,90,3,w05,9,7909,83820,94.357,9.2,True
TMAX_P90_3D,TMAX,90,3,w05,10,10210,86614,117.879,11.88,False
TMAX_P90_3D,TMAX,90,3,w05,11,5626,83820,67.12,6.55,False
TMAX_P90_3D,TMAX,90,3,w05,12,9831,86614,113.504,11.44,False
TMAX_P90_3D,TMAX,90,3,w15,1,3171,86614,36.611,3.93,False
TMAX_P90_3D,TMAX,90,3,w15,2,5966,78994,75.525,7.39,False
TMAX_P90_3D,TMAX,90,3,w15,3,5263,86614,60.764,6.52,False
TMAX_P90_3D,TMAX,90,3,w15,4,1588,83820,18.945,1.97,False
TMAX_P90_3D,TMAX,90,3,w15,5,7143,86614,82.469,8.85,False
TMAX_P90_3D,TMAX,90,3,w15,6,6918,83820,82.534,8.57,True
TMAX_P90_3D,TMAX,90,3,w15,7,9144,86614,105.572,11.32,True
TMAX_P90_3D,TMAX,90,3,w15,8,10820,86614,124.922,13.4,True
TMAX_P90_3D,TMAX,90,3,w15,9,7452,83820,88.905,9.23,True
TMAX_P90_3D,TMAX,90,3,w15,10,8975,86614,103.621,11.11,False
TMAX_P90_3D,TMAX,90,3,w15,11,5100,83820,60.845,6.32,False
TMAX_P90_3D,TMAX,90,3,w15,12,9215,86614,106.392,11.41,False
TMAX_P95_2D,TMAX,95,2,month,1,2523,86614,29.129,4.56,False
TMAX_P95_2D,TMAX,95,2,month,2,4408,78994,55.802,7.98,False
TMAX_P95_2D,TMAX,95,2,month,3,4161,86614,48.041,7.53,False
TMAX_P95_2D,TMAX,95,2,month,4,1235,83820,14.734,2.23,False
TMAX_P95_2D,TMAX,95,2,month,5,4399,86614,50.789,7.96,False
TMAX_P95_2D,TMAX,95,2,month,6,3939,83820,46.994,7.13,True
TMAX_P95_2D,TMAX,95,2,month,7,5923,86614,68.384,10.72,True
TMAX_P95_2D,TMAX,95,2,month,8,7865,86614,90.805,14.23,True
TMAX_P95_2D,TMAX,95,2,month,9,3546,83820,42.305,6.42,True
TMAX_P95_2D,TMAX,95,2,month,10,5782,86614,66.756,10.46,False
TMAX_P95_2D,TMAX,95,2,month,11,4850,83820,57.862,8.78,False
TMAX_P95_2D,TMAX,95,2,month,12,6639,86614,76.65,12.01,False
TMAX_P95_2D,TMAX,95,2,month_pm7,1,2436,86614,28.125,5.07,False
TMAX_P95_2D,TMAX,95,2,month_pm7,2,4369,78994,55.308,9.09,False
TMAX_P95_2D,TMAX,95,2,month_pm7,3,3527,86614,40.721,7.34,False
TMAX_P95_2D,TMAX,95,2,month_pm7,4,963,83820,11.489,2.0,False
TMAX_P95_2D,TMAX,95,2,month_pm7,5,3594,86614,41.494,7.48,False
TMAX_P95_2D,TMAX,95,2,month_pm7,6,3953,83820,47.161,8.23,True
TMAX_P95_2D,TMAX,95,2,month_pm7,7,5451,86614,62.934,11.34,True
TMAX_P95_2D,TMAX,95,2,month_pm7,8,8038,86614,92.803,16.73,True
TMAX_P95_2D,TMAX,95,2,month_pm7,9,2679,83820,31.961,5.57,True
TMAX_P95_2D,TMAX,95,2,month_pm7,10,3884,86614,44.843,8.08,False
TMAX_P95_2D,TMAX,95,2,month_pm7,11,3685,83820,43.963,7.67,False
TMAX_P95_2D,TMAX,95,2,month_pm7,12,5480,86614,63.269,11.4,False
TMAX_P95_2D,TMAX,95,2,w05,1,2896,86614,33.436,4.6,False
TMAX_P95_2D,TMAX,95,2,w05,2,5148,78994,65.17,8.18,False
TMAX_P95_2D,TMAX,95,2,w05,3,4266,86614,49.253,6.78,False
TMAX_P95_2D,TMAX,95,2,w05,4,1969,83820,23.491,3.13,False
TMAX_P95_2D,TMAX,95,2,w05,5,5048,86614,58.282,8.02,False
TMAX_P95_2D,TMAX,95,2,w05,6,4509,83820,53.794,7.17,True
TMAX_P95_2D,TMAX,95,2,w05,7,6347,86614,73.279,10.09,True
TMAX_P95_2D,TMAX,95,2,w05,8,8110,86614,93.634,12.89,True
TMAX_P95_2D,TMAX,95,2,w05,9,4830,83820,57.623,7.68,True
TMAX_P95_2D,TMAX,95,2,w05,10,7453,86614,86.048,11.85,False
TMAX_P95_2D,TMAX,95,2,w05,11,4756,83820,56.741,7.56,False
TMAX_P95_2D,TMAX,95,2,w05,12,7585,86614,87.572,12.06,False
TMAX_P95_2D,TMAX,95,2,w15,1,2704,86614,31.219,4.78,False
TMAX_P95_2D,TMAX,95,2,w15,2,4908,78994,62.131,8.68,False
TMAX_P95_2D,TMAX,95,2,w15,3,3716,86614,42.903,6.57,False
TMAX_P95_2D,TMAX,95,2,w15,4,1607,83820,19.172,2.84,False
TMAX_P95_2D,TMAX,95,2,w15,5,4342,86614,50.13,7.67,False
TMAX_P95_2D,TMAX,95,2,w15,6,4202,83820,50.131,7.43,True
TMAX_P95_2D,TMAX,95,2,w15,7,5792,86614,66.871,10.24,True
TMAX_P95_2D,TMAX,95,2,w15,8,7873,86614,90.898,13.92,True
TMAX_P95_2D,TMAX,95,2,w15,9,4287,83820,51.145,7.58,True
TMAX_P95_2D,TMAX,95,2,w15,10,6128,86614,70.751,10.83,False
TMAX_P95_2D,TMAX,95,2,w15,11,4033,83820,48.115,7.13,False
TMAX_P95_2D,TMAX,95,2,w15,12,6984,86614,80.634,12.34,False
TMAX_P95_3D,TMAX,95,3,month,1,922,86614,10.645,2.4,False
TMAX_P95_3D,TMAX,95,3,month,2,2280,78994,28.863,5.93,False
TMAX_P95_3D,TMAX,95,3,month,3,2472,86614,28.54,6.43,False
TMAX_P95_3D,TMAX,95,3,month,4,245,83820,2.923,0.64,False
TMAX_P95_3D,TMAX,95,3,month,5,3334,86614,38.493,8.68,False
TMAX_P95_3D,TMAX,95,3,month,6,3072,83820,36.65,7.99,True
TMAX_P95_3D,TMAX,95,3,month,7,4920,86614,56.804,12.8,True
TMAX_P95_3D,TMAX,95,3,month,8,6679,86614,77.112,17.38,True
TMAX_P95_3D,TMAX,95,3,month,9,2696,83820,32.164,7.02,True
TMAX_P95_3D,TMAX,95,3,month,10,3997,86614,46.147,10.4,False
TMAX_P95_3D,TMAX,95,3,month,11,3085,83820,36.805,8.03,False
TMAX_P95_3D,TMAX,95,3,month,12,4724,86614,54.541,12.29,False
TMAX_P95_3D,TMAX,95,3,month_pm7,1,830,86614,9.583,2.53,False
TMAX_P95_3D,TMAX,95,3,month_pm7,2,2244,78994,28.407,6.83,False
TMAX_P95_3D,TMAX,95,3,month_pm7,3,2047,86614,23.634,6.23,False
TMAX_P95_3D,TMAX,95,3,month_pm7,4,181,83820,2.159,0.55,False
TMAX_P95_3D,TMAX,95,3,month_pm7,5,2657,86614,30.676,8.09,False
TMAX_P95_3D,TMAX,95,3,month_pm7,6,3040,83820,36.268,9.25,True
TMAX_P95_3D,TMAX,95,3,month_pm7,7,4490,86614,51.839,13.67,True
TMAX_P95_3D,TMAX,95,3,month_pm7,8,6810,86614,78.625,20.73,True
TMAX_P95_3D,TMAX,95,3,month_pm7,9,2094,83820,24.982,6.37,True
TMAX_P95_3D,TMAX,95,3,month_pm7,10,2532,86614,29.233,7.71,False
TMAX_P95_3D,TMAX,95,3,month_pm7,11,2192,83820,26.151,6.67,False
TMAX_P95_3D,TMAX,95,3,month_pm7,12,3734,86614,43.111,11.37,False
TMAX_P95_3D,TMAX,95,3,w05,1,1202,86614,13.878,2.73,False
TMAX_P95_3D,TMAX,95,3,w05,2,2890,78994,36.585,6.57,False
TMAX_P95_3D,TMAX,95,3,w05,3,2499,86614,28.852,5.68,False
TMAX_P95_3D,TMAX,95,3,w05,4,481,83820,5.738,1.09,False
TMAX_P95_3D,TMAX,95,3,w05,5,3961,86614,45.732,9.01,False
TMAX_P95_3D,TMAX,95,3,w05,6,3485,83820,41.577,7.92,True
TMAX_P95_3D,TMAX,95,3,w05,7,5278,86614,60.937,12.0,True
TMAX_P95_3D,TMAX,95,3,w05,8,6818,86614,78.717,15.5,True
TMAX_P95_3D,TMAX,95,3,w05,9,3493,83820,41.673,7.94,True
TMAX_P95_3D,TMAX,95,3,w05,10,5204,86614,60.083,11.83,False
TMAX_P95_3D,TMAX,95,3,w05,11,3058,83820,36.483,6.95,False
TMAX_P95_3D,TMAX,95,3,w05,12,5608,86614,64.747,12.75,False
TMAX_P95_3D,TMAX,95,3,w15,1,1079,86614,12.458,2.78,False
TMAX_P95_3D,TMAX,95,3,w15,2,2600,78994,32.914,6.69,False
TMAX_P95_3D,TMAX,95,3,w15,3,2102,86614,24.269,5.41,False
TMAX_P95_3D,TMAX,95,3,w15,4,311,83820,3.71,0.8,False
TMAX_P95_3D,TMAX,95,3,w15,5,3323,86614,38.366,8.55,False
TMAX_P95_3D,TMAX,95,3,w15,6,3245,83820,38.714,8.35,True
TMAX_P95_3D,TMAX,95,3,w15,7,4819,86614,55.638,12.4,True
TMAX_P95_3D,TMAX,95,3,w15,8,6680,86614,77.124,17.18,True
TMAX_P95_3D,TMAX,95,3,w15,9,3014,83820,35.958,7.75,True
TMAX_P95_3D,TMAX,95,3,w15,10,4101,86614,47.348,10.55,False
TMAX_P95_3D,TMAX,95,3,w15,11,2474,83820,29.516,6.36,False
TMAX_P95_3D,TMAX,95,3,w15,12,5128,86614,59.205,13.19,False
TMIN_P85_2D,TMIN,85,2,month,1,11003,86614,127.035,6.04,False
TMIN_P85_2D,TMIN,85,2,month,2,12018,78994,152.138,6.59,False
TMIN_P85_2D,TMIN,85,2,month,3,13729,86614,158.508,7.53,False
TMIN_P85_2D,TMIN,85,2,month,4,11832,83820,141.16,6.49,False
TMIN_P85_2D,TMIN,85,2,month,5,13064,86614,150.83,7.17,False
TMIN_P85_2D,TMIN,85,2,month,6,17702,83820,211.191,9.71,True
TMIN_P85_2D,TMIN,85,2,month,7,20246,86614,233.75,11.11,True
TMIN_P85_2D,TMIN,85,2,month,8,21417,86614,247.269,11.75,True
TMIN_P85_2D,TMIN,85,2,month,9,16353,83820,195.097,8.97,True
TMIN_P85_2D,TMIN,85,2,month,10,14312,86614,165.239,7.85,False
TMIN_P85_2D,TMIN,85,2,month,11,13183,83820,157.277,7.23,False
TMIN_P85_2D,TMIN,85,2,month,12,17392,86614,200.799,9.54,False
TMIN_P85_2D,TMIN,85,2,month_pm7,1,10480,86614,120.997,6.02,False
TMIN_P85_2D,TMIN,85,2,month_pm7,2,11545,78994,146.15,6.63,False
TMIN_P85_2D,TMIN,85,2,month_pm7,3,13391,86614,154.605,7.69,False
TMIN_P85_2D,TMIN,85,2,month_pm7,4,10683,83820,127.452,6.13,False
TMIN_P85_2D,TMIN,85,2,month_pm7,5,11942,86614,137.876,6.86,False
TMIN_P85_2D,TMIN,85,2,month_pm7,6,17884,83820,213.362,10.27,True
TMIN_P85_2D,TMIN,85,2,month_pm7,7,20224,86614,233.496,11.61,True
TMIN_P85_2D,TMIN,85,2,month_pm7,8,22522,86614,260.027,12.93,True
TMIN_P85_2D,TMIN,85,2,month_pm7,9,14053,83820,167.657,8.07,True
TMIN_P85_2D,TMIN,85,2,month_pm7,10,12970,86614,149.745,7.45,False
TMIN_P85_2D,TMIN,85,2,month_pm7,11,11617,83820,138.595,6.67,False
TMIN_P85_2D,TMIN,85,2,month_pm7,12,16823,86614,194.23,9.66,False
TMIN_P85_2D,TMIN,85,2,w05,1,11068,86614,127.785,5.91,False
TMIN_P85_2D,TMIN,85,2,w05,2,12762,78994,161.557,6.82,False
TMIN_P85_2D,TMIN,85,2,w05,3,14743,86614,170.215,7.88,False
TMIN_P85_2D,TMIN,85,2,w05,4,12133,83820,144.751,6.48,False
TMIN_P85_2D,TMIN,85,2,w05,5,14291,86614,164.996,7.63,False
TMIN_P85_2D,TMIN,85,2,w05,6,17619,83820,210.2,9.41,True
TMIN_P85_2D,TMIN,85,2,w05,7,20362,86614,235.089,10.88,True
TMIN_P85_2D,TMIN,85,2,w05,8,21306,86614,245.988,11.38,True
TMIN_P85_2D,TMIN,85,2,w05,9,17105,83820,204.068,9.14,True
TMIN_P85_2D,TMIN,85,2,w05,10,14042,86614,162.122,7.5,False
TMIN_P85_2D,TMIN,85,2,w05,11,13058,83820,155.786,6.98,False
TMIN_P85_2D,TMIN,85,2,w05,12,18709,86614,216.004,9.99,False
TMIN_P85_2D,TMIN,85,2,w15,1,10919,86614,126.065,6.02,False
TMIN_P85_2D,TMIN,85,2,w15,2,12368,78994,156.569,6.82,False
TMIN_P85_2D,TMIN,85,2,w15,3,14265,86614,164.696,7.86,False
TMIN_P85_2D,TMIN,85,2,w15,4,11495,83820,137.139,6.34,False
TMIN_P85_2D,TMIN,85,2,w15,5,13567,86614,156.637,7.48,False
TMIN_P85_2D,TMIN,85,2,w15,6,17268,83820,206.013,9.52,True
TMIN_P85_2D,TMIN,85,2,w15,7,19953,86614,230.367,11.0,True
TMIN_P85_2D,TMIN,85,2,w15,8,21184,86614,244.579,11.68,True
TMIN_P85_2D,TMIN,85,2,w15,9,16289,83820,194.333,8.98,True
TMIN_P85_2D,TMIN,85,2,w15,10,13611,86614,157.145,7.5,False
TMIN_P85_2D,TMIN,85,2,w15,11,12206,83820,145.622,6.73,False
TMIN_P85_2D,TMIN,85,2,w15,12,18319,86614,211.502,10.1,False
TMIN_P85_3D,TMIN,85,3,month,1,7872,86614,90.886,5.42,False
TMIN_P85_3D,TMIN,85,3,month,2,8301,78994,105.084,5.72,False
TMIN_P85_3D,TMIN,85,3,month,3,9947,86614,114.843,6.85,False
TMIN_P85_3D,TMIN,85,3,month,4,8258,83820,98.521,5.69,False
TMIN_P85_3D,TMIN,85,3,month,5,10296,86614,118.872,7.09,False
TMIN_P85_3D,TMIN,85,3,month,6,14633,83820,174.576,10.08,True
TMIN_P85_3D,TMIN,85,3,month,7,17133,86614,197.809,11.8,True
TMIN_P85_3D,TMIN,85,3,month,8,18695,86614,215.843,12.87,True
TMIN_P85_3D,TMIN,85,3,month,9,13876,83820,165.545,9.55,True
TMIN_P85_3D,TMIN,85,3,month,10,11558,86614,133.443,7.96,False
TMIN_P85_3D,TMIN,85,3,month,11,10404,83820,124.123,7.16,False
TMIN_P85_3D,TMIN,85,3,month,12,14264,86614,164.685,9.82,False
TMIN_P85_3D,TMIN,85,3,month_pm7,1,7409,86614,85.54,5.36,False
TMIN_P85_3D,TMIN,85,3,month_pm7,2,7958,78994,100.742,5.76,False
TMIN_P85_3D,TMIN,85,3,month_pm7,3,9637,86614,111.264,6.98,False
TMIN_P85_3D,TMIN,85,3,month_pm7,4,7329,83820,87.437,5.31,False
TMIN_P85_3D,TMIN,85,3,month_pm7,5,9301,86614,107.384,6.73,False
TMIN_P85_3D,TMIN,85,3,month_pm7,6,14803,83820,176.605,10.72,True
TMIN_P85_3D,TMIN,85,3,month_pm7,7,17150,86614,198.005,12.42,True
TMIN_P85_3D,TMIN,85,3,month_pm7,8,19686,86614,227.284,14.25,True
TMIN_P85_3D,TMIN,85,3,month_pm7,9,11671,83820,139.239,8.45,True
TMIN_P85_3D,TMIN,85,3,month_pm7,10,10407,86614,120.154,7.53,False
TMIN_P85_3D,TMIN,85,3,month_pm7,11,8963,83820,106.932,6.49,False
TMIN_P85_3D,TMIN,85,3,month_pm7,12,13810,86614,159.443,10.0,False
TMIN_P85_3D,TMIN,85,3,w05,1,8017,86614,92.56,5.41,False
TMIN_P85_3D,TMIN,85,3,w05,2,9361,78994,118.503,6.32,False
TMIN_P85_3D,TMIN,85,3,w05,3,10353,86614,119.53,6.99,False
TMIN_P85_3D,TMIN,85,3,w05,4,8268,83820,98.64,5.58,False
TMIN_P85_3D,TMIN,85,3,w05,5,11327,86614,130.776,7.65,False
TMIN_P85_3D,TMIN,85,3,w05,6,14193,83820,169.327,9.58,True
TMIN_P85_3D,TMIN,85,3,w05,7,17335,86614,200.141,11.7,True
TMIN_P85_3D,TMIN,85,3,w05,8,18251,86614,210.717,12.32,True
TMIN_P85_3D,TMIN,85,3,w05,9,14396,83820,171.749,9.72,True
TMIN_P85_3D,TMIN,85,3,w05,10,11228,86614,129.633,7.58,False
TMIN_P85_3D,TMIN,85,3,w05,11,9528,83820,113.672,6.43,False
TMIN_P85_3D,TMIN,85,3,w05,12,15859,86614,183.1,10.71,False
TMIN_P85_3D,TMIN,85,3,w15,1,7864,86614,90.794,5.5,False
TMIN_P85_3D,TMIN,85,3,w15,2,9046,78994,114.515,6.32,False
TMIN_P85_3D,TMIN,85,3,w15,3,9932,86614,114.67,6.94,False
TMIN_P85_3D,TMIN,85,3,w15,4,7714,83820,92.031,5.39,False
TMIN_P85_3D,TMIN,85,3,w15,5,10579,86614,122.14,7.4,False
TMIN_P85_3D,TMIN,85,3,w15,6,13886,83820,165.665,9.71,True
TMIN_P85_3D,TMIN,85,3,w15,7,16965,86614,195.869,11.86,True
TMIN_P85_3D,TMIN,85,3,w15,8,18191,86614,210.024,12.72,True
TMIN_P85_3D,TMIN,85,3,w15,9,13799,83820,164.627,9.65,True
TMIN_P85_3D,TMIN,85,3,w15,10,10936,86614,126.261,7.65,False
TMIN_P85_3D,TMIN,85,3,w15,11,8777,83820,104.712,6.14,False
TMIN_P85_3D,TMIN,85,3,w15,12,15331,86614,177.004,10.72,False
TMIN_P90_2D,TMIN,90,2,month,1,6555,86614,75.681,5.36,False
TMIN_P90_2D,TMIN,90,2,month,2,7839,78994,99.235,6.41,False
TMIN_P90_2D,TMIN,90,2,month,3,8313,86614,95.978,6.79,False
TMIN_P90_2D,TMIN,90,2,month,4,7576,83820,90.384,6.19,False
TMIN_P90_2D,TMIN,90,2,month,5,8904,86614,102.801,7.28,False
TMIN_P90_2D,TMIN,90,2,month,6,12162,83820,145.097,9.94,True
TMIN_P90_2D,TMIN,90,2,month,7,14102,86614,162.814,11.52,True
TMIN_P90_2D,TMIN,90,2,month,8,15467,86614,178.574,12.64,True
TMIN_P90_2D,TMIN,90,2,month,9,11106,83820,132.498,9.08,True
TMIN_P90_2D,TMIN,90,2,month,10,9348,86614,107.927,7.64,False
TMIN_P90_2D,TMIN,90,2,month,11,8809,83820,105.094,7.2,False
TMIN_P90_2D,TMIN,90,2,month,12,12182,86614,140.647,9.96,False
TMIN_P90_2D,TMIN,90,2,month_pm7,1,5876,86614,67.841,5.11,False
TMIN_P90_2D,TMIN,90,2,month_pm7,2,7478,78994,94.665,6.5,False
TMIN_P90_2D,TMIN,90,2,month_pm7,3,7973,86614,92.052,6.93,False
TMIN_P90_2D,TMIN,90,2,month_pm7,4,6576,83820,78.454,5.72,False
TMIN_P90_2D,TMIN,90,2,month_pm7,5,7857,86614,90.713,6.83,False
TMIN_P90_2D,TMIN,90,2,month_pm7,6,12389,83820,147.805,10.77,True
TMIN_P90_2D,TMIN,90,2,month_pm7,7,13989,86614,161.51,12.16,True
TMIN_P90_2D,TMIN,90,2,month_pm7,8,16321,86614,188.434,14.19,True
TMIN_P90_2D,TMIN,90,2,month_pm7,9,9144,83820,109.091,7.95,True
TMIN_P90_2D,TMIN,90,2,month_pm7,10,8223,86614,94.938,7.15,False
TMIN_P90_2D,TMIN,90,2,month_pm7,11,7538,83820,89.931,6.55,False
TMIN_P90_2D,TMIN,90,2,month_pm7,12,11664,86614,134.666,10.14,False
TMIN_P90_2D,TMIN,90,2,w05,1,6680,86614,77.124,5.22,False
TMIN_P90_2D,TMIN,90,2,w05,2,8927,78994,113.009,6.98,False
TMIN_P90_2D,TMIN,90,2,w05,3,9136,86614,105.479,7.14,False
TMIN_P90_2D,TMIN,90,2,w05,4,7806,83820,93.128,6.1,False
TMIN_P90_2D,TMIN,90,2,w05,5,9972,86614,115.132,7.8,False
TMIN_P90_2D,TMIN,90,2,w05,6,12085,83820,144.178,9.45,True
TMIN_P90_2D,TMIN,90,2,w05,7,14569,86614,168.206,11.39,True
TMIN_P90_2D,TMIN,90,2,w05,8,15467,86614,178.574,12.09,True
TMIN_P90_2D,TMIN,90,2,w05,9,11766,83820,140.372,9.2,True
TMIN_P90_2D,TMIN,90,2,w05,10,9225,86614,106.507,7.21,False
TMIN_P90_2D,TMIN,90,2,w05,11,8631,83820,102.971,6.75,False
TMIN_P90_2D,TMIN,90,2,w05,12,13642,86614,157.503,10.67,False
TMIN_P90_2D,TMIN,90,2,w15,1,6426,86614,74.191,5.28,False
TMIN_P90_2D,TMIN,90,2,w15,2,8680,78994,109.882,7.13,False
TMIN_P90_2D,TMIN,90,2,w15,3,8621,86614,99.534,7.08,False
TMIN_P90_2D,TMIN,90,2,w15,4,7319,83820,87.318,6.01,False
TMIN_P90_2D,TMIN,90,2,w15,5,9142,86614,105.549,7.51,False
TMIN_P90_2D,TMIN,90,2,w15,6,11586,83820,138.225,9.51,True
TMIN_P90_2D,TMIN,90,2,w15,7,14075,86614,162.503,11.56,True
TMIN_P90_2D,TMIN,90,2,w15,8,15276,86614,176.369,12.54,True
TMIN_P90_2D,TMIN,90,2,w15,9,11021,83820,131.484,9.05,True
TMIN_P90_2D,TMIN,90,2,w15,10,8888,86614,102.616,7.3,False
TMIN_P90_2D,TMIN,90,2,w15,11,7708,83820,91.959,6.33,False
TMIN_P90_2D,TMIN,90,2,w15,12,13035,86614,150.495,10.7,False
TMIN_P90_3D,TMIN,90,3,month,1,4275,86614,49.357,4.59,False
TMIN_P90_3D,TMIN,90,3,month,2,5147,78994,65.157,5.52,False
TMIN_P90_3D,TMIN,90,3,month,3,5274,86614,60.891,5.66,False
TMIN_P90_3D,TMIN,90,3,month,4,4911,83820,58.59,5.27,False
TMIN_P90_3D,TMIN,90,3,month,5,6471,86614,74.711,6.95,False
TMIN_P90_3D,TMIN,90,3,month,6,9502,83820,113.362,10.2,True
TMIN_P90_3D,TMIN,90,3,month,7,11632,86614,134.297,12.49,True
TMIN_P90_3D,TMIN,90,3,month,8,13084,86614,151.061,14.04,True
TMIN_P90_3D,TMIN,90,3,month,9,8925,83820,106.478,9.58,True
TMIN_P90_3D,TMIN,90,3,month,10,7269,86614,83.924,7.8,False
TMIN_P90_3D,TMIN,90,3,month,11,6578,83820,78.478,7.06,False
TMIN_P90_3D,TMIN,90,3,month,12,10093,86614,116.529,10.83,False
TMIN_P90_3D,TMIN,90,3,month_pm7,1,3751,86614,43.307,4.3,False
TMIN_P90_3D,TMIN,90,3,month_pm7,2,4839,78994,61.258,5.54,False
TMIN_P90_3D,TMIN,90,3,month_pm7,3,5017,86614,57.924,5.75,False
TMIN_P90_3D,TMIN,90,3,month_pm7,4,4199,83820,50.095,4.81,False
TMIN_P90_3D,TMIN,90,3,month_pm7,5,5594,86614,64.585,6.41,False
TMIN_P90_3D,TMIN,90,3,month_pm7,6,9692,83820,115.629,11.11,True
TMIN_P90_3D,TMIN,90,3,month_pm7,7,11517,86614,132.969,13.2,True
TMIN_P90_3D,TMIN,90,3,month_pm7,8,13916,86614,160.667,15.95,True
TMIN_P90_3D,TMIN,90,3,month_pm7,9,7223,83820,86.173,8.28,True
TMIN_P90_3D,TMIN,90,3,month_pm7,10,6294,86614,72.667,7.21,False
TMIN_P90_3D,TMIN,90,3,month_pm7,11,5534,83820,66.022,6.34,False
TMIN_P90_3D,TMIN,90,3,month_pm7,12,9696,86614,111.945,11.11,False
TMIN_P90_3D,TMIN,90,3,w05,1,4289,86614,49.519,4.47,False
TMIN_P90_3D,TMIN,90,3,w05,2,6349,78994,80.373,6.62,False
TMIN_P90_3D,TMIN,90,3,w05,3,5448,86614,62.9,5.68,False
TMIN_P90_3D,TMIN,90,3,w05,4,4749,83820,56.657,4.95,False
TMIN_P90_3D,TMIN,90,3,w05,5,7231,86614,83.485,7.54,False
TMIN_P90_3D,TMIN,90,3,w05,6,9099,83820,108.554,9.49,True
TMIN_P90_3D,TMIN,90,3,w05,7,12116,86614,139.885,12.64,True
TMIN_P90_3D,TMIN,90,3,w05,8,12905,86614,148.994,13.46,True
TMIN_P90_3D,TMIN,90,3,w05,9,9393,83820,112.062,9.8,True
TMIN_P90_3D,TMIN,90,3,w05,10,7090,86614,81.857,7.39,False
TMIN_P90_3D,TMIN,90,3,w05,11,5976,83820,71.296,6.23,False
TMIN_P90_3D,TMIN,90,3,w05,12,11231,86614,129.667,11.71,False
TMIN_P90_3D,TMIN,90,3,w15,1,4135,86614,47.741,4.54,False
TMIN_P90_3D,TMIN,90,3,w15,2,6141,78994,77.74,6.74,False
TMIN_P90_3D,TMIN,90,3,w15,3,5157,86614,59.54,5.66,False
TMIN_P90_3D,TMIN,90,3,w15,4,4405,83820,52.553,4.83,False
TMIN_P90_3D,TMIN,90,3,w15,5,6532,86614,75.415,7.17,False
TMIN_P90_3D,TMIN,90,3,w15,6,8714,83820,103.961,9.56,True
TMIN_P90_3D,TMIN,90,3,w15,7,11566,86614,133.535,12.69,True
TMIN_P90_3D,TMIN,90,3,w15,8,12727,86614,146.939,13.97,True
TMIN_P90_3D,TMIN,90,3,w15,9,8813,83820,105.142,9.67,True
TMIN_P90_3D,TMIN,90,3,w15,10,6932,86614,80.033,7.61,False
TMIN_P90_3D,TMIN,90,3,w15,11,5260,83820,62.754,5.77,False
TMIN_P90_3D,TMIN,90,3,w15,12,10751,86614,124.125,11.8,False
TMIN_P95_2D,TMIN,95,2,month,1,2548,86614,29.418,4.12,False
