county_fips,year,classified_dates,events_started
48233,2024,16,3
48233,2025,6,1
48235,2016,10,3
48235,2017,8,2
48235,2018,9,2
48235,2019,7,2
48235,2020,20,5
48235,2021,9,2
48235,2022,19,5
48235,2023,44,8
48235,2024,6,2
48235,2025,13,3
48237,2015,3,1
48237,2018,5,1
48237,2020,3,1
48237,2021,4,1
48237,2022,6,2
48237,2023,16,4
48237,2025,6,1
48239,2015,12,3
48239,2016,8,2
48239,2017,6,2
48239,2018,10,2
48239,2020,4,1
48239,2021,10,2
48239,2022,24,5
48239,2023,50,6
48239,2024,14,3
48239,2025,28,5
48241,2015,11,3
48241,2016,12,3
48241,2017,17,5
48241,2018,3,1
48241,2020,5,1
48241,2021,7,1
48241,2022,1,0
48241,2023,32,6
48241,2025,9,3
48243,2015,3,1
48243,2016,13,4
48243,2017,22,6
48243,2018,7,2
48243,2020,38,8
48243,2021,15,4
48243,2022,3,1
48243,2023,26,6
48243,2024,9,3
48243,2025,25,4
48245,2015,8,2
48245,2016,4,1
48245,2017,15,4
48245,2018,4,1
48245,2019,3,1
48245,2020,4,1
48245,2021,11,2
48245,2022,14,3
48245,2023,30,8
48245,2024,3,1
48245,2025,16,3
48247,2023,22,5
48249,2017,3,1
48249,2019,3,1
48249,2020,4,1
48249,2021,5,1
48249,2022,3,1
48249,2023,24,5
48249,2025,15,4
48251,2018,5,1
48251,2021,7,1
48251,2022,7,2
48251,2023,9,3
48253,2017,3,1
48253,2018,5,1
48253,2021,7,2
48253,2022,11,3
48253,2023,17,5
48253,2024,10,2
48253,2025,8,2
48255,2015,4,1
48255,2021,2,1
48255,2022,7,2
48255,2023,21,4
48255,2024,3,1
48255,2025,10,3
48257,2015,3,1
48257,2017,3,1
48257,2018,4,1
48257,2021,3,1
48257,2022,7,2
48257,2023,15,4
48257,2025,8,2
48259,2015,4,1
48259,2018,8,2
48259,2019,6,1
48259,2020,9,3
48259,2021,5,2
48259,2022,61,10
48259,2023,70,8
48259,2024,22,6
48259,2025,17,3
48261,2015,3,1
48261,2016,12,3
48261,2021,8,2
48261,2022,10,2
48261,2023,77,10
48261,2024,24,5
48261,2025,29,8
48263,2016,3,1
48263,2017,9,3
48263,2018,8,2
48263,2019,4,1
48263,2020,9,2
48263,2021,3,1
48263,2022,18,5
48263,2023,17,5
48263,2024,9,1
48263,2025,12,3
48265,2015,4,1
48265,2020,3,1
48265,2021,3,1
48265,2022,16,4
48265,2023,38,9
48265,2024,12,4
48265,2025,8,2
48267,2015,6,2
48267,2017,5,1
48267,2018,7,1
48267,2020,15,4
48267,2021,12,2
48267,2022,17,4
48267,2023,36,5
48267,2024,10,3
48267,2025,11,3
48269,2018,5,1
