county_fips,year,county_name,heatwave_events_started,first_event_start_date,last_event_end_date,longest_event_duration_days,heatwave_days,heatwave_days_imputed
48001,2015,Anderson,4,2015-04-07,2015-09-09,5,14,0
48001,2016,Anderson,9,2016-02-19,2016-12-28,9,44,0
48001,2017,Anderson,7,2017-01-10,2017-11-06,7,34,0
48001,2018,Anderson,6,2018-03-24,2018-10-08,8,32,0
48001,2019,Anderson,5,2019-02-03,2019-10-03,7,22,0
48001,2020,Anderson,7,2020-01-15,2020-10-20,6,29,0
48001,2021,Anderson,6,2021-03-11,2021-12-29,6,23,0
48001,2022,Anderson,9,2022-04-21,2022-12-13,8,46,0
48001,2023,Anderson,10,2023-01-01,2023-11-08,14,59,0
48001,2024,Anderson,8,2024-03-13,2024-12-17,5,29,0
48001,2025,Anderson,9,2025-02-03,2025-12-27,7,39,0
48003,2015,Andrews,2,2015-09-06,2015-10-03,4,7,0
48003,2016,Andrews,3,2016-02-19,2016-11-07,7,15,0
48003,2017,Andrews,3,2017-03-19,2017-10-06,5,13,0
48003,2018,Andrews,3,2018-03-23,2018-10-08,8,17,0
48003,2019,Andrews,6,2019-02-02,2019-10-03,5,21,3
48003,2020,Andrews,3,2020-07-09,2020-08-15,3,9,0
48003,2021,Andrews,2,2021-09-01,2021-12-29,6,10,0
48003,2022,Andrews,11,2022-03-27,2022-12-12,8,47,8
48003,2023,Andrews,13,2023-01-15,2023-11-08,8,51,0
48003,2024,Andrews,9,2024-02-25,2024-12-30,9,40,6
48003,2025,Andrews,5,2025-03-25,2025-12-27,6,21,1
48005,2015,Angelina,5,2015-04-23,2015-07-08,4,16,0
48005,2016,Angelina,8,2016-02-20,2016-12-28,7,35,0
48005,2017,Angelina,6,2017-01-10,2017-11-06,13,35,0
48005,2018,Angelina,6,2018-03-16,2018-10-08,8,26,0
48005,2019,Angelina,6,2019-02-04,2019-10-03,5,21,0
48005,2020,Angelina,9,2020-01-14,2020-09-15,7,40,0
48005,2021,Angelina,10,2021-02-26,2021-12-31,8,37,0
48005,2022,Angelina,9,2022-05-08,2022-12-13,9,43,0
