event_label,county_fips,county_name,start_date,end_date,event_duration_days,peak_mean_hi_f,peak_day_date,peak_day_tmax_f,peak_day_tmean_f,peak_day_rmin_pct,peak_day_threshold_f,tmax_max_f,tmean_mean_f,peak_exceedance_f,cumulative_exceedance_f,n_imputed_days,event_contains_imputed_day,onset_year
48249_2023_002,48249,Jim Wells,2023-02-21,2023-02-22,2.0,77.25,2023-02-22,91.0,77.4,23.8,75.5,90.95,76.73,1.72,1.96,0,False,2023
48249_2023_003,48249,Jim Wells,2023-03-11,2023-03-12,2.0,78.86,2023-03-12,95.4,79.0,17.0,77.3,95.45,78.62,1.53,2.73,0,False,2023
48249_2023_004,48249,Jim Wells,2023-03-23,2023-03-24,2.0,79.29,2023-03-24,91.0,79.3,23.5,78.3,91.04,79.0,1.0,1.5,0,False,2023
48249_2023_005,48249,Jim Wells,2023-04-01,2023-04-04,4.0,83.52,2023-04-03,94.0,81.5,30.5,80.7,94.01,80.66,2.82,7.54,0,False,2023
48249_2023_006,48249,Jim Wells,2023-07-11,2023-07-14,4.0,103.48,2023-07-12,104.0,91.3,33.8,97.9,104.0,90.51,5.58,13.06,0,False,2023
48249_2023_007,48249,Jim Wells,2023-08-08,2023-08-13,6.0,105.93,2023-08-13,103.5,91.8,32.0,101.0,105.98,91.93,4.89,18.96,0,False,2023
48249_2023_008,48249,Jim Wells,2023-09-05,2023-09-06,2.0,99.19,2023-09-06,99.0,87.7,39.4,97.1,99.5,87.98,2.05,4.0,0,False,2023
48249_2023_009,48249,Jim Wells,2023-09-23,2023-09-25,3.0,97.79,2023-09-25,100.0,87.3,38.2,93.3,101.57,87.17,4.54,9.85,0,False,2023
48249_2023_010,48249,Jim Wells,2023-10-26,2023-10-27,2.0,86.3,2023-10-26,89.5,83.3,45.9,84.9,89.51,82.74,1.42,2.34,0,False,2023
48249_2024_001,48249,Jim Wells,2024-03-14,2024-03-15,2.0,80.16,2024-03-14,88.5,79.5,46.6,77.7,88.52,78.26,2.44,2.47,0,False,2024
48249_2024_002,48249,Jim Wells,2024-05-09,2024-05-10,2.0,93.21,2024-05-10,93.0,84.7,47.8,91.1,97.43,86.22,2.1,3.87,0,False,2024
48249_2024_003,48249,Jim Wells,2024-05-24,2024-05-27,4.0,97.79,2024-05-27,96.4,88.2,33.7,93.1,97.07,88.19,4.7,10.22,0,False,2024
48249_2024_004,48249,Jim Wells,2024-06-03,2024-06-05,3.0,101.81,2024-06-05,98.5,89.3,37.4,95.3,98.96,89.58,6.53,14.33,0,False,2024
48249_2024_005,48249,Jim Wells,2024-09-14,2024-09-15,2.0,97.07,2024-09-15,92.0,84.7,64.7,95.9,97.52,85.75,1.16,1.77,0,False,2024
48249_2024_006,48249,Jim Wells,2024-11-03,2024-11-04,2.0,89.86,2024-11-04,91.5,83.5,43.3,81.0,91.49,82.87,8.86,10.88,0,False,2024
48249_2024_007,48249,Jim Wells,2024-12-16,2024-12-17,2.0,74.2,2024-12-16,81.5,74.0,42.3,73.4,83.48,73.62,0.93,1.77,0,False,2024
48249_2025_001,48249,Jim Wells,2025-02-03,2025-02-09,7.0,78.58,2025-02-08,89.3,78.5,27.9,72.8,89.3,76.13,5.79,29.1,0,False,2025
48249_2025_002,48249,Jim Wells,2025-03-30,2025-04-04,6.0,91.16,2025-04-04,95.7,85.2,37.1,80.8,98.72,82.28,10.33,29.77,0,False,2025
48249_2025_003,48249,Jim Wells,2025-05-16,2025-05-17,2.0,92.37,2025-05-16,96.0,86.0,38.4,91.9,95.99,85.86,0.48,0.61,0,False,2025
48249_2025_004,48249,Jim Wells,2025-05-25,2025-05-26,2.0,96.27,2025-05-26,95.7,86.7,37.8,93.1,96.38,86.69,3.13,4.61,0,False,2025
48249_2025_005,48249,Jim Wells,2025-11-17,2025-11-22,6.0,82.53,2025-11-19,89.7,80.4,40.9,77.3,89.66,79.02,6.05,17.82,0,False,2025
48249_2025_006,48249,Jim Wells,2025-12-25,2025-12-28,4.0,76.36,2025-12-27,85.6,76.3,36.6,72.6,85.64,75.18,3.76,11.6,0,False,2025
48251_2015_001,48251,Johnson,2015-12-12,2015-12-13,2.0,63.19,2015-12-12,74.3,63.5,56.1,62.3,74.3,62.66,0.91,0.93,0,False,2015
48251_2016_001,48251,Johnson,2016-02-20,2016-02-21,2.0,70.35,2016-02-20,75.6,69.5,77.1,66.5,75.56,68.03,3.87,4.01,0,False,2016
48251_2016_002,48251,Johnson,2016-06-15,2016-06-16,2.0,93.14,2016-06-16,94.6,85.0,42.6,91.7,94.64,84.48,1.44,1.44,0,False,2016
48251_2016_003,48251,Johnson,2016-09-19,2016-09-21,3.0,93.62,2016-09-20,98.3,86.0,36.5,90.2,98.3,85.44,3.42,5.78,0,False,2016
48251_2016_004,48251,Johnson,2016-10-16,2016-10-19,4.0,82.48,2016-10-17,89.7,80.0,43.6,77.7,89.66,79.57,4.74,12.27,0,False,2016
48251_2016_005,48251,Johnson,2016-11-01,2016-11-02,2.0,79.01,2016-11-02,86.1,78.2,49.2,74.1,86.36,76.68,4.87,5.92,0,False,2016
48251_2016_006,48251,Johnson,2016-12-25,2016-12-26,2.0,70.8,2016-12-26,75.7,70.3,58.4,62.0,76.7,69.84,8.75,15.96,0,False,2016
48251_2017_001,48251,Johnson,2017-01-11,2017-01-12,2.0,66.73,2017-01-12,78.0,66.9,48.4,59.1,78.68,66.77,7.61,13.85,0,False,2017
48251_2017_002,48251,Johnson,2017-02-06,2017-02-07,2.0,67.31,2017-02-07,80.3,68.7,23.2,62.9,80.3,67.07,4.46,6.48,0,False,2017
48251_2017_003,48251,Johnson,2017-02-11,2017-02-12,2.0,69.24,2017-02-12,82.0,69.8,40.3,64.2,81.98,67.74,5.07,6.01,0,False,2017
48251_2017_004,48251,Johnson,2017-03-19,2017-03-21,3.0,72.46,2017-03-20,84.6,73.1,26.6,70.9,86.0,72.55,1.58,3.24,0,False,2017
48251_2017_005,48251,Johnson,2017-11-05,2017-11-06,2.0,74.74,2017-11-05,87.7,74.5,37.2,73.5,87.68,73.6,1.2,1.36,0,False,2017
48251_2018_001,48251,Johnson,2018-03-25,2018-03-26,2.0,73.15,2018-03-26,85.5,73.5,35.6,72.1,85.46,72.82,1.08,1.27,0,False,2018
48251_2019_001,48251,Johnson,2019-02-05,2019-02-06,2.0,69.62,2019-02-06,77.4,69.4,54.8,63.4,77.72,68.6,6.21,10.47,0,False,2019
48251_2019_002,48251,Johnson,2019-09-29,2019-09-30,2.0,91.16,2019-09-29,94.6,85.6,37.9,87.6,94.64,84.65,3.61,4.15,0,False,2019
48251_2020_001,48251,Johnson,2020-01-15,2020-01-16,2.0,63.32,2020-01-15,75.0,63.8,47.6,59.7,78.53,63.43,3.66,6.84,0,False,2020
48251_2020_002,48251,Johnson,2020-04-08,2020-04-09,2.0,77.24,2020-04-08,88.3,77.3,28.9,74.9,88.34,76.41,2.3,3.45,0,False,2020
48251_2020_003,48251,Johnson,2020-08-29,2020-08-30,2.0,96.35,2020-08-30,103.3,89.0,30.4,95.7,104.45,89.48,0.65,1.08,0,False,2020
48251_2021_001,48251,Johnson,2021-12-03,2021-12-05,3.0,68.21,2021-12-04,76.5,68.5,43.9,64.6,77.72,67.11,3.58,6.24,0,False,2021
48251_2021_002,48251,Johnson,2021-12-14,2021-12-17,4.0,71.26,2021-12-16,78.7,71.0,50.0,61.8,79.04,67.64,9.5,22.62,0,False,2021
48251_2021_003,48251,Johnson,2021-12-24,2021-12-29,6.0,69.71,2021-12-25,82.0,70.5,29.1,61.6,82.04,68.46,8.07,33.77,0,False,2021
48251_2022_001,48251,Johnson,2022-05-08,2022-05-10,3.0,85.07,2022-05-10,91.3,83.2,35.6,81.5,92.0,82.5,3.57,8.54,0,False,2022
48251_2022_002,48251,Johnson,2022-12-06,2022-12-10,5.0,68.53,2022-12-07,75.6,68.5,58.1,64.5,75.68,67.16,4.04,15.1,0,False,2022
48251_2023_001,48251,Johnson,2023-01-16,2023-01-18,3.0,65.72,2023-01-18,76.0,66.9,29.1,60.0,77.36,64.02,5.76,8.3,0,False,2023
48251_2023_002,48251,Johnson,2023-02-21,2023-02-22,2.0,69.76,2023-02-22,85.5,70.5,32.4,66.5,85.46,70.11,3.24,6.14,0,False,2023
48251_2023_003,48251,Johnson,2023-09-23,2023-09-25,3.0,98.08,2023-09-24,99.0,88.3,32.9,89.7,99.02,85.95,8.43,10.26,0,False,2023
48251_2024_001,48251,Johnson,2024-02-26,2024-02-27,2.0,72.94,2024-02-27,84.0,72.4,55.3,66.5,87.98,72.0,6.43,11.13,0,False,2024
48251_2024_002,48251,Johnson,2024-04-17,2024-04-18,2.0,76.56,2024-04-17,83.7,76.0,54.5,75.9,86.0,75.9,0.69,1.33,0,False,2024
48251_2024_003,48251,Johnson,2024-06-26,2024-06-28,3.0,96.48,2024-06-28,98.4,87.9,37.8,94.4,98.36,87.17,2.04,4.89,0,False,2024
48251_2024_004,48251,Johnson,2024-06-30,2024-07-02,3.0,96.86,2024-07-02,99.0,88.2,34.0,95.0,98.96,87.54,1.87,3.87,0,False,2024
48251_2024_005,48251,Johnson,2024-10-28,2024-10-30,3.0,78.85,2024-10-30,84.9,78.0,42.9,74.5,86.45,76.24,4.32,4.77,0,False,2024
48251_2024_006,48251,Johnson,2024-12-14,2024-12-17,4.0,67.42,2024-12-16,76.5,67.5,49.7,62.3,76.46,64.93,5.13,9.16,0,False,2024
48251_2025_001,48251,Johnson,2025-02-06,2025-02-08,3.0,67.12,2025-02-08,86.5,67.7,24.0,63.6,86.54,66.54,3.55,7.78,0,False,2025
48251_2025_002,48251,Johnson,2025-11-15,2025-11-16,2.0,74.22,2025-11-15,88.0,74.5,28.4,71.1,87.98,72.93,3.1,3.26,0,False,2025
48251_2025_003,48251,Johnson,2025-11-18,2025-11-20,3.0,75.15,2025-11-18,85.3,75.1,38.2,69.4,85.28,73.44,5.78,14.16,0,False,2025
48251_2025_004,48251,Johnson,2025-12-24,2025-12-28,5.0,71.85,2025-12-27,85.0,72.2,40.1,62.9,85.04,69.03,8.91,29.29,0,False,2025
48253_2015_001,48253,Jones,2015-12-12,2015-12-13,2.0,64.76,2015-12-12,82.9,65.3,39.5,58.0,82.94,62.64,6.8,8.85,0,False,2015
48253_2016_001,48253,Jones,2016-02-19,2016-02-21,3.0,69.89,2016-02-20,83.0,69.8,45.0,63.7,83.03,67.94,6.21,12.14,0,False,2016
48253_2016_002,48253,Jones,2016-10-16,2016-10-18,3.0,81.29,2016-10-17,93.5,80.2,28.4,76.2,93.47,79.31,5.13,11.28,0,False,2016
48253_2016_003,48253,Jones,2016-11-02,2016-11-03,2.0,77.23,2016-11-02,89.5,76.5,46.0,70.9,89.51,74.39,6.3,9.02,0,False,2016
48253_2017_001,48253,Jones,2017-01-11,2017-01-12,2.0,65.5,2017-01-12,82.5,65.5,60.7,55.4,82.49,63.61,10.09,14.73,0,False,2017
48253_2017_002,48253,Jones,2017-02-07,2017-02-08,2.0,63.0,2017-02-08,80.5,64.0,23.6,59.5,80.96,64.47,3.51,6.68,0,False,2017
48253_2017_003,48253,Jones,2017-02-11,2017-02-12,2.0,70.43,2017-02-12,92.5,71.2,33.1,60.6,92.48,69.62,9.85,16.85,0,False,2017
48253_2017_004,48253,Jones,2017-03-18,2017-03-22,5.0,76.47,2017-03-21,92.0,76.5,18.8,69.2,93.02,73.31,7.27,19.64,0,False,2017
48253_2017_005,48253,Jones,2017-09-21,2017-09-22,2.0,91.04,2017-09-21,101.9,87.5,26.9,87.4,101.93,86.36,3.66,5.49,0,False,2017
48253_2018_001,48253,Jones,2018-03-24,2018-03-26,3.0,72.59,2018-03-25,88.5,73.8,15.2,70.5,88.52,72.52,2.14,3.45,0,False,2018
48253_2019_001,48253,Jones,2019-02-04,2019-02-06,3.0,64.13,2019-02-06,74.5,64.8,36.0,59.3,77.54,63.92,4.82,10.0,0,False,2019
48253_2019_002,48253,Jones,2019-08-18,2019-08-19,2.0,95.93,2019-08-19,104.4,91.5,23.4,93.7,104.45,91.49,2.21,3.16,0,False,2019
48253_2019_003,48253,Jones,2019-09-27,2019-10-03,7.0,88.35,2019-09-29,95.4,84.5,39.3,84.2,97.07,83.6,4.25,18.26,0,False,2019
48253_2020_001,48253,Jones,2020-05-02,2020-05-05,4.0,90.55,2020-05-05,103.5,85.0,28.4,81.5,105.08,83.49,9.03,14.82,0,False,2020
48253_2021_001,48253,Jones,2021-03-12,2021-03-13,2.0,71.99,2021-03-12,82.0,72.0,43.9,67.5,82.04,70.68,4.54,6.5,0,False,2021
48253_2021_002,48253,Jones,2021-04-27,2021-04-28,2.0,80.49,2021-04-27,93.0,80.0,19.5,77.3,93.92,79.0,3.17,4.11,0,False,2021
48253_2021_003,48253,Jones,2021-10-09,2021-10-10,2.0,82.71,2021-10-10,95.5,81.0,19.1,79.6,95.54,81.0,3.1,3.7,0,False,2021
48253_2021_004,48253,Jones,2021-12-03,2021-12-04,2.0,66.39,2021-12-04,87.5,66.8,41.0,60.8,87.53,64.62,5.56,5.6,0,False,2021
48253_2021_005,48253,Jones,2021-12-10,2021-12-11,2.0,66.12,2021-12-10,80.5,67.3,13.5,59.4,81.95,65.37,6.73,9.0,0,False,2021
48253_2021_006,48253,Jones,2021-12-15,2021-12-18,4.0,65.55,2021-12-16,79.5,65.8,53.3,57.6,79.52,62.44,7.94,17.27,0,False,2021
48253_2021_007,48253,Jones,2021-12-24,2022-01-01,9.0,71.56,2021-12-27,92.6,72.5,26.1,56.6,92.57,63.28,14.95,44.9,0,False,2021
48253_2022_001,48253,Jones,2022-04-21,2022-04-22,2.0,83.22,2022-04-21,98.5,83.3,21.8,77.0,98.51,82.0,6.26,11.24,0,False,2022
48253_2022_002,48253,Jones,2022-05-09,2022-05-10,2.0,95.1,2022-05-10,101.0,88.7,24.2,83.6,106.07,88.77,11.54,14.95,0,False,2022
48253_2022_003,48253,Jones,2022-06-07,2022-06-08,2.0,95.03,2022-06-07,104.5,89.8,27.0,90.6,104.54,88.14,4.46,7.31,0,False,2022
48253_2022_004,48253,Jones,2022-06-13,2022-06-14,2.0,94.08,2022-06-13,108.5,94.0,12.8,92.4,108.5,92.64,1.68,1.89,0,False,2022
48253_2022_005,48253,Jones,2022-07-20,2022-07-21,2.0,96.73,2022-07-21,103.0,90.0,35.6,94.9,110.48,92.5,1.84,3.51,0,False,2022
48253_2022_006,48253,Jones,2022-11-09,2022-11-10,2.0,72.48,2022-11-10,80.1,72.3,39.4,68.9,80.06,72.03,3.57,6.08,0,False,2022
48253_2022_007,48253,Jones,2022-12-06,2022-12-07,2.0,66.23,2022-12-06,80.0,66.7,41.7,60.6,79.97,65.48,5.67,9.5,0,False,2022
48253_2023_001,48253,Jones,2023-01-02,2023-01-03,2.0,61.76,2023-01-02,78.5,63.0,24.7,56.4,78.53,61.25,5.39,6.02,0,False,2023
48253_2023_002,48253,Jones,2023-01-11,2023-01-12,2.0,59.01,2023-01-11,80.5,61.7,7.4,55.2,81.05,60.13,3.85,4.61,0,False,2023
48253_2023_003,48253,Jones,2023-01-16,2023-01-18,3.0,60.29,2023-01-17,72.0,62.5,21.1,56.1,71.96,61.1,4.23,8.4,0,False,2023
48253_2023_004,48253,Jones,2023-02-21,2023-02-22,2.0,70.15,2023-02-22,87.1,71.1,20.4,63.8,87.08,70.03,6.31,10.03,0,False,2023
48253_2023_005,48253,Jones,2023-07-13,2023-07-15,3.0,101.17,2023-07-15,104.0,91.0,31.9,94.9,107.96,92.92,6.25,15.38,0,False,2023
48253_2023_006,48253,Jones,2023-08-13,2023-08-14,2.0,102.56,2023-08-14,108.0,91.8,29.8,94.7,108.05,92.39,7.86,9.09,0,False,2023
48253_2023_007,48253,Jones,2023-09-05,2023-09-06,2.0,95.13,2023-09-06,106.1,91.8,20.9,90.3,106.07,91.04,4.87,5.46,0,False,2023
48253_2023_008,48253,Jones,2023-09-09,2023-09-10,2.0,94.35,2023-09-09,108.0,92.8,16.9,89.2,107.96,89.85,5.13,6.06,0,False,2023
48253_2023_009,48253,Jones,2023-09-23,2023-09-24,2.0,89.25,2023-09-23,101.5,86.5,25.1,87.4,101.48,85.89,1.87,3.04,0,False,2023
48253_2023_010,48253,Jones,2023-11-07,2023-11-09,3.0,75.08,2023-11-09,91.9,73.9,72.2,69.2,91.94,73.58,5.9,11.87,0,False,2023
48253_2024_001,48253,Jones,2024-02-26,2024-02-27,2.0,69.7,2024-02-26,89.0,71.2,15.5,64.0,91.94,70.11,5.65,9.56,0,False,2024
48253_2024_002,48253,Jones,2024-08-24,2024-08-25,2.0,101.23,2024-08-24,108.5,94.0,22.4,93.5,108.5,92.26,7.71,10.35,0,False,2024
48253_2024_003,48253,Jones,2024-10-23,2024-10-25,3.0,78.25,2024-10-24,94.0,78.3,28.3,74.0,94.01,77.1,4.24,9.73,0,False,2024
48253_2024_004,48253,Jones,2024-10-29,2024-10-30,2.0,78.1,2024-10-30,87.0,77.5,34.1,72.5,88.97,75.99,5.57,6.8,0,False,2024
48253_2025_001,48253,Jones,2025-02-03,2025-02-04,2.0,63.66,2025-02-04,88.5,64.3,46.5,59.4,88.52,64.62,4.29,7.63,0,False,2025
48253_2025_002,48253,Jones,2025-11-15,2025-11-16,2.0,69.78,2025-11-16,90.5,70.7,23.3,66.8,90.5,70.5,2.98,5.1,0,False,2025
48253_2025_003,48253,Jones,2025-11-18,2025-11-20,3.0,70.45,2025-11-20,80.0,69.7,73.3,65.3,87.53,70.22,5.16,13.13,0,False,2025
48253_2025_004,48253,Jones,2025-12-24,2025-12-28,5.0,69.14,2025-12-28,83.5,69.5,28.0,57.8,85.01,68.09,11.31,48.67,0,False,2025
48255_2016_001,48255,Karnes,2016-10-18,2016-10-19,2.0,85.79,2016-10-19,92.4,81.7,42.2,83.9,92.6,81.75,1.85,2.8,2,True,2016
48255_2016_002,48255,Karnes,2016-12-25,2016-12-28,4.0,73.29,2016-12-26,80.0,73.3,45.9,68.5,80.0,71.98,4.75,12.36,4,True,2016
48255_2017_001,48255,Karnes,2017-01-11,2017-01-13,3.0,70.77,2017-01-13,78.6,71.1,45.5,66.9,80.45,69.79,3.88,7.12,3,True,2017
48255_2019_001,48255,Karnes,2019-08-18,2019-08-19,2.0,98.49,2019-08-19,100.4,88.8,34.6,97.7,100.58,88.9,0.8,0.93,2,True,2019
48255_2019_002,48255,Karnes,2019-08-26,2019-08-27,2.0,97.57,2019-08-26,99.8,88.1,34.8,96.7,99.78,88.22,0.9,1.02,2,True,2019
48255_2019_003,48255,Karnes,2019-09-29,2019-09-30,2.0,90.98,2019-09-30,94.1,85.0,42.6,90.0,94.14,84.89,1.02,1.68,2,True,2019
48255_2020_001,48255,Karnes,2020-01-15,2020-01-16,2.0,71.11,2020-01-15,79.1,71.4,48.4,67.5,79.1,70.51,3.64,5.51,2,True,2020
48255_2020_002,48255,Karnes,2020-03-26,2020-03-27,2.0,77.63,2020-03-27,88.4,77.8,30.3,76.0,88.36,77.07,1.62,1.89,2,True,2020
48255_2020_003,48255,Karnes,2020-04-08,2020-04-09,2.0,79.51,2020-04-09,89.4,78.5,46.6,78.4,89.38,78.44,1.13,2.17,2,True,2020
48255_2020_004,48255,Karnes,2020-08-28,2020-09-01,5.0,99.62,2020-08-29,101.2,88.8,34.2,96.3,101.19,88.7,3.34,10.17,5,True,2020
48255_2021_001,48255,Karnes,2021-12-15,2021-12-17,3.0,73.71,2021-12-16,80.4,73.7,45.8,69.3,80.41,73.03,4.45,11.09,3,True,2021
48255_2021_002,48255,Karnes,2021-12-25,2021-12-29,5.0,70.87,2021-12-29,80.0,71.3,34.1,69.2,81.22,70.79,1.85,7.22,5,True,2021
48255_2021_003,48255,Karnes,2021-12-31,2022-01-01,2.0,70.33,2022-01-01,81.9,70.4,33.4,69.5,81.9,70.66,1.44,2.3,2,True,2021
48255_2022_001,48255,Karnes,2022-05-09,2022-05-10,2.0,89.41,2022-05-10,93.8,84.7,33.3,88.1,95.49,85.06,1.29,1.63,2,True,2022
48255_2022_002,48255,Karnes,2022-12-07,2022-12-10,4.0,73.45,2022-12-08,80.2,73.5,47.0,71.3,80.17,72.6,2.18,4.81,4,True,2022
48255_2023_001,48255,Karnes,2023-02-22,2023-02-23,2.0,73.65,2023-02-22,85.4,74.2,28.7,71.3,85.38,73.22,2.34,3.69,2,True,2023
48255_2023_002,48255,Karnes,2023-03-01,2023-03-02,2.0,76.71,2023-03-01,85.0,74.8,100.0,72.4,85.04,74.14,4.3,5.78,2,True,2023
48255_2023_003,48255,Karnes,2023-04-03,2023-04-04,2.0,79.53,2023-04-04,88.4,79.3,40.2,77.2,88.45,78.74,2.31,3.35,2,True,2023
48255_2023_004,48255,Karnes,2023-07-11,2023-07-14,4.0,99.35,2023-07-12,101.9,90.5,29.4,97.0,102.26,90.26,2.31,5.57,4,True,2023
48255_2023_005,48255,Karnes,2023-08-06,2023-08-13,8.0,103.16,2023-08-12,103.8,91.9,30.3,98.0,104.23,91.24,5.13,16.89,8,True,2023
48255_2023_006,48255,Karnes,2023-09-05,2023-09-09,5.0,97.02,2023-09-05,101.0,89.5,31.4,94.9,103.88,89.44,2.09,7.95,5,True,2023
48255_2023_007,48255,Karnes,2023-09-23,2023-09-25,3.0,95.98,2023-09-25,98.7,86.8,35.6,91.4,99.89,87.44,4.6,8.32,3,True,2023
48255_2023_008,48255,Karnes,2023-10-27,2023-10-28,2.0,82.4,2023-10-27,86.5,80.2,46.2,80.3,86.54,79.73,2.09,2.11,2,True,2023
48255_2024_001,48255,Karnes,2024-06-29,2024-06-30,2.0,98.81,2024-06-29,96.9,87.7,43.3,97.7,96.88,87.3,1.14,1.33,2,True,2024
48255_2024_002,48255,Karnes,2024-08-22,2024-08-23,2.0,101.0,2024-08-23,101.6,89.6,37.8,97.0,104.12,89.93,4.03,4.72,2,True,2024
48255_2024_003,48255,Karnes,2024-11-03,2024-11-04,2.0,79.9,2024-11-04,87.5,78.9,44.6,78.6,87.49,79.0,1.3,1.56,2,True,2024
48255_2024_004,48255,Karnes,2024-12-16,2024-12-17,2.0,71.3,2024-12-16,79.4,71.5,43.9,70.6,80.61,71.2,1.35,2.05,2,True,2024
48255_2025_001,48255,Karnes,2025-02-04,2025-02-09,6.0,74.19,2025-02-08,85.1,74.6,28.3,69.3,85.09,72.62,4.88,18.26,6,True,2025
48255_2025_002,48255,Karnes,2025-04-02,2025-04-04,3.0,81.67,2025-04-03,88.6,80.2,38.1,77.3,88.58,78.89,4.37,7.2,3,True,2025
48255_2025_003,48255,Karnes,2025-11-17,2025-11-21,5.0,78.04,2025-11-19,86.2,77.7,43.5,74.8,87.56,76.75,3.24,11.64,5,True,2025
48255_2025_004,48255,Karnes,2025-12-23,2025-12-28,6.0,73.73,2025-12-27,82.7,74.0,38.7,69.7,82.67,72.21,4.0,14.52,6,True,2025
48257_2015_001,48257,Kaufman,2015-01-28,2015-01-29,2.0,60.86,2015-01-28,81.0,62.5,23.9,59.4,80.96,61.52,1.48,1.83,0,False,2015
48257_2015_002,48257,Kaufman,2015-03-31,2015-04-02,3.0,75.79,2015-04-02,82.9,75.5,52.0,72.9,82.94,74.3,2.9,6.43,0,False,2015
48257_2015_003,48257,Kaufman,2015-04-07,2015-04-09,3.0,76.85,2015-04-07,82.9,76.5,53.3,73.8,82.94,74.48,3.1,3.52,0,False,2015
48257_2015_004,48257,Kaufman,2015-05-08,2015-05-10,3.0,85.67,2015-05-09,87.1,81.1,62.1,79.5,89.06,79.85,6.14,8.3,0,False,2015
48257_2015_005,48257,Kaufman,2015-12-23,2015-12-24,2.0,62.48,2015-12-23,75.0,63.0,45.6,61.7,78.08,62.78,0.82,0.91,0,False,2015
48257_2016_001,48257,Kaufman,2016-01-30,2016-01-31,2.0,63.41,2016-01-31,75.9,64.0,43.0,61.0,75.92,62.74,2.43,3.13,0,False,2016
48257_2016_002,48257,Kaufman,2016-02-19,2016-02-20,2.0,68.06,2016-02-19,75.9,68.0,51.9,64.6,75.92,67.28,3.47,6.13,0,False,2016
48257_2016_003,48257,Kaufman,2016-06-15,2016-06-16,2.0,95.2,2016-06-16,95.0,85.5,46.8,91.8,95.0,85.19,3.37,6.52,0,False,2016
48257_2016_004,48257,Kaufman,2016-07-24,2016-07-25,2.0,98.38,2016-07-24,99.0,88.5,35.6,98.0,98.96,87.76,0.37,0.44,0,False,2016
48257_2016_005,48257,Kaufman,2016-09-18,2016-09-20,3.0,92.55,2016-09-20,97.0,85.0,39.1,89.7,98.06,85.01,2.81,4.9,0,False,2016
48257_2016_006,48257,Kaufman,2016-10-15,2016-10-19,5.0,86.46,2016-10-18,93.0,82.5,45.2,77.0,93.02,80.1,9.43,23.03,0,False,2016
48257_2016_007,48257,Kaufman,2016-11-01,2016-11-02,2.0,76.12,2016-11-01,86.0,76.0,42.1,73.5,86.0,75.78,2.67,5.24,0,False,2016
48257_2016_008,48257,Kaufman,2016-12-24,2016-12-26,3.0,73.04,2016-12-25,79.0,73.0,53.3,61.6,80.96,69.14,11.48,22.74,0,False,2016
48257_2017_001,48257,Kaufman,2017-01-10,2017-01-12,3.0,66.96,2017-01-10,77.0,68.0,36.6,59.3,80.06,66.35,8.61,21.54,0,False,2017
48257_2017_002,48257,Kaufman,2017-02-06,2017-02-07,2.0,70.25,2017-02-06,77.0,70.5,51.3,61.7,78.98,67.78,8.51,10.22,0,False,2017
48257_2017_003,48257,Kaufman,2017-02-11,2017-02-12,2.0,72.59,2017-02-11,84.0,73.0,37.5,62.8,84.02,69.76,9.76,12.34,0,False,2017
48257_2017_004,48257,Kaufman,2017-02-18,2017-02-19,2.0,66.85,2017-02-18,80.1,68.0,31.0,64.5,80.06,67.46,2.39,4.14,0,False,2017
48257_2017_005,48257,Kaufman,2017-02-27,2017-02-28,2.0,74.53,2017-02-28,81.0,73.9,50.1,65.9,80.96,71.19,8.63,10.84,0,False,2017
48257_2017_006,48257,Kaufman,2017-03-19,2017-03-20,2.0,74.57,2017-03-20,84.0,75.0,30.2,70.1,84.02,73.49,4.45,5.92,0,False,2017
48257_2017_007,48257,Kaufman,2017-05-18,2017-05-19,2.0,86.18,2017-05-19,89.1,81.5,46.7,84.0,89.96,81.72,2.18,3.53,0,False,2017
48257_2017_008,48257,Kaufman,2017-09-20,2017-09-21,2.0,92.3,2017-09-21,96.1,85.6,38.7,90.0,96.08,85.78,2.26,2.56,0,False,2017
48257_2017_009,48257,Kaufman,2017-10-13,2017-10-14,2.0,83.94,2017-10-14,91.9,80.5,42.0,78.7,91.94,79.97,5.27,5.56,0,False,2017
48257_2017_010,48257,Kaufman,2017-12-03,2017-12-04,2.0,66.83,2017-12-04,81.0,67.0,45.3,65.7,80.96,67.01,1.17,1.7,0,False,2017
48257_2018_001,48257,Kaufman,2018-05-12,2018-05-13,2.0,82.74,2018-05-12,90.0,81.0,39.6,80.6,89.96,80.51,2.18,3.22,0,False,2018
48257_2018_002,48257,Kaufman,2018-10-04,2018-10-08,5.0,86.57,2018-10-07,90.0,81.5,54.0,83.9,89.96,81.39,2.68,7.68,0,False,2018
48257_2019_001,48257,Kaufman,2019-02-04,2019-02-06,3.0,72.14,2019-02-04,80.1,72.5,42.4,62.4,80.06,71.66,9.76,27.98,0,False,2019
48257_2019_002,48257,Kaufman,2019-05-23,2019-05-24,2.0,89.21,2019-05-23,91.0,83.5,52.2,85.4,91.04,82.76,3.8,3.97,0,False,2019
48257_2019_003,48257,Kaufman,2019-06-20,2019-06-22,3.0,100.08,2019-06-21,95.0,87.5,49.7,93.7,96.08,86.21,6.39,9.8,0,False,2019
48257_2019_004,48257,Kaufman,2019-08-25,2019-08-26,2.0,102.17,2019-08-26,102.9,91.0,32.8,97.1,102.92,89.2,5.1,5.26,0,False,2019
