state,file,bytes,modified_utc,produced_by,unit_of_analysis,git_commit,input_hash,python,pandas,numpy
TX,county_profiles/48175/fig08_report_card_48175.png,353750,2026-07-30T18:45:25Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48175/jaccard_matrix.csv,5108,2026-07-30T18:45:25Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48177/county_month_summary.csv,112349,2026-07-30T18:45:27Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48177/county_year_summary.csv,20283,2026-07-30T18:45:27Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48177/fig08_report_card_48177.png,377798,2026-07-30T18:45:27Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48177/jaccard_matrix.csv,5174,2026-07-30T18:45:27Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48179/county_month_summary.csv,93027,2026-07-30T18:45:29Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48179/county_year_summary.csv,19523,2026-07-30T18:45:29Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48179/fig08_report_card_48179.png,366835,2026-07-30T18:45:29Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48179/jaccard_matrix.csv,5092,2026-07-30T18:45:29Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48181/county_month_summary.csv,103168,2026-07-30T18:45:30Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48181/county_year_summary.csv,20110,2026-07-30T18:45:30Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48181/fig08_report_card_48181.png,370013,2026-07-30T18:45:30Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48181/jaccard_matrix.csv,5226,2026-07-30T18:45:30Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48183/county_month_summary.csv,109638,2026-07-30T18:45:32Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48183/county_year_summary.csv,19921,2026-07-30T18:45:32Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48183/fig08_report_card_48183.png,374363,2026-07-30T18:45:32Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48183/jaccard_matrix.csv,5146,2026-07-30T18:45:32Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48185/county_month_summary.csv,116473,2026-07-30T18:45:34Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48185/county_year_summary.csv,20682,2026-07-30T18:45:34Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48185/fig08_report_card_48185.png,381155,2026-07-30T18:45:34Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48185/jaccard_matrix.csv,5098,2026-07-30T18:45:34Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48187/county_month_summary.csv,116254,2026-07-30T18:45:35Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48187/county_year_summary.csv,20580,2026-07-30T18:45:35Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48187/fig08_report_card_48187.png,377388,2026-07-30T18:45:35Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48187/jaccard_matrix.csv,5156,2026-07-30T18:45:35Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48189/county_month_summary.csv,97019,2026-07-30T18:45:37Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48189/county_year_summary.csv,19447,2026-07-30T18:45:37Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48189/fig08_report_card_48189.png,367389,2026-07-30T18:45:37Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48189/jaccard_matrix.csv,5148,2026-07-30T18:45:37Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48191/county_month_summary.csv,90275,2026-07-30T18:45:39Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48191/county_year_summary.csv,19408,2026-07-30T18:45:39Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48191/fig08_report_card_48191.png,362974,2026-07-30T18:45:39Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48191/jaccard_matrix.csv,5172,2026-07-30T18:45:39Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48193/county_month_summary.csv,100484,2026-07-30T18:45:40Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48193/county_year_summary.csv,20588,2026-07-30T18:45:40Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48193/fig08_report_card_48193.png,374700,2026-07-30T18:45:40Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48193/jaccard_matrix.csv,5108,2026-07-30T18:45:40Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48195/county_month_summary.csv,86130,2026-07-30T18:45:42Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48195/county_year_summary.csv,20076,2026-07-30T18:45:42Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48195/fig08_report_card_48195.png,363141,2026-07-30T18:45:42Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48195/jaccard_matrix.csv,5160,2026-07-30T18:45:42Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48197/county_month_summary.csv,91745,2026-07-30T18:45:43Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48197/county_year_summary.csv,20508,2026-07-30T18:45:43Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48197/fig08_report_card_48197.png,370314,2026-07-30T18:45:43Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48197/jaccard_matrix.csv,5186,2026-07-30T18:45:43Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48199/county_month_summary.csv,113282,2026-07-30T18:45:45Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48199/county_year_summary.csv,20042,2026-07-30T18:45:45Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48199/fig08_report_card_48199.png,376566,2026-07-30T18:45:45Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48199/jaccard_matrix.csv,5214,2026-07-30T18:45:45Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48201/county_month_summary.csv,127074,2026-07-30T18:45:47Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48201/county_year_summary.csv,20210,2026-07-30T18:45:47Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48201/fig08_report_card_48201.png,380535,2026-07-30T18:45:47Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48201/jaccard_matrix.csv,5116,2026-07-30T18:45:47Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48203/county_month_summary.csv,90885,2026-07-30T18:45:49Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48203/county_year_summary.csv,20120,2026-07-30T18:45:49Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48203/fig08_report_card_48203.png,364200,2026-07-30T18:45:49Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48203/jaccard_matrix.csv,5202,2026-07-30T18:45:49Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48205/county_month_summary.csv,103860,2026-07-30T18:45:50Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48205/county_year_summary.csv,19989,2026-07-30T18:45:50Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48205/fig08_report_card_48205.png,368326,2026-07-30T18:45:50Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48205/jaccard_matrix.csv,5208,2026-07-30T18:45:50Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48207/county_month_summary.csv,87252,2026-07-30T18:45:52Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48207/county_year_summary.csv,19592,2026-07-30T18:45:52Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48207/fig08_report_card_48207.png,370892,2026-07-30T18:45:52Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48207/jaccard_matrix.csv,5108,2026-07-30T18:45:52Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48209/county_month_summary.csv,90805,2026-07-30T18:45:53Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48209/county_year_summary.csv,19240,2026-07-30T18:45:53Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48209/fig08_report_card_48209.png,366562,2026-07-30T18:45:53Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48209/jaccard_matrix.csv,5180,2026-07-30T18:45:53Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48211/county_month_summary.csv,97265,2026-07-30T18:45:55Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48211/county_year_summary.csv,20762,2026-07-30T18:45:55Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48211/fig08_report_card_48211.png,369199,2026-07-30T18:45:55Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48211/jaccard_matrix.csv,5142,2026-07-30T18:45:55Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48213/county_month_summary.csv,100952,2026-07-30T18:45:57Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48213/county_year_summary.csv,20468,2026-07-30T18:45:57Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48213/fig08_report_card_48213.png,367553,2026-07-30T18:45:57Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48213/jaccard_matrix.csv,5094,2026-07-30T18:45:57Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48215/county_month_summary.csv,121146,2026-07-30T18:45:58Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48215/county_year_summary.csv,20356,2026-07-30T18:45:58Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48215/fig08_report_card_48215.png,379747,2026-07-30T18:45:58Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48215/jaccard_matrix.csv,5138,2026-07-30T18:45:58Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48217/county_month_summary.csv,92762,2026-07-30T18:46:00Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48217/county_year_summary.csv,19384,2026-07-30T18:46:00Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48217/fig08_report_card_48217.png,368654,2026-07-30T18:46:00Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48217/jaccard_matrix.csv,5100,2026-07-30T18:46:00Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48219/county_month_summary.csv,81196,2026-07-30T18:46:01Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48219/county_year_summary.csv,19453,2026-07-30T18:46:01Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48219/fig08_report_card_48219.png,360921,2026-07-30T18:46:01Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48219/jaccard_matrix.csv,5136,2026-07-30T18:46:01Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48221/county_month_summary.csv,119136,2026-07-30T18:46:03Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48221/county_year_summary.csv,19822,2026-07-30T18:46:03Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48221/fig08_report_card_48221.png,376417,2026-07-30T18:46:03Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48221/jaccard_matrix.csv,5090,2026-07-30T18:46:03Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48223/county_month_summary.csv,98266,2026-07-30T18:46:05Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48223/county_year_summary.csv,19991,2026-07-30T18:46:05Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48223/fig08_report_card_48223.png,368866,2026-07-30T18:46:05Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48223/jaccard_matrix.csv,5156,2026-07-30T18:46:05Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48225/county_month_summary.csv,95347,2026-07-30T18:46:06Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48225/county_year_summary.csv,20196,2026-07-30T18:46:06Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48225/fig08_report_card_48225.png,367661,2026-07-30T18:46:06Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48225/jaccard_matrix.csv,5110,2026-07-30T18:46:06Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48227/county_month_summary.csv,89005,2026-07-30T18:46:08Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48227/county_year_summary.csv,19794,2026-07-30T18:46:08Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48227/fig08_report_card_48227.png,363973,2026-07-30T18:46:08Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48227/jaccard_matrix.csv,5200,2026-07-30T18:46:08Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48229/county_month_summary.csv,138229,2026-07-30T18:46:10Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48229/county_year_summary.csv,20630,2026-07-30T18:46:10Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48229/fig08_report_card_48229.png,384395,2026-07-30T18:46:10Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48229/jaccard_matrix.csv,5228,2026-07-30T18:46:10Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48231/county_month_summary.csv,111372,2026-07-30T18:46:11Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48231/county_year_summary.csv,19744,2026-07-30T18:46:11Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48231/fig08_report_card_48231.png,372165,2026-07-30T18:46:11Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48231/jaccard_matrix.csv,5152,2026-07-30T18:46:11Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48233/county_month_summary.csv,103327,2026-07-30T18:46:13Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48233/county_year_summary.csv,20502,2026-07-30T18:46:13Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48233/fig08_report_card_48233.png,368895,2026-07-30T18:46:13Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48233/jaccard_matrix.csv,5166,2026-07-30T18:46:13Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48235/county_month_summary.csv,99490,2026-07-30T18:46:15Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48235/county_year_summary.csv,19977,2026-07-30T18:46:15Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48235/fig08_report_card_48235.png,374273,2026-07-30T18:46:15Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48235/jaccard_matrix.csv,5162,2026-07-30T18:46:15Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48237/county_month_summary.csv,75248,2026-07-30T18:46:16Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48237/county_year_summary.csv,18688,2026-07-30T18:46:16Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48237/fig08_report_card_48237.png,360743,2026-07-30T18:46:16Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48237/jaccard_matrix.csv,5144,2026-07-30T18:46:16Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48239/county_month_summary.csv,123156,2026-07-30T18:46:18Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48239/county_year_summary.csv,20910,2026-07-30T18:46:18Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48239/fig08_report_card_48239.png,384142,2026-07-30T18:46:18Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48239/jaccard_matrix.csv,5122,2026-07-30T18:46:18Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48241/county_month_summary.csv,111879,2026-07-30T18:46:20Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48241/county_year_summary.csv,20283,2026-07-30T18:46:20Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48241/fig08_report_card_48241.png,375772,2026-07-30T18:46:20Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48241/jaccard_matrix.csv,5144,2026-07-30T18:46:20Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48243/county_month_summary.csv,126489,2026-07-30T18:46:21Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48243/county_year_summary.csv,20937,2026-07-30T18:46:21Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48243/fig08_report_card_48243.png,382624,2026-07-30T18:46:21Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48243/jaccard_matrix.csv,5128,2026-07-30T18:46:21Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48245/county_month_summary.csv,117509,2026-07-30T18:46:23Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48245/county_year_summary.csv,20684,2026-07-30T18:46:23Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48245/fig08_report_card_48245.png,378530,2026-07-30T18:46:23Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48245/jaccard_matrix.csv,5096,2026-07-30T18:46:23Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48247/county_month_summary.csv,68175,2026-07-30T18:46:25Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
TX,county_profiles/48247/county_year_summary.csv,19476,2026-07-30T18:46:25Z,s06_county_profiles.py,county,1818bb9+dirty,md5:f0276ee5888539f9,3.14.3,3.0.3,2.4.6
