county_fips,year,month,heatwave_events_started,heatwave_events_active,longest_event_duration_days,heatwave_days,heatwave_days_imputed
48259,2025,3,3,3,4,10,0
48259,2025,4,2,2,2,4,0
48259,2025,5,2,2,7,13,0
48259,2025,8,2,2,2,4,0
48259,2025,9,1,1,2,2,0
48259,2025,10,3,3,7,15,0
48259,2025,11,2,2,8,12,0
48259,2025,12,1,1,7,7,0
48261,2015,10,2,2,2,4,0
48261,2015,12,2,2,5,8,0
48261,2016,3,2,2,3,4,0
48261,2016,4,0,1,2,1,0
48261,2016,5,1,1,2,2,0
48261,2016,8,1,1,2,2,0
48261,2016,10,2,2,6,9,0
48261,2016,11,2,2,4,6,0
48261,2016,12,1,1,4,4,0
48261,2017,1,3,3,4,9,1
48261,2017,2,4,4,4,10,0
48261,2017,3,2,3,2,5,0
48261,2017,4,3,3,3,7,0
48261,2017,6,2,2,3,6,0
48261,2017,9,1,1,2,2,0
48261,2017,11,1,1,4,4,4
48261,2018,5,1,1,4,4,4
48261,2018,7,1,1,2,2,2
48261,2019,8,2,2,3,5,5
48261,2019,10,1,1,3,3,3
48261,2020,3,1,1,3,3,3
48261,2020,7,1,1,3,3,3
48261,2020,9,1,1,2,2,2
48261,2020,10,1,1,3,3,3
48261,2020,12,2,2,2,4,0
48261,2021,1,1,1,2,2,0
48261,2021,4,2,2,2,4,1
48261,2021,8,1,1,10,1,0
48261,2021,9,2,3,10,12,0
48261,2021,10,1,2,2,3,0
48261,2021,12,4,4,8,18,0
48261,2022,1,1,2,8,4,0
48261,2022,2,1,1,2,2,0
48261,2022,3,2,2,3,5,0
48261,2022,4,3,3,2,6,0
48261,2022,5,2,2,8,10,0
48261,2022,7,3,3,5,11,0
48261,2022,8,1,1,3,3,0
48261,2022,11,3,3,3,7,0
48261,2022,12,1,1,9,9,0
48261,2023,1,4,4,3,11,0
48261,2023,2,3,3,6,9,0
48261,2023,3,3,4,5,12,0
48261,2023,6,1,1,21,21,0
48261,2023,7,2,2,11,13,0
48261,2023,8,3,3,17,21,0
48261,2023,9,2,2,16,21,0
48261,2023,10,2,2,3,5,0
48261,2023,11,1,1,4,4,0
48261,2023,12,1,1,2,2,0
48261,2024,2,1,1,3,3,0
48261,2024,5,3,3,13,17,0
48261,2024,6,2,2,4,6,0
48261,2024,8,1,1,4,4,0
48261,2024,10,1,1,2,2,0
48261,2024,11,3,3,6,14,0
48261,2024,12,1,1,6,6,0
48261,2025,1,1,1,2,2,0
48261,2025,2,2,2,3,5,0
48261,2025,3,4,4,4,12,0
48261,2025,4,1,1,3,3,0
48261,2025,5,2,2,4,6,1
48261,2025,6,1,1,2,2,0
48261,2025,8,2,2,2,3,0
48261,2025,9,1,2,4,5,0
48261,2025,10,3,3,4,9,0
48261,2025,11,3,3,7,12,0
48261,2025,12,3,3,3,7,0
48263,2015,1,1,1,3,3,0
48263,2015,3,1,1,3,3,0
48263,2015,8,1,1,5,5,0
48263,2015,10,1,1,2,2,0
48263,2015,11,1,1,2,2,0
48263,2016,1,1,1,2,2,0
48263,2016,2,1,1,3,3,0
48263,2016,7,1,1,2,2,0
48263,2016,10,2,2,3,5,0
48263,2016,11,2,2,2,4,0
48263,2017,2,2,2,2,4,0
48263,2017,3,1,1,6,6,0
48263,2017,4,1,1,2,2,0
48263,2017,5,1,1,3,3,0
48263,2017,6,2,2,2,3,0
48263,2017,7,0,1,2,1,0
48263,2017,9,1,1,2,2,0
48263,2017,10,1,1,2,2,0
48263,2017,11,2,2,2,4,0
48263,2018,1,1,1,2,2,0
48263,2018,3,1,1,2,2,0
48263,2018,4,2,2,2,4,0
48263,2018,5,2,2,4,5,0
48263,2018,6,0,1,4,2,0
48263,2018,7,1,1,5,5,0
48263,2019,8,4,4,4,12,0
48263,2020,3,1,1,2,2,0
48263,2020,5,1,1,2,2,0
48263,2020,7,1,1,6,6,0
48263,2020,8,1,1,5,5,0
48263,2020,10,1,1,2,2,0
48263,2020,11,1,1,2,2,0
48263,2020,12,1,1,2,2,0
48263,2021,4,1,1,3,3,0
48263,2021,10,2,2,4,6,0
48263,2021,11,1,1,2,2,0
48263,2021,12,4,4,4,11,0
48263,2022,1,1,1,2,2,0
48263,2022,3,1,1,4,4,0
48263,2022,4,2,2,2,4,0
48263,2022,5,4,4,4,12,0
48263,2022,6,2,2,4,6,0
48263,2022,7,4,4,4,11,0
48263,2022,8,1,1,5,5,0
48263,2022,12,1,1,2,2,0
48263,2023,1,2,2,3,5,0
48263,2023,2,1,1,2,2,0
48263,2023,4,1,1,2,2,0
48263,2023,6,1,1,3,3,0
48263,2023,7,2,2,2,4,0
48263,2023,8,4,4,6,18,0
48263,2023,9,1,1,9,9,0
48263,2023,10,1,1,2,2,0
48263,2023,11,1,1,3,3,0
48263,2024,2,2,2,2,4,0
48263,2024,5,1,1,2,2,0
48263,2024,8,3,3,10,15,0
48263,2024,10,1,1,3,3,0
48263,2025,2,3,3,3,7,0
48263,2025,4,1,1,2,2,0
48263,2025,10,1,1,3,3,0
48263,2025,11,3,3,3,7,0
48263,2025,12,1,1,6,6,0
48265,2015,1,1,1,2,2,0
48265,2015,8,1,1,2,2,0
48265,2015,10,1,1,4,4,0
48265,2016,3,1,1,2,2,0
48265,2016,11,1,1,2,2,0
48265,2016,12,1,1,2,2,0
48265,2017,1,1,1,2,2,0
48265,2017,2,1,1,3,3,0
48265,2017,3,1,1,2,2,0
48265,2017,11,1,1,6,6,0
48265,2018,5,1,1,3,3,0
48265,2018,6,1,1,2,2,0
48265,2018,7,1,1,2,2,0
48265,2019,10,1,1,7,7,0
48265,2019,12,1,1,3,3,0
48265,2020,3,1,1,2,2,0
48265,2020,7,1,1,4,4,0
48265,2020,8,1,1,2,2,0
48265,2020,10,1,1,3,3,0
48265,2020,12,1,1,2,2,0
48265,2021,12,4,4,4,10,0
48265,2022,1,0,1,4,1,0
48265,2022,3,1,1,3,3,0
48265,2022,4,1,1,2,2,0
48265,2022,5,3,3,6,11,0
48265,2022,6,3,3,4,12,0
48265,2022,7,1,1,6,6,0
48265,2023,1,2,2,2,4,0
48265,2023,2,2,2,3,4,0
48265,2023,3,0,1,2,1,0
48265,2023,6,1,1,14,14,0
48265,2023,7,2,2,9,11,0
48265,2023,8,2,2,17,21,0
48265,2023,9,2,2,10,12,0
48265,2024,2,1,1,2,2,0
48265,2024,5,1,1,4,4,0
48265,2024,8,1,1,3,3,0
48265,2024,10,3,3,7,11,0
48265,2024,11,1,1,2,2,0
48265,2024,12,1,1,3,3,0
48265,2025,2,1,1,2,2,0
48265,2025,3,3,3,4,9,0
48265,2025,5,2,2,6,10,0
48265,2025,10,1,1,3,3,0
48265,2025,11,2,2,4,8,0
48265,2025,12,1,1,2,2,0
48267,2015,1,1,1,2,2,0
48267,2015,3,1,1,2,2,0
48267,2015,8,1,1,4,4,0
48267,2015,10,1,1,4,4,0
48267,2015,12,1,1,3,3,0
48267,2016,1,1,1,3,2,0
48267,2016,2,0,1,3,1,0
48267,2016,8,1,1,3,3,0
48267,2016,11,1,1,3,3,0
48267,2017,2,2,2,3,6,0
48267,2017,7,1,1,2,2,0
48267,2017,9,1,1,3,3,0
48267,2017,11,1,1,7,7,0
48267,2018,3,1,1,2,2,0
48267,2018,5,1,1,5,5,0
48267,2018,6,1,1,2,2,0
48267,2018,7,1,1,8,8,0
48267,2018,11,1,1,2,2,0
48267,2019,8,3,3,4,8,0
48267,2019,9,1,1,2,2,0
48267,2019,10,1,1,6,6,0
48267,2019,12,1,1,3,3,0
48267,2020,1,1,1,2,2,0
48267,2020,5,1,1,2,2,0
48267,2020,7,1,1,5,5,0
48267,2020,8,2,2,3,6,0
48267,2020,10,1,1,7,7,0
48267,2020,12,1,1,2,2,0
48267,2021,11,1,1,2,2,0
48267,2021,12,3,3,10,16,0
48267,2022,1,0,1,10,1,0
48267,2022,3,1,1,3,3,0
48267,2022,4,1,1,2,2,0
48267,2022,5,3,3,8,13,0
48267,2022,6,2,2,4,7,0
48267,2022,7,2,2,6,9,0
48267,2022,11,1,1,2,2,0
48267,2023,1,1,1,2,2,0
48267,2023,2,2,2,2,4,0
48267,2023,6,2,2,9,13,0
48267,2023,7,2,2,15,16,0
48267,2023,8,2,3,17,22,0
48267,2023,9,1,1,10,10,0
48267,2023,11,1,1,2,2,0
48267,2024,2,2,2,3,6,0
48267,2024,4,1,1,3,3,0
48267,2024,5,1,1,5,5,0
48267,2024,8,1,1,3,3,0
48267,2024,10,1,1,7,7,0
48267,2024,12,1,1,2,2,0
48267,2025,2,3,3,2,6,0
48267,2025,3,1,1,4,4,0
48267,2025,4,1,1,2,2,0
48267,2025,5,1,1,2,2,0
48267,2025,10,1,1,3,3,0
48267,2025,11,2,2,6,10,0
48267,2025,12,2,2,3,5,0
48269,2015,1,1,1,3,3,0
48269,2015,2,1,1,2,2,0
48269,2015,3,1,1,2,2,0
48269,2015,9,1,1,2,2,0
48269,2015,10,1,1,2,2,0
48269,2015,12,1,1,2,2,0
48269,2016,1,1,1,2,2,0
48269,2016,7,1,1,2,2,0
48269,2016,10,1,1,2,2,0
48269,2016,11,2,2,2,4,0
48269,2017,2,2,2,3,5,0
48269,2017,3,1,1,2,2,0
48269,2017,11,1,1,2,2,0
48269,2017,12,1,1,2,2,0
48269,2018,2,1,1,2,2,0
48269,2018,3,1,1,2,2,0
48269,2018,4,1,1,2,2,0
48269,2018,5,1,1,2,2,0
48269,2018,7,1,1,5,5,0
48269,2019,8,3,3,3,7,0
48269,2020,3,1,1,2,2,0
48269,2020,7,1,1,4,4,0
48269,2020,8,1,1,3,3,0
48269,2020,12,1,1,3,3,0
48269,2021,10,1,1,3,3,0
48269,2021,12,3,3,2,6,0
48269,2022,3,1,1,3,3,0
48269,2022,4,1,1,2,2,0
48269,2022,5,4,4,4,11,0
48269,2022,6,1,1,2,2,0
48269,2022,7,3,3,4,8,0
48269,2022,8,1,1,3,3,0
48269,2023,1,1,1,2,2,0
48269,2023,6,1,1,2,2,0
48269,2023,7,1,1,2,2,0
48269,2023,8,3,3,3,8,0
48269,2023,9,2,2,6,8,0
48269,2023,11,1,1,3,3,0
48269,2024,2,2,2,2,4,0
48269,2024,8,2,2,8,11,0
48269,2024,10,3,3,4,9,0
48269,2025,2,1,1,2,2,0
48269,2025,4,1,1,2,2,0
48269,2025,10,1,1,3,3,0
48269,2025,11,3,3,3,7,0
48269,2025,12,1,1,6,6,0
48271,2016,1,1,1,2,1,0
48271,2016,2,0,1,2,1,0
48271,2017,2,1,1,3,3,0
48271,2017,9,1,1,2,2,0
48271,2018,5,1,1,2,2,0
48271,2018,7,1,1,2,2,0
48271,2019,12,1,1,2,2,0
48271,2020,7,1,1,5,5,4
48271,2020,8,1,1,3,3,3
48271,2020,10,1,1,2,2,1
48271,2021,12,1,1,2,2,1
48271,2022,3,1,1,2,2,1
48271,2022,5,2,2,2,4,4
48271,2022,7,2,2,4,6,6
48271,2023,6,2,2,4,8,8
48271,2023,7,2,2,3,6,6
48271,2023,8,4,4,11,20,20
48271,2023,9,1,1,10,10,10
48271,2023,11,1,1,2,2,2
48271,2024,2,1,1,2,2,2
48271,2024,5,1,1,2,2,2
48271,2024,8,1,1,4,4,4
48271,2024,10,1,1,5,5,5
48271,2025,10,1,1,3,3,3
48271,2025,11,2,2,5,8,8
48271,2025,12,1,1,3,3,3
48273,2015,10,2,2,2,4,0
48273,2015,12,1,1,3,3,0
48273,2016,3,1,1,2,2,0
48273,2016,10,2,2,3,5,0
48273,2016,11,1,1,3,3,0
48273,2017,1,2,2,2,4,0
48273,2017,2,3,3,3,7,0
48273,2017,6,1,1,3,3,0
48273,2017,7,1,1,3,3,0
48273,2017,11,2,2,5,8,0
48273,2017,12,1,1,3,3,0
48273,2018,5,2,2,5,7,0
48273,2018,6,1,1,2,2,0
48273,2018,7,1,1,2,2,0
48273,2019,7,1,1,2,2,0
48273,2019,8,1,1,2,2,0
48273,2019,10,1,1,2,2,0
48273,2019,12,2,2,3,5,0
48273,2020,3,2,2,5,7,0
48273,2020,4,1,1,3,3,0
48273,2020,5,1,1,2,2,0
48273,2020,7,1,1,2,2,0
48273,2020,9,1,1,4,4,0
48273,2020,10,1,1,4,4,0
48273,2020,12,1,1,2,2,0
48273,2021,1,2,2,2,4,0
48273,2021,4,1,1,2,2,0
48273,2021,9,1,1,3,3,0
48273,2021,12,5,5,5,13,0
48273,2022,1,0,1,2,1,0
48273,2022,3,1,1,2,2,0
48273,2022,5,4,4,2,8,0
48273,2022,6,1,1,3,3,0
48273,2022,7,1,1,5,5,0
48273,2023,1,4,4,3,10,0
48273,2023,2,3,3,4,7,0
48273,2023,3,2,3,3,7,0
48273,2023,6,1,1,22,22,0
48273,2023,7,3,3,20,14,0
48273,2023,8,2,3,20,24,0
48273,2023,9,3,3,13,18,0
48273,2024,2,1,1,2,2,0
48273,2024,5,2,2,2,4,0
48273,2024,6,3,3,3,7,0
48273,2024,8,1,1,3,3,0
48273,2024,10,2,2,2,4,0
48273,2024,11,3,3,2,6,0
48273,2024,12,1,1,5,5,0
48273,2025,1,1,1,2,2,0
48273,2025,2,1,1,4,4,0
48273,2025,3,1,1,4,4,0
48273,2025,4,1,1,2,2,0
48273,2025,5,1,1,3,3,0
48273,2025,12,2,2,3,5,0
48275,2015,1,1,1,2,2,0
48275,2015,3,1,1,2,2,0
48275,2015,9,1,1,3,3,0
48275,2016,1,1,1,4,3,0
48275,2016,2,0,1,4,1,0
48275,2016,11,2,2,2,4,0
48275,2016,12,2,2,4,6,0
48275,2017,2,1,1,2,2,0
48275,2017,3,1,1,2,2,2
48275,2017,12,2,2,2,4,0
48275,2018,2,2,2,2,4,1
48275,2018,7,1,1,5,5,0
48275,2019,9,1,1,2,2,0
48275,2019,10,1,1,2,2,0
48275,2020,3,1,1,2,2,0
48275,2020,7,1,1,2,2,2
48275,2020,8,1,1,5,5,0
48275,2020,12,1,1,2,2,0
48275,2021,10,1,1,4,4,0
48275,2021,12,4,4,2,8,0
48275,2022,3,1,1,3,3,0
48275,2022,4,1,1,3,3,0
48275,2022,5,3,3,4,9,1
48275,2022,6,2,2,3,5,0
48275,2022,7,2,2,5,8,0
48275,2022,8,1,1,3,3,0
48275,2023,1,1,1,2,2,0
48275,2023,6,2,2,3,5,0
48275,2023,7,1,1,2,2,0
48275,2023,8,4,4,6,19,0
48275,2023,9,2,2,5,7,0
48275,2023,11,1,1,3,3,0
48275,2024,2,2,2,3,5,0
48275,2024,8,2,2,9,12,0
48275,2024,10,4,4,4,12,0
48275,2025,2,1,1,2,2,0
48275,2025,3,1,1,2,2,0
48275,2025,10,1,1,2,2,0
48275,2025,11,3,3,3,8,0
48275,2025,12,1,1,6,6,0
48277,2015,1,1,1,2,2,0
48277,2015,10,1,1,2,2,0
48277,2015,12,2,2,5,9,0
48277,2016,1,1,1,2,2,0
48277,2016,11,2,2,2,4,0
48277,2017,1,1,1,3,3,0
48277,2017,2,2,2,2,4,0
48277,2017,3,1,1,2,2,0
48277,2017,11,1,1,2,2,0
48277,2017,12,1,1,2,2,0
48277,2018,5,1,1,3,3,0
48277,2018,7,1,1,4,4,0
48277,2019,2,1,1,2,2,0
48277,2019,10,1,1,3,3,0
48277,2020,3,1,1,3,3,0
48277,2020,12,1,1,2,2,0
48277,2021,10,1,1,3,3,0
48277,2021,12,4,4,5,14,0
48277,2022,6,1,1,3,3,0
48277,2022,7,3,3,5,10,0
48277,2022,9,1,1,2,2,0
48277,2023,1,2,2,2,4,0
48277,2023,2,1,1,2,2,0
48277,2023,8,2,2,4,6,0
48277,2023,9,1,1,3,3,0
48277,2023,11,1,1,2,2,0
48277,2024,1,1,1,2,2,0
48277,2024,2,2,2,2,4,0
48277,2024,6,1,1,3,3,0
48277,2025,3,2,2,2,4,0
48277,2025,11,2,2,6,8,0
48277,2025,12,1,1,6,6,0
48279,2015,1,1,1,2,2,0
48279,2015,2,1,1,2,2,0
48279,2015,10,1,1,2,2,0
48279,2015,12,1,1,2,2,0
48279,2016,1,1,1,2,2,0
48279,2016,2,1,1,3,3,0
48279,2016,7,2,2,4,7,0
48279,2016,10,1,1,2,2,0
48279,2016,11,1,1,2,2,0
48279,2017,2,2,2,3,5,0
48279,2017,3,2,2,3,5,0
48279,2017,11,1,1,2,2,0
48279,2018,1,3,3,2,5,0
48279,2018,2,0,1,2,1,0
48279,2018,3,1,1,2,2,0
48279,2018,4,1,1,2,2,0
48279,2018,5,2,2,4,7,0
48279,2018,7,1,1,5,5,0
48279,2019,3,1,1,2,2,0
48279,2019,7,1,1,2,2,0
48279,2019,8,2,2,4,6,0
48279,2020,3,1,1,2,2,0
48279,2020,5,1,1,2,2,0
48279,2020,7,1,1,7,7,0
48279,2020,8,1,1,5,5,0
48279,2020,10,2,2,3,5,0
48279,2020,11,1,1,2,2,0
48279,2020,12,1,1,2,2,0
48279,2021,4,1,1,2,2,0
48279,2021,6,1,1,2,2,0
48279,2021,9,1,1,2,2,0
48279,2021,10,1,1,3,3,0
48279,2021,11,2,2,2,4,0
48279,2021,12,3,3,4,8,0
48279,2022,3,1,1,2,2,0
48279,2022,4,1,1,2,2,0
48279,2022,5,1,1,3,3,0
48279,2022,6,1,1,2,2,0
48279,2022,7,1,1,4,4,0
48279,2023,6,1,1,2,2,0
48279,2023,7,2,2,2,4,0
48279,2023,8,3,3,4,9,0
48279,2023,9,2,2,4,6,0
48279,2023,11,1,1,3,3,0
48279,2024,2,2,2,2,4,0
48279,2024,8,4,4,4,11,0
48279,2024,9,2,2,2,4,0
48279,2024,10,1,1,5,5,0
48279,2025,2,3,3,3,7,0
48279,2025,4,1,1,2,2,0
48279,2025,8,1,1,4,4,0
48279,2025,10,1,1,3,3,0
48279,2025,11,1,1,3,3,0
48279,2025,12,2,2,6,8,0
48281,2015,8,1,1,3,3,3
48281,2015,10,1,1,4,4,4
48281,2015,12,1,1,2,2,2
48281,2016,1,1,1,2,2,2
48281,2016,3,1,1,2,2,2
48281,2016,11,1,1,2,2,2
48281,2017,1,1,1,2,2,2
48281,2017,2,2,2,2,4,4
48281,2017,3,1,1,2,2,2
48281,2017,11,1,1,5,5,5
48281,2018,5,1,1,6,6,6
48281,2018,7,1,1,7,7,7
48281,2019,10,1,1,6,6,6
48281,2020,3,1,1,3,3,3
48281,2020,7,1,1,4,4,4
48281,2020,8,1,1,3,3,3
48281,2020,12,1,1,2,2,2
48281,2021,12,4,4,9,15,15
48281,2022,1,0,1,9,1,1
48281,2022,3,1,1,3,3,3
48281,2022,5,2,2,7,9,0
48281,2022,6,2,2,4,8,0
48281,2022,7,2,2,5,8,0
48281,2022,12,1,1,2,2,0
48281,2023,1,3,3,2,6,0
48281,2023,2,1,1,3,3,0
48281,2023,6,2,2,6,9,0
48281,2023,7,3,3,16,17,0
48281,2023,8,2,3,16,23,2
48281,2023,9,1,1,9,9,0
48281,2023,11,1,1,2,2,0
48281,2024,2,2,2,3,6,0
48281,2024,3,1,1,2,2,0
48281,2024,5,1,1,2,2,2
48281,2024,8,1,1,5,5,5
48281,2024,10,1,1,6,6,6
48281,2024,12,1,1,2,2,2
48281,2025,2,1,1,3,3,3
48281,2025,3,2,2,3,5,5
48281,2025,4,1,1,2,2,2
48281,2025,10,1,1,2,2,0
48281,2025,11,2,2,4,8,0
48281,2025,12,1,1,7,7,0
48283,2015,1,1,1,2,2,0
48283,2015,8,1,1,4,4,0
48283,2015,9,1,1,4,4,0
48283,2015,10,1,1,3,3,0
48283,2015,12,1,1,2,2,0
48283,2016,1,1,1,3,2,0
48283,2016,2,0,1,3,1,0
48283,2016,3,1,1,2,2,0
48283,2016,7,2,2,3,5,0
48283,2016,8,1,1,4,4,0
48283,2016,9,1,1,2,2,0
48283,2016,10,1,1,3,3,0
48283,2016,11,2,2,3,6,0
48283,2016,12,1,1,2,2,0
48283,2017,1,4,4,6,12,0
48283,2017,2,3,4,3,8,0
48283,2017,4,2,2,2,4,0
48283,2017,5,1,1,4,4,0
48283,2017,6,2,2,2,4,0
48283,2017,7,1,1,2,2,0
48283,2017,11,3,3,3,7,0
48283,2018,5,2,2,3,5,0
48283,2018,7,1,1,3,3,0
48283,2019,6,1,1,2,2,0
48283,2019,8,2,2,6,10,0
48283,2019,9,1,1,2,2,0
48283,2019,10,3,3,3,7,0
48283,2019,12,1,1,2,2,0
48283,2020,3,3,3,3,7,0
48283,2020,7,2,2,6,9,0
48283,2020,8,1,1,4,4,0
48283,2020,10,2,2,3,5,0
48283,2020,12,1,1,2,2,0
48283,2021,3,1,1,2,2,0
48283,2021,4,2,2,2,4,0
48283,2021,5,1,1,2,2,0
48283,2021,9,3,3,5,11,0
48283,2021,10,1,1,6,6,0
48283,2021,11,1,1,2,2,0
48283,2021,12,5,5,6,18,0
48283,2022,1,0,1,4,1,0
48283,2022,2,1,1,2,2,0
48283,2022,3,1,1,5,5,0
48283,2022,4,1,1,2,2,0
48283,2022,5,3,3,8,13,0
48283,2022,6,2,2,4,7,0
48283,2022,7,4,4,11,27,0
48283,2022,8,2,2,4,7,0
48283,2022,10,1,1,2,2,0
48283,2022,12,1,1,3,3,0
48283,2023,1,2,2,2,4,0
48283,2023,2,2,2,4,4,0
48283,2023,3,3,4,4,9,0
48283,2023,6,3,3,14,17,0
48283,2023,7,1,2,11,12,0
48283,2023,8,2,2,16,18,0
48283,2023,9,3,3,7,16,0
48283,2023,10,1,1,2,2,0
48283,2023,11,1,1,2,2,0
48283,2024,2,1,1,2,2,0
48283,2024,5,2,2,4,6,0
48283,2024,8,1,1,4,4,0
48283,2024,10,3,3,3,7,0
48283,2024,11,2,2,3,5,0
48283,2024,12,1,1,4,4,0
48283,2025,2,1,1,3,3,0
48283,2025,3,1,1,3,3,0
48283,2025,5,3,3,5,9,0
48283,2025,11,2,2,2,4,0
48283,2025,12,1,1,3,3,0
48285,2015,7,1,1,2,2,0
48285,2015,8,1,1,7,7,0
48285,2015,10,1,1,4,4,0
48285,2015,12,1,1,2,2,0
48285,2016,3,1,1,2,2,0
48285,2016,10,2,2,5,9,0
48285,2016,11,2,2,3,5,0
48285,2016,12,1,1,4,4,0
48285,2017,1,1,1,5,5,0
48285,2017,2,4,4,3,10,0
48285,2017,3,2,2,5,9,0
48285,2017,4,1,1,2,2,0
48285,2017,7,1,1,3,3,0
48285,2017,10,1,1,2,2,0
48285,2017,11,2,2,6,8,0
48285,2018,2,1,1,2,2,0
48285,2018,3,1,1,4,4,0
48285,2018,5,2,2,7,12,0
48285,2018,6,1,1,6,6,0
48285,2018,10,1,1,4,4,0
48285,2018,11,1,1,2,2,0
48285,2019,4,1,1,2,2,0
48285,2019,8,2,2,4,7,0
48285,2019,9,1,1,8,8,0
48285,2019,10,4,4,6,12,0
48285,2020,1,1,1,2,2,0
48285,2020,3,2,2,5,9,0
48285,2020,4,1,1,2,2,0
48285,2020,5,1,1,3,3,0
48285,2020,7,1,1,2,2,0
48285,2020,8,1,1,2,2,0
48285,2020,10,1,1,2,2,0
48285,2021,12,5,5,5,14,0
48285,2022,1,0,1,2,1,0
48285,2022,3,1,1,2,2,0
48285,2022,5,3,3,6,17,0
48285,2022,6,2,2,13,19,0
48285,2022,7,3,3,11,16,0
48285,2022,8,1,1,2,2,0
48285,2022,9,1,1,2,2,0
48285,2022,10,1,1,2,2,0
48285,2022,11,2,2,2,4,0
48285,2022,12,1,1,5,5,0
48285,2023,1,3,3,3,7,0
48285,2023,2,2,2,3,6,0
48285,2023,3,1,1,4,4,0
48285,2023,6,3,3,6,11,0
48285,2023,7,2,3,23,18,0
48285,2023,8,2,3,23,29,0
48285,2023,9,1,2,14,14,0
48285,2023,10,1,1,2,2,0
48285,2023,11,1,1,2,2,0
48285,2024,2,1,1,3,3,0
48285,2024,4,1,1,2,2,0
48285,2024,5,2,2,2,4,0
48285,2024,8,1,1,3,3,0
48285,2024,9,1,1,2,2,0
48285,2024,10,2,2,8,12,0
48285,2024,11,3,3,4,9,0
48285,2025,3,1,1,2,2,0
48285,2025,4,1,1,2,2,0
48285,2025,5,2,2,6,10,0
48285,2025,9,1,1,2,2,0
48285,2025,10,2,2,3,5,0
48285,2025,11,2,2,9,12,0
48285,2025,12,1,1,7,7,1
48287,2015,8,1,1,2,2,0
48287,2015,10,1,1,5,5,0
48287,2016,3,1,1,2,2,0
48287,2016,11,2,2,2,4,0
48287,2016,12,1,1,3,3,0
48287,2017,1,2,2,4,7,0
48287,2017,2,3,3,2,6,0
48287,2017,7,1,1,2,2,0
48287,2017,11,1,1,5,5,0
48287,2018,5,2,2,6,8,0
48287,2019,8,3,3,13,17,0
48287,2019,9,2,2,5,10,0
48287,2019,10,1,1,6,6,0
48287,2020,3,1,1,3,3,0
48287,2020,7,1,1,7,7,0
48287,2020,8,1,1,3,3,0
48287,2020,10,1,1,3,3,0
48287,2020,11,1,1,2,2,0
48287,2020,12,1,1,2,2,0
48287,2021,12,3,3,4,7,0
48287,2022,1,0,1,4,1,0
48287,2022,2,1,1,2,2,0
48287,2022,5,2,2,4,7,0
48287,2022,6,3,3,4,10,0
48287,2022,7,1,1,5,5,0
48287,2022,11,1,1,2,2,0
48287,2022,12,1,1,5,5,0
48287,2023,1,1,1,2,2,0
48287,2023,2,1,1,2,2,0
48287,2023,6,1,1,4,4,0
48287,2023,7,1,1,7,7,0
48287,2023,8,3,3,7,13,0
48287,2023,9,1,1,8,8,0
48287,2023,10,1,1,2,2,0
48287,2023,12,1,1,2,2,0
48287,2024,8,1,1,2,2,2
48287,2024,10,2,2,4,7,0
48287,2024,11,2,2,2,4,0
48287,2024,12,1,1,3,3,0
48287,2025,3,1,1,3,3,0
48287,2025,4,1,1,2,2,0
48287,2025,5,2,2,4,7,0
48287,2025,10,2,2,3,6,0
48287,2025,11,3,3,2,6,0
48287,2025,12,1,1,3,3,0
48289,2015,1,1,1,2,2,1
48289,2015,2,1,1,2,2,0
48289,2015,8,1,1,3,3,0
48289,2015,10,1,1,6,6,0
48289,2015,12,1,1,2,2,0
48289,2016,2,1,1,2,2,0
48289,2016,3,1,1,2,2,0
48289,2016,11,1,1,4,4,0
48289,2017,1,2,2,2,4,0
48289,2017,2,2,2,2,4,0
48289,2017,3,1,1,3,3,0
48289,2017,11,2,2,4,6,0
48289,2017,12,1,1,2,2,0
48289,2018,3,1,1,4,4,0
48289,2018,7,1,1,4,4,0
48289,2019,10,3,3,4,10,0
48289,2020,3,1,1,4,4,0
48289,2021,12,2,2,5,4,0
48289,2022,1,0,1,5,3,0
48289,2022,4,1,1,2,2,0
48289,2022,5,1,1,2,2,0
48289,2022,7,2,2,3,5,0
48289,2022,10,1,1,3,3,1
48289,2022,11,1,1,3,3,0
48289,2022,12,3,3,3,7,1
48289,2023,2,1,1,4,4,0
48289,2023,3,1,1,2,2,0
48289,2023,7,2,2,6,3,0
48289,2023,8,4,5,6,23,0
48289,2023,9,1,1,7,7,0
48289,2023,10,1,1,2,2,0
48289,2024,2,1,1,4,4,0
48289,2024,3,1,1,4,4,0
48289,2024,10,3,3,6,13,0
48289,2024,11,1,1,2,2,0
48289,2024,12,2,2,2,4,0
48289,2025,2,1,1,3,3,0
48289,2025,3,3,3,3,8,0
48289,2025,4,1,1,2,2,0
48289,2025,5,1,1,4,4,0
48289,2025,11,1,1,2,2,0
48289,2025,12,1,1,2,2,0
48291,2015,8,1,1,4,4,0
48291,2015,10,1,1,4,4,0
48291,2015,12,2,2,3,6,0
48291,2016,3,1,1,3,3,0
48291,2016,10,2,2,3,5,0
48291,2016,11,2,2,4,7,0
48291,2016,12,1,1,4,4,0
48291,2017,1,1,1,4,4,0
48291,2017,2,3,3,3,8,0
48291,2017,3,2,2,5,7,0
48291,2017,11,1,1,5,5,0
48291,2018,3,1,1,2,2,0
48291,2018,5,2,2,6,11,0
48291,2018,11,1,1,2,2,0
