county_fips,year,month,heatwave_events_started,heatwave_events_active,longest_event_duration_days,heatwave_days,heatwave_days_imputed
48001,2015,1,1,1,3,3,0
48001,2015,8,1,1,3,3,0
48001,2015,10,1,1,5,5,0
48001,2015,12,1,1,2,2,0
48001,2016,3,1,1,2,2,0
48001,2016,11,2,2,2,4,0
48001,2016,12,1,1,2,2,0
48001,2017,1,1,1,3,3,0
48001,2017,2,2,2,2,4,0
48001,2017,3,1,1,3,3,0
48001,2017,4,1,1,2,2,0
48001,2017,11,1,1,5,5,0
48001,2018,3,1,1,2,2,0
48001,2018,5,2,2,6,10,0
48001,2018,7,1,1,3,3,0
48001,2019,4,1,1,2,2,0
48001,2019,9,1,1,3,3,0
48001,2019,10,1,1,6,6,0
48001,2020,3,1,1,4,4,0
48001,2020,4,1,1,3,3,0
48001,2020,8,1,1,2,2,0
48001,2021,10,1,1,3,3,0
48001,2021,12,3,3,8,12,0
48001,2022,1,0,1,8,1,0
48001,2022,3,1,1,3,3,0
48001,2022,5,1,1,2,2,0
48001,2022,6,2,2,9,11,0
48001,2022,7,3,3,5,13,0
48001,2022,9,1,1,4,4,0
48001,2022,11,1,1,3,3,0
48001,2022,12,1,1,5,5,0
48001,2023,2,1,1,3,3,0
48001,2023,7,2,2,16,5,0
48001,2023,8,1,2,16,25,0
48001,2023,9,2,2,4,6,0
48001,2024,2,1,1,3,3,0
48001,2024,10,3,3,7,11,0
48001,2024,11,1,1,2,2,0
48001,2024,12,1,1,3,3,0
48001,2025,2,1,1,3,3,0
48001,2025,3,3,3,4,8,0
48001,2025,5,1,1,3,3,0
48001,2025,10,2,2,4,7,0
48001,2025,11,1,1,6,6,0
48001,2025,12,2,2,3,5,0
48003,2015,8,2,2,2,4,0
48003,2015,12,1,1,2,2,0
48003,2016,2,1,1,3,3,0
48003,2016,7,2,2,5,9,0
48003,2016,10,1,1,3,3,0
48003,2016,11,1,1,2,2,0
48003,2017,2,2,2,3,5,0
48003,2017,3,2,2,4,6,0
48003,2017,6,1,1,3,3,0
48003,2017,9,1,1,2,2,0
48003,2017,11,2,2,5,7,0
48003,2017,12,1,1,2,2,0
48003,2018,3,1,1,3,3,0
48003,2018,5,2,2,7,8,0
48003,2018,6,0,1,7,1,0
48003,2018,7,1,1,5,5,0
48003,2018,10,1,1,2,2,0
48003,2019,8,3,3,2,6,0
48003,2020,3,1,1,2,2,0
48003,2020,5,1,1,2,2,0
48003,2020,7,1,1,8,8,0
48003,2020,8,3,3,5,10,0
48003,2020,9,1,1,2,2,0
48003,2020,10,3,3,3,7,0
48003,2020,11,1,1,2,2,0
48003,2021,10,1,1,3,3,0
48003,2021,11,2,2,2,4,0
48003,2021,12,3,3,3,8,0
48003,2022,3,1,1,4,4,0
48003,2022,4,1,1,2,2,0
48003,2022,5,1,1,3,3,0
48003,2022,7,1,1,2,2,0
48003,2023,6,2,2,4,6,0
48003,2023,7,2,2,4,6,0
48003,2023,8,3,3,5,11,0
48003,2023,9,1,1,6,6,0
48003,2023,11,1,1,3,3,0
48003,2023,12,1,1,2,2,0
48003,2024,2,2,2,2,4,0
48003,2024,8,1,1,4,4,0
48003,2024,10,1,1,4,4,4
48003,2024,12,1,1,2,2,0
48003,2025,2,2,2,4,6,0
48003,2025,4,1,1,2,2,0
48003,2025,10,1,1,2,2,0
48003,2025,11,2,2,4,7,0
48003,2025,12,1,1,6,6,0
48005,2015,1,1,1,2,2,0
48005,2015,8,1,1,3,3,0
48005,2015,10,1,1,5,5,0
48005,2015,12,1,1,2,2,0
48005,2016,3,1,1,2,2,0
48005,2016,11,1,1,3,3,0
48005,2016,12,1,1,3,3,0
48005,2017,1,1,1,5,5,0
48005,2017,2,4,4,3,9,0
48005,2017,3,1,1,2,2,0
48005,2017,11,1,1,6,6,0
48005,2018,3,1,1,2,2,0
48005,2018,5,3,3,4,10,0
48005,2018,6,1,1,2,2,0
48005,2018,7,1,1,2,2,0
48005,2019,9,1,1,4,4,0
48005,2019,10,1,1,6,6,0
48005,2020,3,1,1,4,4,0
48005,2020,8,1,1,2,2,0
48005,2021,2,1,1,2,2,0
48005,2021,9,1,1,2,2,0
48005,2021,12,3,3,7,12,0
48005,2022,1,0,1,7,1,0
48005,2022,3,1,1,2,2,0
48005,2022,5,1,1,6,6,0
48005,2022,6,3,3,9,13,0
48005,2022,7,3,3,6,13,0
48005,2022,11,2,2,3,5,0
48005,2022,12,1,1,6,6,0
48005,2023,2,2,2,4,7,0
48005,2023,3,1,1,2,2,0
48005,2023,6,1,1,3,3,0
48005,2023,7,3,3,17,8,0
48005,2023,8,1,2,17,25,0
48005,2023,9,2,2,3,5,0
48005,2023,10,1,1,2,2,0
48005,2023,11,1,1,2,2,0
48005,2024,2,1,1,3,3,0
48005,2024,6,1,1,2,2,0
48005,2024,10,3,3,2,6,0
48005,2024,12,1,1,3,3,0
48005,2025,2,1,1,6,6,0
48005,2025,3,2,2,2,4,0
48005,2025,5,1,1,3,3,0
48005,2025,10,2,2,4,6,0
48005,2025,11,2,2,6,8,0
48007,2015,7,1,1,3,2,0
48007,2015,8,2,3,3,5,0
48007,2015,11,1,1,3,3,0
48007,2015,12,1,1,4,4,0
48007,2016,2,2,2,2,4,0
48007,2016,6,1,1,3,3,0
48007,2016,9,1,1,3,3,0
48007,2016,10,3,3,5,10,0
48007,2016,11,1,1,5,5,0
48007,2016,12,1,1,4,4,0
48007,2017,1,4,4,3,10,0
48007,2017,2,4,4,4,12,0
48007,2017,3,0,1,3,1,0
48007,2017,4,1,1,2,2,0
48007,2017,5,1,1,2,2,0
48007,2017,6,2,2,3,5,0
48007,2017,7,2,2,4,6,0
48007,2017,10,1,1,2,2,0
48007,2017,11,1,1,6,6,0
48007,2017,12,2,2,3,5,0
48007,2018,2,1,1,2,2,1
48007,2018,3,1,1,2,2,0
48007,2018,5,1,1,8,8,0
48007,2018,11,1,1,4,4,0
48007,2018,12,1,1,2,2,0
48007,2019,4,1,1,2,2,0
48007,2019,6,1,1,2,2,0
48007,2019,7,1,1,3,3,0
48007,2019,9,2,2,2,4,0
48007,2019,10,5,5,3,12,0
48007,2019,12,2,2,3,5,0
48007,2020,1,1,1,4,4,0
48007,2020,2,1,1,2,2,0
48007,2020,3,3,3,5,9,0
48007,2020,4,4,4,4,10,0
48007,2020,5,2,2,3,6,0
48007,2020,7,1,1,2,2,0
48007,2020,8,3,3,3,7,0
48007,2020,9,1,1,2,2,0
48007,2020,10,1,1,3,3,0
48007,2020,11,1,1,2,2,0
48007,2021,1,1,1,2,2,0
48007,2021,12,5,5,5,17,0
48007,2022,1,1,2,2,3,0
48007,2022,5,2,2,6,8,0
48007,2022,6,3,3,10,14,0
48007,2022,7,2,3,8,12,0
48007,2022,10,1,1,2,2,0
48007,2022,11,1,1,2,2,0
48007,2022,12,1,1,2,2,0
48007,2023,1,1,1,5,5,0
48007,2023,2,1,1,7,7,0
48007,2023,3,2,2,6,9,0
48007,2023,6,1,1,13,9,0
48007,2023,7,1,2,37,20,0
48007,2023,8,1,2,37,29,0
48007,2023,9,1,2,23,21,0
48007,2024,5,2,2,13,16,0
48007,2024,6,2,2,10,16,0
48007,2024,7,3,3,3,7,0
48007,2024,8,3,3,10,16,0
48007,2024,9,0,1,2,1,0
48007,2024,10,2,2,4,7,0
48007,2024,11,3,3,4,11,0
48007,2024,12,2,2,4,7,0
48007,2025,2,1,1,3,3,0
48007,2025,3,2,2,2,4,0
48007,2025,5,1,1,6,6,0
48007,2025,7,1,1,2,2,0
48007,2025,8,2,2,4,6,0
48007,2025,9,2,2,3,5,0
48007,2025,10,2,2,3,5,0
48007,2025,11,2,2,9,11,0
48007,2025,12,2,2,5,8,0
48009,2015,1,1,1,2,2,2
48009,2015,10,1,1,2,2,2
48009,2015,12,1,1,2,2,2
48009,2016,2,1,1,2,2,2
48009,2016,11,2,2,3,5,0
48009,2017,2,1,1,2,2,0
48009,2017,3,1,1,6,6,0
48009,2017,5,1,1,2,2,0
48009,2017,12,1,1,2,2,2
48009,2018,5,1,1,2,2,2
48009,2018,7,1,1,4,4,4
48009,2019,10,1,1,2,2,2
48009,2020,8,1,1,2,2,2
48009,2021,10,1,1,3,3,3
48009,2021,12,2,2,4,7,7
48009,2022,3,1,1,3,3,3
48009,2022,5,2,2,3,5,5
48009,2022,6,2,2,3,5,5
48009,2022,7,1,1,3,3,3
48009,2023,1,2,2,2,4,4
48009,2023,2,1,1,2,2,2
48009,2023,6,1,1,5,5,5
48009,2023,7,1,1,2,2,2
48009,2023,8,3,3,5,13,13
48009,2023,9,1,1,9,9,9
48009,2023,11,1,1,3,3,3
48009,2024,2,1,1,3,3,3
48009,2024,8,2,2,2,4,4
48009,2024,10,2,2,4,6,6
48009,2025,10,1,1,2,2,2
48009,2025,11,1,1,6,6,6
48009,2025,12,1,1,6,6,6
48011,2015,1,1,1,2,2,2
48011,2015,2,1,1,4,4,4
48011,2015,9,1,1,2,2,2
48011,2015,10,1,1,3,3,3
48011,2015,12,1,1,3,3,3
48011,2016,1,1,1,2,2,2
48011,2016,2,1,1,4,4,4
48011,2016,7,2,2,3,5,5
48011,2016,10,1,1,3,3,3
48011,2016,11,2,2,2,4,4
48011,2017,2,2,2,2,4,4
48011,2017,3,1,1,5,5,5
48011,2017,6,1,1,2,2,2
48011,2017,12,1,1,3,3,3
48011,2018,1,1,1,2,2,2
48011,2018,3,1,1,2,2,2
48011,2018,4,1,1,2,2,2
48011,2018,5,2,2,6,9,9
48011,2018,7,1,1,5,5,5
48011,2019,8,4,4,4,11,11
48011,2020,3,1,1,2,2,2
48011,2020,7,1,1,7,7,7
48011,2020,8,1,1,4,4,4
48011,2020,10,1,1,7,7,7
48011,2020,11,1,1,2,2,2
48011,2020,12,1,1,2,2,2
48011,2021,9,1,1,2,2,2
48011,2021,10,1,1,3,3,3
48011,2021,11,2,2,2,4,4
48011,2021,12,3,3,4,11,11
48011,2022,3,1,1,3,3,3
48011,2022,4,1,1,2,2,2
48011,2022,5,2,2,4,7,7
48011,2022,6,1,1,4,4,4
48011,2022,7,2,2,4,6,6
48011,2022,8,1,1,2,2,2
48011,2023,1,2,2,2,4,4
48011,2023,6,2,2,2,4,4
48011,2023,8,3,3,6,14,14
48011,2023,9,1,1,9,9,9
48011,2023,10,1,1,2,2,2
48011,2023,11,1,1,3,3,3
48011,2024,2,2,2,3,5,5
48011,2024,6,1,1,2,2,2
48011,2024,8,3,3,10,14,14
48011,2024,9,1,1,2,2,2
48011,2024,10,2,2,5,8,8
48011,2025,2,2,2,2,4,4
48011,2025,3,1,1,3,3,3
48011,2025,4,1,1,2,2,2
48011,2025,8,1,1,3,3,3
48011,2025,10,1,1,3,3,3
48011,2025,11,2,2,3,5,5
48011,2025,12,2,2,6,8,8
48013,2015,8,1,1,5,5,0
48013,2015,9,1,1,2,2,0
48013,2015,10,1,1,4,4,0
48013,2016,3,1,1,2,2,0
48013,2016,7,1,1,2,2,0
48013,2016,8,1,1,2,2,0
48013,2016,11,1,1,3,3,0
48013,2016,12,1,1,2,2,0
48013,2017,1,1,1,4,4,0
48013,2017,2,2,2,3,5,0
48013,2017,6,2,2,2,4,0
48013,2017,7,1,1,2,2,0
48013,2017,11,1,1,5,5,0
48013,2017,12,1,1,2,2,0
48013,2018,5,3,3,3,7,0
48013,2018,7,1,1,3,3,0
48013,2018,10,1,1,2,2,0
48013,2019,6,1,1,2,2,0
48013,2019,8,2,2,3,5,0
48013,2019,9,2,2,3,6,0
48013,2019,10,1,1,4,4,0
48013,2020,3,2,2,2,4,0
48013,2020,7,1,1,5,5,0
48013,2020,8,2,2,4,7,0
48013,2020,10,1,1,3,3,0
48013,2021,4,1,1,2,2,0
48013,2021,12,5,5,4,14,0
48013,2022,1,0,1,3,1,0
48013,2022,3,1,1,4,4,0
48013,2022,4,1,1,2,2,0
48013,2022,5,3,3,7,13,0
48013,2022,6,2,2,8,10,0
48013,2022,7,2,2,6,8,0
48013,2022,8,1,1,3,3,0
48013,2023,1,2,2,4,6,0
48013,2023,2,2,2,3,3,0
48013,2023,3,0,1,3,2,0
48013,2023,6,2,2,6,10,0
48013,2023,7,2,2,6,11,0
48013,2023,8,2,2,18,21,0
48013,2023,9,3,3,6,10,0
48013,2023,10,1,1,2,2,0
48013,2024,5,1,1,3,3,0
48013,2024,8,1,1,3,3,0
48013,2024,10,4,4,3,9,0
48013,2024,11,1,1,3,3,0
48013,2024,12,1,1,2,2,0
48013,2025,2,1,1,3,3,0
48013,2025,3,2,2,3,5,0
48013,2025,5,1,1,3,3,0
48013,2025,9,1,1,2,2,0
48013,2025,10,1,1,2,2,0
48013,2025,11,1,1,2,2,0
48013,2025,12,1,1,3,3,0
48015,2015,12,1,1,4,4,0
48015,2016,3,1,1,3,3,0
48015,2016,10,1,1,2,2,0
48015,2017,1,1,1,3,3,0
48015,2017,2,3,3,3,7,0
48015,2017,3,2,2,4,7,0
48015,2017,11,1,1,4,4,0
48015,2018,5,1,1,2,2,0
48015,2018,11,1,1,2,2,0
48015,2019,9,1,1,3,3,3
48015,2019,10,1,1,7,7,0
48015,2020,3,1,1,4,4,0
48015,2021,12,2,2,3,5,3
48015,2022,1,1,1,2,2,0
48015,2022,5,2,2,3,5,3
48015,2022,6,2,2,10,13,9
48015,2022,7,1,1,4,4,0
48015,2022,12,1,1,3,3,0
48015,2023,2,1,1,2,2,0
48015,2023,8,3,3,11,19,0
48015,2023,9,1,1,10,10,0
48015,2023,10,1,1,3,3,0
48015,2024,2,1,1,3,3,2
48015,2024,10,2,2,2,4,2
48015,2024,11,1,1,2,2,2
48015,2024,12,1,1,2,2,2
48015,2025,2,1,1,2,2,0
48015,2025,3,1,1,2,2,0
48015,2025,5,1,1,3,3,1
48015,2025,10,2,2,4,7,3
48015,2025,11,2,2,8,10,4
48015,2025,12,2,2,3,5,5
48017,2015,2,1,1,2,2,0
48017,2015,12,1,1,2,2,0
48017,2016,1,1,1,2,2,0
48017,2016,2,1,1,3,3,0
48017,2016,7,2,2,4,7,0
48017,2017,2,2,2,2,4,0
48017,2017,3,1,1,5,5,0
48017,2017,11,1,1,2,2,0
48017,2017,12,1,1,3,3,0
48017,2018,3,1,1,2,2,0
48017,2018,5,2,2,4,7,0
48017,2019,1,1,1,2,2,0
48017,2019,7,1,1,2,2,0
48017,2019,8,1,1,3,3,0
48017,2020,5,1,1,2,2,0
48017,2020,7,1,1,6,6,0
48017,2020,8,1,1,4,4,0
48017,2020,9,1,1,2,2,0
48017,2020,10,2,2,3,5,0
48017,2020,11,1,1,3,3,0
48017,2021,10,1,1,2,2,0
48017,2021,11,1,1,2,2,0
48017,2021,12,3,3,3,7,0
48017,2022,3,1,1,3,3,0
48017,2022,4,1,1,2,2,0
48017,2022,5,2,2,3,5,0
48017,2022,6,1,1,3,3,0
48017,2022,7,1,1,2,2,0
48017,2022,8,1,1,2,2,0
48017,2023,7,2,2,3,6,0
48017,2023,8,3,3,3,9,0
48017,2023,9,2,2,3,6,0
48017,2023,11,1,1,3,3,0
48017,2024,2,2,2,2,4,0
48017,2024,8,1,1,3,3,0
48017,2024,9,1,1,2,2,0
48017,2024,10,2,2,5,7,0
48017,2025,2,2,2,3,5,0
48017,2025,3,1,1,2,2,0
48017,2025,8,1,1,5,5,0
48017,2025,10,1,1,2,2,0
48017,2025,11,1,1,5,5,0
48017,2025,12,3,3,6,10,0
48019,2015,1,1,1,2,2,0
48019,2015,2,1,1,2,2,0
48019,2015,8,1,1,3,3,0
48019,2015,9,1,1,2,2,0
48019,2015,10,2,2,3,5,0
48019,2016,1,1,1,3,1,0
48019,2016,2,0,1,3,2,0
48019,2016,3,1,1,2,2,0
48019,2016,8,1,1,3,3,0
48019,2016,10,1,1,3,3,0
48019,2016,11,1,1,2,2,0
48019,2017,1,1,1,3,3,0
48019,2017,2,2,2,2,4,0
48019,2017,3,1,1,2,2,0
48019,2017,5,1,1,2,2,0
48019,2017,6,2,2,2,4,0
48019,2017,7,2,2,5,8,0
48019,2017,9,1,1,2,2,0
48019,2017,11,1,1,6,6,0
48019,2018,5,1,1,5,5,0
48019,2018,6,4,4,3,9,0
48019,2018,7,2,2,3,5,0
48019,2019,8,2,2,3,5,0
48019,2019,10,2,2,7,9,0
48019,2019,12,1,1,2,2,0
48019,2020,3,1,1,3,3,0
48019,2020,7,1,1,4,4,0
48019,2020,8,2,2,4,6,0
48019,2020,9,0,1,4,1,0
48019,2020,10,1,1,3,3,0
48019,2021,4,1,1,2,2,0
48019,2021,12,3,3,2,6,0
48019,2022,2,1,1,2,2,0
48019,2022,3,1,1,3,3,0
48019,2022,4,2,2,2,4,0
48019,2022,5,3,3,6,13,0
48019,2022,6,4,4,4,14,0
48019,2022,7,3,3,9,14,0
48019,2022,11,1,1,2,2,0
48019,2023,1,1,1,2,2,0
48019,2023,2,2,2,2,4,0
48019,2023,6,2,2,5,10,0
48019,2023,7,2,2,13,14,0
48019,2023,8,3,4,11,23,0
48019,2023,9,2,2,11,13,0
48019,2024,2,1,1,3,3,0
48019,2024,5,1,1,4,4,4
48019,2024,8,1,1,4,4,4
48019,2024,10,2,2,7,9,9
48019,2024,12,1,1,3,3,3
48019,2025,3,1,1,2,2,2
48019,2025,5,1,1,4,4,4
48019,2025,10,1,1,3,3,3
48019,2025,11,2,2,5,8,8
48019,2025,12,2,2,3,5,5
48021,2015,1,1,1,2,2,0
48021,2015,8,1,1,2,2,0
48021,2015,10,1,1,5,5,0
48021,2016,3,1,1,2,2,0
48021,2016,11,1,1,3,3,0
48021,2016,12,1,1,4,4,0
48021,2017,1,2,2,3,5,0
48021,2017,2,1,1,2,2,0
48021,2017,3,1,1,3,3,0
48021,2017,5,1,1,2,2,0
48021,2017,7,1,1,2,2,0
48021,2017,11,1,1,4,4,0
48021,2018,5,2,2,2,4,0
48021,2018,7,1,1,6,6,0
48021,2019,9,1,1,2,2,0
48021,2019,10,1,1,6,6,0
48021,2020,3,1,1,4,4,0
48021,2020,7,1,1,2,2,0
48021,2020,8,1,1,2,2,0
48021,2020,10,1,1,2,2,0
48021,2020,12,1,1,2,2,0
48021,2021,12,4,4,4,12,0
48021,2022,1,0,1,4,1,0
48021,2022,2,1,1,2,2,0
48021,2022,3,1,1,3,3,0
48021,2022,5,2,2,6,10,0
48021,2022,6,3,3,4,11,0
48021,2022,7,1,1,5,5,0
48021,2022,11,2,2,2,4,0
48021,2022,12,1,1,5,5,0
48021,2023,1,3,3,2,6,0
48021,2023,2,2,2,2,4,0
48021,2023,3,1,1,2,2,0
48021,2023,6,1,1,4,4,0
48021,2023,7,2,2,15,5,0
48021,2023,8,2,3,15,25,0
48021,2023,9,1,1,9,9,0
48021,2023,10,2,2,4,6,0
48021,2023,11,1,1,2,2,0
48021,2024,5,1,1,4,4,0
48021,2024,8,1,1,5,5,0
48021,2024,10,1,1,15,15,0
48021,2024,11,3,3,2,6,0
48021,2024,12,1,1,2,2,0
48021,2025,2,1,1,2,2,0
48021,2025,3,2,2,3,6,0
48021,2025,4,2,2,2,4,0
48021,2025,5,2,2,5,9,0
48021,2025,9,1,1,2,2,0
48021,2025,10,4,4,4,11,0
48021,2025,11,3,3,4,8,0
48021,2025,12,2,2,3,6,0
48023,2015,1,1,1,2,2,0
48023,2015,2,1,1,3,3,0
48023,2015,3,1,1,2,2,0
48023,2015,9,1,1,2,2,0
48023,2015,10,1,1,2,2,0
48023,2015,12,1,1,2,2,0
48023,2016,2,1,1,4,4,0
48023,2016,11,1,1,2,2,0
48023,2017,2,1,1,2,2,0
48023,2017,3,1,1,5,5,0
48023,2017,12,1,1,2,2,0
48023,2018,3,1,1,2,2,0
48023,2018,5,1,1,2,2,0
48023,2018,7,1,1,4,4,0
48023,2020,3,1,1,2,2,0
48023,2020,5,1,1,2,2,0
48023,2020,7,1,1,2,2,0
48023,2020,8,1,1,2,2,0
48023,2020,10,1,1,2,2,0
48023,2021,10,1,1,3,3,0
48023,2021,12,3,3,5,10,0
48023,2022,3,1,1,3,3,0
48023,2022,5,3,3,3,8,0
48023,2022,6,1,1,2,2,0
48023,2022,7,2,2,3,5,0
48023,2022,8,1,1,2,2,0
48023,2023,1,2,2,2,4,0
48023,2023,6,2,2,5,7,0
48023,2023,7,2,2,3,5,0
48023,2023,8,4,4,7,20,0
48023,2023,9,1,1,9,9,0
48023,2023,10,1,1,2,2,0
48023,2023,11,1,1,3,3,0
48023,2024,2,2,2,4,6,0
48023,2024,6,1,1,2,2,0
48023,2024,8,2,2,9,11,0
48023,2024,10,3,3,5,10,0
48023,2025,2,1,1,2,2,0
48023,2025,3,1,1,2,2,0
48023,2025,10,1,1,3,3,0
48023,2025,11,2,2,6,8,0
48023,2025,12,1,1,6,6,0
48025,2015,12,2,2,2,4,0
48025,2016,3,1,1,2,2,0
48025,2016,10,1,1,2,2,0
48025,2016,11,1,1,3,3,0
48025,2017,1,2,2,3,5,0
48025,2017,2,3,3,4,8,0
48025,2017,4,1,1,2,2,0
48025,2017,7,1,1,2,2,0
48025,2017,11,1,1,6,6,0
48025,2017,12,1,1,2,2,0
48025,2018,5,2,2,5,8,0
48025,2018,6,2,2,2,4,0
48025,2018,11,1,1,2,2,0
48025,2019,10,2,2,2,4,0
48025,2019,12,1,1,2,2,0
48025,2020,1,1,1,2,2,0
48025,2020,3,2,2,3,6,0
48025,2020,4,1,1,2,2,0
48025,2020,7,1,1,2,2,0
48025,2020,9,1,1,4,4,0
48025,2020,10,1,1,2,2,0
48025,2021,3,1,1,2,2,0
48025,2021,12,2,2,2,4,0
48025,2022,1,1,1,2,2,0
48025,2022,2,1,1,2,2,0
48025,2022,3,1,1,2,2,0
48025,2022,5,2,2,3,6,0
48025,2022,6,3,3,2,6,0
48025,2022,7,1,1,2,2,0
48025,2022,12,1,1,2,2,0
48025,2023,1,1,1,2,2,0
48025,2023,2,1,1,3,3,0
48025,2023,3,4,4,3,10,0
48025,2023,6,2,2,6,9,0
48025,2023,7,1,1,14,14,0
48025,2023,8,4,4,8,16,0
48025,2023,9,4,4,5,16,0
48025,2023,10,1,1,2,2,0
48025,2023,11,1,1,2,2,0
48025,2024,2,1,1,2,2,0
48025,2024,5,1,1,4,4,4
48025,2024,6,1,1,2,2,0
48025,2024,8,1,1,2,2,0
48025,2024,10,1,1,3,3,0
48025,2024,11,2,2,3,5,0
48025,2025,2,1,1,2,2,0
48025,2025,3,3,3,3,7,0
48025,2025,4,1,1,2,2,0
48025,2025,5,2,2,3,5,0
48025,2025,9,1,1,2,2,0
48025,2025,10,2,2,2,4,0
48027,2015,8,1,1,2,2,0
48027,2015,10,1,1,5,5,0
48027,2015,12,1,1,2,2,0
48027,2016,1,1,1,2,2,0
48027,2016,3,1,1,2,2,0
48027,2016,11,1,1,2,2,0
48027,2016,12,1,1,3,3,0
48027,2017,1,1,1,2,2,0
48027,2017,2,1,1,2,2,0
48027,2017,11,1,1,5,5,0
48027,2018,5,1,1,6,6,0
48027,2018,7,1,1,8,8,0
48027,2019,9,1,1,2,2,0
48027,2019,10,2,2,6,8,0
48027,2020,3,1,1,2,2,0
48027,2020,7,1,1,4,4,0
48027,2020,8,2,2,4,6,0
48027,2021,12,3,3,5,8,0
48027,2022,1,0,1,5,1,0
48027,2022,3,1,1,4,4,0
48027,2022,5,2,2,5,7,0
48027,2022,6,3,3,4,11,0
48027,2022,7,2,2,6,10,0
48027,2022,12,1,1,5,5,0
48027,2023,1,3,3,2,6,0
48027,2023,2,1,1,3,3,0
48027,2023,6,2,2,6,10,0
48027,2023,7,3,3,15,13,0
48027,2023,8,2,3,15,23,0
48027,2023,9,2,2,9,11,0
48027,2023,10,2,2,2,4,0
48027,2024,2,1,1,3,3,0
48027,2024,5,1,1,3,3,0
48027,2024,8,1,1,4,4,0
48027,2024,10,2,2,6,10,0
48027,2024,11,1,1,2,2,0
48027,2024,12,2,2,4,6,0
48027,2025,2,2,2,3,6,0
48027,2025,3,3,3,4,10,0
48027,2025,4,1,1,2,2,0
48027,2025,5,2,2,3,5,0
48027,2025,11,2,2,4,6,0
48027,2025,12,2,2,3,6,0
48029,2015,1,1,1,2,2,0
48029,2015,8,1,1,4,4,0
48029,2015,9,1,1,4,4,0
48029,2015,10,1,1,5,5,0
48029,2015,12,1,1,2,2,0
48029,2016,3,1,1,2,2,0
48029,2016,7,1,1,2,2,0
48029,2016,11,2,2,3,5,0
48029,2016,12,1,1,4,4,0
48029,2017,1,3,3,4,8,0
48029,2017,2,3,4,4,9,0
48029,2017,7,1,1,3,3,0
48029,2017,11,2,2,6,8,0
48029,2017,12,1,1,3,3,0
48029,2018,3,1,1,2,2,0
48029,2018,5,2,2,6,8,0
48029,2018,7,1,1,3,3,0
48029,2019,9,1,1,2,2,0
48029,2019,10,1,1,6,6,0
48029,2019,12,1,1,3,3,0
48029,2020,3,1,1,4,4,0
48029,2020,7,1,1,4,4,0
48029,2020,8,1,1,2,2,0
48029,2020,10,1,1,3,3,0
48029,2021,4,1,1,2,2,0
48029,2021,12,2,2,4,6,0
48029,2022,1,0,1,4,1,0
48029,2022,2,1,1,2,2,0
48029,2022,3,1,1,4,4,0
48029,2022,5,3,3,4,9,0
48029,2022,6,3,3,4,9,0
48029,2022,7,2,2,5,7,0
48029,2022,8,1,1,2,2,0
48029,2022,12,1,1,3,3,0
48029,2023,1,3,3,4,8,0
48029,2023,2,2,2,3,4,0
48029,2023,3,0,1,3,1,0
48029,2023,6,2,2,6,10,0
48029,2023,7,1,1,11,11,0
48029,2023,8,2,2,18,21,0
48029,2023,9,2,2,10,12,0
48029,2023,10,2,2,2,4,0
48029,2024,2,1,1,3,3,0
48029,2024,5,1,1,5,5,0
48029,2024,8,1,1,4,4,0
48029,2024,10,3,3,7,13,0
48029,2024,11,2,2,2,4,0
48029,2024,12,2,2,4,6,0
48029,2025,2,1,1,3,3,0
48029,2025,3,2,2,3,6,0
48029,2025,5,3,3,5,10,0
48029,2025,10,2,2,3,5,0
48029,2025,11,2,2,6,8,0
48029,2025,12,2,2,3,5,0
48031,2015,1,1,1,3,3,0
48031,2015,8,1,1,4,4,0
48031,2015,10,2,2,5,7,0
48031,2016,3,1,1,2,2,0
48031,2017,1,1,1,2,2,0
48031,2017,2,1,1,2,2,0
48031,2017,7,1,1,2,2,0
48031,2017,11,1,1,6,6,0
48031,2018,7,1,1,6,6,0
48031,2019,10,1,1,6,6,0
48031,2019,12,1,1,2,2,0
48031,2020,3,1,1,2,2,0
48031,2020,7,1,1,3,3,0
48031,2020,8,1,1,3,3,1
48031,2020,12,1,1,2,2,2
48031,2021,12,3,3,4,7,0
48031,2022,1,0,1,4,2,0
48031,2022,2,1,1,2,2,0
48031,2022,3,1,1,4,4,0
48031,2022,4,1,1,2,2,0
48031,2022,5,3,3,8,16,0
48031,2022,6,2,2,11,21,0
48031,2022,7,2,2,9,12,0
48031,2022,8,3,3,4,8,0
48031,2022,9,1,1,2,2,0
48031,2022,10,1,1,2,2,0
48031,2022,11,1,1,2,2,0
48031,2022,12,1,1,3,3,0
48031,2023,1,3,3,3,7,0
48031,2023,2,2,2,3,5,0
48031,2023,3,0,1,3,1,0
48031,2023,6,2,2,6,10,0
48031,2023,7,2,2,23,20,0
48031,2023,8,2,3,23,26,0
48031,2023,9,2,3,11,14,0
48031,2023,10,2,2,3,5,0
48031,2024,2,1,1,3,3,3
48031,2024,3,1,1,2,2,0
48031,2024,5,1,1,3,3,3
48031,2024,8,1,1,5,5,0
48031,2024,10,1,1,14,14,0
48031,2024,11,3,3,4,8,0
48031,2024,12,2,2,5,9,0
48031,2025,2,1,1,3,3,0
48031,2025,3,2,2,4,7,7
48031,2025,5,2,2,5,9,9
48031,2025,10,1,1,3,3,3
48031,2025,11,2,2,6,9,9
48031,2025,12,2,2,3,5,5
48033,2015,3,1,1,2,2,0
