county_fips,year,county_name,heatwave_events_started,first_event_start_date,last_event_end_date,longest_event_duration_days,heatwave_days,heatwave_days_imputed
48001,2015,Anderson,2,2015-09-06,2015-12-12,2,4,0
48001,2016,Anderson,8,2016-02-20,2016-12-26,4,22,0
48001,2017,Anderson,8,2017-01-11,2017-11-06,5,23,0
48001,2018,Anderson,6,2018-02-19,2018-10-08,5,17,0
48001,2019,Anderson,4,2019-02-04,2019-09-24,3,9,0
48001,2020,Anderson,7,2020-03-12,2020-10-19,6,20,0
48001,2021,Anderson,5,2021-03-11,2021-12-28,4,13,0
48001,2022,Anderson,7,2022-05-09,2022-12-10,5,18,0
48001,2023,Anderson,7,2023-06-18,2023-10-28,14,38,0
48001,2024,Anderson,6,2024-04-17,2024-12-17,3,15,0
48001,2025,Anderson,9,2025-02-03,2025-12-27,6,28,0
48003,2015,Andrews,3,2015-07-27,2015-12-12,2,6,0
48003,2016,Andrews,4,2016-02-20,2016-11-05,5,13,0
48003,2017,Andrews,2,2017-04-20,2017-10-06,3,5,0
48003,2018,Andrews,5,2018-03-25,2018-10-05,3,11,0
48003,2019,Andrews,5,2019-03-28,2019-10-02,3,11,0
48003,2020,Andrews,6,2020-03-26,2020-11-09,3,13,0
48003,2021,Andrews,5,2021-04-26,2021-12-28,3,12,0
48003,2022,Andrews,10,2022-03-27,2022-12-12,8,38,8
48003,2023,Andrews,15,2023-01-01,2023-11-08,4,41,0
48003,2024,Andrews,9,2024-02-26,2024-11-03,5,24,3
48003,2025,Andrews,4,2025-04-24,2025-12-27,5,11,1
48005,2015,Angelina,5,2015-04-24,2015-12-26,3,11,0
48005,2016,Angelina,6,2016-07-03,2016-12-26,5,19,0
48005,2017,Angelina,7,2017-01-10,2017-11-06,7,24,0
48005,2018,Angelina,7,2018-02-19,2018-10-08,4,16,0
48005,2019,Angelina,7,2019-02-04,2019-08-27,3,16,0
48005,2020,Angelina,12,2020-01-14,2020-11-10,6,31,0
48005,2021,Angelina,11,2021-02-27,2021-12-29,4,25,0
48005,2022,Angelina,6,2022-05-09,2022-12-10,6,24,0
48005,2023,Angelina,13,2023-01-16,2023-10-28,15,64,0
48005,2024,Angelina,13,2024-01-23,2024-12-17,7,41,0
48005,2025,Angelina,6,2025-02-04,2025-12-27,5,22,0
48007,2015,Aransas,3,2015-05-27,2015-12-26,2,6,0
48007,2016,Aransas,11,2016-02-20,2016-12-28,3,27,0
48007,2017,Aransas,11,2017-01-12,2017-12-04,6,30,0
48007,2018,Aransas,5,2018-02-17,2018-10-14,5,15,1
48007,2019,Aransas,7,2019-02-05,2019-10-02,7,24,0
48007,2020,Aransas,7,2020-01-14,2020-09-03,7,27,0
48007,2021,Aransas,9,2021-01-24,2022-01-01,3,21,0
48007,2022,Aransas,7,2022-04-29,2022-12-13,6,22,0
48007,2023,Aransas,10,2023-02-21,2023-10-28,7,34,0
48007,2024,Aransas,9,2024-03-14,2024-11-04,8,31,0
48007,2025,Aransas,14,2025-02-04,2025-12-28,7,43,0
48009,2016,Archer,4,2016-02-19,2016-11-08,3,10,3
48009,2017,Archer,4,2017-02-11,2017-12-04,4,11,6
48009,2018,Archer,2,2018-05-30,2018-10-06,6,8,8
48009,2019,Archer,2,2019-02-03,2019-10-03,4,7,7
48009,2021,Archer,6,2021-03-12,2021-12-28,5,17,17
48009,2022,Archer,9,2022-04-21,2022-12-10,5,30,30
48009,2023,Archer,8,2023-01-01,2023-12-22,4,21,21
48009,2024,Archer,6,2024-02-26,2024-11-04,3,14,14
48009,2025,Archer,3,2025-01-29,2025-12-27,5,9,9
48011,2015,Armstrong,6,2015-01-27,2015-12-12,5,18,18
48011,2016,Armstrong,5,2016-02-19,2016-11-08,5,19,19
48011,2017,Armstrong,8,2017-01-10,2017-12-04,6,25,25
48011,2018,Armstrong,8,2018-03-24,2018-10-05,5,26,26
48011,2019,Armstrong,9,2019-01-07,2019-10-03,5,30,30
48011,2020,Armstrong,4,2020-06-28,2020-11-09,6,13,13
48011,2021,Armstrong,10,2021-04-27,2021-12-28,5,28,28
48011,2022,Armstrong,12,2022-04-21,2022-12-13,8,44,44
48011,2023,Armstrong,14,2023-01-01,2023-12-24,4,39,39
48011,2024,Armstrong,13,2024-01-25,2024-12-26,10,40,40
48011,2025,Armstrong,7,2025-03-26,2025-12-28,6,29,29
48013,2015,Atascosa,5,2015-07-07,2015-09-07,4,13,0
48013,2016,Atascosa,7,2016-02-19,2016-12-28,5,22,0
48013,2017,Atascosa,8,2017-01-12,2017-11-04,5,21,0
48013,2018,Atascosa,6,2018-02-19,2018-10-07,6,18,0
48013,2019,Atascosa,11,2019-02-04,2019-10-01,7,34,0
48013,2020,Atascosa,9,2020-01-14,2020-09-16,5,30,0
48013,2021,Atascosa,16,2021-03-11,2022-01-01,4,42,0
48013,2022,Atascosa,12,2022-04-12,2022-12-13,7,42,0
48013,2023,Atascosa,9,2023-03-23,2023-10-28,10,40,0
48013,2024,Atascosa,14,2024-02-09,2024-12-17,5,37,1
48013,2025,Atascosa,8,2025-02-05,2025-12-28,5,27,0
48015,2015,Austin,4,2015-05-09,2015-12-27,3,9,0
48015,2016,Austin,6,2016-05-25,2016-12-28,4,19,9
48015,2017,Austin,10,2017-01-11,2017-11-06,6,27,0
48015,2018,Austin,5,2018-03-17,2018-11-07,5,13,2
48015,2019,Austin,8,2019-02-05,2019-08-28,4,24,6
48015,2020,Austin,11,2020-01-15,2020-09-09,6,35,10
48015,2021,Austin,11,2021-04-28,2022-01-01,4,31,5
48015,2022,Austin,6,2022-05-08,2022-12-10,5,22,1
48015,2023,Austin,14,2023-02-21,2023-10-29,15,72,13
48015,2024,Austin,11,2024-03-14,2024-11-04,8,38,10
48015,2025,Austin,7,2025-02-04,2025-12-27,6,26,7
48017,2015,Bailey,3,2015-01-29,2015-10-02,3,7,0
48017,2016,Bailey,4,2016-07-11,2016-11-06,6,13,0
48017,2017,Bailey,7,2017-01-10,2017-12-03,6,18,0
48017,2018,Bailey,4,2018-03-25,2018-10-03,4,12,0
48017,2019,Bailey,4,2019-07-19,2019-12-09,4,10,0
48017,2020,Bailey,5,2020-03-26,2020-08-14,3,11,0
48017,2021,Bailey,2,2021-05-23,2021-09-05,4,6,0
48017,2022,Bailey,7,2022-05-28,2022-12-08,5,23,0
48017,2023,Bailey,6,2023-01-01,2023-10-04,11,25,0
48017,2024,Bailey,6,2024-04-24,2024-11-18,4,16,0
48017,2025,Bailey,5,2025-04-24,2025-12-27,4,13,0
48019,2015,Bandera,2,2015-09-04,2015-11-27,4,6,0
48019,2016,Bandera,6,2016-02-19,2016-12-28,12,27,0
48019,2017,Bandera,5,2017-01-13,2017-12-05,5,15,0
48019,2018,Bandera,5,2018-03-26,2018-10-09,5,15,0
48019,2019,Bandera,8,2019-02-03,2019-12-28,4,22,0
48019,2020,Bandera,9,2020-01-15,2020-12-30,5,25,0
48019,2021,Bandera,5,2021-01-24,2021-12-18,4,12,0
48019,2022,Bandera,7,2022-04-12,2022-12-11,5,21,0
48019,2023,Bandera,7,2023-06-13,2023-09-06,6,22,0
48019,2024,Bandera,12,2024-04-15,2024-12-17,8,52,49
48019,2025,Bandera,7,2025-02-05,2025-12-24,4,20,20
48021,2015,Bastrop,6,2015-07-06,2015-09-11,7,22,0
48021,2016,Bastrop,12,2016-02-20,2016-12-28,13,47,0
48021,2017,Bastrop,8,2017-01-11,2017-11-07,7,28,0
