county_fips,year,classified_dates,events_started
48381,2016,2,1
48381,2019,7,3
48381,2020,6,1
48381,2021,2,1
48381,2022,4,2
48381,2023,6,2
48381,2024,9,4
48383,2017,9,4
48383,2018,6,2
48383,2019,11,5
48383,2020,7,3
48383,2021,2,1
48383,2022,21,8
48383,2023,23,6
48383,2024,33,9
48383,2025,11,4
48385,2016,2,1
48385,2017,2,1
48385,2019,2,1
48385,2020,2,1
48385,2023,8,3
48385,2024,29,9
48385,2025,3,1
48387,2015,11,5
48387,2016,15,5
48387,2017,2,1
48387,2018,5,2
48387,2020,4,2
48387,2021,8,4
48387,2022,4,2
48387,2023,7,3
48387,2024,13,3
48389,2015,8,2
48389,2016,2,1
48389,2019,2,1
48389,2022,3,1
48389,2023,19,6
48389,2024,22,8
48389,2025,3,1
48391,2015,2,1
48391,2022,2,1
48391,2025,5,2
48393,2015,2,1
48393,2018,4,2
48393,2019,2,1
48393,2020,2,1
48393,2021,5,2
48393,2022,7,2
48393,2023,16,6
48393,2024,11,4
48395,2016,7,2
48395,2019,9,3
48395,2020,2,1
48395,2021,10,4
48395,2022,3,1
48395,2023,22,6
48395,2024,15,4
48395,2025,4,2
48397,2016,21,8
48397,2019,9,4
48397,2020,2,1
