event_id,county_fips,county_name,event_start_date,event_end_date,event_duration_days,peak_hi_proxy_f,mean_hi_proxy_f,peak_exceedance_f,cumulative_exceedance_f,definition_id,construct_label,reference_method
48_061_2022_017_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2022-10-13,2022-10-17,5.0,98.09332243732328,97.05275957636958,3.195879601129832,9.098800161763279,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2022_018_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2022-11-07,2022-11-08,2.0,90.92322946758446,89.84263011318926,2.5678344375255904,3.1098618995474965,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2022_019_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2022-11-10,2022-11-11,2.0,89.85598514581773,89.4700441088814,2.2203905278468454,3.4567349112782892,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2022_020_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2022-12-06,2022-12-13,8.0,83.67374498080628,83.15111823342903,2.5869909812594756,10.791999946748533,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2023_001_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2023-01-01,2023-01-03,3.0,83.27233485923043,83.0076414158752,4.831237192658989,13.740867431732738,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2023_002_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2023-01-05,2023-01-07,3.0,82.94065152631897,81.68876132475106,4.699001798818983,10.221635722003171,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2023_003_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2023-01-10,2023-01-11,2.0,83.06562319433057,82.28966743428909,4.884486710901996,8.225765199971008,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2023_004_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2023-01-16,2023-01-18,3.0,84.80138863076655,83.05529335771598,6.586403428266564,14.428084555397959,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2023_005_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2023-02-14,2023-02-15,2.0,84.30117893159638,83.0743418168706,3.5668952471131945,4.928945926501669,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2023_006_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2023-02-20,2023-03-02,11.0,118.55271227437734,89.66749358254424,36.266793495693705,86.09016099163513,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2023_007_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2023-03-06,2023-03-12,7.0,94.2542063244284,86.96289019061314,11.228741914553765,28.937747987728372,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2023_008_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2023-03-23,2023-03-27,5.0,91.49000730150068,87.87766056564105,6.6581741457235495,14.53780913288574,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2023_009_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2023-03-31,2023-04-05,6.0,93.12746636655552,89.93477322018293,6.195072025860085,19.703459276453145,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2023_010_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2023-05-07,2023-05-08,2.0,96.92218981393673,96.32481945905022,2.971294114172892,4.518882560617939,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2023_011_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2023-05-10,2023-05-12,3.0,97.37444523032346,96.46632772770415,2.073857602935476,3.9624015046678096,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2023_012_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2023-06-09,2023-07-04,26.0,112.48407887943635,108.50935524796712,9.612908008252973,153.1435713437638,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2023_013_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2023-07-08,2023-07-28,21.0,111.41417325313068,108.70297811220732,7.677366001991032,104.26105757924319,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2023_014_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2023-07-30,2023-08-20,22.0,115.72039804364044,112.85404609292478,9.998695172699655,162.83771633434668,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2023_015_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2023-08-24,2023-08-25,2.0,106.47879229750616,106.06859490936921,1.0887686360210722,1.3163924473963533,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2023_016_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2023-08-27,2023-08-29,3.0,110.37408840899046,109.98671292145296,5.199176720550767,14.45125708866884,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2023_017_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2023-08-31,2023-09-16,17.0,114.20996097512544,109.95355219119098,10.637722532746594,105.2518790292294,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2023_018_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2023-09-20,2023-09-27,8.0,111.0002961969451,107.24130632093015,9.866168415596434,49.61164978719823,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2023_019_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2023-10-03,2023-10-05,3.0,102.14063915681622,100.49020979130414,3.6913279257786513,5.844960014431976,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2023_020_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2023-10-21,2023-10-29,9.0,95.36463709420354,94.59595458070193,4.495981871002783,21.796986937260726,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2023_021_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2023-11-08,2023-11-09,2.0,90.43462426566327,90.21667747645915,2.2146209688911256,4.171397219694484,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2024_001_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2024-02-09,2024-02-10,2.0,82.08486636633849,81.12437999766925,2.265583825124196,2.4209817848161634,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2024_002_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2024-02-25,2024-02-28,4.0,87.85836366232294,84.7774696854772,5.776316981309989,11.076532020583187,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2024_003_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2024-03-04,2024-03-08,5.0,86.22234160616313,84.3141296919118,3.703756483501067,8.456976115964252,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2024_004_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2024-03-13,2024-03-17,5.0,88.47009819094865,87.37198001071498,4.815817423037487,19.355156489358365,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2024_005_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2024-04-16,2024-04-20,5.0,93.32655674133468,91.86982873553022,2.6026776192408505,7.866372066693458,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2024_006_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2024-04-28,2024-05-03,6.0,96.84681498978014,95.30105244865081,3.875675127398438,14.794320526941846,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2024_007_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2024-05-05,2024-05-16,12.0,110.07006978888244,99.83951393427883,15.662482902856198,58.55805155804424,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2024_008_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2024-05-18,2024-06-18,32.0,113.01250674849076,106.43168617440995,11.858217099859004,195.02061702403407,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2024_009_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2024-06-25,2024-06-29,5.0,105.86643305272658,104.6796994147854,2.9831241187307427,8.925432522967611,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2024_010_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2024-07-03,2024-07-06,4.0,106.22015046833069,105.15887336350889,3.1634477749403516,8.362607210286512,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2024_011_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2024-07-08,2024-07-09,2.0,104.31349321451744,103.80198145502311,1.219027735441486,1.4040224504680339,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2024_012_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2024-07-18,2024-07-20,3.0,105.9868427675161,105.42109882240378,2.1872399112702112,5.041199852852955,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2024_013_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2024-08-06,2024-08-11,6.0,112.15250029752056,108.18705571893925,6.712917079072525,16.471935061107303,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2024_014_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2024-08-13,2024-08-23,11.0,112.21304995412788,109.18082987070207,6.384571683448854,37.67931713612107,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2024_015_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2024-09-13,2024-09-14,2.0,104.38885087886632,103.87692170034134,1.3706769402784573,1.7904452244682858,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2024_016_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2024-09-19,2024-09-22,4.0,102.68745293366632,102.2899868609744,1.0787610806840462,3.4668289869774185,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2024_017_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2024-10-29,2024-10-30,2.0,91.93515642791198,91.44274194270217,1.4665103028942212,1.5481825371858235,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2024_018_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2024-11-01,2024-11-04,4.0,93.46407931722511,92.06029519976047,4.551049373671859,10.343388899401035,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2024_019_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2024-11-07,2024-11-11,5.0,92.96840996652467,90.42975731523332,4.7484066697525265,12.048080506399401,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2024_020_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2024-11-17,2024-11-19,3.0,92.89573025232792,89.90432843212602,7.046107609081872,12.234309109006318,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2024_021_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2024-11-24,2024-11-25,2.0,86.51851478600837,85.77961567837102,1.8527466040037837,2.021661035277134,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2024_022_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2024-11-27,2024-11-28,2.0,85.1773708310388,84.7075616986325,0.9497918772184306,1.267805016193634,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2024_023_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2024-12-16,2024-12-18,3.0,82.669505045414,82.47768260454579,2.215895620454731,5.633109200433367,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2024_024_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2024-12-24,2024-12-31,8.0,85.39333377375317,83.32407967805031,6.6046855151817425,35.330256074652425,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2025_001_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2025-02-05,2025-02-12,8.0,88.63256622701913,83.33825910370666,8.285933058165782,28.534639239640043,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2025_002_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2025-03-07,2025-03-08,2.0,93.1771686513409,88.72729964506203,10.423391630605721,12.025896082424936,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2025_003_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2025-03-12,2025-03-15,4.0,91.1524137643262,86.87172832334544,7.727268603164234,14.319423050000424,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2025_004_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2025-03-24,2025-03-25,2.0,86.45819344380767,85.81219305787766,1.501217207422684,1.8355767235932205,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2025_005_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2025-03-29,2025-04-05,8.0,92.66912545971492,89.45227095588369,5.736731119019481,24.04674321310395,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2025_006_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2025-05-06,2025-05-07,2.0,98.3844628259154,96.97691983340584,4.433567126151573,6.2547897272918505,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2025_007_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2025-05-13,2025-05-21,9.0,103.08655926154768,101.03824974884172,6.48751280691279,38.15831101530533,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2025_008_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2025-05-23,2025-05-27,5.0,105.15073812095795,103.49593852447272,6.666757301499558,23.879015890254593,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2025_009_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2025-06-02,2025-06-16,15.0,111.21224251349972,106.08751213779858,8.993312679615428,66.7032636419906,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2025_010_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2025-07-07,2025-07-08,2.0,103.61544027409133,103.48231453938823,0.5099652935890759,0.753679117771938,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2025_011_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2025-07-14,2025-07-15,2.0,105.03733705136128,104.39549571747074,1.7298753258794193,2.2672391904667677,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2025_012_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2025-07-20,2025-07-24,5.0,106.35161633782552,105.31566209898165,2.055196304873178,6.210814506738416,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2025_013_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2025-07-31,2025-08-04,5.0,113.64099535937532,110.48983037635585,8.562647632638075,27.18156216184252,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2025_014_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2025-08-06,2025-08-14,9.0,111.22739500028923,109.56607903639654,5.505692129348446,36.3208525610999,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2025_015_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2025-08-16,2025-08-18,3.0,109.5751278493206,107.97092080503052,3.7248674579712997,6.458570050441253,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2025_016_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2025-08-28,2025-09-01,5.0,110.63819421646588,107.986720595396,5.5287079225471985,14.815400615066935,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2025_017_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2025-09-04,2025-09-06,3.0,111.35145940291758,109.5154786162489,7.277639637228006,15.938498778495926,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2025_018_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2025-10-06,2025-10-07,2.0,99.12838273482504,98.82238253102943,1.2420714758262363,2.33644442643795,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2025_019_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2025-10-17,2025-10-28,12.0,101.32088456358728,98.07865013976705,8.679634461663426,61.632668939186075,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2025_020_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2025-11-07,2025-11-08,2.0,92.75667476700464,90.96410792155615,4.536671470232491,5.352817516281291,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2025_021_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2025-11-15,2025-11-25,11.0,91.37346120350486,89.93667343111245,5.948649955002509,48.41363175095567,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2025_022_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2025-12-12,2025-12-13,2.0,84.11341563876324,82.99994675957657,3.0266616392164423,3.511162495728186,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_061_2025_023_HI85_2D_FIXED7914,48061,Cameron (Brownsville),2025-12-20,2025-12-28,9.0,84.99602240783966,83.4616942282233,5.354084144114594,36.83218221443694,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_141_2016_001_HI85_2D_FIXED7914,48141,El Paso,2016-10-26,2016-10-27,2.0,81.92104238078514,81.72630310997894,1.0126559285627934,1.397761963775494,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_141_2016_002_HI85_2D_FIXED7914,48141,El Paso,2016-10-29,2016-10-31,3.0,80.47604862390047,80.43503291854837,0.6577827821099902,1.0904278627439652,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_141_2017_001_HI85_2D_FIXED7914,48141,El Paso,2017-02-10,2017-02-11,2.0,82.17914110061538,81.36400756141182,11.963815586615382,22.43289202707365,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_141_2017_002_HI85_2D_FIXED7914,48141,El Paso,2017-03-10,2017-03-11,2.0,81.09342039514439,80.79414729234796,3.2732598962574713,6.139992244408987,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_141_2017_003_HI85_2D_FIXED7914,48141,El Paso,2017-03-14,2017-03-23,10.0,87.5222962089657,83.50290629581822,8.352869399321762,47.89826572574508,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_141_2017_004_HI85_2D_FIXED7914,48141,El Paso,2017-04-07,2017-04-08,2.0,83.4469414303802,83.44198731005632,1.5991294176392046,2.995712755100328,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_141_2017_005_HI85_2D_FIXED7914,48141,El Paso,2017-04-11,2017-04-14,4.0,87.07420287957103,84.63052542409766,4.479384729694743,7.78026571415235,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_141_2017_006_HI85_2D_FIXED7914,48141,El Paso,2017-04-16,2017-04-20,5.0,86.4537261244407,84.54016437014901,2.2920246869247194,4.121091978018896,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_141_2017_007_HI85_2D_FIXED7914,48141,El Paso,2017-06-19,2017-06-23,5.0,103.1289526745072,100.81326752108575,5.15611620650111,15.211706589080848,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_141_2017_008_HI85_2D_FIXED7914,48141,El Paso,2017-09-13,2017-09-14,2.0,92.59868400105826,92.51783102283669,0.5228632407774967,0.9719473908496212,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_141_2017_009_HI85_2D_FIXED7914,48141,El Paso,2017-10-05,2017-10-06,2.0,91.12682105802791,90.99100547334413,4.015861375346205,7.9878885743338515,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_141_2017_010_HI85_2D_FIXED7914,48141,El Paso,2017-10-12,2017-10-14,3.0,89.71376539185302,87.57899037267327,4.992750254876356,8.513873444414656,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_141_2017_011_HI85_2D_FIXED7914,48141,El Paso,2017-10-18,2017-10-20,3.0,83.54702316169505,83.41537930000976,0.6047929327882002,0.9181331370973709,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_141_2018_001_HI85_2D_FIXED7914,48141,El Paso,2018-03-22,2018-03-25,4.0,84.77345048086825,83.11444398054196,5.604023671224311,14.942144389884504,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_141_2018_002_HI85_2D_FIXED7914,48141,El Paso,2018-03-31,2018-04-01,2.0,82.38515648717377,81.58093397242136,1.4679925130188565,1.5305962645336564,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_141_2018_003_HI85_2D_FIXED7914,48141,El Paso,2018-04-07,2018-04-09,3.0,85.96533603909668,84.08515151995103,3.9248861868253755,6.047699628948948,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_141_2018_004_HI85_2D_FIXED7914,48141,El Paso,2018-04-11,2018-04-12,2.0,88.54163680302133,87.29972857061895,6.067842745029381,9.530844933369679,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_141_2018_005_HI85_2D_FIXED7914,48141,El Paso,2018-05-07,2018-05-12,6.0,92.83290154289612,91.25454322086182,4.280041978063522,17.311239829323526,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_141_2018_006_HI85_2D_FIXED7914,48141,El Paso,2018-05-16,2018-05-17,2.0,91.32063027652156,91.08560371547622,1.158943773050268,2.0977489849931032,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_141_2018_007_HI85_2D_FIXED7914,48141,El Paso,2018-06-21,2018-06-23,3.0,101.31794012624256,99.38448661162236,3.4281171924646827,4.497204239705127,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_141_2018_008_HI85_2D_FIXED7914,48141,El Paso,2018-10-04,2018-10-05,2.0,88.37555686397708,88.09152083817472,1.1103621625614863,1.806887292252128,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_141_2019_001_HI85_2D_FIXED7914,48141,El Paso,2019-03-26,2019-03-28,3.0,82.71607934356159,82.122199279783,2.6832246314140065,6.353559347040019,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_141_2019_002_HI85_2D_FIXED7914,48141,El Paso,2019-04-08,2019-04-09,2.0,86.35484692009732,84.84598185568532,4.035353854205482,5.332020793207491,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_141_2019_003_HI85_2D_FIXED7914,48141,El Paso,2019-04-26,2019-04-28,3.0,87.40034947702492,86.93890909975242,2.1403527930887094,4.451163348346299,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_141_2019_004_HI85_2D_FIXED7914,48141,El Paso,2019-08-02,2019-08-03,2.0,99.45478029611311,99.11750429697825,1.6588440557950577,2.719569126873566,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_141_2019_005_HI85_2D_FIXED7914,48141,El Paso,2019-08-05,2019-08-07,3.0,98.97815124536984,98.35772693916078,1.5278465588482675,2.7649881093252304,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_141_2019_006_HI85_2D_FIXED7914,48141,El Paso,2019-08-16,2019-08-18,3.0,97.8710040011925,97.56668659739523,1.1718781346457519,2.399691033227626,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_141_2019_007_HI85_2D_FIXED7914,48141,El Paso,2019-08-20,2019-08-21,2.0,97.2410672991313,96.97658580512734,0.7959537211370247,1.2548134771421928,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_141_2019_008_HI85_2D_FIXED7914,48141,El Paso,2019-08-25,2019-08-27,3.0,101.92455769817056,100.83918061023331,6.282378298461964,15.597634355597776,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_141_2020_001_HI85_2D_FIXED7914,48141,El Paso,2020-03-25,2020-03-26,2.0,82.36618230943272,82.11897565224294,2.774392104305207,4.878990033805195,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_141_2020_002_HI85_2D_FIXED7914,48141,El Paso,2020-04-26,2020-04-28,3.0,88.95438336192397,88.16987173637136,3.694386677987765,8.144051258203149,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_141_2020_003_HI85_2D_FIXED7914,48141,El Paso,2020-04-30,2020-05-04,5.0,90.3937556820798,89.54256279530146,3.8184746789236925,14.806714886866914,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_141_2020_004_HI85_2D_FIXED7914,48141,El Paso,2020-05-06,2020-05-07,2.0,92.59568923004808,91.40591919300977,4.862913394745121,7.575028222535508,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_141_2020_005_HI85_2D_FIXED7914,48141,El Paso,2020-05-17,2020-05-19,3.0,92.54635879426912,91.2102614789216,2.0943822435200303,2.305359464263148,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_141_2020_006_HI85_2D_FIXED7914,48141,El Paso,2020-06-02,2020-06-06,5.0,99.536789341576,97.63650275683776,4.173733684259744,12.653197866398344,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_141_2020_007_HI85_2D_FIXED7914,48141,El Paso,2020-07-08,2020-07-11,4.0,101.77854955081445,100.12255776475784,3.05759696162049,5.534807355924741,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_141_2020_008_HI85_2D_FIXED7914,48141,El Paso,2020-07-13,2020-07-14,2.0,99.58637048046825,99.33239141816645,0.8501873739966612,1.2352483521511317,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
48_141_2020_009_HI85_2D_FIXED7914,48141,El Paso,2020-08-09,2020-08-15,7.0,100.05125495556436,98.93970464232356,3.057254320337506,13.602887786287596,HI85_2D_FIXED7914,persistent_apparent_heat_anomaly,fixed_1979_2014
