county_fips,year,classified_assessment_dates
48025,2013,9
48025,2014,21
48025,2015,3
48025,2016,9
48025,2017,12
48025,2018,7
48025,2019,22
48025,2020,20
48025,2022,13
48025,2023,79
48025,2024,12
48025,2025,20
48027,1980,46
48027,1981,3
48027,1982,22
48027,1984,6
48027,1985,20
48027,1986,12
48027,1987,9
48027,1988,8
48027,1989,2
48027,1990,1
48027,1994,6
48027,1995,4
48027,1996,22
48027,1997,5
48027,1998,44
48027,1999,14
48027,2000,43
48027,2001,13
48027,2002,2
48027,2003,7
48027,2005,4
48027,2006,21
48027,2007,3
48027,2008,19
48027,2009,71
48027,2010,40
48027,2011,79
48027,2012,32
48027,2013,28
48027,2014,13
48027,2015,17
48027,2016,24
48027,2017,16
48027,2018,38
48027,2019,21
48027,2020,36
48027,2021,1
48027,2022,56
48027,2023,79
48027,2024,34
48027,2025,4
48029,1979,2
48029,1980,41
48029,1981,6
48029,1982,10
48029,1983,8
48029,1984,3
48029,1985,8
48029,1986,17
48029,1987,9
48029,1988,7
48029,1989,15
48029,1990,7
48029,1991,3
48029,1993,2
48029,1994,11
48029,1995,4
48029,1996,19
48029,1997,8
48029,1998,47
48029,1999,7
48029,2000,14
48029,2001,24
48029,2003,2
48029,2005,13
48029,2006,26
48029,2009,78
48029,2010,20
48029,2011,71
48029,2012,22
48029,2013,34
48029,2014,26
48029,2015,30
48029,2016,30
48029,2017,27
48029,2018,18
48029,2019,23
48029,2020,23
48029,2022,33
48029,2023,67
48029,2024,39
48029,2025,17
48031,1979,2
48031,1980,40
48031,1981,7
48031,1982,28
48031,1983,6
48031,1984,16
48031,1985,17
48031,1986,10
48031,1987,5
48031,1988,7
48031,1989,14
48031,1990,6
48031,1991,2
48031,1993,1
48031,1994,11
48031,1995,7
48031,1996,28
48031,1997,2
48031,1998,47
48031,1999,16
48031,2000,26
48031,2001,34
48031,2003,3
48031,2005,8
48031,2006,25
48031,2008,13
48031,2009,52
48031,2010,19
48031,2011,58
48031,2012,21
48031,2013,17
48031,2014,9
48031,2015,13
48031,2016,31
48031,2017,15
48031,2018,20
48031,2019,22
48031,2020,31
48031,2021,2
48031,2022,72
48031,2023,92
48031,2024,44
48031,2025,14
48033,1979,3
48033,1980,39
48033,1981,15
48033,1982,4
48033,1983,24
48033,1984,14
48033,1985,9
48033,1986,11
48033,1987,7
48033,1989,8
48033,1990,17
48033,1991,1
48033,1993,3
48033,1994,23
48033,1995,9
48033,1996,19
48033,1997,2
48033,1998,51
48033,1999,13
48033,2000,18
48033,2001,29
48033,2002,14
48033,2003,18
48033,2005,4
48033,2006,23
48033,2008,17
48033,2009,18
48033,2010,11
48033,2011,81
48033,2012,37
48033,2013,23
48033,2014,6
48033,2015,10
48033,2016,19
48033,2017,8
48033,2018,28
48033,2019,28
48033,2020,34
48033,2021,3
48033,2022,52
48033,2023,56
48033,2024,39
48033,2025,10
48035,1980,38
48035,1982,6
48035,1984,11
48035,1985,19
48035,1986,5
48035,1987,11
48035,1988,7
48035,1992,1
48035,1993,22
48035,1994,19
48035,1995,5
48035,1996,21
48035,1997,6
48035,1998,50
48035,1999,24
48035,2000,29
48035,2001,33
48035,2002,2
48035,2003,8
48035,2005,12
48035,2006,32
48035,2007,3
48035,2008,20
48035,2009,33
48035,2010,22
48035,2011,73
48035,2012,30
48035,2013,18
48035,2014,5
48035,2015,10
48035,2016,10
48035,2017,3
48035,2018,15
48035,2019,11
48035,2020,12
48035,2022,38
48035,2023,71
48035,2024,20
48037,1980,44
48037,1981,6
48037,1982,7
48037,1983,3
48037,1985,2
48037,1986,12
48037,1987,30
48037,1988,20
48037,1989,2
48037,1990,21
48037,1991,1
48037,1993,24
48037,1994,1
48037,1995,34
48037,1996,3
48037,1997,8
48037,1998,56
48037,1999,21
48037,2000,33
48037,2001,18
48037,2002,15
48037,2003,4
48037,2005,24
48037,2006,25
48037,2007,8
48037,2008,12
48037,2009,12
48037,2010,29
48037,2011,67
48037,2012,25
48037,2013,14
48037,2015,18
48037,2016,20
48037,2017,3
48037,2018,19
48037,2019,15
48037,2020,2
48037,2021,7
48037,2022,34
48037,2023,33
48037,2024,18
48037,2025,16
48039,1979,1
48039,1980,19
48039,1981,7
48039,1982,18
48039,1983,7
48039,1984,4
48039,1985,6
48039,1986,10
48039,1987,17
48039,1988,6
48039,1989,1
48039,1990,8
48039,1991,6
48039,1992,3
48039,1993,14
48039,1995,19
48039,1996,18
48039,1997,24
48039,1998,21
48039,1999,24
48039,2000,27
48039,2002,2
48039,2003,5
48039,2004,8
48039,2005,18
48039,2006,3
48039,2007,9
48039,2008,3
48039,2009,49
48039,2010,35
48039,2011,61
48039,2012,26
48039,2013,32
48039,2014,17
48039,2015,38
48039,2016,68
48039,2017,33
48039,2018,39
48039,2019,39
48039,2020,43
48039,2021,20
48039,2022,45
48039,2023,82
48039,2024,41
48039,2025,28
48041,1980,35
48041,1981,2
48041,1982,9
48041,1985,16
48041,1986,8
48041,1987,12
48041,1988,22
48041,1989,5
48041,1990,11
48041,1993,4
48041,1994,4
48041,1995,27
48041,1996,41
48041,1997,5
48041,1998,53
48041,1999,15
48041,2000,26
48041,2001,28
48041,2003,5
48041,2005,15
48041,2006,9
48041,2007,4
48041,2008,17
48041,2009,72
48041,2010,31
48041,2011,70
48041,2012,37
48041,2013,35
48041,2014,8
48041,2015,16
48041,2016,26
48041,2017,26
48041,2018,24
48041,2019,32
48041,2020,27
48041,2021,7
48041,2022,71
48041,2023,92
48041,2024,32
48041,2025,5
48043,1979,2
48043,1980,43
48043,1981,7
48043,1982,9
48043,1983,17
48043,1984,2
48043,1985,5
48043,1986,4
48043,1987,6
48043,1989,11
48043,1990,17
48043,1992,7
48043,1993,3
48043,1994,22
48043,1995,22
48043,1996,38
48043,1997,6
48043,1998,49
48043,1999,23
48043,2000,30
48043,2001,41
48043,2002,14
48043,2003,12
48043,2004,7
48043,2005,13
48043,2006,12
48043,2008,21
48043,2009,18
48043,2010,11
48043,2011,57
48043,2012,12
48043,2013,8
48043,2014,12
48043,2015,13
48043,2016,26
48043,2017,14
48043,2018,26
48043,2019,22
48043,2020,32
48043,2021,15
48043,2022,36
48043,2023,64
48043,2024,52
48043,2025,16
48045,1979,2
48045,1980,33
48045,1981,19
48045,1982,7
48045,1983,15
48045,1985,7
48045,1986,9
48045,1987,2
48045,1989,2
48045,1990,16
48045,1992,2
48045,1993,11
48045,1994,15
48045,1995,8
48045,1996,13
48045,1997,2
48045,1998,40
48045,1999,15
48045,2000,12
48045,2001,34
48045,2002,12
48045,2003,17
48045,2006,22
48045,2007,5
48045,2008,9
48045,2009,14
48045,2010,14
48045,2011,81
48045,2012,33
48045,2013,19
48045,2014,9
48045,2015,15
48045,2016,28
48045,2017,9
48045,2018,33
48045,2019,26
48045,2020,33
48045,2021,19
48045,2022,55
48045,2023,45
48045,2024,53
48045,2025,32
48047,1979,2
48047,1980,32
48047,1982,4
48047,1983,4
48047,1986,1
48047,1987,2
48047,1988,3
48047,1989,6
48047,1990,10
48047,1991,3
48047,1992,2
48047,1994,6
48047,1995,15
48047,1996,30
48047,1997,37
48047,1998,77
48047,1999,8
48047,2000,19
48047,2001,33
48047,2002,15
48047,2003,12
48047,2004,10
48047,2005,10
48047,2006,7
48047,2008,5
48047,2009,62
48047,2011,62
48047,2012,7
48047,2013,13
48047,2014,37
48047,2016,18
48047,2017,13
48047,2018,9
48047,2019,25
48047,2020,14
48047,2022,13
48047,2023,62
48047,2024,15
48049,1980,24
48049,1981,9
48049,1982,8
48049,1983,1
48049,1984,23
48049,1985,20
48049,1986,12
48049,1987,6
48049,1988,3
48049,1989,19
48049,1990,6
48049,1993,6
48049,1994,10
48049,1995,7
48049,1996,9
48049,1997,3
48049,1998,29
48049,1999,18
48049,2000,33
48049,2001,23
48049,2002,4
48049,2003,12
48049,2005,2
48049,2006,39
48049,2008,16
48049,2009,10
48049,2010,30
48049,2011,85
48049,2012,38
48049,2013,33
48049,2014,19
48049,2015,29
48049,2016,30
48049,2017,12
48049,2018,55
48049,2019,26
48049,2020,21
48049,2021,4
48049,2022,62
48049,2023,65
48049,2024,31
48049,2025,1
48051,1980,33
48051,1981,3
48051,1982,17
48051,1984,7
48051,1985,28
48051,1986,16
48051,1987,15
48051,1988,16
48051,1989,3
48051,1990,17
48051,1993,16
48051,1994,9
48051,1995,10
48051,1996,29
48051,1997,5
48051,1998,50
48051,1999,5
48051,2000,17
48051,2001,1
48051,2003,1
48051,2004,6
48051,2005,22
48051,2006,15
48051,2007,5
48051,2008,11
48051,2009,36
48051,2010,11
48051,2011,60
48051,2012,28
48051,2013,40
48051,2014,18
48051,2015,19
48051,2016,17
48051,2017,18
48051,2018,13
48051,2019,12
48051,2020,20
48051,2021,2
48051,2022,66
48051,2023,72
48051,2024,20
48051,2025,1
48053,1980,25
48053,1981,2
48053,1982,10
48053,1983,1
48053,1984,10
48053,1985,22
48053,1986,10
48053,1987,5
48053,1988,4
48053,1989,7
48053,1990,7
48053,1993,17
48053,1994,18
48053,1995,9
48053,1996,23
48053,1997,9
48053,1998,31
48053,1999,17
48053,2000,31
48053,2001,23
48053,2002,3
48053,2003,10
48053,2004,3
48053,2005,13
48053,2006,28
48053,2007,2
48053,2008,17
48053,2009,50
48053,2010,23
48053,2011,75
48053,2012,39
48053,2013,23
48053,2014,19
48053,2015,31
48053,2016,34
48053,2017,25
48053,2018,46
48053,2019,30
48053,2020,38
48053,2021,2
48053,2022,59
48053,2023,85
48053,2024,30
48053,2025,8
48055,1980,21
48055,1981,2
48055,1982,34
48055,1983,8
48055,1984,26
48055,1985,23
48055,1986,14
48055,1987,13
48055,1988,29
48055,1989,27
48055,1990,26
48055,1991,4
48055,1993,12
48055,1994,24
48055,1995,20
48055,1996,35
48055,1997,8
48055,1998,55
48055,1999,8
48055,2000,17
48055,2001,27
48055,2003,3
48055,2004,1
48055,2005,5
48055,2006,22
48055,2008,13
48055,2009,52
48055,2010,11
48055,2011,38
48055,2013,1
48055,2014,39
48055,2015,39
48055,2016,31
48055,2017,40
48055,2018,51
48055,2019,53
48055,2020,47
48055,2021,4
48055,2022,67
48055,2023,93
48055,2024,45
48055,2025,35
48057,1979,2
48057,1980,34
48057,1981,28
48057,1982,24
48057,1983,6
48057,1984,4
48057,1985,17
48057,1986,19
48057,1987,2
48057,1988,26
48057,1989,13
48057,1990,20
48057,1991,15
48057,1992,23
48057,1993,41
48057,1994,12
48057,1995,14
48057,1996,9
48057,1997,7
48057,1998,23
48057,1999,4
48057,2000,6
48057,2001,2
48057,2003,3
48057,2004,7
48057,2005,25
48057,2007,6
48057,2008,9
48057,2009,23
48057,2010,19
48057,2011,55
48057,2012,18
48057,2013,9
48057,2014,15
48057,2015,8
48057,2016,25
48057,2017,13
48057,2018,4
48057,2019,30
48057,2020,30
48057,2021,8
48057,2022,19
48057,2023,71
48057,2024,26
48057,2025,24
48059,1980,30
48059,1981,13
48059,1982,8
48059,1983,17
48059,1984,16
48059,1985,22
48059,1986,12
48059,1987,16
48059,1988,12
48059,1989,15
48059,1990,15
48059,1991,3
48059,1993,24
48059,1994,9
48059,1995,13
48059,1996,18
48059,1997,7
48059,1998,37
48059,1999,28
48059,2000,44
48059,2001,31
48059,2002,4
48059,2003,11
48059,2006,33
48059,2008,4
48059,2009,19
48059,2010,31
48059,2011,79
48059,2012,30
48059,2013,16
48059,2014,6
48059,2015,10
48059,2016,30
48059,2017,6
48059,2018,31
48059,2019,14
48059,2020,24
48059,2021,4
48059,2022,48
48059,2023,59
48059,2024,33
48059,2025,3
48061,1979,12
48061,1980,38
48061,1981,10
48061,1982,24
48061,1983,12
48061,1984,2
48061,1985,5
48061,1986,2
48061,1987,8
48061,1988,6
48061,1989,4
48061,1990,3
48061,1991,3
48061,1995,5
48061,1997,18
48061,1998,59
48061,1999,10
48061,2000,13
48061,2001,33
48061,2002,24
48061,2003,19
48061,2004,18
48061,2005,42
48061,2006,12
48061,2009,42
48061,2010,27
48061,2011,46
48061,2012,46
48061,2013,19
48061,2014,33
48061,2015,16
48061,2016,53
48061,2017,39
48061,2018,53
48061,2019,57
48061,2020,21
48061,2021,15
48061,2022,37
48061,2023,87
48061,2024,45
48061,2025,27
48063,1980,40
48063,1981,7
48063,1982,6
48063,1984,5
48063,1985,5
48063,1986,10
48063,1987,18
48063,1988,4
48063,1990,6
48063,1993,9
48063,1995,12
48063,1996,5
48063,1997,2
48063,1998,53
48063,1999,20
48063,2000,30
48063,2001,12
48063,2003,6
48063,2005,11
48063,2006,10
48063,2007,96
48063,2008,19
48063,2009,11
48063,2010,23
48063,2011,70
48063,2012,48
48063,2013,34
48063,2014,16
48063,2015,38
48063,2016,32
48063,2017,5
48063,2018,21
48063,2019,13
48063,2020,5
48063,2021,1
48063,2022,44
48063,2023,46
48063,2024,12
48063,2025,8
48065,1979,3
48065,1980,42
48065,1981,16
48065,1982,11
48065,1983,28
48065,1984,3
48065,1985,11
48065,1986,9
48065,1987,1
48065,1988,3
48065,1989,4
48065,1990,32
48065,1991,3
48065,1992,5
48065,1993,11
48065,1994,26
48065,1995,6
48065,1996,7
48065,1997,2
48065,1998,21
48065,1999,6
48065,2000,8
48065,2001,23
48065,2002,3
48065,2003,19
48065,2004,2
48065,2005,8
48065,2006,38
48065,2007,6
48065,2008,17
48065,2009,16
48065,2010,14
48065,2011,66
48065,2012,33
48065,2013,26
48065,2014,9
48065,2015,9
48065,2016,27
48065,2017,21
48065,2018,34
48065,2019,28
48065,2020,41
48065,2021,26
48065,2022,55
48065,2023,55
48065,2024,52
48065,2025,19
48067,1980,47
48067,1981,11
48067,1982,1
48067,1983,8
48067,1984,2
48067,1985,5
48067,1986,8
48067,1987,9
48067,1988,14
48067,1990,15
48067,1993,10
48067,1994,2
48067,1995,28
48067,1996,3
48067,1997,16
48067,1998,40
48067,1999,12
48067,2000,16
48067,2001,35
48067,2002,10
48067,2003,8
48067,2005,24
48067,2006,27
48067,2007,9
48067,2008,12
48067,2009,14
48067,2010,31
48067,2011,73
48067,2012,28
48067,2013,20
48067,2014,5
48067,2015,21
48067,2016,18
48067,2017,5
48067,2018,18
48067,2019,17
48067,2020,2
48067,2021,3
48067,2022,36
48067,2023,37
48067,2024,10
48067,2025,11
48069,1979,5
48069,1980,39
48069,1981,16
48069,1982,5
48069,1983,22
48069,1984,1
48069,1985,19
48069,1986,10
48069,1987,10
48069,1988,6
48069,1989,2
48069,1990,19
48069,1992,2
48069,1993,10
48069,1994,16
48069,1995,5
48069,1996,13
48069,1997,7
48069,1998,35
48069,1999,11
48069,2000,13
48069,2001,32
48069,2002,11
48069,2003,17
48069,2004,2
48069,2005,1
48069,2006,28
48069,2007,6
48069,2008,7
48069,2009,7
48069,2010,22
48069,2011,76
48069,2012,30
48069,2013,9
48069,2014,3
48069,2015,2
48069,2016,18
48069,2017,10
48069,2018,12
48069,2019,22
48069,2020,31
48069,2021,7
48069,2022,46
48069,2023,42
48069,2024,43
48069,2025,14
48071,1979,2
48071,1980,39
48071,1981,31
48071,1982,31
48071,1983,26
48071,1984,10
48071,1985,26
48071,1986,26
48071,1987,23
48071,1988,9
48071,1989,2
48071,1990,9
48071,1991,1
48071,1992,19
48071,1993,9
48071,1994,2
48071,1995,13
48071,1996,16
48071,1997,15
48071,1998,47
48071,1999,30
48071,2000,35
48071,2001,14
48071,2002,6
48071,2003,4
48071,2004,4
48071,2005,5
48071,2006,2
48071,2007,7
48071,2008,1
48071,2009,8
48071,2010,20
48071,2011,36
48071,2012,6
48071,2013,2
48071,2015,18
48071,2016,14
48071,2017,9
48071,2018,9
48071,2019,16
48071,2020,11
48071,2021,7
48071,2022,9
48071,2023,64
48071,2024,31
48071,2025,5
48073,1980,47
48073,1981,8
48073,1982,17
48073,1983,2
48073,1984,19
48073,1985,19
48073,1986,16
48073,1987,28
48073,1988,3
48073,1989,1
48073,1990,5
48073,1993,10
48073,1995,13
48073,1996,9
48073,1998,64
48073,1999,37
48073,2000,47
48073,2001,6
48073,2002,5
48073,2003,7
48073,2005,16
48073,2006,30
48073,2007,5
48073,2008,15
48073,2009,22
48073,2010,30
48073,2011,79
48073,2012,19
48073,2013,23
48073,2015,14
48073,2016,24
48073,2018,22
48073,2019,8
48073,2020,4
48073,2022,34
48073,2023,42
48073,2024,8
48073,2025,5
48075,1979,4
48075,1980,40
48075,1981,17
48075,1982,6
48075,1983,32
48075,1984,7
48075,1985,5
48075,1986,10
48075,1988,2
48075,1989,4
48075,1990,19
48075,1991,3
48075,1992,4
48075,1993,27
48075,1994,19
48075,1995,10
48075,1996,22
48075,1998,48
48075,1999,13
48075,2000,26
48075,2001,29
48075,2002,3
48075,2003,15
48075,2006,24
48075,2007,2
48075,2008,13
48075,2009,11
48075,2010,4
48075,2011,79
48075,2012,30
48075,2013,16
48075,2014,8
48075,2015,10
48075,2016,12
48075,2017,7
48075,2018,17
48075,2019,20
48075,2020,26
48075,2021,9
48075,2022,55
48075,2023,41
48075,2024,44
48075,2025,10
48077,1980,69
48077,1981,23
48077,1982,9
48077,1983,26
48077,1984,26
48077,1985,15
48077,1986,16
48077,1987,13
48077,1988,18
48077,1989,10
48077,1990,8
48077,1991,9
48077,1993,27
48077,1994,7
48077,1995,5
48077,1996,25
48077,1997,10
48077,1998,21
48077,1999,3
48077,2000,18
48077,2001,42
48077,2002,3
48077,2003,23
48077,2005,3
48077,2006,37
48077,2008,10
48077,2009,10
48077,2010,19
48077,2011,75
48077,2012,30
48077,2013,16
48077,2014,3
48077,2015,7
48077,2016,15
48077,2017,4
48077,2018,18
48077,2019,12
48077,2020,18
48077,2022,43
48077,2023,55
48077,2024,30
48077,2025,2
48079,1979,5
48079,1980,21
48079,1981,9
48079,1982,2
48079,1983,4
48079,1986,6
48079,1987,7
48079,1989,2
48079,1990,17
48079,1991,5
48079,1992,2
48079,1993,15
48079,1994,20
48079,1995,8
48079,1996,12
48079,1997,5
48079,1998,35
48079,1999,8
48079,2000,13
48079,2001,33
48079,2002,17
48079,2003,17
48079,2004,4
48079,2005,3
48079,2006,28
48079,2007,4
48079,2008,11
48079,2009,19
48079,2010,26
48079,2011,81
48079,2012,26
48079,2013,11
48079,2014,11
48079,2015,7
48079,2016,29
48079,2017,15
48079,2018,20
48079,2019,21
48079,2020,34
48079,2021,12
48079,2022,46
48079,2023,51
48079,2024,40
48079,2025,7
48081,1980,32
48081,1981,9
48081,1982,6
48081,1983,13
48081,1984,22
48081,1985,20
48081,1986,14
48081,1987,3
48081,1988,4
48081,1989,25
48081,1990,20
48081,1992,1
48081,1993,12
48081,1994,21
48081,1995,10
48081,1996,26
48081,1997,5
48081,1998,43
48081,1999,14
48081,2000,49
48081,2001,40
48081,2002,10
48081,2003,12
48081,2004,2
48081,2005,3
48081,2006,40
48081,2009,5
48081,2010,2
48081,2011,43
48081,2012,6
48081,2013,3
48081,2015,9
48081,2016,14
48081,2018,5
48081,2019,5
48081,2020,11
48081,2022,31
48081,2023,37
48081,2024,30
48083,1979,1
48083,1980,30
48083,1981,9
48083,1983,7
48083,1984,20
48083,1985,25
48083,1986,13
48083,1988,6
48083,1989,10
48083,1990,4
48083,1993,6
48083,1994,12
48083,1995,6
48083,1996,9
48083,1997,1
48083,1998,20
48083,1999,26
48083,2000,36
48083,2001,25
48083,2002,5
48083,2003,19
48083,2004,1
48083,2005,5
48083,2006,39
48083,2008,19
48083,2009,32
48083,2010,27
48083,2011,87
48083,2012,41
48083,2013,23
48083,2014,11
48083,2015,25
48083,2016,34
48083,2017,11
48083,2018,54
48083,2019,28
48083,2020,37
48083,2021,9
48083,2022,62
48083,2023,73
48083,2024,38
48083,2025,5
48085,1979,2
48085,1980,60
48085,1981,7
48085,1982,5
48085,1983,4
48085,1984,15
48085,1985,18
48085,1986,13
48085,1987,24
48085,1988,15
48085,1990,3
48085,1991,1
48085,1993,11
48085,1994,1
48085,1995,14
48085,1996,13
48085,1997,3
48085,1998,59
48085,1999,9
48085,2000,22
48085,2001,24
48085,2003,9
48085,2005,5
48085,2006,44
48085,2007,3
48085,2008,16
48085,2009,14
48085,2010,44
48085,2011,66
48085,2012,30
48085,2013,26
48085,2014,8
48085,2015,20
48085,2016,16
48085,2017,5
48085,2018,22
48085,2019,19
48085,2020,19
48085,2021,7
48085,2022,52
48085,2023,53
48085,2024,44
48085,2025,20
48087,1979,4
48087,1980,31
48087,1981,11
48087,1982,4
48087,1983,26
48087,1984,11
48087,1986,8
48087,1988,12
48087,1989,6
48087,1990,13
48087,1991,5
48087,1993,8
48087,1994,21
48087,1995,4
48087,1996,14
48087,1997,3
48087,1998,52
48087,1999,14
48087,2000,3
48087,2001,40
48087,2002,4
48087,2003,23
48087,2004,5
48087,2005,5
48087,2006,24
48087,2007,5
48087,2008,15
48087,2009,12
48087,2010,15
48087,2011,87
48087,2012,40
48087,2013,18
48087,2014,6
48087,2015,6
48087,2016,13
48087,2017,15
48087,2018,6
48087,2019,13
48087,2020,17
48087,2022,31
48087,2023,31
48087,2024,29
48087,2025,2
48089,1980,36
48089,1982,38
48089,1983,2
48089,1985,31
48089,1986,16
48089,1987,1
48089,1988,20
48089,1989,9
48089,1990,14
48089,1993,13
48089,1995,15
48089,1996,23
48089,1997,5
48089,1998,54
48089,1999,21
48089,2000,27
48089,2001,7
48089,2003,3
48089,2004,3
48089,2005,9
48089,2006,2
48089,2008,5
48089,2009,63
48089,2010,24
48089,2011,68
48089,2012,21
48089,2013,33
48089,2014,27
48089,2015,29
48089,2016,31
48089,2017,24
48089,2018,31
48089,2019,33
48089,2020,25
48089,2021,2
48089,2022,62
48089,2023,89
48089,2024,39
48089,2025,15
48091,1980,34
48091,1981,2
48091,1982,27
48091,1983,2
48091,1984,15
48091,1985,12
48091,1986,11
48091,1987,7
48091,1988,12
48091,1989,19
48091,1990,4
48091,1993,13
48091,1994,18
48091,1995,13
48091,1996,30
48091,1997,9
48091,1998,52
48091,1999,18
48091,2000,20
48091,2001,35
48091,2003,3
48091,2005,11
48091,2006,17
48091,2008,13
48091,2009,71
48091,2010,18
48091,2011,58
48091,2012,5
48091,2013,9
48091,2014,21
48091,2015,14
48091,2016,23
48091,2017,34
48091,2018,50
48091,2019,35
48091,2020,37
48091,2021,1
48091,2022,56
48091,2023,87
48091,2024,34
48091,2025,14
48093,1980,32
48093,1981,9
48093,1982,5
48093,1983,8
48093,1984,20
48093,1985,18
48093,1986,10
48093,1987,16
48093,1988,7
48093,1989,4
48093,1990,8
48093,1992,1
48093,1993,20
48093,1994,10
48093,1995,9
48093,1996,15
48093,1998,40
48093,1999,24
48093,2000,44
48093,2001,28
48093,2003,6
48093,2006,31
48093,2008,11
48093,2009,1
48093,2010,21
48093,2011,72
48093,2012,26
48093,2013,25
48093,2014,13
48093,2015,12
48093,2016,30
48093,2017,12
48093,2018,33
48093,2019,23
48093,2020,29
48093,2021,10
48093,2022,68
48093,2023,87
48093,2024,47
48093,2025,18
48095,1979,5
48095,1980,34
48095,1981,8
48095,1982,16
48095,1983,23
48095,1984,11
48095,1985,16
48095,1986,8
48095,1987,4
48095,1989,13
48095,1990,14
48095,1992,1
48095,1993,22
48095,1994,21
48095,1995,11
48095,1996,23
48095,1997,8
48095,1998,46
48095,1999,24
48095,2000,45
48095,2001,33
48095,2002,8
48095,2003,16
48095,2005,1
48095,2006,23
48095,2008,5
48095,2009,17
48095,2010,17
48095,2011,69
48095,2012,13
48095,2013,2
48095,2014,2
48095,2015,8
48095,2016,19
48095,2017,6
48095,2018,28
48095,2019,17
48095,2020,29
48095,2022,41
48095,2023,60
48095,2024,27
48097,1980,41
48097,1981,7
48097,1982,2
48097,1983,7
48097,1984,14
48097,1985,23
48097,1986,12
48097,1987,20
48097,1988,19
48097,1990,10
48097,1991,2
48097,1993,21
48097,1994,2
48097,1995,7
48097,1996,15
48097,1997,9
48097,1998,55
48097,1999,23
48097,2000,42
48097,2001,25
48097,2002,2
48097,2003,20
48097,2005,3
48097,2006,41
48097,2007,4
48097,2008,12
48097,2009,12
48097,2010,26
48097,2011,70
48097,2012,29
48097,2013,11
48097,2015,7
48097,2016,8
48097,2017,2
48097,2018,10
48097,2019,9
48097,2020,2
48097,2022,34
48097,2023,40
48097,2024,18
48097,2025,3
48099,1980,43
48099,1981,1
48099,1982,22
48099,1983,4
48099,1984,23
48099,1985,21
48099,1986,12
48099,1987,16
48099,1988,12
48099,1989,10
48099,1990,5
48099,1993,10
48099,1994,11
48099,1995,6
48099,1996,4
48099,1997,7
48099,1998,36
48099,1999,13
48099,2000,40
48099,2001,28
48099,2002,1
48099,2003,10
48099,2005,2
48099,2006,19
48099,2008,7
48099,2009,24
48099,2010,26
48099,2011,82
48099,2012,38
48099,2013,33
48099,2014,15
48099,2015,32
48099,2016,34
48099,2017,35
48099,2018,52
48099,2019,27
48099,2020,34
48099,2021,1
48099,2022,58
48099,2023,81
48099,2024,38
48099,2025,3
48101,1979,1
48101,1980,34
48101,1981,15
48101,1982,3
48101,1983,21
48101,1984,2
48101,1986,11
48101,1988,3
48101,1989,5
48101,1990,11
48101,1991,3
48101,1993,19
48101,1994,16
48101,1995,7
48101,1996,20
48101,1997,1
48101,1998,46
48101,1999,18
48101,2000,18
48101,2001,28
48101,2002,8
48101,2003,21
48101,2005,7
48101,2006,38
48101,2008,13
48101,2009,18
48101,2010,10
48101,2011,83
48101,2012,43
48101,2013,20
48101,2014,6
48101,2015,12
48101,2016,16
48101,2017,13
48101,2018,28
48101,2019,22
48101,2020,25
48101,2021,9
48101,2022,58
48101,2023,48
48101,2024,36
48101,2025,8
48103,1979,2
48103,1980,46
48103,1981,11
48103,1982,19
48103,1983,19
48103,1984,7
48103,1985,9
48103,1986,6
48103,1988,1
48103,1989,16
48103,1990,12
48103,1991,2
48103,1992,3
48103,1993,10
48103,1994,30
48103,1995,9
48103,1996,28
48103,1997,6
48103,1998,50
48103,1999,22
48103,2000,22
48103,2001,26
48103,2002,7
48103,2003,6
48103,2005,3
48103,2006,8
48103,2008,5
48103,2009,5
48103,2011,69
48103,2012,26
48103,2013,14
48103,2014,7
48103,2015,25
48103,2016,32
48103,2017,15
48103,2018,51
48103,2019,36
48103,2020,49
48103,2021,11
48103,2022,43
48103,2023,72
48103,2024,47
48103,2025,26
48105,1979,2
48105,1980,35
48105,1981,2
48105,1982,6
48105,1983,11
48105,1984,3
48105,1985,13
48105,1986,1
48105,1987,3
48105,1988,2
48105,1989,9
48105,1990,9
48105,1992,9
48105,1993,10
48105,1994,21
48105,1995,8
48105,1996,44
48105,1997,27
48105,1998,54
48105,1999,16
48105,2000,38
48105,2001,35
48105,2002,9
48105,2003,7
48105,2005,6
48105,2006,17
48105,2008,15
48105,2009,34
48105,2010,15
48105,2011,75
48105,2012,30
48105,2013,10
48105,2015,21
48105,2016,38
48105,2017,3
48105,2018,28
48105,2019,32
48105,2020,39
48105,2021,5
48105,2022,47
48105,2023,70
48105,2024,40
48105,2025,8
48107,1979,6
48107,1980,34
48107,1981,15
48107,1982,2
48107,1983,7
48107,1985,3
48107,1986,2
48107,1987,2
48107,1989,3
48107,1990,10
48107,1993,12
48107,1994,14
48107,1995,10
48107,1996,12
48107,1997,1
48107,1998,53
48107,1999,30
48107,2000,37
48107,2001,37
48107,2002,13
48107,2003,37
48107,2004,2
48107,2005,1
48107,2006,30
48107,2008,13
48107,2009,11
48107,2010,10
48107,2011,84
48107,2012,36
48107,2013,20
48107,2014,11
48107,2015,9
48107,2016,32
48107,2017,13
48107,2018,33
48107,2019,35
48107,2020,41
48107,2021,8
48107,2022,63
48107,2023,56
48107,2024,51
48107,2025,20
48109,1979,46
48109,1980,77
48109,1981,47
48109,1982,66
48109,1983,78
48109,1984,60
48109,1985,17
48109,1986,2
48109,1987,3
48109,1989,6
48109,1990,28
48109,1994,18
