county_fips,year,month,classified_assessment_dates
48083,1996,8,4
48083,1997,8,1
48083,1998,6,2
48083,1998,7,14
48083,1998,8,4
48083,1999,7,2
48083,1999,8,24
48083,2000,5,3
48083,2000,7,14
48083,2000,8,12
48083,2000,9,7
48083,2001,7,21
48083,2001,8,4
48083,2002,8,5
48083,2003,7,7
48083,2003,8,12
48083,2004,8,1
48083,2005,7,5
48083,2006,7,13
48083,2006,8,26
48083,2008,6,8
48083,2008,7,3
48083,2008,8,8
48083,2009,6,12
48083,2009,7,11
48083,2009,8,9
48083,2010,6,2
48083,2010,8,24
48083,2010,9,1
48083,2011,5,3
48083,2011,6,20
48083,2011,7,31
48083,2011,8,28
48083,2011,9,5
48083,2012,6,6
48083,2012,7,12
48083,2012,8,18
48083,2012,9,5
48083,2013,6,5
48083,2013,7,7
48083,2013,8,11
48083,2014,7,3
48083,2014,8,6
48083,2014,9,2
48083,2015,7,10
48083,2015,8,12
48083,2015,9,3
48083,2016,7,21
48083,2016,8,13
48083,2017,6,3
48083,2017,7,8
48083,2018,5,4
48083,2018,6,12
48083,2018,7,24
48083,2018,8,14
48083,2019,7,5
48083,2019,8,23
48083,2020,7,19
48083,2020,8,16
48083,2020,9,2
48083,2021,7,4
48083,2021,8,5
48083,2022,5,6
48083,2022,6,15
48083,2022,7,27
48083,2022,8,14
48083,2023,6,11
48083,2023,7,23
48083,2023,8,29
48083,2023,9,10
48083,2024,6,4
48083,2024,7,8
48083,2024,8,26
48083,2025,8,5
48085,1979,7,2
48085,1980,6,6
48085,1980,7,26
48085,1980,8,27
48085,1980,9,1
48085,1981,7,1
48085,1981,8,6
48085,1982,8,5
48085,1983,8,4
48085,1984,7,5
48085,1984,8,8
48085,1984,9,2
48085,1985,7,1
48085,1985,8,13
48085,1985,9,4
48085,1986,7,7
48085,1986,8,6
48085,1987,8,24
48085,1988,7,1
48085,1988,8,14
48085,1990,8,1
48085,1990,9,2
48085,1991,8,1
48085,1993,7,3
48085,1993,8,8
48085,1994,8,1
48085,1995,7,4
48085,1995,8,8
48085,1995,9,2
48085,1996,7,12
48085,1996,8,1
48085,1997,7,3
48085,1998,6,12
48085,1998,7,27
48085,1998,8,16
48085,1998,9,4
48085,1999,8,9
48085,2000,7,6
48085,2000,8,10
48085,2000,9,6
48085,2001,7,14
48085,2001,8,10
48085,2003,7,3
48085,2003,8,6
48085,2005,8,5
48085,2006,7,17
48085,2006,8,27
48085,2007,8,3
48085,2008,7,8
48085,2008,8,8
48085,2009,6,4
48085,2009,7,10
48085,2010,6,5
48085,2010,7,14
48085,2010,8,25
48085,2011,6,5
48085,2011,7,29
48085,2011,8,28
48085,2011,9,4
48085,2012,6,3
48085,2012,7,11
48085,2012,8,10
48085,2012,9,6
48085,2013,6,2
48085,2013,7,4
48085,2013,8,16
48085,2013,9,4
48085,2014,8,8
48085,2015,7,10
48085,2015,8,8
48085,2015,9,2
48085,2016,7,5
48085,2016,8,11
48085,2017,7,5
48085,2018,6,3
48085,2018,7,18
48085,2018,8,1
48085,2019,7,3
48085,2019,8,16
48085,2020,7,7
48085,2020,8,12
48085,2021,7,3
48085,2021,8,2
48085,2021,9,2
48085,2022,6,8
48085,2022,7,28
48085,2022,8,16
48085,2023,6,6
48085,2023,7,15
48085,2023,8,27
48085,2023,9,5
48085,2024,6,7
48085,2024,7,10
48085,2024,8,26
48085,2024,9,1
48085,2025,7,9
48085,2025,8,11
48087,1979,7,4
48087,1980,6,6
48087,1980,7,21
48087,1980,8,4
48087,1981,6,2
48087,1981,7,9
48087,1982,7,1
48087,1982,8,3
48087,1983,7,8
48087,1983,8,15
48087,1983,9,3
48087,1984,6,1
48087,1984,7,5
48087,1984,8,5
48087,1986,7,6
48087,1986,8,2
48087,1988,6,1
48087,1988,7,3
48087,1988,8,8
48087,1989,7,5
48087,1989,8,1
48087,1990,6,12
48087,1990,7,1
48087,1991,7,5
48087,1993,7,7
48087,1993,8,1
48087,1994,6,7
48087,1994,7,8
48087,1994,8,6
48087,1995,7,4
48087,1996,5,5
48087,1996,7,8
48087,1996,8,1
48087,1997,7,3
48087,1998,6,16
48087,1998,7,28
48087,1998,8,3
48087,1998,9,5
48087,1999,7,4
48087,1999,8,10
48087,2000,7,3
48087,2001,7,25
48087,2001,8,15
48087,2002,7,2
48087,2002,8,2
48087,2003,7,12
48087,2003,8,11
48087,2004,7,3
48087,2004,8,2
48087,2005,7,5
48087,2006,7,13
48087,2006,8,11
48087,2007,8,5
48087,2008,6,5
48087,2008,7,5
48087,2008,8,5
48087,2009,7,8
48087,2009,8,4
48087,2010,6,3
48087,2010,8,12
48087,2011,6,23
48087,2011,7,31
48087,2011,8,30
48087,2011,9,3
48087,2012,6,6
48087,2012,7,18
48087,2012,8,14
48087,2012,9,2
48087,2013,6,4
48087,2013,7,6
48087,2013,8,7
48087,2013,9,1
48087,2014,8,6
48087,2015,7,1
48087,2015,8,4
48087,2015,9,1
48087,2016,7,6
48087,2016,8,7
48087,2017,6,1
48087,2017,7,14
48087,2018,7,6
48087,2019,7,3
48087,2019,8,10
48087,2020,7,11
48087,2020,8,6
48087,2022,6,4
48087,2022,7,20
48087,2022,8,7
48087,2023,6,2
48087,2023,7,12
48087,2023,8,17
48087,2024,6,4
48087,2024,7,7
48087,2024,8,18
48087,2025,8,2
48089,1980,6,5
48089,1980,7,25
48089,1980,8,6
48089,1982,7,13
48089,1982,8,19
48089,1982,9,6
48089,1983,6,1
48089,1983,7,1
48089,1985,8,23
48089,1985,9,8
48089,1986,7,9
48089,1986,8,7
48089,1987,8,1
48089,1988,8,20
48089,1989,8,3
48089,1989,9,6
48089,1990,6,7
48089,1990,7,3
48089,1990,8,3
48089,1990,9,1
48089,1993,8,8
48089,1993,9,5
48089,1995,7,10
48089,1995,8,2
48089,1995,9,3
48089,1996,5,5
48089,1996,6,5
48089,1996,7,3
48089,1996,8,10
48089,1997,8,5
48089,1998,6,22
48089,1998,7,28
48089,1998,8,4
48089,1999,8,21
48089,2000,7,12
48089,2000,8,6
48089,2000,9,9
48089,2001,7,4
48089,2001,8,3
48089,2003,8,3
48089,2004,8,3
48089,2005,7,4
48089,2005,9,5
48089,2006,8,2
48089,2008,8,4
48089,2008,9,1
48089,2009,6,9
48089,2009,7,30
48089,2009,8,24
48089,2010,8,21
48089,2010,9,3
48089,2011,6,6
48089,2011,7,22
48089,2011,8,31
48089,2011,9,9
48089,2012,6,4
48089,2012,8,11
48089,2012,9,6
48089,2013,6,5
48089,2013,7,5
48089,2013,8,17
48089,2013,9,6
48089,2014,7,3
48089,2014,8,19
48089,2014,9,5
48089,2015,7,14
48089,2015,8,15
48089,2016,7,17
48089,2016,8,13
48089,2016,9,1
48089,2017,7,11
48089,2017,8,13
48089,2018,6,5
48089,2018,7,11
48089,2018,8,15
48089,2019,6,2
48089,2019,7,9
48089,2019,8,22
48089,2020,7,11
48089,2020,8,10
48089,2020,9,4
48089,2021,8,1
48089,2021,9,1
48089,2022,6,20
48089,2022,7,27
48089,2022,8,15
48089,2023,6,16
48089,2023,7,27
48089,2023,8,31
48089,2023,9,15
48089,2024,5,2
48089,2024,6,4
48089,2024,7,6
48089,2024,8,24
48089,2024,9,3
48089,2025,5,1
48089,2025,7,3
48089,2025,8,11
48091,1980,6,8
48091,1980,7,22
48091,1980,8,4
48091,1981,8,2
48091,1982,7,10
48091,1982,8,14
48091,1982,9,3
48091,1983,7,1
48091,1983,9,1
48091,1984,6,3
48091,1984,7,6
48091,1984,8,6
48091,1985,8,9
48091,1985,9,3
48091,1986,7,3
48091,1986,8,8
48091,1987,8,6
48091,1987,9,1
48091,1988,8,12
48091,1989,7,7
48091,1989,8,6
48091,1989,9,6
48091,1990,6,4
48091,1993,7,2
48091,1993,8,11
48091,1994,7,16
48091,1994,8,2
48091,1995,7,11
48091,1995,8,2
48091,1996,6,4
48091,1996,7,15
48091,1996,8,11
48091,1997,7,2
48091,1997,8,7
48091,1998,6,20
48091,1998,7,25
48091,1998,8,7
48091,1999,8,18
48091,2000,7,8
48091,2000,8,4
48091,2000,9,8
48091,2001,7,15
48091,2001,8,20
48091,2003,8,3
48091,2005,7,7
48091,2005,8,1
48091,2005,9,3
48091,2006,8,17
48091,2008,5,1
48091,2008,6,9
48091,2008,8,3
48091,2009,6,16
48091,2009,7,28
48091,2009,8,27
48091,2010,8,17
48091,2010,9,1
48091,2011,5,1
48091,2011,6,7
48091,2011,7,16
48091,2011,8,29
48091,2011,9,5
48091,2012,6,3
48091,2012,8,2
48091,2013,6,1
48091,2013,7,3
48091,2013,8,5
48091,2014,8,18
48091,2014,9,3
48091,2015,8,10
48091,2015,9,4
48091,2016,7,18
48091,2016,8,5
48091,2017,6,2
48091,2017,7,20
48091,2017,8,12
48091,2018,6,14
48091,2018,7,18
48091,2018,8,18
48091,2019,7,3
48091,2019,8,28
48091,2019,9,4
48091,2020,7,16
48091,2020,8,18
48091,2020,9,3
48091,2021,9,1
48091,2022,6,14
48091,2022,7,29
48091,2022,8,13
48091,2023,6,13
48091,2023,7,27
48091,2023,8,31
48091,2023,9,16
48091,2024,5,2
48091,2024,6,5
48091,2024,7,6
48091,2024,8,20
48091,2024,9,1
48091,2025,8,14
48093,1980,6,5
48093,1980,7,20
48093,1980,8,7
48093,1981,7,7
48093,1981,8,2
48093,1982,8,5
48093,1983,7,6
48093,1983,8,1
48093,1983,9,1
48093,1984,6,5
48093,1984,7,7
48093,1984,8,8
48093,1985,5,1
48093,1985,6,2
48093,1985,8,14
48093,1985,9,1
48093,1986,7,4
48093,1986,8,6
48093,1987,8,16
48093,1988,8,7
48093,1989,7,3
48093,1989,9,1
48093,1990,6,4
48093,1990,7,4
48093,1992,7,1
48093,1993,6,1
48093,1993,7,10
48093,1993,8,9
48093,1994,6,5
48093,1994,7,3
48093,1994,8,2
48093,1995,7,9
48093,1996,7,10
48093,1996,8,5
48093,1998,6,9
48093,1998,7,20
48093,1998,8,9
48093,1998,9,2
48093,1999,7,3
48093,1999,8,20
48093,1999,9,1
48093,2000,5,1
48093,2000,7,13
48093,2000,8,23
48093,2000,9,7
48093,2001,6,1
48093,2001,7,19
48093,2001,8,8
48093,2003,7,1
48093,2003,8,5
48093,2006,7,6
48093,2006,8,25
48093,2008,6,2
48093,2008,7,3
48093,2008,8,6
48093,2009,8,1
48093,2010,8,20
48093,2010,9,1
48093,2011,6,12
48093,2011,7,31
48093,2011,8,28
48093,2011,9,1
48093,2012,7,8
48093,2012,8,14
48093,2012,9,4
48093,2013,6,4
48093,2013,7,5
48093,2013,8,14
48093,2013,9,2
48093,2014,7,2
48093,2014,8,10
48093,2014,9,1
48093,2015,7,2
48093,2015,8,9
48093,2015,9,1
48093,2016,7,17
48093,2016,8,13
48093,2017,7,7
48093,2017,8,5
48093,2018,6,9
48093,2018,7,21
48093,2018,8,3
48093,2019,7,3
48093,2019,8,20
48093,2020,7,13
48093,2020,8,15
48093,2020,9,1
48093,2021,7,4
48093,2021,8,6
48093,2022,5,6
48093,2022,6,18
48093,2022,7,30
48093,2022,8,13
48093,2022,9,1
48093,2023,6,15
48093,2023,7,29
48093,2023,8,29
48093,2023,9,14
48093,2024,6,6
48093,2024,7,14
48093,2024,8,27
48093,2025,6,2
48093,2025,7,3
48093,2025,8,11
48093,2025,9,2
48095,1979,7,4
48095,1979,8,1
48095,1980,6,5
48095,1980,7,22
48095,1980,8,7
48095,1981,7,5
48095,1981,8,3
48095,1982,7,4
48095,1982,8,12
48095,1983,7,11
48095,1983,8,10
48095,1983,9,2
48095,1984,5,1
48095,1984,6,5
48095,1984,8,5
48095,1985,5,2
48095,1985,8,13
48095,1985,9,1
48095,1986,7,5
48095,1986,8,3
48095,1987,8,4
48095,1989,5,3
48095,1989,7,6
48095,1989,8,3
48095,1989,9,1
48095,1990,6,14
48095,1992,7,1
48095,1993,6,1
48095,1993,7,7
48095,1993,8,14
48095,1994,6,7
48095,1994,7,11
48095,1994,8,3
48095,1995,7,11
48095,1996,5,1
48095,1996,6,4
48095,1996,7,10
48095,1996,8,8
48095,1997,8,5
48095,1997,9,3
48095,1998,5,1
48095,1998,6,12
48095,1998,7,25
48095,1998,8,8
48095,1999,7,3
48095,1999,8,21
48095,2000,5,5
48095,2000,7,19
48095,2000,8,13
48095,2000,9,8
48095,2001,6,2
48095,2001,7,22
48095,2001,8,9
48095,2002,7,3
48095,2002,8,5
48095,2003,7,5
48095,2003,8,11
48095,2005,7,1
48095,2006,7,7
48095,2006,8,16
48095,2008,6,1
48095,2008,7,2
48095,2008,8,2
48095,2009,6,7
48095,2009,7,8
48095,2009,8,2
48095,2010,8,17
48095,2011,5,2
48095,2011,6,16
48095,2011,7,24
48095,2011,8,26
48095,2011,9,1
48095,2012,7,1
48095,2012,8,10
48095,2012,9,2
48095,2013,8,2
48095,2014,8,2
48095,2015,7,3
48095,2015,8,5
48095,2016,7,11
48095,2016,8,8
48095,2017,6,2
48095,2017,7,4
48095,2018,6,6
48095,2018,7,22
48095,2019,8,17
48095,2020,7,13
48095,2020,8,14
48095,2020,9,2
48095,2022,5,3
48095,2022,6,8
48095,2022,7,20
48095,2022,8,10
48095,2023,6,12
48095,2023,7,17
48095,2023,8,24
48095,2023,9,7
48095,2024,6,4
48095,2024,7,5
48095,2024,8,18
48097,1980,6,5
48097,1980,7,26
48097,1980,8,10
48097,1981,7,4
48097,1981,8,3
48097,1982,8,2
48097,1983,7,1
48097,1983,8,6
48097,1984,6,2
48097,1984,7,6
48097,1984,8,6
48097,1985,7,2
48097,1985,8,17
48097,1985,9,4
48097,1986,7,7
48097,1986,8,5
48097,1987,8,20
48097,1988,7,5
48097,1988,8,14
48097,1990,8,6
48097,1990,9,4
48097,1991,7,2
48097,1993,7,6
48097,1993,8,15
48097,1994,6,2
48097,1995,7,2
48097,1995,8,3
48097,1995,9,2
48097,1996,7,12
48097,1996,8,3
48097,1997,7,6
48097,1997,8,1
48097,1997,9,2
48097,1998,6,2
48097,1998,7,28
48097,1998,8,16
48097,1998,9,9
48097,1999,7,7
48097,1999,8,16
48097,2000,7,8
48097,2000,8,27
48097,2000,9,7
48097,2001,7,14
48097,2001,8,11
48097,2002,8,2
48097,2003,7,9
48097,2003,8,11
48097,2005,7,2
48097,2005,8,1
48097,2006,7,14
48097,2006,8,27
48097,2007,8,4
48097,2008,7,8
48097,2008,8,4
48097,2009,6,4
48097,2009,7,7
48097,2009,8,1
48097,2010,6,3
48097,2010,7,2
48097,2010,8,21
48097,2011,6,8
48097,2011,7,30
48097,2011,8,28
48097,2011,9,4
48097,2012,6,3
48097,2012,7,10
48097,2012,8,10
48097,2012,9,6
48097,2013,7,2
48097,2013,8,6
48097,2013,9,3
48097,2015,8,7
48097,2016,8,8
48097,2017,7,2
48097,2018,6,2
48097,2018,7,8
48097,2019,8,9
48097,2020,8,2
48097,2022,6,2
48097,2022,7,23
48097,2022,8,9
48097,2023,6,3
48097,2023,7,9
48097,2023,8,24
48097,2023,9,4
48097,2024,7,4
48097,2024,8,14
48097,2025,7,1
48097,2025,8,2
48099,1980,6,7
48099,1980,7,25
48099,1980,8,11
48099,1981,8,1
48099,1982,7,4
48099,1982,8,17
48099,1982,9,1
48099,1983,7,3
48099,1983,8,1
48099,1984,6,3
48099,1984,7,10
48099,1984,8,10
48099,1985,8,17
48099,1985,9,4
48099,1986,7,6
48099,1986,8,6
48099,1987,8,16
48099,1988,7,2
48099,1988,8,10
48099,1989,7,5
48099,1989,9,5
48099,1990,8,4
48099,1990,9,1
48099,1993,7,2
48099,1993,8,8
48099,1994,6,4
48099,1994,7,6
48099,1994,8,1
48099,1995,7,6
48099,1996,7,2
48099,1996,8,2
48099,1997,7,1
48099,1997,8,6
48099,1998,6,8
48099,1998,7,20
48099,1998,8,7
48099,1998,9,1
48099,1999,8,13
48099,2000,7,12
48099,2000,8,21
48099,2000,9,7
48099,2001,7,19
48099,2001,8,9
48099,2002,8,1
48099,2003,7,3
48099,2003,8,7
48099,2005,7,2
48099,2006,7,7
48099,2006,8,12
48099,2008,7,1
48099,2008,8,6
48099,2009,6,6
48099,2009,7,7
48099,2009,8,11
48099,2010,8,24
48099,2010,9,2
48099,2011,5,1
48099,2011,6,12
48099,2011,7,31
48099,2011,8,31
48099,2011,9,7
48099,2012,6,4
48099,2012,7,11
48099,2012,8,18
48099,2012,9,5
48099,2013,6,6
48099,2013,7,6
48099,2013,8,14
48099,2013,9,7
48099,2014,7,2
48099,2014,8,11
48099,2014,9,2
48099,2015,7,10
48099,2015,8,19
48099,2015,9,3
48099,2016,7,20
48099,2016,8,14
48099,2017,6,5
48099,2017,7,19
48099,2017,8,11
48099,2018,6,11
48099,2018,7,24
48099,2018,8,17
48099,2019,7,5
48099,2019,8,22
48099,2020,7,15
48099,2020,8,17
48099,2020,9,2
48099,2021,8,1
48099,2022,6,17
48099,2022,7,28
48099,2022,8,13
48099,2023,6,14
48099,2023,7,26
48099,2023,8,29
48099,2023,9,12
48099,2024,6,5
48099,2024,7,8
48099,2024,8,25
48099,2025,8,3
48101,1979,7,1
48101,1980,6,5
48101,1980,7,23
48101,1980,8,6
48101,1981,6,1
48101,1981,7,12
48101,1981,8,2
48101,1982,8,3
48101,1983,7,8
48101,1983,8,11
48101,1983,9,2
48101,1984,6,2
48101,1986,7,6
48101,1986,8,5
48101,1988,8,3
48101,1989,7,2
48101,1989,8,3
48101,1990,6,11
48101,1991,7,3
48101,1993,7,14
48101,1993,8,5
48101,1994,6,6
48101,1994,7,8
48101,1994,8,2
48101,1995,7,6
48101,1995,9,1
48101,1996,5,4
48101,1996,6,2
48101,1996,7,11
48101,1996,8,3
48101,1997,8,1
48101,1998,6,13
48101,1998,7,26
48101,1998,8,4
48101,1998,9,3
48101,1999,7,3
48101,1999,8,15
48101,2000,5,1
48101,2000,7,4
48101,2000,8,6
48101,2000,9,7
48101,2001,6,1
48101,2001,7,24
48101,2001,8,3
48101,2002,7,1
48101,2002,8,7
48101,2003,7,11
48101,2003,8,10
48101,2005,7,7
48101,2006,6,3
48101,2006,7,16
48101,2006,8,19
48101,2008,6,5
48101,2008,7,4
48101,2008,8,4
48101,2009,6,2
48101,2009,7,7
48101,2009,8,9
48101,2010,8,10
48101,2011,5,1
48101,2011,6,19
48101,2011,7,31
48101,2011,8,29
48101,2011,9,3
48101,2012,5,3
48101,2012,6,6
48101,2012,7,18
48101,2012,8,12
48101,2012,9,4
48101,2013,6,5
48101,2013,7,5
48101,2013,8,8
48101,2013,9,2
48101,2014,6,1
48101,2014,8,5
48101,2015,7,7
48101,2015,8,5
48101,2016,7,9
48101,2016,8,7
48101,2017,6,5
48101,2017,7,8
48101,2018,6,5
48101,2018,7,14
48101,2018,8,9
48101,2019,7,5
48101,2019,8,17
48101,2020,6,2
48101,2020,7,14
48101,2020,8,9
48101,2021,6,1
48101,2021,8,5
48101,2021,9,3
48101,2022,5,3
48101,2022,6,13
48101,2022,7,29
48101,2022,8,13
48101,2023,6,4
48101,2023,7,14
48101,2023,8,24
48101,2023,9,6
48101,2024,6,5
48101,2024,7,8
48101,2024,8,23
48101,2025,7,4
48101,2025,8,4
48103,1979,7,2
48103,1980,6,15
48103,1980,7,24
48103,1980,8,7
48103,1981,6,2
48103,1981,7,6
48103,1981,8,3
48103,1982,7,11
48103,1982,8,8
48103,1983,7,11
48103,1983,8,8
48103,1984,6,6
48103,1984,8,1
48103,1985,5,3
48103,1985,8,6
48103,1986,7,4
48103,1986,8,2
48103,1988,6,1
48103,1989,5,4
48103,1989,7,10
48103,1989,9,2
48103,1990,6,12
48103,1991,7,2
48103,1992,7,3
48103,1993,7,5
48103,1993,8,5
48103,1994,6,12
48103,1994,7,13
48103,1994,8,5
48103,1995,7,9
48103,1996,5,5
48103,1996,6,6
48103,1996,7,12
48103,1996,8,5
48103,1997,8,5
48103,1997,9,1
48103,1998,5,3
48103,1998,6,20
48103,1998,7,24
48103,1998,8,3
48103,1999,6,3
48103,1999,7,6
48103,1999,8,13
48103,2000,5,4
48103,2000,7,12
48103,2000,9,6
48103,2001,5,2
48103,2001,6,6
48103,2001,7,15
48103,2001,8,3
48103,2002,7,3
48103,2002,8,4
48103,2003,8,6
48103,2005,7,3
48103,2006,6,1
48103,2006,7,5
48103,2006,8,2
48103,2008,6,5
48103,2009,7,5
48103,2011,5,3
48103,2011,6,19
48103,2011,7,24
48103,2011,8,21
48103,2011,9,2
48103,2012,5,1
48103,2012,6,9
48103,2012,7,1
48103,2012,8,12
48103,2012,9,3
48103,2013,6,6
48103,2013,8,8
48103,2014,7,4
48103,2014,8,3
48103,2015,7,13
48103,2015,8,12
48103,2016,6,1
48103,2016,7,22
48103,2016,8,9
48103,2017,6,11
48103,2017,9,4
48103,2018,5,5
48103,2018,6,17
48103,2018,7,16
48103,2018,8,12
48103,2018,9,1
48103,2019,6,3
48103,2019,7,8
48103,2019,8,25
48103,2020,5,2
48103,2020,6,4
48103,2020,7,26
48103,2020,8,15
48103,2020,9,2
48103,2021,6,8
48103,2021,7,1
48103,2021,8,2
48103,2022,5,2
48103,2022,6,13
48103,2022,7,20
48103,2022,8,8
48103,2023,6,13
48103,2023,7,24
48103,2023,8,23
48103,2023,9,12
48103,2024,5,2
48103,2024,6,14
48103,2024,7,8
48103,2024,8,23
48103,2025,5,3
48103,2025,6,6
48103,2025,7,4
48103,2025,8,13
48105,1979,7,2
48105,1980,6,9
48105,1980,7,24
48105,1980,8,2
48105,1981,8,2
48105,1982,7,3
48105,1982,8,3
48105,1983,6,1
48105,1983,7,6
48105,1983,8,4
48105,1984,6,2
48105,1984,8,1
48105,1985,5,2
48105,1985,8,8
48105,1985,9,3
48105,1986,8,1
48105,1987,8,3
48105,1988,8,2
48105,1989,5,2
48105,1989,7,7
48105,1990,6,9
48105,1992,6,1
48105,1992,7,8
48105,1993,6,5
48105,1993,8,5
48105,1994,6,6
48105,1994,7,13
48105,1994,8,2
48105,1995,7,8
48105,1996,5,2
48105,1996,6,13
48105,1996,7,22
48105,1996,8,7
48105,1997,7,12
48105,1997,8,14
48105,1997,9,1
48105,1998,5,1
48105,1998,6,16
48105,1998,7,31
48105,1998,8,6
48105,1999,6,1
48105,1999,7,2
48105,1999,8,13
48105,2000,5,3
48105,2000,7,17
48105,2000,8,9
48105,2000,9,9
48105,2001,6,3
48105,2001,7,20
48105,2001,8,12
48105,2002,7,2
48105,2002,8,7
48105,2003,8,7
48105,2005,7,6
48105,2006,6,1
48105,2006,7,8
48105,2006,8,8
48105,2008,5,2
48105,2008,6,7
48105,2008,7,3
48105,2008,8,3
48105,2009,6,8
48105,2009,7,13
48105,2009,8,13
48105,2010,8,15
48105,2011,5,3
48105,2011,6,19
48105,2011,7,27
48105,2011,8,25
48105,2011,9,1
48105,2012,6,9
48105,2012,7,2
48105,2012,8,16
48105,2012,9,3
48105,2013,6,2
48105,2013,7,1
48105,2013,8,7
48105,2015,7,9
48105,2015,8,12
48105,2016,6,4
48105,2016,7,22
48105,2016,8,12
48105,2017,6,3
48105,2018,6,12
48105,2018,7,16
48105,2019,7,6
48105,2019,8,26
48105,2020,6,3
48105,2020,7,20
48105,2020,8,14
48105,2020,9,2
48105,2021,6,2
48105,2021,7,3
48105,2022,5,5
48105,2022,6,12
48105,2022,7,23
48105,2022,8,7
48105,2023,6,17
48105,2023,7,23
48105,2023,8,22
48105,2023,9,8
48105,2024,5,1
48105,2024,6,10
48105,2024,7,6
48105,2024,8,23
48105,2025,5,2
48105,2025,6,1
48105,2025,8,5
48107,1979,6,1
48107,1979,7,5
48107,1980,6,6
48107,1980,7,22
48107,1980,8,5
48107,1980,9,1
48107,1981,6,5
48107,1981,7,10
48107,1982,8,2
48107,1983,7,7
48107,1985,8,3
48107,1986,7,2
48107,1987,7,2
48107,1989,7,3
48107,1990,6,10
48107,1993,7,10
48107,1993,8,2
48107,1994,6,6
48107,1994,7,7
48107,1994,8,1
48107,1995,7,9
48107,1995,9,1
48107,1996,5,5
48107,1996,6,2
48107,1996,7,3
48107,1996,8,2
48107,1997,8,1
48107,1998,5,2
48107,1998,6,16
48107,1998,7,29
48107,1998,8,6
48107,1999,6,2
48107,1999,7,9
48107,1999,8,19
48107,2000,5,2
48107,2000,7,13
48107,2000,8,15
48107,2000,9,7
48107,2001,6,3
48107,2001,7,27
48107,2001,8,7
48107,2002,6,1
48107,2002,7,3
48107,2002,8,9
48107,2003,6,2
48107,2003,7,17
48107,2003,8,18
48107,2004,7,2
48107,2005,7,1
48107,2006,6,8
48107,2006,7,15
48107,2006,8,7
48107,2008,6,8
48107,2008,7,3
48107,2008,8,2
48107,2009,6,2
48107,2009,7,8
48107,2009,8,1
48107,2010,6,2
48107,2010,8,8
48107,2011,5,2
48107,2011,6,19
48107,2011,7,31
48107,2011,8,30
48107,2011,9,2
48107,2012,5,3
48107,2012,6,4
48107,2012,7,8
48107,2012,8,16
48107,2012,9,5
48107,2013,6,6
48107,2013,7,4
48107,2013,8,9
48107,2013,9,1
48107,2014,6,3
48107,2014,7,3
48107,2014,8,2
48107,2014,9,3
48107,2015,7,2
48107,2015,8,7
48107,2016,7,21
48107,2016,8,11
48107,2017,6,2
48107,2017,7,11
48107,2018,5,4
48107,2018,6,7
48107,2018,7,10
48107,2018,8,10
48107,2018,9,2
48107,2019,6,2
48107,2019,7,9
48107,2019,8,24
48107,2020,6,2
48107,2020,7,21
48107,2020,8,16
48107,2020,9,2
48107,2021,6,4
48107,2021,7,1
48107,2021,8,3
48107,2022,5,3
48107,2022,6,16
48107,2022,7,30
48107,2022,8,14
48107,2023,6,8
48107,2023,7,16
48107,2023,8,26
48107,2023,9,6
48107,2024,6,11
48107,2024,7,13
48107,2024,8,27
48107,2025,7,9
48107,2025,8,11
48109,1979,6,11
48109,1979,7,26
48109,1979,8,6
48109,1979,9,3
48109,1980,6,27
48109,1980,7,31
48109,1980,8,16
48109,1980,9,3
48109,1981,5,2
48109,1981,6,15
48109,1981,7,22
48109,1981,8,7
48109,1981,9,1
48109,1982,6,8
48109,1982,7,31
48109,1982,8,23
48109,1982,9,4
48109,1983,6,5
48109,1983,7,27
48109,1983,8,31
48109,1983,9,15
48109,1984,5,3
48109,1984,6,12
48109,1984,7,23
48109,1984,8,19
48109,1984,9,3
48109,1985,5,3
48109,1985,6,10
48109,1985,8,4
48109,1986,6,2
48109,1987,7,3
48109,1989,6,3
48109,1989,7,3
48109,1990,5,2
48109,1990,6,25
48109,1990,7,1
48109,1994,6,8
48109,1994,7,8
48109,1994,8,2
48109,1995,7,6
48109,1996,6,4
48109,1998,6,10
48109,1999,6,3
48109,1999,7,3
48109,2001,7,5
48109,2002,6,7
48109,2002,8,6
48109,2003,6,2
48109,2003,7,2
48109,2003,8,6
48109,2004,6,3
48109,2004,7,5
48109,2005,5,3
48109,2005,6,4
48109,2005,7,7
48109,2006,6,11
48109,2007,8,1
48109,2008,6,6
48109,2009,7,1
48109,2010,6,6
48109,2011,6,9
48109,2011,8,10
48109,2011,9,1
48109,2012,6,6
48109,2012,7,1
48109,2012,8,3
48109,2013,6,6
48109,2014,6,9
48109,2014,7,1
48109,2014,9,1
48109,2015,8,4
48109,2016,6,6
48109,2016,7,13
48109,2017,6,7
48109,2017,7,1
48109,2018,6,13
48109,2018,7,5
48109,2019,7,7
48109,2019,8,15
48109,2020,6,3
48109,2020,7,10
48109,2020,8,14
48109,2021,6,9
48109,2021,7,2
48109,2021,8,2
48109,2022,6,10
48109,2022,7,5
48109,2022,8,3
48109,2023,6,14
48109,2023,7,21
48109,2023,8,11
48109,2024,6,10
48109,2024,7,1
48109,2024,8,9
48109,2025,6,5
48109,2025,8,2
48111,1979,7,8
48111,1980,6,7
48111,1980,7,27
48111,1980,8,7
48111,1981,6,8
48111,1981,7,11
48111,1981,8,4
48111,1982,7,6
48111,1982,8,3
