county_fips,calendar_month,analysis_year,threshold_value_f,n_reference_values,definition_id,percentile,window_method,threshold_quality_flag
48003,11,2019,61.050449206771134,1200,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,12,2019,51.636568330075,1240,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,1,2020,50.699998861,1271,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,2,2020,56.857853547625,1158,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,3,2020,63.36515015025,1271,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,4,2020,71.284149268175,1230,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,5,2020,79.595719501,1271,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,6,2020,86.10572954956713,1230,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,7,2020,86.50247519404672,1271,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,8,2020,86.44331617444371,1271,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,9,2020,81.00875438236268,1230,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,10,2020,72.279593127,1271,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,11,2020,60.92034135921491,1230,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,12,2020,51.64096454675,1271,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,1,2021,50.700495616000005,1302,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,2,2021,56.8429640716,1187,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,3,2021,63.47051985499999,1302,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,4,2021,71.280897558425,1260,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,5,2021,79.66442188455001,1302,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,6,2021,86.062421187116,1260,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,7,2021,86.54118176601702,1302,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,8,2021,86.47801270087182,1302,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,9,2021,80.71984614404488,1260,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,10,2021,72.31470255445304,1302,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,11,2021,60.97276256475813,1260,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,12,2021,51.638954743422396,1302,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,1,2022,50.699573071,1333,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,2,2022,56.817202114899985,1215,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,3,2022,63.48019658747647,1333,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,4,2022,71.2782817012,1290,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,5,2022,79.6245157853,1333,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,6,2022,86.09795434104873,1290,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,7,2022,86.51553403032945,1333,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,8,2022,86.45517988651152,1333,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,9,2022,81.00875438236268,1290,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,10,2022,72.3751528506,1333,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,11,2022,61.015593362285266,1290,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,12,2022,52.0819698788,1333,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,1,2023,50.584225687762505,1364,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,2,2023,56.69041546735,1243,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,3,2023,63.46621663399999,1364,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,4,2023,71.29736804893251,1320,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,5,2023,79.81695118209097,1364,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,6,2023,86.09151731030805,1320,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,7,2023,86.55390307845083,1364,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,8,2023,86.44379999751632,1364,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,9,2023,80.70213000018451,1320,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,10,2023,72.28075102119999,1364,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,11,2023,61.05044920677113,1320,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,12,2023,52.258617298400004,1364,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,1,2024,50.741496280599996,1395,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,2,2024,56.713488465249995,1271,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,3,2024,63.47123705849999,1395,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,4,2024,71.2782817012,1350,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,5,2024,79.75008495631181,1395,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,6,2024,86.12562490825268,1350,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,7,2024,86.70025120512435,1395,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,8,2024,86.58165598047162,1395,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,9,2024,81.14750466757616,1350,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,10,2024,72.36273937149998,1395,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,11,2024,61.06669682749399,1350,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,12,2024,52.246101159400006,1395,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,1,2025,50.6026818835,1426,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,2,2025,56.830161604325,1300,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,3,2025,63.46191341299999,1426,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,4,2025,71.27593835220001,1380,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,5,2025,79.702944540875,1426,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,6,2025,86.23956548111143,1380,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,7,2025,86.63980062589916,1426,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,8,2025,86.59891115736077,1426,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,9,2025,81.15510462989094,1380,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,10,2025,72.636153976,1426,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,11,2025,61.144277748222564,1380,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48003,12,2025,52.307067034375,1426,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48005,1,2015,57.68590804712501,1116,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48005,2,2015,62.17451193880001,1017,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48005,3,2015,68.19184369999999,1116,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48005,4,2015,74.14772358005001,1080,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48005,5,2015,80.39729508825,1116,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
48005,6,2015,89.87578432395937,1080,relMeanHI_p85_2d_walkforward,85,calendar-month bucket,ok
