county_fips,year,county_name,heatwave_events_started,first_event_start_date,last_event_end_date,longest_event_duration_days,heatwave_days,heatwave_days_imputed
48001,2015,Anderson,5,2015-01-27,2015-12-27,6,20,0
48001,2016,Anderson,6,2016-01-31,2016-12-26,4,15,0
48001,2017,Anderson,7,2017-01-11,2017-11-06,4,17,0
48001,2018,Anderson,4,2018-03-16,2018-07-23,4,11,0
48001,2019,Anderson,2,2019-04-09,2019-10-06,7,9,0
48001,2020,Anderson,2,2020-03-24,2020-04-09,4,7,0
48001,2021,Anderson,3,2021-12-10,2022-01-01,9,13,0
48001,2022,Anderson,13,2022-05-08,2022-12-09,7,45,0
48001,2023,Anderson,9,2023-02-20,2023-10-21,16,45,0
48001,2024,Anderson,5,2024-10-06,2024-12-17,8,17,0
48001,2025,Anderson,7,2025-02-02,2025-12-28,7,25,0
48003,2015,Andrews,4,2015-02-08,2015-12-12,2,8,0
48003,2016,Andrews,7,2016-01-31,2016-12-18,4,23,0
48003,2017,Andrews,9,2017-02-11,2017-11-29,4,24,0
48003,2018,Andrews,4,2018-05-10,2018-07-23,5,15,0
48003,2019,Andrews,3,2019-04-09,2019-08-26,3,7,0
48003,2020,Andrews,10,2020-03-25,2020-10-14,7,29,0
48003,2021,Andrews,7,2021-10-08,2021-12-27,3,16,0
48003,2022,Andrews,6,2022-03-27,2022-07-20,3,15,0
48003,2023,Andrews,9,2023-06-19,2023-11-08,6,34,0
48003,2024,Andrews,4,2024-02-25,2024-12-30,4,12,4
48003,2025,Andrews,6,2025-02-02,2025-12-27,6,20,1
48005,2015,Angelina,5,2015-01-28,2015-12-27,5,17,0
48005,2016,Angelina,6,2016-01-31,2016-12-26,5,16,0
48005,2017,Angelina,8,2017-01-10,2017-11-07,5,20,0
48005,2018,Angelina,6,2018-03-16,2018-07-23,6,20,0
48005,2019,Angelina,2,2019-04-09,2019-09-08,3,5,0
48005,2020,Angelina,3,2020-03-25,2020-08-16,3,8,0
48005,2021,Angelina,6,2021-02-27,2022-01-01,7,18,0
48005,2022,Angelina,11,2022-05-07,2022-12-10,6,51,0
48005,2023,Angelina,8,2023-02-20,2023-10-21,16,43,0
48005,2024,Angelina,5,2024-02-25,2024-12-17,5,15,0
48005,2025,Angelina,10,2025-02-02,2025-12-28,8,31,0
48007,2015,Aransas,6,2015-07-30,2015-12-27,5,17,0
48007,2016,Aransas,9,2016-02-15,2016-12-28,9,33,0
48007,2017,Aransas,20,2017-01-02,2017-12-20,4,50,0
48007,2018,Aransas,4,2018-03-10,2018-11-07,7,13,0
48007,2019,Aransas,11,2019-04-08,2019-12-16,4,27,0
48007,2020,Aransas,15,2020-01-14,2020-11-27,5,43,0
48007,2021,Aransas,7,2021-01-25,2022-01-01,6,22,0
48007,2022,Aransas,15,2022-01-05,2022-12-08,8,51,0
48007,2023,Aransas,15,2023-01-03,2023-10-29,37,109,0
48007,2024,Aransas,14,2024-05-13,2024-12-30,16,80,0
48007,2025,Aransas,13,2025-02-03,2025-12-28,9,56,0
48009,2015,Archer,2,2015-10-14,2015-12-12,2,4,4
48009,2016,Archer,2,2016-10-29,2016-11-17,5,7,0
48009,2017,Archer,3,2017-02-07,2017-05-16,4,8,0
48009,2018,Archer,2,2018-05-31,2018-07-22,4,7,7
48009,2020,Archer,2,2020-05-02,2020-08-15,3,5,5
48009,2021,Archer,4,2021-10-09,2021-12-27,5,12,12
48009,2022,Archer,6,2022-03-27,2022-07-20,3,16,16
48009,2023,Archer,10,2023-01-01,2023-11-08,6,31,31
48009,2024,Archer,6,2024-02-26,2024-10-30,4,15,15
48009,2025,Archer,3,2025-02-02,2025-12-28,6,14,14
48011,2015,Armstrong,7,2015-01-27,2015-12-12,4,17,17
48011,2016,Armstrong,8,2016-01-30,2016-11-17,3,19,19
48011,2017,Armstrong,7,2017-02-06,2017-11-25,3,17,17
48011,2018,Armstrong,7,2018-01-20,2018-07-23,6,23,23
48011,2019,Armstrong,4,2019-01-06,2019-12-25,5,13,13
48011,2020,Armstrong,10,2020-02-02,2020-12-10,7,31,31
48011,2021,Armstrong,7,2021-09-11,2021-12-27,5,21,21
48011,2022,Armstrong,6,2022-03-28,2022-07-20,5,18,18
48011,2023,Armstrong,13,2023-01-01,2023-11-08,6,36,36
48011,2024,Armstrong,9,2024-02-21,2024-10-29,10,30,30
